,US1,US2,US3,US4,US5,US6,US7,US8,US9,US10,US11,US12,US13,US14,US15,US16,US17,US18,US19,US20,US21,US22,US23,US24,CLASS
809,2.258,2.242,2.25,1.931,1.93,1.6969999999999998,1.416,1.391,1.402,1.422,1.449,1.318,1.219,1.17,1.1840000000000002,1.207,2.57,2.326,0.868,2.289,2.299,4.629,3.2939999999999996,5.0,Move-Forward
810,5.0,2.255,2.2640000000000002,1.942,1.9340000000000002,1.5619999999999998,5.0,1.385,1.4,1.4169999999999998,1.446,1.2830000000000001,1.202,1.158,1.171,1.189,1.1,2.335,2.3280000000000003,2.295,2.306,4.638,2.366,5.0,Slight-Left-Turn
811,2.285,2.267,2.279,1.79,1.939,1.561,5.0,1.38,1.395,1.619,1.4409999999999998,1.271,1.18,1.1440000000000001,1.159,1.176,1.088,5.0,2.3169999999999997,2.302,2.313,5.0,2.364,5.0,Slight-Left-Turn
812,2.293,2.282,2.301,1.964,1.944,1.5630000000000002,1.3980000000000001,1.374,1.39,1.61,1.44,1.161,1.139,1.133,1.151,1.162,1.08,2.346,0.8190000000000001,2.3080000000000003,2.323,5.0,2.385,5.0,Move-Forward
813,2.302,2.298,2.315,1.975,1.7109999999999999,1.714,1.379,1.371,1.415,1.416,1.839,1.138,1.123,1.1179999999999999,1.136,2.517,1.071,2.342,0.821,2.315,2.331,5.0,2.407,2.358,Move-Forward
814,2.3169999999999997,2.314,1.9869999999999999,1.999,1.714,1.3880000000000001,1.367,1.3659999999999999,1.383,1.587,1.4780000000000002,1.124,1.1079999999999999,1.103,5.0,5.0,1.068,2.344,0.8240000000000001,2.325,2.34,5.0,3.372,2.3409999999999997,Move-Forward
815,2.333,2.333,1.9969999999999999,1.972,1.713,1.569,1.361,1.361,1.574,1.578,1.449,1.105,1.092,1.089,5.0,5.0,1.06,2.346,0.826,2.331,5.0,5.0,3.387,5.0,Move-Forward
816,2.35,2.349,2.01,1.9780000000000002,1.7169999999999999,1.368,1.355,1.36,1.556,1.797,1.4469999999999998,1.088,1.0759999999999998,1.074,5.0,5.0,1.054,2.35,0.828,2.336,2.36,3.405,3.405,5.0,Move-Forward
817,2.363,2.3680000000000003,2.015,1.7380000000000002,1.7209999999999999,1.3630000000000002,1.35,1.355,1.5490000000000002,1.78,1.4180000000000001,1.068,1.0590000000000002,1.061,5.0,5.0,1.047,2.358,0.83,2.342,2.363,3.417,3.427,5.0,Move-Forward
818,2.377,2.388,2.033,1.743,1.7269999999999999,1.358,1.345,1.357,1.538,1.766,1.781,1.051,1.042,1.062,2.467,5.0,1.04,4.206,0.828,2.347,2.3680000000000003,3.431,3.449,2.395,Move-Forward
819,2.394,2.405,2.046,1.7469999999999999,1.734,1.351,1.3419999999999999,1.357,1.5290000000000001,1.7519999999999998,1.7730000000000001,1.033,1.025,1.035,2.457,5.0,1.032,5.0,0.823,2.351,2.372,3.447,2.447,2.419,Move-Forward
820,2.412,2.42,2.041,1.7530000000000001,1.7380000000000002,1.347,1.337,1.347,1.501,1.7380000000000002,1.7619999999999998,1.016,1.0070000000000001,1.011,5.0,5.0,1.024,1.04,0.797,2.355,2.38,3.4619999999999997,3.48,2.437,Move-Forward
821,2.431,2.4419999999999997,2.0380000000000003,1.767,1.745,1.3430000000000002,1.3330000000000002,1.3419999999999999,1.5030000000000001,1.726,1.7480000000000002,0.997,0.985,0.99,5.0,5.0,1.015,1.032,0.792,2.36,2.384,3.4819999999999998,5.0,2.452,Move-Forward
822,2.449,2.461,2.0580000000000003,2.0269999999999997,1.7530000000000001,1.341,1.329,1.338,1.493,1.7069999999999999,1.7269999999999999,0.978,0.9670000000000001,0.972,5.0,5.0,1.0070000000000001,5.0,0.795,2.365,2.3890000000000002,3.495,5.0,2.467,Move-Forward
823,2.469,2.477,2.053,2.037,1.7619999999999998,1.338,1.325,1.337,1.482,1.693,1.715,0.9590000000000001,0.9470000000000001,1.045,5.0,5.0,0.998,1.0170000000000001,0.794,2.369,4.285,3.512,5.0,2.4859999999999998,Move-Forward
824,2.488,2.517,2.072,2.049,1.77,1.334,1.321,1.33,1.474,1.6780000000000002,1.69,0.9390000000000001,0.9279999999999999,0.9570000000000001,5.0,5.0,0.9890000000000001,1.005,0.797,2.377,4.3,3.532,5.0,2.506,Move-Forward
825,2.508,2.5269999999999997,2.001,2.06,1.722,1.3259999999999998,1.317,1.3259999999999998,1.462,1.663,1.673,0.92,0.9079999999999999,0.9209999999999999,5.0,5.0,0.976,0.992,0.8,2.3819999999999997,4.316,4.771,3.574,2.519,Move-Forward
826,2.5269999999999997,2.553,2.012,2.072,1.794,1.3219999999999998,1.3130000000000002,1.3219999999999998,1.4509999999999998,1.6480000000000001,1.6580000000000001,0.9,0.889,0.902,5.0,0.877,0.9670000000000001,0.986,0.804,2.39,4.332,3.57,5.0,2.542,Sharp-Right-Turn
827,2.5469999999999997,2.569,2.028,2.086,1.746,1.321,1.3090000000000002,1.321,1.442,1.633,1.643,0.88,0.8690000000000001,0.8759999999999999,5.0,1.015,0.961,0.977,0.8079999999999999,2.395,4.3469999999999995,3.5839999999999996,5.0,2.562,Sharp-Right-Turn
828,2.5669999999999997,2.5989999999999998,2.0469999999999997,1.3659999999999999,1.754,1.317,1.305,1.32,1.4380000000000002,1.618,1.632,0.86,0.8490000000000001,0.857,5.0,0.9990000000000001,0.951,0.965,0.812,2.403,4.3660000000000005,3.6010000000000004,3.654,2.5780000000000003,Sharp-Right-Turn
829,2.5860000000000003,2.5980000000000003,2.13,1.83,1.824,1.31,1.301,1.31,1.607,1.604,1.618,0.84,0.83,0.838,5.0,5.0,0.9420000000000001,0.955,0.813,2.408,4.382,3.6710000000000003,5.0,2.6010000000000004,Sharp-Right-Turn
830,2.605,2.613,2.142,1.8359999999999999,1.8330000000000002,1.31,1.297,1.306,1.5930000000000002,1.591,1.604,0.8220000000000001,0.8109999999999999,0.8540000000000001,5.0,0.887,0.9329999999999999,0.946,0.8170000000000001,2.419,4.393,3.647,5.0,2.6189999999999998,Sharp-Right-Turn
831,2.622,2.175,2.1519999999999997,1.845,1.652,1.3030000000000002,1.294,1.305,1.4669999999999999,1.577,5.0,0.805,0.7929999999999999,0.804,0.8220000000000001,5.0,0.9209999999999999,0.941,0.8220000000000001,0.828,4.404,3.694,3.6460000000000004,2.637,Sharp-Right-Turn
832,2.635,2.64,2.161,1.8519999999999999,1.6680000000000001,1.3019999999999998,1.2919999999999998,1.296,1.4569999999999999,1.568,1.63,0.792,0.78,0.7879999999999999,0.809,0.9,0.917,0.93,0.8240000000000001,0.8270000000000001,4.417,3.7239999999999998,3.656,2.65,Sharp-Right-Turn
833,2.638,2.642,2.168,1.861,1.847,1.307,1.2930000000000001,1.294,1.569,1.568,1.5819999999999999,0.7909999999999999,0.778,0.794,5.0,0.9259999999999999,0.862,0.927,0.8270000000000001,0.825,4.418,4.836,3.659,2.653,Sharp-Right-Turn
834,2.636,2.639,2.168,2.142,1.847,1.3119999999999998,1.295,1.295,1.411,1.571,1.584,0.7929999999999999,0.784,0.799,5.0,0.9229999999999999,0.8590000000000001,0.9229999999999999,0.835,0.823,4.416,4.836,3.66,2.657,Sharp-Right-Turn
835,2.635,2.636,2.168,2.141,1.847,1.3130000000000002,1.2990000000000002,1.296,1.399,1.5719999999999998,1.585,0.794,0.785,0.7859999999999999,5.0,0.929,0.88,0.9229999999999999,0.835,0.8190000000000001,4.418,4.835,3.658,5.0,Sharp-Right-Turn
836,2.634,2.635,2.165,2.145,1.8459999999999999,1.315,1.2990000000000002,1.296,1.399,1.5719999999999998,1.595,0.799,0.7859999999999999,0.7859999999999999,0.805,0.92,0.8590000000000001,0.9229999999999999,0.852,0.8190000000000001,4.418,4.835,3.6510000000000002,5.0,Sharp-Right-Turn
837,2.634,2.635,2.165,2.145,1.847,1.3869999999999998,1.3,1.296,1.403,1.5730000000000002,1.626,0.799,0.7859999999999999,0.7859999999999999,0.8079999999999999,0.92,0.862,0.922,0.855,0.818,4.418,4.835,3.66,5.0,Sharp-Right-Turn
838,2.635,2.635,2.17,2.146,1.847,1.3230000000000002,1.3030000000000002,1.296,1.409,1.5759999999999998,1.655,0.799,0.7859999999999999,0.7859999999999999,0.83,0.92,0.878,0.9179999999999999,0.8420000000000001,0.8170000000000001,4.428,4.835,3.65,5.0,Sharp-Right-Turn
839,2.636,2.638,2.17,2.149,1.848,1.3880000000000001,1.307,1.297,1.3130000000000002,1.5759999999999998,1.183,0.8,0.7859999999999999,0.785,0.8029999999999999,0.92,0.8809999999999999,0.917,0.828,0.8170000000000001,5.0,4.835,3.647,5.0,Sharp-Right-Turn
840,2.636,2.638,2.171,2.1519999999999997,1.848,1.374,1.311,1.294,1.314,1.5759999999999998,1.18,0.8,0.7859999999999999,0.785,5.0,0.919,0.856,0.92,0.828,0.816,5.0,4.836,3.6460000000000004,5.0,Sharp-Right-Turn
841,2.636,2.637,2.171,2.153,1.848,1.39,1.3119999999999998,1.294,1.31,1.569,1.18,0.804,0.7859999999999999,0.785,0.805,0.919,0.8590000000000001,0.919,0.828,0.816,5.0,4.8389999999999995,3.6460000000000004,5.0,Sharp-Right-Turn
842,2.639,2.637,2.6489999999999996,1.8730000000000002,1.848,1.865,1.315,1.294,1.311,1.577,1.177,0.804,0.7859999999999999,0.785,0.805,0.922,0.8690000000000001,0.8420000000000001,0.8240000000000001,0.815,0.8370000000000001,4.838,3.645,5.0,Sharp-Right-Turn
843,2.639,2.637,2.6519999999999997,1.868,1.849,1.8630000000000002,1.3130000000000002,1.295,1.311,1.57,1.177,0.8079999999999999,0.79,0.785,0.831,0.919,0.847,0.9179999999999999,0.823,0.8140000000000001,0.8320000000000001,5.0,3.642,5.0,Sharp-Right-Turn
844,2.64,2.634,2.447,1.865,1.85,1.8619999999999999,1.32,1.296,1.311,1.57,1.1740000000000002,0.888,0.8109999999999999,0.784,5.0,0.919,0.8490000000000001,0.838,0.823,0.813,0.8270000000000001,4.8389999999999995,3.6439999999999997,5.0,Sharp-Right-Turn
845,2.647,2.634,2.648,1.867,1.851,1.8630000000000002,1.311,1.297,1.308,1.5759999999999998,1.175,0.897,0.804,0.78,0.799,0.9179999999999999,0.848,0.915,0.8220000000000001,0.812,0.826,4.421,3.6439999999999997,5.0,Sharp-Right-Turn
846,2.648,2.634,2.278,1.8730000000000002,1.8519999999999999,1.8769999999999998,1.31,1.298,1.3090000000000002,1.3319999999999999,1.176,0.895,0.7979999999999999,0.78,0.795,0.82,0.846,0.84,0.821,0.8109999999999999,0.82,4.427,3.6430000000000002,5.0,Sharp-Right-Turn
847,2.6639999999999997,2.634,2.6439999999999997,2.574,1.854,1.574,1.3119999999999998,1.2990000000000002,1.31,1.578,1.177,0.8959999999999999,0.792,0.779,0.7909999999999999,0.924,0.843,0.84,0.8170000000000001,0.81,0.818,4.8389999999999995,3.642,5.0,Sharp-Right-Turn
848,2.641,2.635,5.0,2.079,1.859,1.68,1.315,1.301,1.31,1.421,1.178,0.9,0.792,0.779,0.789,0.816,0.875,0.915,0.8190000000000001,0.8079999999999999,0.816,4.418,3.642,5.0,Sharp-Right-Turn
849,2.6439999999999997,2.636,2.655,2.102,1.8630000000000002,1.579,1.318,1.3030000000000002,1.315,1.415,1.185,0.907,0.7879999999999999,0.778,0.787,0.813,0.912,0.9059999999999999,0.8220000000000001,0.807,0.8140000000000001,4.418,3.642,5.0,Sharp-Right-Turn
850,2.6489999999999996,2.638,2.65,2.077,1.8719999999999999,1.6740000000000002,1.325,1.306,1.348,1.5830000000000002,1.584,0.816,0.7909999999999999,0.777,0.7859999999999999,0.81,5.0,0.897,0.9229999999999999,0.805,5.0,4.415,3.6460000000000004,3.695,Sharp-Right-Turn
851,2.657,2.639,2.6439999999999997,2.084,2.1590000000000003,1.673,1.331,1.308,1.319,1.439,1.585,0.8170000000000001,0.792,0.78,0.784,0.8270000000000001,0.902,0.894,0.91,0.8079999999999999,0.8270000000000001,4.425,3.6460000000000004,3.645,Sharp-Right-Turn
852,5.0,2.6430000000000002,2.641,2.1180000000000003,2.166,1.864,1.334,1.3130000000000002,1.318,1.329,1.5819999999999999,0.8490000000000001,0.823,0.779,0.7829999999999999,5.0,0.903,0.895,0.907,0.813,0.809,5.0,4.8389999999999995,3.645,Sharp-Right-Turn
853,5.0,2.645,2.641,2.1830000000000003,2.168,1.673,4.845,1.315,1.3159999999999998,1.329,1.5830000000000002,1.599,0.826,0.779,0.782,5.0,0.902,0.8909999999999999,0.9079999999999999,0.825,0.804,5.0,4.836,3.647,Sharp-Right-Turn
854,2.687,2.645,2.641,2.1919999999999997,2.173,1.679,4.841,1.318,1.317,1.329,1.584,1.5959999999999999,0.831,0.779,0.779,0.8059999999999999,0.898,0.889,0.903,0.8170000000000001,0.799,5.0,4.84,3.6430000000000002,Sharp-Right-Turn
855,5.0,2.6489999999999996,2.642,2.1919999999999997,1.8869999999999998,1.7,1.595,1.3230000000000002,1.315,1.327,1.588,1.185,0.905,0.7829999999999999,0.778,0.79,0.9,0.8909999999999999,5.0,0.812,0.797,0.812,4.842,3.639,Sharp-Right-Turn
856,5.0,2.657,2.642,2.206,1.8869999999999998,1.87,4.846,1.351,1.317,1.327,1.589,1.182,0.899,0.7929999999999999,0.7759999999999999,0.785,0.82,0.8859999999999999,0.905,0.8079999999999999,0.792,0.8059999999999999,4.8389999999999995,3.635,Sharp-Right-Turn
857,3.69,2.658,2.6430000000000002,2.295,1.8869999999999998,1.8719999999999999,1.881,1.327,1.318,1.328,1.59,1.179,0.9079999999999999,0.799,0.7709999999999999,0.7829999999999999,0.8959999999999999,0.887,5.0,0.8029999999999999,0.79,0.8,4.413,3.638,Sharp-Right-Turn
858,3.6889999999999996,2.656,2.6439999999999997,2.656,1.8969999999999998,1.875,1.883,1.329,1.32,1.4269999999999998,1.58,1.18,0.905,0.7829999999999999,0.77,0.7809999999999999,5.0,0.8859999999999999,0.8909999999999999,0.8029999999999999,0.789,5.0,4.416,3.6439999999999997,Sharp-Right-Turn
859,3.654,2.658,2.645,2.655,1.8980000000000001,1.8780000000000001,1.7,1.329,1.3219999999999998,1.33,1.473,1.183,0.809,0.779,0.769,0.775,5.0,0.884,0.885,0.802,0.79,5.0,4.413,3.642,Sharp-Right-Turn
860,3.642,5.0,2.647,2.6519999999999997,2.194,1.8840000000000001,1.88,1.3359999999999999,1.324,1.329,1.4769999999999999,1.187,1.611,0.782,0.768,0.7759999999999999,5.0,0.828,0.83,0.897,0.789,0.794,4.42,3.645,Sharp-Right-Turn
861,3.638,5.0,2.6519999999999997,2.653,2.195,1.425,1.881,1.3419999999999999,1.327,1.328,1.4380000000000002,1.591,1.641,0.7859999999999999,0.767,0.77,5.0,0.8859999999999999,0.878,0.887,0.7879999999999999,0.7879999999999999,5.0,4.846,Sharp-Right-Turn
862,3.637,5.0,2.654,2.6510000000000002,2.198,1.899,1.883,1.3459999999999999,1.329,1.329,1.594,1.591,1.615,0.831,0.769,0.768,0.8140000000000001,0.863,0.873,0.887,0.787,0.7859999999999999,0.8079999999999999,4.8469999999999995,Sharp-Right-Turn
863,3.633,5.0,2.656,2.6519999999999997,2.205,2.184,1.885,1.3559999999999999,1.335,1.33,1.345,1.5919999999999999,1.6119999999999999,0.8170000000000001,0.769,0.767,0.7829999999999999,0.8859999999999999,0.871,0.88,0.797,0.784,0.7959999999999999,4.845,Sharp-Right-Turn
864,3.633,5.0,2.658,2.653,2.206,2.195,1.383,1.615,1.3430000000000002,1.33,1.3459999999999999,1.5919999999999999,1.411,0.9059999999999999,0.769,0.765,0.7809999999999999,0.82,0.868,0.894,0.79,0.782,0.79,4.851,Sharp-Right-Turn
865,3.633,5.0,2.6660000000000004,2.653,2.667,2.198,1.889,1.36,1.355,1.3319999999999999,1.3430000000000002,1.369,1.185,0.899,0.778,0.762,0.7809999999999999,0.8,0.87,0.878,0.7859999999999999,0.777,0.787,4.43,Sharp-Right-Turn
866,3.633,5.0,2.68,2.655,2.6710000000000003,1.9169999999999998,1.895,1.36,1.3619999999999999,1.3330000000000002,1.3430000000000002,1.594,1.185,0.902,0.8029999999999999,0.76,0.7709999999999999,0.792,0.868,5.0,0.785,0.7759999999999999,0.785,4.427,Sharp-Right-Turn
867,3.637,5.0,5.0,2.656,2.6719999999999997,2.219,1.901,1.364,1.345,1.335,1.349,1.365,1.185,1.625,0.774,0.759,0.768,0.789,0.866,0.87,0.785,0.777,0.789,4.851,Sharp-Right-Turn
868,3.638,5.0,5.0,2.658,2.679,2.211,1.9069999999999998,1.371,1.349,1.3359999999999999,1.3769999999999998,1.594,1.188,1.62,0.767,0.757,0.765,0.7879999999999999,0.868,0.851,0.785,0.7759999999999999,0.789,4.418,Sharp-Right-Turn
869,2.73,3.642,5.0,2.6630000000000003,2.63,2.211,2.194,1.382,1.355,1.3419999999999999,1.357,1.479,1.195,1.6119999999999999,0.7659999999999999,0.755,0.76,0.782,5.0,0.861,0.7909999999999999,0.7759999999999999,0.7759999999999999,4.425,Sharp-Right-Turn
870,3.696,3.642,5.0,2.665,2.68,2.217,2.206,1.7069999999999999,1.36,1.3430000000000002,1.344,1.469,1.598,1.615,0.769,0.754,0.757,0.7909999999999999,0.866,0.826,0.816,0.775,0.775,5.0,Sharp-Right-Turn
871,4.851,3.642,5.0,2.68,2.6689999999999996,2.052,2.208,1.901,1.37,1.345,1.345,1.365,1.595,1.611,0.7759999999999999,0.753,0.752,0.767,0.868,0.856,0.823,0.778,0.774,0.789,Sharp-Right-Turn
872,4.853,3.639,5.0,2.67,2.67,2.08,2.213,1.903,1.4409999999999998,1.3559999999999999,1.345,1.358,1.594,1.6030000000000002,0.831,0.755,0.75,0.7609999999999999,0.863,0.8170000000000001,0.821,0.812,0.769,0.78,Sharp-Right-Turn
873,4.434,3.64,5.0,2.679,2.6689999999999996,2.042,2.225,1.905,1.931,1.382,1.3419999999999999,1.357,1.594,1.6059999999999999,0.792,0.76,0.748,0.758,0.862,0.8109999999999999,0.79,0.7929999999999999,0.767,0.778,Sharp-Right-Turn
874,0.799,3.641,5.0,2.6910000000000003,2.67,2.084,2.278,1.9069999999999998,1.926,1.354,1.3430000000000002,1.3530000000000002,1.5930000000000002,1.604,0.8540000000000001,0.764,0.745,0.755,0.861,0.809,0.7909999999999999,0.779,0.7659999999999999,0.777,Sharp-Right-Turn
875,0.794,3.645,3.7119999999999997,2.715,2.6719999999999997,2.187,2.613,1.3980000000000001,1.681,1.3530000000000002,1.3430000000000002,1.3530000000000002,1.5930000000000002,1.183,0.894,0.8590000000000001,0.743,0.755,0.785,0.845,0.795,0.7759999999999999,0.7659999999999999,0.7759999999999999,Sharp-Right-Turn
876,0.792,3.657,5.0,2.6889999999999996,2.674,2.166,2.238,1.4,4.863,1.354,1.344,1.3530000000000002,1.5919999999999999,1.182,1.6969999999999998,0.7509999999999999,0.741,0.752,0.775,0.8440000000000001,0.7959999999999999,0.7759999999999999,0.765,0.777,Move-Forward
877,0.787,3.6519999999999997,3.699,2.6919999999999997,2.675,2.237,2.228,1.403,1.38,1.3559999999999999,1.345,1.38,1.5919999999999999,1.181,0.892,0.75,0.7390000000000001,0.746,0.7709999999999999,0.846,0.797,0.78,0.765,0.7759999999999999,Sharp-Right-Turn
878,0.816,3.7060000000000004,3.65,2.695,2.68,2.237,2.23,1.4069999999999998,4.874,1.361,1.3459999999999999,1.3730000000000002,1.595,1.594,1.617,0.7490000000000001,0.737,0.743,5.0,0.785,0.7979999999999999,0.79,0.765,0.774,Move-Forward
879,0.804,4.861000000000001,3.647,5.0,2.682,2.208,2.2359999999999998,1.413,1.925,1.3619999999999999,1.349,1.357,1.594,1.5930000000000002,1.615,0.748,0.735,0.741,5.0,0.785,0.7959999999999999,0.855,0.765,0.77,Move-Forward
880,0.7909999999999999,4.862,3.648,5.0,2.6830000000000003,2.23,2.2359999999999998,1.413,1.922,1.365,1.349,1.354,1.4180000000000001,1.5930000000000002,5.0,0.748,0.735,0.737,5.0,0.78,0.794,0.8640000000000001,0.7659999999999999,0.77,Move-Forward
881,0.792,4.863,3.6489999999999996,2.707,2.6830000000000003,2.046,2.235,1.412,1.922,1.364,1.348,1.3559999999999999,1.4180000000000001,1.591,1.61,0.747,0.735,0.737,5.0,0.78,0.794,0.868,0.767,0.7709999999999999,Move-Forward
882,0.797,3.714,3.65,2.701,2.6830000000000003,2.063,2.234,1.409,1.923,1.3619999999999999,1.3459999999999999,1.357,1.419,1.59,1.609,0.747,0.735,0.741,5.0,0.785,0.8059999999999999,0.863,0.768,0.773,Move-Forward
883,0.815,3.7110000000000003,3.6510000000000002,5.0,2.6830000000000003,2.249,2.23,1.4040000000000001,1.922,1.357,1.3419999999999999,1.3530000000000002,1.59,1.589,1.611,0.746,0.7340000000000001,0.737,5.0,0.784,0.8029999999999999,0.871,0.769,0.778,Move-Forward
884,0.8,4.862,3.656,5.0,2.6839999999999997,2.242,2.2319999999999998,1.4040000000000001,1.925,1.3559999999999999,1.34,1.348,1.413,1.587,1.609,0.746,0.7340000000000001,0.74,5.0,0.787,0.809,0.865,0.7709999999999999,0.7759999999999999,Move-Forward
885,0.7979999999999999,3.714,3.657,2.7030000000000003,2.685,2.2430000000000003,2.2319999999999998,1.405,1.9180000000000001,1.355,1.339,1.347,1.446,1.5859999999999999,1.604,0.745,0.733,0.736,5.0,0.779,0.807,0.8590000000000001,0.772,0.777,Move-Forward
886,0.8009999999999999,3.715,3.658,2.7,2.261,2.2430000000000003,2.2319999999999998,1.4040000000000001,1.9180000000000001,1.354,1.338,1.344,1.3719999999999999,1.585,5.0,0.745,0.733,0.735,5.0,0.782,0.8009999999999999,0.879,0.773,0.778,Move-Forward
887,0.799,3.716,3.655,5.0,2.685,2.246,2.2319999999999998,1.401,1.921,1.3530000000000002,1.341,1.3459999999999999,1.411,1.585,5.0,0.745,0.732,0.738,5.0,0.782,0.805,0.879,0.774,0.778,Move-Forward
888,0.8029999999999999,4.863,3.659,5.0,2.688,2.248,2.2319999999999998,1.403,1.9169999999999998,1.3519999999999999,1.337,1.348,1.444,1.584,1.6030000000000002,0.7440000000000001,0.732,0.738,5.0,0.782,0.809,0.88,0.775,0.779,Move-Forward
889,0.8029999999999999,4.863,3.657,5.0,2.688,2.748,2.231,1.403,1.92,1.3519999999999999,1.34,1.345,1.44,1.5830000000000002,5.0,0.7440000000000001,0.732,0.738,5.0,0.782,0.809,0.873,0.775,0.779,Move-Forward
890,0.802,4.863,3.658,5.0,2.6910000000000003,2.715,2.231,1.401,1.919,1.351,1.3359999999999999,1.344,1.4380000000000002,1.5819999999999999,5.0,0.7440000000000001,0.732,0.738,5.0,0.785,0.807,0.8740000000000001,0.7759999999999999,0.7809999999999999,Move-Forward
891,0.809,3.718,3.665,5.0,2.2769999999999997,2.251,2.229,1.3969999999999998,1.923,1.347,1.3319999999999999,1.3519999999999999,1.4340000000000002,1.578,5.0,0.743,0.731,0.741,5.0,5.0,0.851,0.87,0.78,0.785,Move-Forward
892,0.8290000000000001,3.7239999999999998,3.667,5.0,2.456,2.249,2.226,1.3869999999999998,1.92,1.34,1.325,1.34,1.4240000000000002,1.5719999999999998,5.0,0.741,0.728,0.74,5.0,5.0,0.8140000000000001,0.884,0.7859999999999999,0.795,Move-Forward
893,0.838,3.735,3.678,5.0,2.278,2.237,2.228,1.3780000000000001,1.915,1.33,1.3159999999999998,1.3259999999999998,1.415,1.5630000000000002,1.5819999999999999,0.738,0.726,0.732,5.0,2.011,0.825,0.893,0.795,0.807,Move-Forward
894,0.833,3.7460000000000004,3.6889999999999996,5.0,2.26,2.715,2.227,1.367,2.219,1.32,1.305,1.34,1.551,1.5519999999999998,5.0,0.733,0.721,0.742,5.0,0.88,0.84,0.8290000000000001,0.8059999999999999,0.815,Move-Forward
895,0.845,3.758,3.698,5.0,2.255,2.238,2.613,1.355,5.0,1.307,1.2919999999999998,1.3030000000000002,1.419,1.538,1.557,0.7290000000000001,0.7170000000000001,0.726,0.748,0.889,0.85,0.898,0.8190000000000001,0.8270000000000001,Move-Forward
896,0.853,3.7710000000000004,3.715,2.717,2.7030000000000003,2.715,2.611,1.34,4.8839999999999995,1.2930000000000001,1.278,1.286,1.413,1.524,1.548,0.7240000000000001,0.711,0.72,5.0,0.9109999999999999,0.867,0.909,0.836,0.8420000000000001,Move-Forward
897,0.868,3.786,3.7289999999999996,2.72,2.7089999999999996,2.716,2.608,1.325,4.88,1.278,1.265,1.27,1.32,1.508,5.0,0.718,0.706,0.7140000000000001,5.0,0.9129999999999999,0.88,0.902,0.852,0.857,Move-Forward
898,0.892,3.805,3.755,2.7319999999999998,2.717,2.725,2.6060000000000003,1.3090000000000002,4.886,1.264,1.248,1.253,1.3,1.4909999999999999,5.0,0.7120000000000001,0.6990000000000001,0.708,5.0,0.94,0.902,0.93,0.8690000000000001,0.871,Move-Forward
899,0.92,3.818,3.798,2.739,2.7230000000000003,2.728,2.603,1.294,4.888,1.247,1.2309999999999999,1.232,1.278,1.472,5.0,0.7090000000000001,0.693,0.705,5.0,5.0,0.9079999999999999,0.93,0.887,0.8909999999999999,Move-Forward
900,0.94,3.838,3.812,2.742,2.7289999999999996,2.734,2.6,1.2770000000000001,1.59,1.232,1.213,1.214,1.274,1.455,5.0,0.7020000000000001,0.687,0.698,5.0,0.956,0.9209999999999999,0.934,0.905,0.9059999999999999,Move-Forward
901,4.521,3.855,3.835,2.447,2.735,2.737,2.5980000000000003,1.839,1.581,1.214,1.195,1.199,1.248,1.436,5.0,0.696,0.68,0.6920000000000001,5.0,0.946,0.9309999999999999,1.022,0.9229999999999999,0.924,Move-Forward
902,0.98,3.872,3.852,2.7569999999999997,2.741,2.745,2.595,1.83,5.0,1.199,1.176,1.177,1.2770000000000001,1.4169999999999998,5.0,0.69,0.674,0.7020000000000001,5.0,0.9590000000000001,0.9390000000000001,0.9540000000000001,0.941,0.946,Move-Forward
903,0.982,3.8930000000000002,3.845,2.478,2.747,2.7510000000000003,2.593,1.821,5.0,1.176,1.157,1.158,1.2830000000000001,1.3980000000000001,1.4180000000000001,0.684,0.667,0.6809999999999999,5.0,0.9670000000000001,0.953,5.0,0.96,0.965,Move-Forward
904,1.001,3.909,3.89,2.778,2.752,2.7560000000000002,2.59,1.8090000000000002,5.0,1.158,1.138,1.139,1.1640000000000001,1.38,1.423,0.6779999999999999,0.6609999999999999,0.68,0.725,5.0,0.9640000000000001,0.9890000000000001,0.9790000000000001,0.9840000000000001,Move-Forward
905,1.02,3.927,3.904,2.7769999999999997,2.758,2.758,2.5869999999999997,1.8,5.0,1.139,1.119,1.12,1.169,1.361,5.0,0.6709999999999999,0.655,0.682,0.728,5.0,0.9740000000000001,0.993,0.998,1.003,Move-Forward
906,1.042,3.925,3.917,2.454,2.764,2.767,2.582,1.791,5.0,1.12,1.1,1.101,1.3459999999999999,1.3419999999999999,2.52,0.665,0.649,0.7440000000000001,0.722,5.0,0.986,1.0070000000000001,1.0170000000000001,1.021,Move-Forward
907,1.072,3.9419999999999997,3.907,2.795,2.7689999999999997,2.773,2.5789999999999997,1.78,5.0,1.101,1.081,1.082,1.327,1.324,0.943,0.659,0.643,0.654,0.723,5.0,0.997,1.015,1.033,1.04,Move-Forward
908,1.081,3.96,5.0,2.5,2.775,2.775,2.5780000000000003,1.13,5.0,1.082,1.062,1.063,1.305,1.3019999999999998,0.9229999999999999,0.653,0.636,0.65,5.0,5.0,1.008,5.0,1.055,1.0590000000000002,Move-Forward
909,1.107,3.9810000000000003,3.978,2.803,2.781,2.3609999999999998,2.5780000000000003,1.11,5.0,1.062,1.042,1.043,1.092,1.2819999999999998,0.899,0.6459999999999999,0.63,0.6409999999999999,5.0,5.0,1.02,5.0,1.075,1.083,Sharp-Right-Turn
