,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
1412,?,8-17-2016 10:59:05,-200,-200,-200,-200,-200,-79,-200,-200,-200,-200,-200,-200,-200
1413,?,8-17-2016 10:59:04,-200,-200,-200,-200,-200,-82,-200,-200,-200,-200,-200,-200,-200
1414,?,8-17-2016 10:59:03,-200,-200,-200,-200,-200,-82,-200,-200,-200,-200,-200,-200,-200
1415,?,8-17-2016 10:58:46,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-79
1416,?,8-17-2016 10:58:45,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-79
1417,?,8-17-2016 10:58:44,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-79
1418,?,8-17-2016 10:58:43,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-79
1419,?,8-17-2016 10:58:42,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-79
1420,?,8-17-2016 10:58:41,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-79
1421,?,8-17-2016 10:58:40,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-78
1422,?,8-17-2016 10:58:39,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-79
1423,?,8-17-2016 10:58:38,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-79
1424,?,8-17-2016 10:58:37,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-75
1425,?,8-17-2016 10:58:36,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-81
1426,?,8-17-2016 10:58:35,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-76
1427,?,8-17-2016 10:58:34,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-74
1428,?,8-17-2016 10:58:33,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-69
1429,?,8-17-2016 10:58:32,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-78
1430,?,8-17-2016 10:58:31,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-66
1431,?,8-17-2016 10:58:30,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-71
1432,?,8-17-2016 10:58:23,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-65
1433,?,8-17-2016 10:58:22,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-66
1434,?,8-17-2016 10:58:21,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-66
1435,?,8-17-2016 10:58:20,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-67
1436,?,8-17-2016 10:58:19,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-67
1437,?,8-17-2016 10:58:18,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-65
1438,?,8-17-2016 10:58:17,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-65
1439,?,8-17-2016 10:58:16,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-67
1440,?,8-17-2016 10:58:15,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-76
1441,?,8-17-2016 10:58:14,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-72
1442,?,8-17-2016 10:58:13,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-71
1443,?,8-17-2016 10:58:12,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-67
1444,?,8-17-2016 10:58:11,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-73
1445,?,8-17-2016 10:58:10,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-72
1446,?,8-17-2016 10:58:09,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-77
1447,?,8-17-2016 10:58:08,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-77
1448,?,8-17-2016 10:58:07,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-76
1449,?,8-17-2016 10:58:06,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-76
1450,?,8-17-2016 10:58:05,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-73,-79
1451,?,8-17-2016 10:58:04,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-73,-76
1452,?,8-17-2016 10:58:03,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-73,-81
1453,?,8-17-2016 10:58:02,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-73,-200
1454,?,8-17-2016 10:58:01,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-79,-79
1455,?,8-17-2016 10:58:00,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-71,-79
1456,?,8-17-2016 10:57:59,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-71,-79
1457,?,8-17-2016 10:57:58,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-71,-79
1458,?,8-17-2016 10:57:57,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-71,-78
1459,?,8-17-2016 10:57:56,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-78,-79
1460,?,8-17-2016 10:57:55,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-74,-79
1461,?,8-17-2016 10:57:54,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-69,-79
1462,?,8-17-2016 10:57:53,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-67,-79
1463,?,8-17-2016 10:57:52,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-68,-80
1464,?,8-17-2016 10:57:51,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-68,-79
1465,?,8-17-2016 10:57:50,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-66,-79
1466,?,8-17-2016 10:57:49,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-66,-80
1467,?,8-17-2016 10:57:48,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-73,-78
1468,?,8-17-2016 10:57:47,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-77,-200
1469,?,8-17-2016 10:57:46,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-77,-200
1470,?,8-17-2016 10:57:45,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-77,-200
1471,?,8-17-2016 10:57:44,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-74,-74,-200
1472,?,8-17-2016 10:57:43,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-74,-79,-200
1473,?,8-17-2016 10:57:42,-200,-200,-200,-200,-200,-77,-200,-200,-200,-200,-74,-80,-200
1474,?,8-17-2016 10:57:41,-200,-200,-200,-200,-200,-77,-200,-200,-200,-200,-74,-79,-200
1475,?,8-17-2016 10:57:40,-200,-200,-200,-200,-200,-77,-200,-200,-200,-200,-80,-77,-200
1476,?,8-17-2016 10:57:39,-200,-200,-200,-200,-200,-77,-200,-200,-200,-200,-80,-80,-200
1477,?,8-17-2016 10:57:38,-200,-200,-200,-200,-200,-77,-200,-200,-200,-200,-75,-80,-200
1478,?,8-17-2016 10:57:37,-200,-200,-200,-200,-200,-77,-200,-83,-200,-200,-74,-80,-200
1479,?,8-17-2016 10:57:36,-200,-200,-200,-200,-200,-200,-200,-83,-200,-200,-60,-80,-200
1480,?,8-17-2016 10:57:35,-200,-200,-200,-200,-200,-200,-200,-83,-200,-200,-60,-80,-200
1481,?,8-17-2016 10:57:34,-200,-200,-200,-200,-200,-200,-200,-83,-200,-200,-69,-79,-200
1482,?,8-17-2016 10:57:33,-200,-200,-200,-200,-200,-200,-200,-88,-200,-200,-69,-79,-200
1483,?,8-17-2016 10:57:32,-200,-200,-200,-200,-200,-200,-200,-88,-200,-200,-65,-79,-200
1484,?,8-17-2016 10:57:31,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-65,-79,-200
1485,?,8-17-2016 10:57:30,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-71,-200,-200
1486,?,8-17-2016 10:57:29,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-71,-200,-200
1487,?,8-17-2016 10:57:28,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-72,-200,-200
1488,?,8-17-2016 10:57:27,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-75,-200,-200
1489,?,8-17-2016 10:57:26,-200,-200,-200,-200,-200,-200,-200,-200,-200,-68,-75,-200,-200
1490,?,8-17-2016 10:57:25,-200,-200,-200,-200,-200,-200,-200,-200,-200,-68,-69,-200,-200
1491,?,8-17-2016 10:57:24,-200,-200,-200,-200,-200,-200,-200,-200,-200,-68,-70,-200,-200
1492,?,8-17-2016 10:57:23,-200,-200,-200,-200,-200,-200,-200,-200,-200,-68,-78,-200,-200
1493,?,8-17-2016 10:57:22,-200,-200,-200,-200,-200,-200,-200,-200,-200,-71,-78,-200,-200
1494,?,8-17-2016 10:57:21,-200,-200,-200,-200,-200,-200,-200,-200,-200,-71,-78,-200,-200
1495,?,8-17-2016 10:57:20,-200,-200,-200,-200,-200,-200,-200,-200,-200,-65,-78,-200,-200
1496,?,8-17-2016 10:57:19,-200,-200,-200,-200,-200,-200,-200,-200,-200,-65,-78,-200,-200
1497,?,8-17-2016 10:57:18,-200,-200,-200,-200,-200,-200,-200,-200,-200,-66,-80,-200,-200
1498,?,8-17-2016 10:57:17,-200,-200,-200,-200,-200,-200,-200,-200,-200,-77,-80,-200,-200
1499,?,8-17-2016 10:57:16,-200,-200,-200,-200,-200,-200,-200,-200,-200,-65,-79,-200,-200
1500,?,8-17-2016 10:57:15,-200,-200,-200,-200,-200,-200,-200,-200,-200,-65,-77,-200,-200
1501,?,8-17-2016 10:57:14,-200,-200,-200,-200,-200,-200,-200,-200,-200,-72,-80,-200,-200
1502,?,8-17-2016 10:57:13,-200,-200,-200,-200,-200,-200,-200,-200,-200,-79,-81,-200,-200
1503,?,8-17-2016 10:57:12,-200,-200,-200,-200,-200,-200,-200,-79,-200,-73,-80,-200,-200
1504,?,8-17-2016 10:57:11,-200,-200,-200,-200,-200,-200,-200,-79,-200,-76,-81,-200,-200
1505,?,8-17-2016 10:57:10,-200,-200,-200,-200,-200,-200,-200,-79,-200,-75,-200,-200,-200
1506,?,8-17-2016 10:57:09,-200,-200,-200,-200,-200,-200,-200,-79,-200,-72,-200,-200,-200
1507,?,8-17-2016 10:57:08,-200,-200,-200,-200,-200,-200,-200,-78,-200,-72,-200,-200,-200
1508,?,8-17-2016 10:57:07,-200,-200,-200,-200,-200,-200,-200,-200,-200,-72,-80,-200,-200
1509,?,8-17-2016 10:57:06,-200,-200,-200,-200,-200,-200,-200,-200,-200,-81,-80,-200,-200
1510,?,8-17-2016 10:57:05,-200,-200,-200,-200,-200,-200,-200,-200,-200,-77,-80,-200,-200
1511,?,8-17-2016 10:57:04,-200,-200,-200,-200,-200,-200,-200,-200,-200,-77,-80,-200,-200
1512,?,8-17-2016 10:57:03,-200,-200,-200,-200,-200,-200,-200,-200,-200,-74,-81,-200,-200
1513,?,8-17-2016 10:57:02,-200,-200,-200,-200,-200,-200,-200,-200,-200,-74,-81,-200,-200
1514,?,8-17-2016 10:57:01,-200,-200,-200,-200,-200,-200,-200,-200,-200,-74,-79,-200,-200
1515,?,8-17-2016 10:57:00,-200,-200,-200,-200,-200,-200,-200,-200,-200,-76,-79,-200,-200
1516,?,8-17-2016 10:56:59,-200,-200,-200,-200,-200,-200,-200,-200,-200,-82,-79,-200,-200
1517,?,8-17-2016 10:56:58,-200,-200,-200,-200,-200,-200,-200,-200,-200,-81,-79,-200,-200
1518,?,8-17-2016 10:56:57,-200,-200,-200,-200,-200,-200,-200,-80,-200,-75,-81,-200,-200
1519,?,8-17-2016 10:56:56,-200,-200,-200,-200,-200,-200,-200,-80,-200,-75,-200,-200,-200
1520,?,8-17-2016 10:56:55,-200,-200,-200,-200,-200,-200,-200,-80,-200,-72,-200,-200,-200
1521,?,8-17-2016 10:56:54,-200,-200,-200,-200,-200,-200,-200,-80,-200,-72,-200,-200,-200
1522,?,8-17-2016 10:56:53,-200,-200,-200,-200,-200,-200,-200,-80,-200,-75,-200,-200,-200
1523,?,8-17-2016 10:56:52,-200,-200,-200,-200,-200,-200,-200,-200,-200,-75,-200,-200,-200
1524,?,8-17-2016 10:56:51,-200,-200,-200,-200,-200,-200,-200,-200,-200,-78,-200,-200,-200
1525,?,8-17-2016 10:56:50,-200,-200,-200,-200,-200,-200,-200,-200,-200,-77,-200,-200,-200
1526,?,8-17-2016 10:56:49,-200,-200,-200,-200,-200,-200,-200,-200,-200,-77,-200,-200,-200
1527,?,8-17-2016 10:56:48,-200,-200,-200,-200,-200,-200,-200,-200,-200,-78,-200,-200,-200
1528,?,8-17-2016 10:56:47,-200,-200,-200,-200,-200,-200,-200,-200,-76,-78,-200,-200,-200
1529,?,8-17-2016 10:56:46,-200,-200,-200,-200,-200,-200,-200,-200,-76,-78,-200,-200,-200
1530,?,8-17-2016 10:56:45,-200,-200,-200,-200,-200,-200,-200,-200,-76,-78,-200,-200,-200
1531,?,8-17-2016 10:56:44,-200,-200,-200,-200,-200,-200,-200,-200,-76,-78,-200,-200,-200
1532,?,8-17-2016 10:56:43,-200,-200,-200,-200,-200,-200,-200,-200,-81,-200,-200,-200,-200
1533,?,8-17-2016 10:56:42,-200,-200,-200,-200,-200,-200,-200,-200,-75,-200,-78,-200,-200
1534,?,8-17-2016 10:56:41,-200,-200,-200,-200,-200,-200,-200,-200,-76,-200,-78,-200,-200
1535,?,8-17-2016 10:56:40,-200,-200,-200,-200,-200,-200,-200,-200,-76,-200,-78,-200,-200
1536,?,8-17-2016 10:56:39,-200,-200,-200,-200,-200,-200,-200,-200,-70,-200,-78,-200,-200
1537,?,8-17-2016 10:56:38,-200,-200,-200,-200,-200,-200,-200,-200,-71,-200,-78,-200,-200
1538,?,8-17-2016 10:56:37,-200,-200,-200,-200,-200,-200,-200,-200,-78,-200,-200,-200,-200
1539,?,8-17-2016 10:56:36,-200,-200,-200,-200,-200,-200,-200,-200,-79,-200,-200,-200,-200
1540,?,8-17-2016 10:56:35,-200,-200,-200,-200,-200,-200,-200,-200,-75,-200,-200,-200,-200
1541,?,8-17-2016 10:56:34,-200,-200,-200,-200,-200,-200,-200,-200,-64,-200,-200,-200,-200
1542,?,8-17-2016 10:56:33,-200,-200,-200,-200,-200,-200,-200,-200,-62,-200,-200,-200,-200
1543,?,8-17-2016 10:56:32,-200,-200,-200,-200,-200,-200,-200,-200,-61,-200,-200,-200,-200
1544,?,8-17-2016 10:56:31,-200,-200,-200,-200,-200,-200,-200,-200,-61,-200,-200,-200,-200
1545,?,8-17-2016 10:56:30,-200,-200,-200,-200,-200,-200,-200,-200,-62,-200,-200,-200,-200
1546,?,8-17-2016 10:56:29,-200,-200,-200,-200,-200,-200,-200,-200,-63,-200,-200,-200,-200
1547,?,8-17-2016 10:56:28,-200,-200,-200,-200,-200,-200,-200,-200,-63,-200,-200,-200,-200
1548,?,8-17-2016 10:56:27,-200,-200,-200,-200,-200,-200,-200,-200,-63,-200,-200,-200,-200
1549,?,8-17-2016 10:56:26,-200,-200,-200,-200,-200,-200,-200,-200,-67,-200,-200,-200,-200
1550,?,8-17-2016 10:56:25,-200,-200,-200,-200,-200,-200,-200,-200,-66,-200,-200,-200,-200
1551,?,8-17-2016 10:56:24,-200,-200,-200,-200,-200,-200,-200,-200,-69,-200,-200,-200,-200
1552,?,8-17-2016 10:56:23,-200,-200,-200,-200,-200,-200,-200,-200,-69,-200,-200,-200,-200
1553,?,8-17-2016 10:56:22,-200,-200,-200,-200,-200,-200,-200,-200,-70,-200,-200,-200,-200
1554,?,8-17-2016 10:56:21,-200,-200,-200,-200,-200,-200,-200,-200,-74,-200,-200,-200,-200
1555,?,8-17-2016 10:56:20,-200,-200,-200,-200,-200,-200,-200,-200,-74,-200,-200,-200,-200
1556,?,8-17-2016 10:56:19,-200,-200,-200,-200,-200,-200,-200,-200,-74,-200,-200,-200,-200
1557,?,8-17-2016 10:56:18,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1558,?,8-17-2016 10:56:17,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1559,?,8-17-2016 10:56:16,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1560,?,8-17-2016 10:56:15,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1561,?,8-17-2016 10:56:14,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1562,?,8-17-2016 10:56:13,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1563,?,8-17-2016 10:56:12,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1564,?,8-17-2016 10:56:11,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1565,?,8-17-2016 10:56:10,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1566,?,8-17-2016 10:56:09,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1567,?,8-17-2016 10:56:08,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1568,?,8-17-2016 10:56:07,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1569,?,8-17-2016 10:56:06,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1570,?,8-17-2016 10:56:05,-82,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1571,?,8-12-2016 11:13:55,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-96,-200
1572,?,8-12-2016 11:13:53,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-87
1573,?,8-12-2016 11:13:51,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-100
1574,?,8-12-2016 11:13:49,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-97
1575,?,8-12-2016 11:13:48,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-102
1576,?,8-12-2016 11:13:46,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-102
1577,?,8-12-2016 11:13:42,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-104
1578,?,8-12-2016 11:13:41,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-103
1579,?,8-12-2016 11:13:40,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-106
1580,?,8-12-2016 11:12:47,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-100
1581,?,8-12-2016 11:12:41,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-99
1582,?,8-12-2016 11:12:39,-200,-200,-200,-200,-200,-200,-102,-200,-200,-200,-200,-200,-200
1583,?,8-12-2016 11:12:38,-200,-200,-200,-200,-200,-104,-200,-200,-200,-200,-200,-200,-200
1584,?,8-12-2016 11:12:37,-200,-200,-200,-200,-200,-95,-91,-200,-200,-200,-200,-200,-200
1585,?,8-12-2016 11:12:36,-200,-200,-200,-96,-200,-96,-86,-200,-200,-200,-200,-200,-200
1586,?,8-12-2016 11:12:34,-200,-200,-200,-104,-103,-200,-88,-200,-200,-200,-200,-200,-200
1587,?,8-12-2016 11:12:33,-200,-200,-100,-94,-103,-95,-82,-200,-200,-200,-200,-200,-200
1588,?,8-12-2016 11:12:32,-200,-200,-200,-90,-200,-200,-200,-200,-200,-200,-200,-200,-200
1589,?,8-12-2016 11:12:31,-200,-200,-200,-200,-200,-90,-86,-200,-200,-200,-200,-200,-200
1590,?,8-12-2016 11:12:30,-200,-100,-200,-200,-200,-200,-94,-200,-200,-200,-200,-200,-200
1591,?,8-12-2016 11:12:29,-200,-200,-200,-200,-100,-200,-200,-200,-200,-200,-200,-200,-200
1592,?,8-12-2016 11:12:27,-200,-200,-200,-97,-98,-96,-91,-101,-200,-200,-200,-200,-200
1593,?,8-12-2016 11:12:26,-200,-200,-102,-91,-104,-94,-86,-99,-200,-200,-200,-200,-200
1594,?,8-12-2016 11:12:25,-200,-103,-100,-103,-92,-91,-93,-105,-200,-200,-200,-200,-200
1595,?,8-12-2016 11:12:24,-200,-200,-92,-97,-102,-200,-85,-200,-200,-200,-200,-200,-200
1596,?,8-12-2016 11:12:23,-200,-200,-200,-98,-94,-72,-89,-98,-200,-200,-200,-200,-200
1597,?,8-12-2016 11:12:22,-200,-200,-91,-105,-89,-69,-200,-95,-200,-200,-200,-200,-200
1598,?,8-12-2016 11:12:21,-200,-104,-88,-95,-102,-200,-200,-95,-200,-200,-200,-200,-200
1599,?,8-12-2016 11:12:19,-200,-200,-84,-103,-97,-200,-100,-200,-200,-200,-200,-200,-200
1600,?,8-12-2016 11:12:18,-104,-200,-94,-98,-200,-77,-96,-200,-200,-200,-200,-200,-200
1601,?,8-12-2016 11:12:17,-92,-97,-90,-200,-89,-78,-200,-200,-200,-200,-200,-200,-200
1602,?,8-12-2016 11:12:16,-200,-200,-92,-97,-200,-92,-97,-200,-200,-101,-200,-200,-200
1603,?,8-12-2016 11:11:58,-200,-200,-200,-200,-200,-200,-200,-89,-200,-200,-200,-200,-200
1604,?,8-12-2016 11:11:56,-90,-90,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1605,?,8-12-2016 11:11:54,-200,-100,-96,-200,-76,-200,-200,-91,-200,-200,-200,-200,-200
1606,?,8-12-2016 11:11:53,-200,-92,-99,-200,-85,-86,-200,-87,-200,-102,-101,-200,-200
1607,?,8-12-2016 11:11:52,-200,-200,-200,-200,-90,-200,-200,-84,-200,-200,-101,-200,-200
1608,?,8-12-2016 11:11:51,-104,-200,-98,-200,-87,-89,-200,-200,-200,-200,-200,-200,-200
1609,?,8-12-2016 11:11:49,-200,-99,-200,-102,-89,-81,-200,-100,-200,-200,-200,-200,-200
1610,?,8-12-2016 11:11:48,-200,-101,-98,-200,-94,-76,-200,-86,-200,-200,-200,-200,-200
1611,?,8-12-2016 11:11:47,-200,-200,-90,-98,-93,-200,-200,-84,-200,-200,-200,-200,-200
1612,?,8-12-2016 11:11:46,-200,-200,-200,-97,-97,-200,-200,-91,-200,-200,-200,-200,-200
1613,?,8-12-2016 11:11:45,-200,-200,-200,-200,-200,-81,-103,-200,-200,-103,-200,-200,-200
1614,?,8-12-2016 11:11:44,-200,-97,-97,-200,-200,-76,-96,-90,-200,-200,-200,-200,-200
1615,?,8-12-2016 11:11:43,-200,-200,-200,-200,-90,-91,-95,-200,-200,-200,-200,-200,-200
1616,?,8-12-2016 11:11:41,-200,-99,-200,-98,-99,-92,-101,-99,-200,-200,-200,-200,-200
1617,?,8-12-2016 11:11:40,-200,-103,-200,-104,-98,-85,-90,-97,-200,-200,-200,-200,-200
1618,?,8-12-2016 11:11:39,-102,-106,-200,-100,-97,-89,-95,-200,-200,-200,-200,-200,-200
1619,?,8-12-2016 11:11:38,-104,-97,-200,-89,-98,-94,-101,-103,-200,-200,-106,-200,-200
1620,?,8-12-2016 11:11:37,-200,-200,-200,-93,-200,-90,-84,-200,-200,-200,-200,-200,-200
1621,?,8-12-2016 11:11:35,-200,-200,-200,-97,-105,-89,-86,-200,-200,-200,-200,-200,-200
1622,?,8-12-2016 11:11:34,-104,-104,-107,-91,-99,-98,-85,-200,-200,-200,-200,-200,-200
1623,?,8-12-2016 11:11:33,-200,-102,-106,-85,-98,-95,-75,-106,-200,-200,-200,-200,-200
1624,?,8-12-2016 11:11:32,-200,-200,-98,-200,-100,-100,-93,-200,-200,-200,-200,-200,-200
1625,?,8-12-2016 11:11:30,-200,-200,-200,-200,-200,-200,-86,-200,-200,-200,-200,-200,-200
1626,?,8-12-2016 11:11:29,-105,-200,-200,-200,-200,-200,-92,-101,-200,-200,-200,-200,-200
1627,?,8-12-2016 11:11:28,-103,-200,-200,-200,-200,-89,-85,-100,-200,-200,-200,-200,-200
1628,?,8-12-2016 11:11:27,-102,-200,-200,-107,-200,-102,-84,-200,-200,-200,-200,-200,-200
1629,?,8-12-2016 11:11:26,-200,-200,-105,-100,-200,-200,-102,-200,-200,-200,-200,-200,-200
1630,?,8-12-2016 11:11:25,-200,-200,-200,-100,-200,-91,-98,-200,-200,-200,-200,-200,-200
1631,?,8-12-2016 11:11:23,-200,-200,-200,-200,-98,-90,-200,-200,-200,-200,-200,-200,-200
1632,?,8-12-2016 11:11:22,-200,-200,-200,-200,-200,-96,-99,-200,-200,-200,-200,-200,-200
1633,?,8-12-2016 11:09:13,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-101
1634,?,8-12-2016 11:09:12,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-98
1635,?,8-12-2016 11:09:05,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-107
1636,?,8-12-2016 11:09:03,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-89
1637,?,8-12-2016 11:09:01,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-97,-79
1638,?,8-12-2016 11:08:58,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-82
1639,?,8-12-2016 11:08:57,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-101,-79
1640,?,8-12-2016 11:08:56,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-99,-200
1641,?,8-12-2016 11:08:55,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-99,-81
1642,?,8-12-2016 11:08:54,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-85
1643,?,8-12-2016 11:08:53,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-99
1644,?,8-12-2016 11:08:51,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-90
1645,?,8-12-2016 11:08:50,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-91
1646,?,8-12-2016 11:08:49,-200,-200,-200,-200,-200,-200,-200,-200,-200,-103,-200,-90,-105
1647,?,8-12-2016 11:08:48,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-86,-97
1648,?,8-12-2016 11:08:47,-200,-200,-200,-200,-200,-200,-200,-100,-200,-103,-200,-79,-90
1649,?,8-12-2016 11:08:44,-200,-200,-200,-200,-200,-200,-200,-103,-200,-200,-97,-98,-92
1650,?,8-12-2016 11:08:43,-200,-200,-200,-200,-200,-200,-200,-97,-200,-200,-200,-86,-91
1651,?,8-12-2016 11:08:42,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-99,-89,-96
1652,?,8-12-2016 11:08:41,-200,-200,-200,-200,-200,-200,-200,-97,-200,-200,-103,-92,-97
1653,?,8-12-2016 11:08:40,-200,-200,-200,-200,-200,-200,-200,-200,-200,-101,-99,-89,-95
1654,?,8-12-2016 11:08:38,-200,-200,-200,-200,-106,-200,-200,-98,-200,-200,-200,-94,-200
1655,?,8-12-2016 11:08:37,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-91,-95,-111
1656,?,8-12-2016 11:08:36,-200,-200,-200,-200,-200,-200,-200,-200,-200,-100,-86,-99,-99
