,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125
85,4.8,542,69.6,3.66,77.3,5950,1.17,83.2, v2,0.858,1.21,0.43,5.7, v1,4.3,0.641, v3,715,1,0.744,57,58712,23736, v2, v1,5.65,1.39, v2,40,65348,2269,4.7,0.75,77.1, v1,73,73898,65422,2.69,2.5,0.66, v2, v2,64.4,421,2.7,5.45, v2,90,24,3.1,8.34,0.21,3.71,9.5,0.87, v2, v4,38.1,84,5076, v2,17,339, v1,36221,5026,50.1,63540,33830,786,37204,0.17,76735,6007,0.79,0.39, v3,6, v1,0.149,0.899,1.29,598, v2,17,41135,8136, v2,62459, v1,58,8840,1.7,61, v1,343,63.2,0.257,743, v3,54828,5337, v2,0.91,0.352,0.44,83,51.9,760,274,32,536,4.56,93, v1,0.74,5349,821,0.57,3.6, v1,48.9,360,767, class1
86,2.8,556,70.8,2.79,76.5,8456,1.36,84.8, v2,0.826,1.33,0.63,6.1, v1,5.1,0.492, v3,725,2.3,0.325,32,82833,59712, v1, v3,7.38,9.67, v1,41,67512,2792,3,0.66,68, v3,62.5,38844,41877,1.26,1.51,0.54, v1, v2,48.9,454,4.1,7.75, v2,53,23,5.3,6.17,0.35,5.44,4.8,0.46, v4, v3,28.4,78,5180, v2,52.6,378, v3,44297,5554,50.2,58248,30160,739,20196,0.15,55546,5803,0.64,0.7, v3,5.5, v3,0.084,0.3,6.18,529, v2,20,39157,5261, v1,56941, v1,48,8941,6.7,33, v2,487,63.9,0.289,607, v2,77865,5298, v3,0.63,0.307,0.3,85,80.3,840,303,58,502,4.77,92, v3,0.79,8082,862,0.43,5.4, v2,63.9,455,620, class1
87,2.8,585,90.8,4.04,76.6,7009,7.32,83.2, v2,0.854,1.41,0.73,5.2, v1,6.9,0.621, v2,348,3.4,0.606,66,34859,16883, v2, v2,6.29,5.75, v1,40,67858,2806,4.6,0.93,29.5, v1,63.3,64659,46820,1.95,2.28,0.51, v2, v2,33.6,388,2.9,3.17, v2,74,14,3.1,8.01,0.33,4.03,4.8,0.69, v2, v2,34.4,74,4763, v2,52.6,365, v3,35790,5585,61.9,68428,29282,793,30404,0.18,76910,4305,0.7,0.35, v3,4, v1,0.159,0.881,5.88,599, v1,66,54951,7238, v2,49617, v1,49,8844,3.03,27, v2,492,60.3,0.241,746, v1,63681,7272, v3,0.89,0.285,0.61,73,36.3,933,274,26,544,4.65,89, v3,0.73,5747,815,0.91,3, v1,63.5,714,637, class1
88,5.1,607,70.2,4.12,78.9,6727,9.03,88.8, v2,0.738,1.66,0.07,6.7, v2,8.2,0.538, v2,504,3,0.476,48,58849,59325, v1, v2,6.74,1.6, v3,31,71260,3620,3.4,0.42,81.4, v1,57.9,18508,40360,2.6,1.5,0.29, v1, v3,35.6,423,3.1,4.15, v1,90,34,3.1,8.37,0.23,3.99,9.2,0.23, v2, v4,37.5,58,4941, v1,83.3,296, v1,37400,4895,60.4,58044,25025,915,40628,0.25,57113,4291,0.71,0.91, v3,5.1, v4,0.049,0.836,2.34,485, v2,43,41256,7199, v2,21023, v1,59,8776,1.52,25, v1,375,72.7,0.236,745, v2,66817,5112, v3,0.56,0.305,0.5,82,83.3,506,273,26,547,4.68,78, v2,0.8,5724,823,0.56,1.7, v1,30.5,568,715, class1
89,2.7,570,90.8,2.85,78.6,6112,9.02,94.2, v2,0.739,1.23,0.4,6, v2,8.2,0.726, v2,132,1.3,0.319,60,45640,47159, v2, v1,6.17,5.54, v1,37,75046,2840,2.8,0.44,90, v1,58.3,66273,65056,1.34,1.66,0.31, v3, v1,46.9,434,2.9,3.66, v2,79,54,3,4.85,0.05,6.08,5.2,0.7, v3, v3,37.8,87,5354, v2,84.1,317, v2,38114,5574,63.8,68423,33957,798,38065,0.08,42149,6174,0.69,0.22, v1,5.5, v1,0.049,0.203,5.52,599, v3,56,54455,5213, v2,21526, v3,50,8784,6.51,31, v2,655,72.9,0.226,463, v2,78952,8147, v2,0.52,0.3,0.45,43,54.5,911,274,62,530,4.86,91, v2,0.59,8027,771,0.76,2.7, v1,38.8,672,589, class1
90,6.6,617,90.8,3.05,79.1,6742,1.32,94.6, v2,0.866,1.12,0.43,6.9, v3,6.2,0.715, v2,304,1.6,0.337,57,37130,11872, v1, v2,7.04,1.6, v3,29,67851,2583,3.8,0.6,39, v2,62.3,80661,55554,2.36,1.66,0.45, v1, v2,64.5,403,3.4,3.33, v2,90,39,3.2,8.48,0.35,5.72,8.6,0.66, v4, v3,34.9,75,4632, v1,52.6,349, v2,35595,5181,62.1,57903,29726,875,35634,0.29,59904,6233,0.72,0.2, v3,5.7, v4,0.054,0.208,8.7,492, v3,66,36268,6889, v3,19099, v3,55,9006,7.75,28, v1,395,69.4,0.245,504, v1,77935,7050, v4,0.59,0.306,0.6,43,52.7,534,298,32,531,4.88,78, v1,0.75,5405,659,0.56,5.6, v2,42,701,827, class4
91,3,609,70.8,4.15,78.3,7866,9.02,83.8, v1,0.787,1.24,0.24,5.2, v2,8.2,0.678, v2,587,3.5,0.199,36,56541,60358, v2, v1,4.34,7.54, v3,34,79931,3636,3,0.69,89, v2,64.7,20388,56054,1.67,2.3,0.22, v1, v4,33.9,394,2.3,5.67, v2,84,52,3,6.73,0.05,6,4.8,0.63, v2, v4,30.1,86,5045, v2,60.7,323, v1,30811,5565,61.8,58156,29137,931,36323,0.35,41825,6059,0.47,0.89, v3,4.9, v3,0.017,0.196,1.09,469, v1,67,52233,8011, v3,19079, v2,48,8842,5.94,24, v1,362,67.5,0.199,576, v3,55745,7094, v3,0.55,0.302,0.38,66,35.8,939,296,29,542,4.93,79, v3,0.79,5758,757,0.58,5.5, v2,29.1,508,664, class1
92,3,552,90.9,4.03,78.7,7054,9.01,83.1, v2,0.812,0.54,0.14,4.9, v1,6.4,0.723, v2,587,3.8,0.48,65,44971,55529, v3, v3,4.69,0.69, v1,19,85815,2805,2.5,0.51,35.3, v2,60.4,83885,65331,0.83,2.49,0.14, v2, v2,33,390,2.2,6.01, v1,59,15,5.8,5.87,0.35,3.56,9.1,0.77, v3, v2,26.7,87,5080, v1,72.5,248, v3,43767,5016,59,59346,33913,721,39892,0.18,57723,3873,0.55,0.55, v3,4.6, v4,0.282,0.836,2.07,545, v3,12,31212,7897, v1,18537, v2,52,9029,5.21,25, v1,402,75.9,0.288,748, v3,71882,5817, v2,0.56,0.275,0.36,61,61.3,217,295,37,537,4.51,66, v2,0.58,5774,795,0.84,5.6, v2,63.3,677,864, class1
93,2.6,572,84.7,4.16,78.7,6447,2.4,94.7, v2,0.81,0.71,0.16,4.5, v3,8.2,0.481, v3,469,0.7,0.22,54,30048,18580, v2, v2,4.65,2.73, v2,19,70778,2450,4.7,0.95,70.4, v1,69.4,29092,44070,1.07,1.68,0.73, v1, v1,69.4,454,3.6,3.44, v2,87,54,3.1,7.22,0.19,3.72,5.1,0.49, v2, v1,23.6,46,5273, v2,61.9,356, v2,40218,5573,62.7,57444,29952,714,27955,0.34,43573,3971,0.71,0.34, v3,5.4, v4,0.038,0.884,1.01,473, v2,64,41439,8321, v1,19639, v3,55,8805,7.18,36, v2,520,67,0.254,494, v2,58577,5304, v1,0.5,0.282,0.52,47,33.1,755,308,23,534,4.57,78, v3,0.81,7343,907,0.82,1.3, v1,46.6,302,771, class4
94,7.4,605,90.9,2.8,78.7,6129,6.92,84.9, v1,0.825,1.55,0.37,5.1, v3,8.2,0.373, v1,506,2,0.208,17,30686,57148, v3, v3,6.14,3.75, v3,45,76006,2832,3.2,0.45,30.6, v2,57.8,83721,42833,2.2,1.5,0.33, v3, v2,53.1,456,4.3,7.24, v2,67,20,3.1,8.43,0.35,5.67,8.7,0.34, v3, v3,35.9,66,4648, v2,82.7,335, v3,35852,5492,65.5,57213,29515,828,36206,0.29,40818,4989,0.79,0.56, v1,1.5, v4,0.052,0.861,2.09,497, v2,60,53062,6021, v2,66057, v3,57,8786,7.77,48, v1,653,75.6,0.274,650, v3,74975,6294, v3,0.54,0.261,0.32,68,69,841,273,78,504,4.75,92, v1,0.44,5776,789,0.33,3.4, v2,27.6,712,829, class4
95,2.9,604,69.6,3.94,78.4,8493,1.76,83.7, v1,0.867,1.21,0.63,4.5, v3,8.2,0.561, v3,211,3,0.575,16,59354,57126, v1, v1,7.27,6.13, v3,46,79978,2868,3.6,0.42,80.3, v1,58,58641,55947,0.96,1.72,0.5, v3, v4,61.6,457,2.2,4.49, v2,51,54,3,8.57,0.2,5.93,8,0.69, v4, v1,37.9,84,5096, v1,84,373, v2,36535,2963,63.9,57431,31881,918,38815,0.29,41137,4061,0.71,0.67, v3,5.6, v2,0.153,0.197,1.35,583, v2,14,43841,5071, v2,19500, v1,63,8805,2.29,31, v2,604,62.7,0.23,721, v3,69691,5511, v2,0.85,0.307,0.45,44,39.5,930,309,26,513,4.57,79, v3,0.58,5696,767,0.62,3.2, v2,44.9,679,589, class1
96,5.7,545,70.4,3.01,77.3,5473,8.96,89.8, v2,0.747,1.27,0.18,5.7, v2,7.3,0.697, v3,475,1.1,0.336,27,48757,11868, v3, v3,6.9,1.42, v2,36,82096,2317,4.7,0.75,86.1, v2,64.1,20716,54326,1.39,2.31,0.44, v2, v2,36.1,433,3.3,4.12, v2,73,27,3.9,5.72,0.05,3.56,5,0.36, v3, v2,38.2,74,5298, v2,78.3,345, v3,38483,3784,52.3,60877,28396,886,39962,0.17,41524,4040,0.58,0.48, v1,3.3, v1,0.066,0.337,1.24,567, v1,13,41440,9869, v2,20929, v3,56,8741,1.81,28, v1,546,73.3,0.232,746, v1,71867,5822, v4,0.52,0.283,0.33,75,50,304,272,38,527,4.87,92, v1,0.44,5209,783,0.51,1.6, v1,45.2,463,774, class3
97,3,611,70.7,3.05,77.3,5536,9.04,83.7, v2,0.835,1.78,0.16,4.4, v3,5.6,0.722, v1,262,4.3,0.413,31,61368,11898, v1, v3,5.61,2.94, v2,36,78831,3216,4.1,0.55,88.4, v2,58,35618,64982,2.93,1.49,0.14, v3, v2,33.1,437,3.3,5.63, v2,61,54,2.5,6.23,0.26,4.28,4.8,0.79, v2, v2,26.9,33,4780, v2,83.4,334, v2,44581,5398,63.4,60329,30736,844,35530,0.15,65291,2704,0.64,0.49, v2,4.8, v3,0.049,0.85,6.69,467, v2,66,31587,9615, v3,33826, v3,77,8972,7.59,41, v2,655,65.3,0.27,539, v1,64702,7126, v3,0.89,0.407,0.43,43,78.2,651,277,55,508,4.56,84, v3,0.44,8066,756,0.93,1.9, v1,27.7,702,882, class1
98,2.9,561,90.9,4.13,78.4,5919,1.17,93.9, v1,0.747,1.23,0.33,7.1, v3,5.5,0.437, v1,256,3.3,0.503,81,59276,54585, v1, v3,6.82,5.74, v3,46,85997,3437,3.2,0.93,93.3, v2,68.7,19841,55453,1.73,1.43,0.47, v3, v2,44,443,4.5,6.25, v1,90,53,7.3,4.8,0.29,4.55,9,0.65, v2, v4,24.9,83,5343, v2,83.1,237, v3,35634,4447,65.6,61941,33010,751,37782,0.32,60909,6232,0.71,0.18, v1,4.4, v4,0.164,0.873,8.7,466, v1,19,30643,5072, v1,17979, v2,53,8788,5.49,52, v1,430,60.1,0.22,743, v2,66451,5142, v1,0.54,0.358,0.36,44,38.3,912,274,30,516,4.61,77, v1,0.51,4671,901,0.92,1.6, v1,26.6,659,658, class1
99,4.6,555,91.7,3.03,76.7,7782,8.99,83.8, v1,0.879,1.28,0.62,5.9, v3,5,0.431, v3,802,1,0.471,58,74709,37726, v2, v1,6.59,8.54, v3,20,77827,2751,2.6,0.94,90.1, v2,61.9,61708,62175,1.53,1.52,0.54, v3, v1,41,441,2.9,3.98, v1,51,54,2.9,5.2,0.08,3.55,6.3,0.49, v2, v4,23,82,5121, v2,43.3,291, v2,41204,4576,54,59261,32714,914,28974,0.4,77656,5783,0.48,0.8, v3,4.5, v3,0.297,0.235,3.1,596, v3,36,48903,9229, v3,68464, v1,60,8856,7.22,40, v2,455,68.5,0.275,747, v2,54883,7850, v3,0.9,0.307,0.3,92,50,213,306,37,545,4.56,24, v1,0.57,4643,785,0.67,2.5, v1,46.8,510,839, class2
100,2.6,593,69.6,2.99,76.5,5716,1.19,90.6, v2,0.748,0.43,0.4,5.1, v1,4.7,0.661, v1,286,3.2,0.267,70,58514,13796, v3, v2,4.9,5.45, v1,49,83119,3166,3.4,0.4,91.5, v2,60.1,21049,62538,1.96,1.57,0.5, v3, v4,35.7,382,4.4,3.26, v1,56,46,2.2,6.17,0.29,3.56,5.9,0.87, v2, v3,37.2,36,5355, v1,28.2,331, v2,35882,3570,63.8,68527,29312,904,22633,0.15,42015,6246,0.72,0.43, v3,5.3, v1,0.324,0.881,6.54,479, v3,65,54207,8025, v1,18987, v3,68,8805,8.09,74, v1,653,59.3,0.193,477, v1,57709,7619, v3,0.64,0.265,0.41,67,52.5,646,288,32,522,4.56,31, v2,0.71,5056,810,0.91,0.9, v2,67.3,607,631, class1
101,5.1,558,91.4,3.06,77.1,6297,1.27,88.1, v2,0.738,1.28,0.41,6.5, v3,4,0.688, v2,183,3.4,0.475,68,78584,31684, v3, v2,6.41,6.95, v1,35,64205,2265,4.9,0.43,86.2, v2,62.6,62563,55221,2.38,2.18,0.17, v3, v4,39.9,438,2.9,0.47, v1,57,22,2.8,7.86,0.35,5.13,8.2,0.77, v4, v2,25.1,47,4969, v2,52.6,334, v2,47330,5545,63.5,59074,23875,877,28829,0.23,40951,2852,0.73,0.34, v3,5.2, v2,0.056,0.244,5.96,598, v2,67,37852,7821, v1,72763, v3,80,8824,1.58,34, v1,470,68.4,0.262,743, v1,69759,5935, v3,0.64,0.398,0.53,49,42.5,624,273,57,533,4.4,75, v1,0.71,5266,860,0.93,5.7, v1,61.9,260,592, class4
102,5.9,591,89.5,2.88,77.1,6597,1.33,83.9, v2,0.742,1.27,0.33,4.4, v2,8,0.488, v1,309,3.1,0.199,29,82240,22696, v2, v1,6.38,2.96, v1,22,80065,2311,3.6,0.72,52.3, v1,70.5,28509,66324,2,1.47,0.27, v1, v1,68.8,444,2.9,2.32, v1,90,20,3.2,5.89,0.27,3.71,5.2,0.75, v2, v4,25,53,5188, v1,46.3,333, v2,40157,5468,58,58361,26241,899,40361,0.26,50622,3923,0.46,0.76, v3,5.4, v3,0.054,0.832,6.19,603, v2,66,53352,6500, v1,69522, v2,66,8912,3.37,31, v1,561,72.3,0.329,536, v2,54830,8083, v4,0.53,0.28,0.53,75,42.2,251,270,28,540,4.55,91, v2,0.72,8128,819,0.56,2.3, v1,27.6,527,676, class1
103,3,619,71.8,2.83,78.4,6324,4.46,89.9, v1,0.742,1.15,0.48,7.4, v2,8.2,0.709, v3,307,0.5,0.471,17,68528,17296, v2, v1,4.82,2.85, v3,37,80693,2084,5.5,0.74,76.6, v2,62.9,54901,60377,1.47,1.85,0.47, v3, v4,32.5,440,2.9,0.62, v2,90,22,3,6.29,0.32,3.55,9,0.75, v2, v2,38.1,87,5101, v1,82.3,351, v3,39896,5235,50.7,57299,32541,894,22022,0,40564,4203,0.45,0.94, v3,2.8, v1,0.091,0.338,6.21,532, v3,66,49848,7750, v2,18025, v1,69,8936,7,70, v2,522,70.1,0.191,746, v2,77116,5306, v3,0.75,0.412,0.32,80,75,754,287,69,543,4.64,38, v3,0.8,7365,858,0.9,3.9, v1,27.6,640,825, class1
104,2.8,566,92.2,2.98,78.5,6724,9.02,84, v2,0.757,0.93,0.41,4.6, v3,4.9,0.315, v1,775,1.8,0.198,61,45704,45318, v1, v2,4.6,7.64, v3,20,65300,2828,4,0.95,76.5, v3,62,19671,50668,2.57,1.18,0.16, v1, v3,32.1,433,3,3.4, v1,84,13,3.4,8.41,0.24,3.56,8.2,0.56, v2, v4,37.2,51,4894, v1,83.1,369, v3,35888,5546,63.1,57696,24402,911,28508,0.29,50451,5435,0.59,0.34, v2,4.7, v3,0.274,0.207,4.74,585, v1,61,41050,5998, v3,30795, v2,73,8821,5.66,55, v1,422,64.9,0.217,611, v3,54853,7422, v3,0.56,0.266,0.36,85,35.4,801,285,24,518,4.87,32, v3,0.54,4669,673,0.54,5.3, v2,62.6,700,778, class3
105,5.1,550,70.5,4.15,77.2,6203,8.57,94.6, v2,0.881,1.53,0.41,4.8, v1,4.3,0.415, v1,261,3.3,0.278,34,79666,54969, v1, v2,6.48,5.9, v1,40,81003,2839,3.2,0.77,52.6, v3,63.4,33316,60596,1.4,1.86,0.62, v1, v3,58,435,2.5,6.03, v1,59,48,2.6,4.81,0.22,3.56,4.7,0.65, v3, v1,28.9,59,4631, v2,81.7,336, v1,35490,3065,65,59305,28730,890,40888,0.41,41965,6253,0.54,0.83, v3,3.1, v4,0.06,0.857,5.75,567, v1,18,30102,8076, v2,51445, v3,54,8691,5.02,38, v1,557,68.8,0.23,717, v1,60008,7131, v3,0.57,0.307,0.54,71,69.6,234,290,23,524,4.91,65, v1,0.56,4677,907,0.93,1.3, v1,68.7,643,597, class4
106,3.3,566,69.6,4.09,77,5748,6.24,90.7, v1,0.852,0.48,0.12,5.9, v1,4.5,0.354, v3,776,3.9,0.442,78,59600,11799, v3, v1,6.41,1.09, v1,34,86271,3606,3.4,0.95,79.6, v3,69.8,63282,55426,1.99,1.51,0.54, v3, v4,45.2,442,2.3,3.34, v1,55,13,1.6,8.39,0.07,4.17,4.8,0.78, v4, v4,35.1,46,5257, v1,52.7,366, v2,36980,3788,59.9,57634,33219,738,40210,0.35,51215,2914,0.68,0.89, v1,5.2, v2,0.31,0.865,5.68,561, v2,32,41291,5064, v3,45088, v2,69,8881,1.27,37, v2,602,70.2,0.288,748, v1,65043,5395, v3,0.55,0.272,0.55,91,55.9,793,275,23,505,4.38,55, v2,0.81,4661,710,0.93,5.6, v2,46.3,322,637, class1
107,6.2,555,82.2,3.54,77.3,6417,1.76,86.6, v1,0.752,1.46,0.4,6, v1,7.9,0.69, v3,304,3.8,0.608,28,46015,57912, v2, v1,5.25,5.36, v3,45,62289,2881,4.5,0.74,76.8, v1,64.2,49581,58571,2.32,1.51,0.72, v3, v1,32.5,455,3.4,4.17, v1,60,54,5.3,4.82,0.19,4.87,6.9,0.82, v4, v1,37.1,85,5080, v1,52.6,334, v3,35871,4368,63.3,67902,31053,917,25457,0.38,63419,5854,0.48,0.22, v3,4.9, v1,0.16,0.889,5.33,592, v3,64,47568,5248, v1,51222, v3,63,8779,7.57,25, v2,655,75.4,0.258,463, v2,74529,8256, v1,0.89,0.368,0.38,44,77.5,715,298,33,532,4.61,92, v3,0.83,4698,900,0.56,5.5, v1,71,674,618, class4
108,4.5,555,80.4,4.15,78.3,7993,1.67,83, v1,0.747,1.16,0.47,5.3, v1,8.2,0.607, v2,727,3.4,0.275,54,57078,57688, v3, v3,7.25,8.76, v3,39,78630,3036,4.7,0.9,76.8, v3,70.6,85870,62777,1.06,1.67,0.23, v1, v4,33.6,431,3.9,5.46, v1,61,24,5.2,8.44,0.17,5.96,4.8,0.77, v3, v3,36.4,32,4603, v1,52.8,349, v1,42096,4992,54.9,58316,33603,768,39968,0.27,73833,6227,0.55,0.92, v2,5.3, v1,0.336,0.319,5.67,519, v3,67,41455,7964, v2,55705, v3,62,8979,7.97,71, v1,506,65.1,0.287,748, v3,76208,5259, v2,0.57,0.291,0.38,60,81.7,641,271,28,543,4.66,70, v3,0.59,5307,870,0.59,5.6, v2,26,600,801, class1
109,3,551,69.8,4.68,78.8,8199,8.53,83.2, v2,0.738,1.57,0.79,4.5, v2,8.2,0.72, v1,287,2.2,0.464,43,58912,52227, v2, v2,4.87,1.49, v1,44,69713,2292,2.6,0.4,62.5, v1,61.7,31121,55132,0.77,1.49,0.25, v1, v3,33.7,455,2.9,3.33, v2,90,28,7.1,6.31,0.08,4.07,5.5,0.62, v2, v2,25.6,38,5304, v2,52.8,386, v2,41968,3255,65.3,56335,23708,928,38072,0.13,40599,4052,0.76,0.88, v3,5, v2,0.299,0.2,9.31,575, v1,58,31952,7263, v3,68947, v1,57,8818,5.6,36, v1,635,70.4,0.261,746, v3,67089,7122, v2,0.88,0.326,0.3,57,76,663,281,66,515,4.36,80, v1,0.83,5656,881,0.31,5.6, v1,29.6,640,591, class1
110,2.9,547,70.4,4.11,76.7,6536,8.71,92.2, v2,0.762,1.25,0.44,5.8, v1,7.8,0.598, v3,625,1.7,0.382,42,35972,58023, v2, v3,4.29,1.95, v1,34,73579,3011,3.1,0.39,76.8, v1,70.8,34350,58917,2.89,2,0.36, v1, v2,32.6,457,3.4,6.22, v1,73,23,5,8.54,0.13,6.04,9.8,0.51, v4, v4,26.1,84,4469, v1,69.2,216, v3,37379,5489,50.7,64970,33224,826,29661,0.34,41203,3967,0.46,0.71, v3,1.2, v3,0.076,0.83,1.46,489, v3,57,34556,9623, v1,21273, v3,48,8779,5.59,41, v2,653,65.3,0.229,502, v3,73889,5111, v3,0.8,0.406,0.53,90,43,486,328,40,516,4.35,86, v3,0.53,6547,718,0.92,3.3, v2,70,693,591, class4
111,2.9,620,70.2,3.42,78.4,5960,4.97,88.3, v1,0.783,1.49,0.23,6.3, v3,7.7,0.64, v3,410,3.6,0.342,60,49837,55568, v2, v2,4.92,9.83, v1,33,85726,2217,5.2,0.41,36.1, v1,63.1,17887,57918,1.23,2.3,0.3, v3, v1,35.9,404,4.3,5.47, v1,67,52,3,4.84,0.07,3.55,4.8,0.88, v2, v2,34.7,53,4698, v2,52.6,333, v3,42003,2931,52.6,60099,33213,918,26369,0.06,40517,2817,0.48,0.43, v3,5.4, v1,0.059,0.331,5.98,577, v2,35,48468,7752, v3,61776, v3,49,8812,7.9,27, v2,403,69.1,0.25,543, v1,72366,7106, v4,0.56,0.261,0.41,47,73.8,243,297,33,532,4.6,60, v1,0.59,5346,870,0.9,5.5, v1,65.4,445,644, class1
112,3.2,615,74.9,3.05,77.3,6653,1.21,82.8, v1,0.74,1.13,0.34,6, v1,8.2,0.729, v1,764,3.3,0.321,27,57038,55339, v2, v1,6.82,2.3, v3,25,80984,3664,5.9,0.94,76.5, v2,60.8,21529,57096,1.42,1.52,0.5, v1, v3,31.6,457,2.5,5.45, v2,53,46,1.7,6.17,0.05,5.95,8.2,0.69, v3, v3,35.2,25,5068, v2,72.4,358, v2,35875,3295,65.4,53169,33206,828,33588,0.25,47032,5761,0.62,0.29, v3,4.2, v2,0.083,0.865,1.8,575, v1,23,40734,9148, v3,50339, v3,78,9040,2.18,33, v2,510,61.9,0.232,635, v2,75292,7565, v1,0.66,0.301,0.32,78,71.1,801,336,30,501,4.5,90, v2,0.77,5047,820,0.31,3.3, v2,44.8,506,644, class3
113,3.2,558,90.8,3.06,79.1,6355,9.03,92.1, v2,0.858,1.5,0.04,6.1, v3,7.6,0.37, v3,589,3.1,0.197,31,63968,53907, v2, v1,7.08,4.54, v2,49,73303,2792,6,0.41,83.2, v2,58.1,17513,41686,1.8,1.52,0.41, v2, v3,34.2,440,4.4,1.87, v2,87,16,3,7.29,0.06,6.04,9.7,0.77, v2, v4,38.3,83,5189, v2,56.4,334, v1,35659,5767,53.5,56098,31415,891,39897,0.23,40452,2859,0.46,0.55, v3,5, v4,0.157,0.333,8.76,486, v3,67,44667,5966, v3,21366, v1,71,8777,6.28,25, v1,611,69.2,0.256,743, v2,54857,6026, v3,0.91,0.293,0.34,80,46.7,923,275,25,543,4.97,86, v1,0.61,5686,818,0.93,1.5, v1,27.7,337,625, class1
114,5.7,557,71.2,4.14,77.3,7566,8.03,83.4, v2,0.852,1.52,0.86,6.8, v3,8.2,0.655, v2,135,4.4,0.645,67,30199,37831, v1, v1,6.14,2.04, v3,33,81862,2345,4.6,0.67,76.5, v3,60.8,29261,65302,0.88,2.3,0.15, v1, v1,47.6,456,3,3.53, v2,56,48,6.1,8.38,0.33,6.08,9.3,0.66, v2, v3,34.8,86,5089, v1,52.6,258, v3,36741,4289,64.5,59338,32997,762,31759,0.07,54005,5808,0.46,0.38, v3,4.8, v1,0.176,0.335,2.02,605, v1,67,42730,7612, v2,64649, v1,67,8937,1.15,51, v2,623,72.9,0.194,748, v2,65167,7728, v3,0.9,0.413,0.36,43,75.5,808,280,26,508,4.8,66, v3,0.53,7998,905,0.93,2.2, v2,44.2,585,720, class4
115,2.8,556,90.8,3.02,79.3,6925,6.63,82.8, v1,0.754,1.24,0.65,4.4, v2,7.3,0.41, v2,791,3.3,0.276,61,44458,55445, v1, v3,6.62,1.72, v1,23,74988,2958,4.1,0.37,32.9, v1,61.3,22463,56816,1.53,1.5,0.51, v1, v2,55.1,434,3.7,7.24, v2,65,15,2.9,7.36,0.25,5.33,8.6,0.49, v2, v4,28.6,83,5014, v1,52.6,390, v1,43396,5251,51.6,54149,28668,713,40939,0.4,67898,4242,0.76,0.22, v1,5.3, v1,0.189,0.898,5.14,536, v3,53,41355,7647, v3,21302, v3,64,8789,6.9,36, v1,623,76.2,0.239,698, v3,72562,7016, v2,0.6,0.275,0.6,47,88.9,576,271,82,541,4.59,86, v1,0.71,4652,721,0.56,3.3, v2,63.8,446,592, class1
116,3,603,69.6,4.67,77.1,5657,8.57,88.6, v2,0.771,1.32,0.56,6.6, v2,4.1,0.626, v3,480,2.2,0.311,33,43082,36482, v2, v2,4.63,5.7, v3,25,77978,3220,5.8,0.59,90, v2,63,66884,55859,0.75,2.3,0.73, v1, v4,32.8,437,2.1,3.19, v1,54,23,7.2,6.97,0.35,3.55,4.8,0.61, v2, v2,35.2,84,5164, v1,47,330, v2,35947,5571,56.8,57392,33880,722,39380,0.32,40574,4304,0.52,0.4, v3,5.4, v1,0.051,0.239,9.31,486, v3,12,53851,9425, v2,20159, v1,48,8848,7.11,31, v1,557,71.2,0.321,649, v2,54797,7022, v1,0.52,0.399,0.52,88,61.1,283,274,78,542,4.49,39, v3,0.79,8109,788,0.91,0.8, v1,62.8,591,664, class1
117,3.3,543,70.4,2.76,77.9,9087,8.03,90.2, v2,0.759,1.14,0.2,6, v1,6.8,0.411, v1,347,3.7,0.47,30,60613,55422, v3, v2,4.7,1.91, v3,39,68729,2887,5,0.44,96.4, v1,59.1,34996,58445,1.08,1.48,0.43, v3, v2,31.8,426,2.9,3.56, v1,54,51,3.1,4.73,0.34,3.56,6.8,0.24, v4, v1,24,83,4259, v2,23.1,259, v1,30748,5766,65.4,57208,33069,824,38074,0.35,56401,4797,0.57,0.88, v3,1.5, v1,0.078,0.249,7.85,602, v2,20,41789,5019, v2,21521, v2,65,8846,4.38,26, v2,404,69.7,0.288,747, v2,75153,5991, v1,0.56,0.408,0.37,85,56.4,885,346,62,541,4.63,64, v2,0.59,5983,814,0.91,2.6, v2,42.7,711,889, class4
118,3.2,608,76.7,3.03,78.6,5685,9.04,83.9, v1,0.752,1.44,0.55,5.8, v1,8.2,0.721, v3,311,4,0.691,33,82130,32594, v3, v2,4.62,1.78, v3,44,79852,3579,2.9,0.74,83, v2,72.8,61968,57297,2.82,1.51,0.32, v3, v2,51.7,459,2.6,6.55, v2,57,43,6.2,6.31,0.2,4.45,5.7,0.68, v3, v2,33.5,82,5079, v2,54.8,210, v1,48326,4271,64.9,60737,32881,919,40096,0.32,40568,3758,0.73,0.95, v1,5.1, v1,0.052,0.456,1.18,504, v3,55,36000,5019, v2,61990, v3,65,8852,7.63,61, v2,529,63.7,0.287,516, v2,55592,6247, v2,0.64,0.312,0.42,63,46,916,263,57,532,4.39,87, v1,0.76,5833,816,0.92,5.7, v1,46.6,689,768, class1
