,DS_Name categorical Name of DataSet,T continuous Number of examples in test set,Ncontinuous Number of examples,p continuous Number of attributes,k continuous Number of classes,Bin continuous Number of binary Attributes,"Cost continuous Cost (1=yes,0=no)",SDratio continuous Standard deviation ratio,correl continuous Mean correlation between attributes,cancor1 continuous First canonical correlation,cancor2 continuous Second canonical correlation,fract1 continuous First eigenvalue,fract2 continuous Second eigenvalue,skewness continuous Mean of |E(X-Mean)|^3/STD^3,kurtosis continuous Mean of |E(X-Mean)|^4/STD^4, Hc continuous Mean entropy of attributes,Hx continuous Entropy of classes, MCx continuous Mean mutual entropy of class and attributes, EnAtr continuous Equivalent number of attributes,NSRatio continuous Noise-signal ratio,Alg_Name categorical Name of Algorithm,Norm_error continuous Normalized Error (continuous class)
142,Credit,2670,8900,16,2,8,0,1.0273,0.0825,0.7618,?,1.0,?,1.2082,4.4046,1.0,1.77,0.6409999999999999,1.5600624,1.76131045,RBF,9.523
143,Credit,2670,8900,16,2,8,0,1.0273,0.0825,0.7618,?,1.0,?,1.2082,4.4046,1.0,1.77,0.6409999999999999,1.5600624,1.76131045,Smart,5.524
144,DNA,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1,2.5582,29.5674,1.4725,0.8072,0.0218,67.54587159999998,36.0275229,Ac2,10.247
145,DNA,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1,2.5582,29.5674,1.4725,0.8072,0.0218,67.54587159999998,36.0275229,Alloc80,2.779
146,DNA,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1,2.5582,29.5674,1.4725,0.8072,0.0218,67.54587159999998,36.0275229,BackProp,8.163
147,DNA,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1,2.5582,29.5674,1.4725,0.8072,0.0218,67.54587159999998,36.0275229,Bayes,4.689
148,DNA,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1,2.5582,29.5674,1.4725,0.8072,0.0218,67.54587159999998,36.0275229,BayesTree,9.379
149,DNA,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1,2.5582,29.5674,1.4725,0.8072,0.0218,67.54587159999998,36.0275229,C4.5,6.079
150,DNA,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1,2.5582,29.5674,1.4725,0.8072,0.0218,67.54587159999998,36.0275229,CART,7.642
151,DNA,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1,2.5582,29.5674,1.4725,0.8072,0.0218,67.54587159999998,36.0275229,Cal5,15.630999999999998
152,DNA,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1,2.5582,29.5674,1.4725,0.8072,0.0218,67.54587159999998,36.0275229,Cascade,166.55599999999998
153,DNA,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1,2.5582,29.5674,1.4725,0.8072,0.0218,67.54587159999998,36.0275229,Castle,5.3839999999999995
154,DNA,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1,2.5582,29.5674,1.4725,0.8072,0.0218,67.54587159999998,36.0275229,Cn2,9.379
155,DNA,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1,2.5582,29.5674,1.4725,0.8072,0.0218,67.54587159999998,36.0275229,Default,76.244
156,DNA,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1,2.5582,29.5674,1.4725,0.8072,0.0218,67.54587159999998,36.0275229,Dipol92,1.216
157,DNA,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1,2.5582,29.5674,1.4725,0.8072,0.0218,67.54587159999998,36.0275229,Discrim,3.1260000000000003
158,DNA,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1,2.5582,29.5674,1.4725,0.8072,0.0218,67.54587159999998,36.0275229,ITrule,16.326
159,DNA,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1,2.5582,29.5674,1.4725,0.8072,0.0218,67.54587159999998,36.0275229,IndCART,5.558
160,DNA,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1,2.5582,29.5674,1.4725,0.8072,0.0218,67.54587159999998,36.0275229,KNN,19.799
161,DNA,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1,2.5582,29.5674,1.4725,0.8072,0.0218,67.54587159999998,36.0275229,Kohonen,51.756
162,DNA,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1,2.5582,29.5674,1.4725,0.8072,0.0218,67.54587159999998,36.0275229,LVQ,166.55599999999998
163,DNA,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1,2.5582,29.5674,1.4725,0.8072,0.0218,67.54587159999998,36.0275229,LogDisc,3.4739999999999998
164,DNA,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1,2.5582,29.5674,1.4725,0.8072,0.0218,67.54587159999998,36.0275229,NewId,10.247
165,DNA,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1,2.5582,29.5674,1.4725,0.8072,0.0218,67.54587159999998,36.0275229,QuaDisc,3.1260000000000003
166,DNA,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1,2.5582,29.5674,1.4725,0.8072,0.0218,67.54587159999998,36.0275229,RBF,0.0
167,DNA,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1,2.5582,29.5674,1.4725,0.8072,0.0218,67.54587159999998,36.0275229,Smart,17.368
168,Diabetes,768,768,8,2,0,0,1.0377,0.1439,0.5507,?,1.0,?,1.0586,5.827000000000001,0.9331,4.5301,0.11199999999999999,8.33125,39.4473214,Ac2,3.529
169,Diabetes,768,768,8,2,0,0,1.0377,0.1439,0.5507,?,1.0,?,1.0586,5.827000000000001,0.9331,4.5301,0.11199999999999999,8.33125,39.4473214,Alloc80,5.193
170,Diabetes,768,768,8,2,0,0,1.0377,0.1439,0.5507,?,1.0,?,1.0586,5.827000000000001,0.9331,4.5301,0.11199999999999999,8.33125,39.4473214,BackProp,1.6640000000000001
171,Diabetes,768,768,8,2,0,0,1.0377,0.1439,0.5507,?,1.0,?,1.0586,5.827000000000001,0.9331,4.5301,0.11199999999999999,8.33125,39.4473214,Bayes,2.596
172,Diabetes,768,768,8,2,0,0,1.0377,0.1439,0.5507,?,1.0,?,1.0586,5.827000000000001,0.9331,4.5301,0.11199999999999999,8.33125,39.4473214,BayesTree,3.196
173,Diabetes,768,768,8,2,0,0,1.0377,0.1439,0.5507,?,1.0,?,1.0586,5.827000000000001,0.9331,4.5301,0.11199999999999999,8.33125,39.4473214,C4.5,3.1289999999999996
174,Diabetes,768,768,8,2,0,0,1.0377,0.1439,0.5507,?,1.0,?,1.0586,5.827000000000001,0.9331,4.5301,0.11199999999999999,8.33125,39.4473214,CART,2.13
175,Diabetes,768,768,8,2,0,0,1.0377,0.1439,0.5507,?,1.0,?,1.0586,5.827000000000001,0.9331,4.5301,0.11199999999999999,8.33125,39.4473214,Cal5,1.798
176,Diabetes,768,768,8,2,0,0,1.0377,0.1439,0.5507,?,1.0,?,1.0586,5.827000000000001,0.9331,4.5301,0.11199999999999999,8.33125,39.4473214,Cascade,51.73
177,Diabetes,768,768,8,2,0,0,1.0377,0.1439,0.5507,?,1.0,?,1.0586,5.827000000000001,0.9331,4.5301,0.11199999999999999,8.33125,39.4473214,Castle,2.33
178,Diabetes,768,768,8,2,0,0,1.0377,0.1439,0.5507,?,1.0,?,1.0586,5.827000000000001,0.9331,4.5301,0.11199999999999999,8.33125,39.4473214,Cn2,4.394
179,Diabetes,768,768,8,2,0,0,1.0377,0.1439,0.5507,?,1.0,?,1.0586,5.827000000000001,0.9331,4.5301,0.11199999999999999,8.33125,39.4473214,Default,8.455
180,Diabetes,768,768,8,2,0,0,1.0377,0.1439,0.5507,?,1.0,?,1.0586,5.827000000000001,0.9331,4.5301,0.11199999999999999,8.33125,39.4473214,Dipol92,0.067
181,Diabetes,768,768,8,2,0,0,1.0377,0.1439,0.5507,?,1.0,?,1.0586,5.827000000000001,0.9331,4.5301,0.11199999999999999,8.33125,39.4473214,Discrim,0.133
182,Diabetes,768,768,8,2,0,0,1.0377,0.1439,0.5507,?,1.0,?,1.0586,5.827000000000001,0.9331,4.5301,0.11199999999999999,8.33125,39.4473214,ITrule,1.465
183,Diabetes,768,768,8,2,0,0,1.0377,0.1439,0.5507,?,1.0,?,1.0586,5.827000000000001,0.9331,4.5301,0.11199999999999999,8.33125,39.4473214,IndCART,3.196
184,Diabetes,768,768,8,2,0,0,1.0377,0.1439,0.5507,?,1.0,?,1.0586,5.827000000000001,0.9331,4.5301,0.11199999999999999,8.33125,39.4473214,KNN,6.724
185,Diabetes,768,768,8,2,0,0,1.0377,0.1439,0.5507,?,1.0,?,1.0586,5.827000000000001,0.9331,4.5301,0.11199999999999999,8.33125,39.4473214,Kohonen,3.3289999999999997
186,Diabetes,768,768,8,2,0,0,1.0377,0.1439,0.5507,?,1.0,?,1.0586,5.827000000000001,0.9331,4.5301,0.11199999999999999,8.33125,39.4473214,LVQ,3.262
187,Diabetes,768,768,8,2,0,0,1.0377,0.1439,0.5507,?,1.0,?,1.0586,5.827000000000001,0.9331,4.5301,0.11199999999999999,8.33125,39.4473214,LogDisc,0.0
188,Diabetes,768,768,8,2,0,0,1.0377,0.1439,0.5507,?,1.0,?,1.0586,5.827000000000001,0.9331,4.5301,0.11199999999999999,8.33125,39.4473214,NewId,4.394
189,Diabetes,768,768,8,2,0,0,1.0377,0.1439,0.5507,?,1.0,?,1.0586,5.827000000000001,0.9331,4.5301,0.11199999999999999,8.33125,39.4473214,QuaDisc,2.596
190,Diabetes,768,768,8,2,0,0,1.0377,0.1439,0.5507,?,1.0,?,1.0586,5.827000000000001,0.9331,4.5301,0.11199999999999999,8.33125,39.4473214,RBF,1.3319999999999999
191,Diabetes,768,768,8,2,0,0,1.0377,0.1439,0.5507,?,1.0,?,1.0586,5.827000000000001,0.9331,4.5301,0.11199999999999999,8.33125,39.4473214,Smart,0.599
192,Digits,9000,18000,16,10,0,0,1.5673,0.2119,0.8929,0.8902,0.2031,0.4049,0.8562,5.1256,3.3219,6.5452,0.5049,6.57932264,11.9633591,Ac2,48.412
193,Digits,9000,18000,16,10,0,0,1.5673,0.2119,0.8929,0.8902,0.2031,0.4049,0.8562,5.1256,3.3219,6.5452,0.5049,6.57932264,11.9633591,Alloc80,9.413
194,Digits,9000,18000,16,10,0,0,1.5673,0.2119,0.8929,0.8902,0.2031,0.4049,0.8562,5.1256,3.3219,6.5452,0.5049,6.57932264,11.9633591,BackProp,14.792
195,Digits,9000,18000,16,10,0,0,1.5673,0.2119,0.8929,0.8902,0.2031,0.4049,0.8562,5.1256,3.3219,6.5452,0.5049,6.57932264,11.9633591,Bayes,83.376
196,Digits,9000,18000,16,10,0,0,1.5673,0.2119,0.8929,0.8902,0.2031,0.4049,0.8562,5.1256,3.3219,6.5452,0.5049,6.57932264,11.9633591,BayesTree,41.688
197,Digits,9000,18000,16,10,0,0,1.5673,0.2119,0.8929,0.8902,0.2031,0.4049,0.8562,5.1256,3.3219,6.5452,0.5049,6.57932264,11.9633591,C4.5,45.722
198,Digits,9000,18000,16,10,0,0,1.5673,0.2119,0.8929,0.8902,0.2031,0.4049,0.8562,5.1256,3.3219,6.5452,0.5049,6.57932264,11.9633591,CART,50.653
199,Digits,9000,18000,16,10,0,0,1.5673,0.2119,0.8929,0.8902,0.2031,0.4049,0.8562,5.1256,3.3219,6.5452,0.5049,6.57932264,11.9633591,Cal5,77.548
200,Digits,9000,18000,16,10,0,0,1.5673,0.2119,0.8929,0.8902,0.2031,0.4049,0.8562,5.1256,3.3219,6.5452,0.5049,6.57932264,11.9633591,Cascade,8.068999999999999
201,Digits,9000,18000,16,10,0,0,1.5673,0.2119,0.8929,0.8902,0.2031,0.4049,0.8562,5.1256,3.3219,6.5452,0.5049,6.57932264,11.9633591,Castle,55.135
202,Digits,9000,18000,16,10,0,0,1.5673,0.2119,0.8929,0.8902,0.2031,0.4049,0.8562,5.1256,3.3219,6.5452,0.5049,6.57932264,11.9633591,Cn2,38.998000000000005
203,Digits,9000,18000,16,10,0,0,1.5673,0.2119,0.8929,0.8902,0.2031,0.4049,0.8562,5.1256,3.3219,6.5452,0.5049,6.57932264,11.9633591,Default,382.36199999999997
204,Digits,9000,18000,16,10,0,0,1.5673,0.2119,0.8929,0.8902,0.2031,0.4049,0.8562,5.1256,3.3219,6.5452,0.5049,6.57932264,11.9633591,Dipol92,11.206
205,Digits,9000,18000,16,10,0,0,1.5673,0.2119,0.8929,0.8902,0.2031,0.4049,0.8562,5.1256,3.3219,6.5452,0.5049,6.57932264,11.9633591,Discrim,30.033
206,Digits,9000,18000,16,10,0,0,1.5673,0.2119,0.8929,0.8902,0.2031,0.4049,0.8562,5.1256,3.3219,6.5452,0.5049,6.57932264,11.9633591,ITrule,78.445
207,Digits,9000,18000,16,10,0,0,1.5673,0.2119,0.8929,0.8902,0.2031,0.4049,0.8562,5.1256,3.3219,6.5452,0.5049,6.57932264,11.9633591,IndCART,47.963
208,Digits,9000,18000,16,10,0,0,1.5673,0.2119,0.8929,0.8902,0.2031,0.4049,0.8562,5.1256,3.3219,6.5452,0.5049,6.57932264,11.9633591,KNN,0.0
209,Digits,9000,18000,16,10,0,0,1.5673,0.2119,0.8929,0.8902,0.2031,0.4049,0.8562,5.1256,3.3219,6.5452,0.5049,6.57932264,11.9633591,Kohonen,12.550999999999998
210,Digits,9000,18000,16,10,0,0,1.5673,0.2119,0.8929,0.8902,0.2031,0.4049,0.8562,5.1256,3.3219,6.5452,0.5049,6.57932264,11.9633591,LVQ,6.276
211,Digits,9000,18000,16,10,0,0,1.5673,0.2119,0.8929,0.8902,0.2031,0.4049,0.8562,5.1256,3.3219,6.5452,0.5049,6.57932264,11.9633591,LogDisc,17.482
212,Digits,9000,18000,16,10,0,0,1.5673,0.2119,0.8929,0.8902,0.2031,0.4049,0.8562,5.1256,3.3219,6.5452,0.5049,6.57932264,11.9633591,NewId,46.17
213,Digits,9000,18000,16,10,0,0,1.5673,0.2119,0.8929,0.8902,0.2031,0.4049,0.8562,5.1256,3.3219,6.5452,0.5049,6.57932264,11.9633591,QuaDisc,3.138
214,Digits,9000,18000,16,10,0,0,1.5673,0.2119,0.8929,0.8902,0.2031,0.4049,0.8562,5.1256,3.3219,6.5452,0.5049,6.57932264,11.9633591,RBF,16.137
215,Digits,9000,18000,16,10,0,0,1.5673,0.2119,0.8929,0.8902,0.2031,0.4049,0.8562,5.1256,3.3219,6.5452,0.5049,6.57932264,11.9633591,Smart,25.551
216,Faults,570,570,45,3,43,0,1.1909999999999998,0.751,0.8842,0.3002,0.8966,1,1.8972,0.9866,1.5749,0.8717,0.0366,43.0300546,22.816939899999998,Ac2,0.0
217,Faults,570,570,45,3,43,0,1.1909999999999998,0.751,0.8842,0.3002,0.8966,1,1.8972,0.9866,1.5749,0.8717,0.0366,43.0300546,22.816939899999998,Alloc80,10.390999999999998
218,Faults,570,570,45,3,43,0,1.1909999999999998,0.751,0.8842,0.3002,0.8966,1,1.8972,0.9866,1.5749,0.8717,0.0366,43.0300546,22.816939899999998,BackProp,3.4010000000000002
219,Faults,570,570,45,3,43,0,1.1909999999999998,0.751,0.8842,0.3002,0.8966,1,1.8972,0.9866,1.5749,0.8717,0.0366,43.0300546,22.816939899999998,Bayes,6.297999999999999
220,Faults,570,570,45,3,43,0,1.1909999999999998,0.751,0.8842,0.3002,0.8966,1,1.8972,0.9866,1.5749,0.8717,0.0366,43.0300546,22.816939899999998,BayesTree,6.864
221,Faults,570,570,45,3,43,0,1.1909999999999998,0.751,0.8842,0.3002,0.8966,1,1.8972,0.9866,1.5749,0.8717,0.0366,43.0300546,22.816939899999998,C4.5,8.25
222,Faults,570,570,45,3,43,0,1.1909999999999998,0.751,0.8842,0.3002,0.8966,1,1.8972,0.9866,1.5749,0.8717,0.0366,43.0300546,22.816939899999998,CART,9.068
223,Faults,570,570,45,3,43,0,1.1909999999999998,0.751,0.8842,0.3002,0.8966,1,1.8972,0.9866,1.5749,0.8717,0.0366,43.0300546,22.816939899999998,Cal5,7.746
224,Faults,570,570,45,3,43,0,1.1909999999999998,0.751,0.8842,0.3002,0.8966,1,1.8972,0.9866,1.5749,0.8717,0.0366,43.0300546,22.816939899999998,Cascade,52.018
225,Faults,570,570,45,3,43,0,1.1909999999999998,0.751,0.8842,0.3002,0.8966,1,1.8972,0.9866,1.5749,0.8717,0.0366,43.0300546,22.816939899999998,Castle,9.068
226,Faults,570,570,45,3,43,0,1.1909999999999998,0.751,0.8842,0.3002,0.8966,1,1.8972,0.9866,1.5749,0.8717,0.0366,43.0300546,22.816939899999998,Cn2,11.335999999999999
227,Faults,570,570,45,3,43,0,1.1909999999999998,0.751,0.8842,0.3002,0.8966,1,1.8972,0.9866,1.5749,0.8717,0.0366,43.0300546,22.816939899999998,Default,27.456999999999997
228,Faults,570,570,45,3,43,0,1.1909999999999998,0.751,0.8842,0.3002,0.8966,1,1.8972,0.9866,1.5749,0.8717,0.0366,43.0300546,22.816939899999998,Dipol92,1.071
229,Faults,570,570,45,3,43,0,1.1909999999999998,0.751,0.8842,0.3002,0.8966,1,1.8972,0.9866,1.5749,0.8717,0.0366,43.0300546,22.816939899999998,Discrim,1.889
230,Faults,570,570,45,3,43,0,1.1909999999999998,0.751,0.8842,0.3002,0.8966,1,1.8972,0.9866,1.5749,0.8717,0.0366,43.0300546,22.816939899999998,ITrule,9.824
231,Faults,570,570,45,3,43,0,1.1909999999999998,0.751,0.8842,0.3002,0.8966,1,1.8972,0.9866,1.5749,0.8717,0.0366,43.0300546,22.816939899999998,IndCART,10.139
232,Faults,570,570,45,3,43,0,1.1909999999999998,0.751,0.8842,0.3002,0.8966,1,1.8972,0.9866,1.5749,0.8717,0.0366,43.0300546,22.816939899999998,KNN,12.658
233,Faults,570,570,45,3,43,0,1.1909999999999998,0.751,0.8842,0.3002,0.8966,1,1.8972,0.9866,1.5749,0.8717,0.0366,43.0300546,22.816939899999998,Kohonen,18.767
234,Faults,570,570,45,3,43,0,1.1909999999999998,0.751,0.8842,0.3002,0.8966,1,1.8972,0.9866,1.5749,0.8717,0.0366,43.0300546,22.816939899999998,LVQ,17.003
235,Faults,570,570,45,3,43,0,1.1909999999999998,0.751,0.8842,0.3002,0.8966,1,1.8972,0.9866,1.5749,0.8717,0.0366,43.0300546,22.816939899999998,LogDisc,2.96
236,Faults,570,570,45,3,43,0,1.1909999999999998,0.751,0.8842,0.3002,0.8966,1,1.8972,0.9866,1.5749,0.8717,0.0366,43.0300546,22.816939899999998,NewId,8.187000000000001
237,Faults,570,570,45,3,43,0,1.1909999999999998,0.751,0.8842,0.3002,0.8966,1,1.8972,0.9866,1.5749,0.8717,0.0366,43.0300546,22.816939899999998,QuaDisc,7.494
238,Faults,570,570,45,3,43,0,1.1909999999999998,0.751,0.8842,0.3002,0.8966,1,1.8972,0.9866,1.5749,0.8717,0.0366,43.0300546,22.816939899999998,RBF,9.193999999999999
239,Faults,570,570,45,3,43,0,1.1909999999999998,0.751,0.8842,0.3002,0.8966,1,1.8972,0.9866,1.5749,0.8717,0.0366,43.0300546,22.816939899999998,Smart,10.390999999999998
240,German_Credit,1000,1000,24,2,9,1,1.0369,0.0848,0.5044,?,1.0,?,1.6986,7.7943,0.8813,1.5031,0.0187,47.1283422,79.37967909999999,Ac2,10.489
241,German_Credit,1000,1000,24,2,9,1,1.0369,0.0848,0.5044,?,1.0,?,1.6986,7.7943,0.8813,1.5031,0.0187,47.1283422,79.37967909999999,Alloc80,1.4980000000000002
242,German_Credit,1000,1000,24,2,9,1,1.0369,0.0848,0.5044,?,1.0,?,1.6986,7.7943,0.8813,1.5031,0.0187,47.1283422,79.37967909999999,BackProp,7.247999999999999
243,German_Credit,1000,1000,24,2,9,1,1.0369,0.0848,0.5044,?,1.0,?,1.6986,7.7943,0.8813,1.5031,0.0187,47.1283422,79.37967909999999,Bayes,5.138
244,German_Credit,1000,1000,24,2,9,1,1.0369,0.0848,0.5044,?,1.0,?,1.6986,7.7943,0.8813,1.5031,0.0187,47.1283422,79.37967909999999,BayesTree,7.431
245,German_Credit,1000,1000,24,2,9,1,1.0369,0.0848,0.5044,?,1.0,?,1.6986,7.7943,0.8813,1.5031,0.0187,47.1283422,79.37967909999999,C4.5,13.761
246,German_Credit,1000,1000,24,2,9,1,1.0369,0.0848,0.5044,?,1.0,?,1.6986,7.7943,0.8813,1.5031,0.0187,47.1283422,79.37967909999999,CART,2.385
247,German_Credit,1000,1000,24,2,9,1,1.0369,0.0848,0.5044,?,1.0,?,1.6986,7.7943,0.8813,1.5031,0.0187,47.1283422,79.37967909999999,Cal5,2.08
248,German_Credit,1000,1000,24,2,9,1,1.0369,0.0848,0.5044,?,1.0,?,1.6986,7.7943,0.8813,1.5031,0.0187,47.1283422,79.37967909999999,Cascade,3041.743
249,German_Credit,1000,1000,24,2,9,1,1.0369,0.0848,0.5044,?,1.0,?,1.6986,7.7943,0.8813,1.5031,0.0187,47.1283422,79.37967909999999,Castle,1.4680000000000002
250,German_Credit,1000,1000,24,2,9,1,1.0369,0.0848,0.5044,?,1.0,?,1.6986,7.7943,0.8813,1.5031,0.0187,47.1283422,79.37967909999999,Cn2,9.817
251,German_Credit,1000,1000,24,2,9,1,1.0369,0.0848,0.5044,?,1.0,?,1.6986,7.7943,0.8813,1.5031,0.0187,47.1283422,79.37967909999999,Default,5.046
252,German_Credit,1000,1000,24,2,9,1,1.0369,0.0848,0.5044,?,1.0,?,1.6986,7.7943,0.8813,1.5031,0.0187,47.1283422,79.37967909999999,Dipol92,1.9569999999999999
253,German_Credit,1000,1000,24,2,9,1,1.0369,0.0848,0.5044,?,1.0,?,1.6986,7.7943,0.8813,1.5031,0.0187,47.1283422,79.37967909999999,Discrim,0.0
254,German_Credit,1000,1000,24,2,9,1,1.0369,0.0848,0.5044,?,1.0,?,1.6986,7.7943,0.8813,1.5031,0.0187,47.1283422,79.37967909999999,ITrule,10.52
255,German_Credit,1000,1000,24,2,9,1,1.0369,0.0848,0.5044,?,1.0,?,1.6986,7.7943,0.8813,1.5031,0.0187,47.1283422,79.37967909999999,IndCART,6.9110000000000005
256,German_Credit,1000,1000,24,2,9,1,1.0369,0.0848,0.5044,?,1.0,?,1.6986,7.7943,0.8813,1.5031,0.0187,47.1283422,79.37967909999999,KNN,4.862
257,German_Credit,1000,1000,24,2,9,1,1.0369,0.0848,0.5044,?,1.0,?,1.6986,7.7943,0.8813,1.5031,0.0187,47.1283422,79.37967909999999,Kohonen,19.113
258,German_Credit,1000,1000,24,2,9,1,1.0369,0.0848,0.5044,?,1.0,?,1.6986,7.7943,0.8813,1.5031,0.0187,47.1283422,79.37967909999999,LVQ,13.089
259,German_Credit,1000,1000,24,2,9,1,1.0369,0.0848,0.5044,?,1.0,?,1.6986,7.7943,0.8813,1.5031,0.0187,47.1283422,79.37967909999999,LogDisc,0.092
260,German_Credit,1000,1000,24,2,9,1,1.0369,0.0848,0.5044,?,1.0,?,1.6986,7.7943,0.8813,1.5031,0.0187,47.1283422,79.37967909999999,NewId,11.927
261,German_Credit,1000,1000,24,2,9,1,1.0369,0.0848,0.5044,?,1.0,?,1.6986,7.7943,0.8813,1.5031,0.0187,47.1283422,79.37967909999999,QuaDisc,2.569
262,German_Credit,1000,1000,24,2,9,1,1.0369,0.0848,0.5044,?,1.0,?,1.6986,7.7943,0.8813,1.5031,0.0187,47.1283422,79.37967909999999,RBF,13.333
263,German_Credit,1000,1000,24,2,9,1,1.0369,0.0848,0.5044,?,1.0,?,1.6986,7.7943,0.8813,1.5031,0.0187,47.1283422,79.37967909999999,Smart,2.0180000000000002
264,Head,900,900,6,3,1,1,1.1231,0.1217,0.7176,0.1057,0.9787,1,1.0071,5.0408,1.3574,1.9786,0.1929,7.03680664,9.25712805,Ac2,28.78
265,Head,900,900,6,3,1,1,1.1231,0.1217,0.7176,0.1057,0.9787,1,1.0071,5.0408,1.3574,1.9786,0.1929,7.03680664,9.25712805,Alloc80,10.311
266,Head,900,900,6,3,1,1,1.1231,0.1217,0.7176,0.1057,0.9787,1,1.0071,5.0408,1.3574,1.9786,0.1929,7.03680664,9.25712805,BackProp,2.641
267,Head,900,900,6,3,1,1,1.1231,0.1217,0.7176,0.1057,0.9787,1,1.0071,5.0408,1.3574,1.9786,0.1929,7.03680664,9.25712805,Bayes,4.43
268,Head,900,900,6,3,1,1,1.1231,0.1217,0.7176,0.1057,0.9787,1,1.0071,5.0408,1.3574,1.9786,0.1929,7.03680664,9.25712805,BayesTree,3.4989999999999997
269,Head,900,900,6,3,1,1,1.1231,0.1217,0.7176,0.1057,0.9787,1,1.0071,5.0408,1.3574,1.9786,0.1929,7.03680664,9.25712805,C4.5,47.81100000000001
270,Head,900,900,6,3,1,1,1.1231,0.1217,0.7176,0.1057,0.9787,1,1.0071,5.0408,1.3574,1.9786,0.1929,7.03680664,9.25712805,CART,1.79
271,Head,900,900,6,3,1,1,1.1231,0.1217,0.7176,0.1057,0.9787,1,1.0071,5.0408,1.3574,1.9786,0.1929,7.03680664,9.25712805,Cal5,11.317
272,Head,900,900,6,3,1,1,1.1231,0.1217,0.7176,0.1057,0.9787,1,1.0071,5.0408,1.3574,1.9786,0.1929,7.03680664,9.25712805,Cascade,1.139
273,Head,900,900,6,3,1,1,1.1231,0.1217,0.7176,0.1057,0.9787,1,1.0071,5.0408,1.3574,1.9786,0.1929,7.03680664,9.25712805,Castle,2.1519999999999997
274,Head,900,900,6,3,1,1,1.1231,0.1217,0.7176,0.1057,0.9787,1,1.0071,5.0408,1.3574,1.9786,0.1929,7.03680664,9.25712805,Cn2,26.324
275,Head,900,900,6,3,1,1,1.1231,0.1217,0.7176,0.1057,0.9787,1,1.0071,5.0408,1.3574,1.9786,0.1929,7.03680664,9.25712805,Default,19.334
276,Head,900,900,6,3,1,1,1.1231,0.1217,0.7176,0.1057,0.9787,1,1.0071,5.0408,1.3574,1.9786,0.1929,7.03680664,9.25712805,Dipol92,6.331
277,Head,900,900,6,3,1,1,1.1231,0.1217,0.7176,0.1057,0.9787,1,1.0071,5.0408,1.3574,1.9786,0.1929,7.03680664,9.25712805,Discrim,1.4280000000000002
278,Head,900,900,6,3,1,1,1.1231,0.1217,0.7176,0.1057,0.9787,1,1.0071,5.0408,1.3574,1.9786,0.1929,7.03680664,9.25712805,ITrule,14.534
279,Head,900,900,6,3,1,1,1.1231,0.1217,0.7176,0.1057,0.9787,1,1.0071,5.0408,1.3574,1.9786,0.1929,7.03680664,9.25712805,IndCART,5.5920000000000005
280,Head,900,900,6,3,1,1,1.1231,0.1217,0.7176,0.1057,0.9787,1,1.0071,5.0408,1.3574,1.9786,0.1929,7.03680664,9.25712805,KNN,12.825
281,Head,900,900,6,3,1,1,1.1231,0.1217,0.7176,0.1057,0.9787,1,1.0071,5.0408,1.3574,1.9786,0.1929,7.03680664,9.25712805,Kohonen,60.68
282,Head,900,900,6,3,1,1,1.1231,0.1217,0.7176,0.1057,0.9787,1,1.0071,5.0408,1.3574,1.9786,0.1929,7.03680664,9.25712805,LVQ,21.169
283,Head,900,900,6,3,1,1,1.1231,0.1217,0.7176,0.1057,0.9787,1,1.0071,5.0408,1.3574,1.9786,0.1929,7.03680664,9.25712805,LogDisc,0.0
284,Head,900,900,6,3,1,1,1.1231,0.1217,0.7176,0.1057,0.9787,1,1.0071,5.0408,1.3574,1.9786,0.1929,7.03680664,9.25712805,NewId,26.391
