,parents,has_nurs,form,children,housing,finance,social,health,target
2361,usual,improper,incomplete,more,critical,convenient,slightly_prob,recommended,priority
2362,usual,improper,incomplete,more,critical,convenient,slightly_prob,priority,priority
2363,usual,improper,incomplete,more,critical,convenient,slightly_prob,not_recom,not_recom
2364,usual,improper,incomplete,more,critical,convenient,problematic,recommended,priority
2365,usual,improper,incomplete,more,critical,convenient,problematic,priority,priority
2366,usual,improper,incomplete,more,critical,convenient,problematic,not_recom,not_recom
2367,usual,improper,incomplete,more,critical,inconv,nonprob,recommended,priority
2368,usual,improper,incomplete,more,critical,inconv,nonprob,priority,priority
2369,usual,improper,incomplete,more,critical,inconv,nonprob,not_recom,not_recom
2370,usual,improper,incomplete,more,critical,inconv,slightly_prob,recommended,priority
2371,usual,improper,incomplete,more,critical,inconv,slightly_prob,priority,priority
2372,usual,improper,incomplete,more,critical,inconv,slightly_prob,not_recom,not_recom
2373,usual,improper,incomplete,more,critical,inconv,problematic,recommended,priority
2374,usual,improper,incomplete,more,critical,inconv,problematic,priority,priority
2375,usual,improper,incomplete,more,critical,inconv,problematic,not_recom,not_recom
2376,usual,improper,foster,1,convenient,convenient,nonprob,recommended,very_recom
2377,usual,improper,foster,1,convenient,convenient,nonprob,priority,priority
2378,usual,improper,foster,1,convenient,convenient,nonprob,not_recom,not_recom
2379,usual,improper,foster,1,convenient,convenient,slightly_prob,recommended,very_recom
2380,usual,improper,foster,1,convenient,convenient,slightly_prob,priority,priority
2381,usual,improper,foster,1,convenient,convenient,slightly_prob,not_recom,not_recom
2382,usual,improper,foster,1,convenient,convenient,problematic,recommended,priority
2383,usual,improper,foster,1,convenient,convenient,problematic,priority,priority
2384,usual,improper,foster,1,convenient,convenient,problematic,not_recom,not_recom
2385,usual,improper,foster,1,convenient,inconv,nonprob,recommended,priority
2386,usual,improper,foster,1,convenient,inconv,nonprob,priority,priority
2387,usual,improper,foster,1,convenient,inconv,nonprob,not_recom,not_recom
2388,usual,improper,foster,1,convenient,inconv,slightly_prob,recommended,priority
2389,usual,improper,foster,1,convenient,inconv,slightly_prob,priority,priority
2390,usual,improper,foster,1,convenient,inconv,slightly_prob,not_recom,not_recom
2391,usual,improper,foster,1,convenient,inconv,problematic,recommended,priority
2392,usual,improper,foster,1,convenient,inconv,problematic,priority,priority
2393,usual,improper,foster,1,convenient,inconv,problematic,not_recom,not_recom
2394,usual,improper,foster,1,less_conv,convenient,nonprob,recommended,priority
2395,usual,improper,foster,1,less_conv,convenient,nonprob,priority,priority
2396,usual,improper,foster,1,less_conv,convenient,nonprob,not_recom,not_recom
2397,usual,improper,foster,1,less_conv,convenient,slightly_prob,recommended,priority
2398,usual,improper,foster,1,less_conv,convenient,slightly_prob,priority,priority
2399,usual,improper,foster,1,less_conv,convenient,slightly_prob,not_recom,not_recom
2400,usual,improper,foster,1,less_conv,convenient,problematic,recommended,priority
2401,usual,improper,foster,1,less_conv,convenient,problematic,priority,priority
2402,usual,improper,foster,1,less_conv,convenient,problematic,not_recom,not_recom
2403,usual,improper,foster,1,less_conv,inconv,nonprob,recommended,priority
2404,usual,improper,foster,1,less_conv,inconv,nonprob,priority,priority
2405,usual,improper,foster,1,less_conv,inconv,nonprob,not_recom,not_recom
2406,usual,improper,foster,1,less_conv,inconv,slightly_prob,recommended,priority
2407,usual,improper,foster,1,less_conv,inconv,slightly_prob,priority,priority
2408,usual,improper,foster,1,less_conv,inconv,slightly_prob,not_recom,not_recom
2409,usual,improper,foster,1,less_conv,inconv,problematic,recommended,priority
2410,usual,improper,foster,1,less_conv,inconv,problematic,priority,priority
2411,usual,improper,foster,1,less_conv,inconv,problematic,not_recom,not_recom
2412,usual,improper,foster,1,critical,convenient,nonprob,recommended,priority
2413,usual,improper,foster,1,critical,convenient,nonprob,priority,priority
2414,usual,improper,foster,1,critical,convenient,nonprob,not_recom,not_recom
2415,usual,improper,foster,1,critical,convenient,slightly_prob,recommended,priority
2416,usual,improper,foster,1,critical,convenient,slightly_prob,priority,priority
2417,usual,improper,foster,1,critical,convenient,slightly_prob,not_recom,not_recom
2418,usual,improper,foster,1,critical,convenient,problematic,recommended,priority
2419,usual,improper,foster,1,critical,convenient,problematic,priority,priority
2420,usual,improper,foster,1,critical,convenient,problematic,not_recom,not_recom
2421,usual,improper,foster,1,critical,inconv,nonprob,recommended,priority
2422,usual,improper,foster,1,critical,inconv,nonprob,priority,priority
2423,usual,improper,foster,1,critical,inconv,nonprob,not_recom,not_recom
2424,usual,improper,foster,1,critical,inconv,slightly_prob,recommended,priority
2425,usual,improper,foster,1,critical,inconv,slightly_prob,priority,priority
2426,usual,improper,foster,1,critical,inconv,slightly_prob,not_recom,not_recom
2427,usual,improper,foster,1,critical,inconv,problematic,recommended,priority
2428,usual,improper,foster,1,critical,inconv,problematic,priority,priority
2429,usual,improper,foster,1,critical,inconv,problematic,not_recom,not_recom
2430,usual,improper,foster,2,convenient,convenient,nonprob,recommended,very_recom
2431,usual,improper,foster,2,convenient,convenient,nonprob,priority,priority
2432,usual,improper,foster,2,convenient,convenient,nonprob,not_recom,not_recom
2433,usual,improper,foster,2,convenient,convenient,slightly_prob,recommended,very_recom
2434,usual,improper,foster,2,convenient,convenient,slightly_prob,priority,priority
2435,usual,improper,foster,2,convenient,convenient,slightly_prob,not_recom,not_recom
2436,usual,improper,foster,2,convenient,convenient,problematic,recommended,priority
2437,usual,improper,foster,2,convenient,convenient,problematic,priority,priority
2438,usual,improper,foster,2,convenient,convenient,problematic,not_recom,not_recom
2439,usual,improper,foster,2,convenient,inconv,nonprob,recommended,priority
2440,usual,improper,foster,2,convenient,inconv,nonprob,priority,priority
2441,usual,improper,foster,2,convenient,inconv,nonprob,not_recom,not_recom
2442,usual,improper,foster,2,convenient,inconv,slightly_prob,recommended,priority
2443,usual,improper,foster,2,convenient,inconv,slightly_prob,priority,priority
2444,usual,improper,foster,2,convenient,inconv,slightly_prob,not_recom,not_recom
2445,usual,improper,foster,2,convenient,inconv,problematic,recommended,priority
2446,usual,improper,foster,2,convenient,inconv,problematic,priority,priority
2447,usual,improper,foster,2,convenient,inconv,problematic,not_recom,not_recom
2448,usual,improper,foster,2,less_conv,convenient,nonprob,recommended,priority
2449,usual,improper,foster,2,less_conv,convenient,nonprob,priority,priority
2450,usual,improper,foster,2,less_conv,convenient,nonprob,not_recom,not_recom
2451,usual,improper,foster,2,less_conv,convenient,slightly_prob,recommended,priority
2452,usual,improper,foster,2,less_conv,convenient,slightly_prob,priority,priority
2453,usual,improper,foster,2,less_conv,convenient,slightly_prob,not_recom,not_recom
2454,usual,improper,foster,2,less_conv,convenient,problematic,recommended,priority
2455,usual,improper,foster,2,less_conv,convenient,problematic,priority,priority
2456,usual,improper,foster,2,less_conv,convenient,problematic,not_recom,not_recom
2457,usual,improper,foster,2,less_conv,inconv,nonprob,recommended,priority
2458,usual,improper,foster,2,less_conv,inconv,nonprob,priority,priority
2459,usual,improper,foster,2,less_conv,inconv,nonprob,not_recom,not_recom
2460,usual,improper,foster,2,less_conv,inconv,slightly_prob,recommended,priority
2461,usual,improper,foster,2,less_conv,inconv,slightly_prob,priority,priority
2462,usual,improper,foster,2,less_conv,inconv,slightly_prob,not_recom,not_recom
2463,usual,improper,foster,2,less_conv,inconv,problematic,recommended,priority
2464,usual,improper,foster,2,less_conv,inconv,problematic,priority,priority
2465,usual,improper,foster,2,less_conv,inconv,problematic,not_recom,not_recom
2466,usual,improper,foster,2,critical,convenient,nonprob,recommended,priority
2467,usual,improper,foster,2,critical,convenient,nonprob,priority,priority
2468,usual,improper,foster,2,critical,convenient,nonprob,not_recom,not_recom
2469,usual,improper,foster,2,critical,convenient,slightly_prob,recommended,priority
2470,usual,improper,foster,2,critical,convenient,slightly_prob,priority,priority
2471,usual,improper,foster,2,critical,convenient,slightly_prob,not_recom,not_recom
2472,usual,improper,foster,2,critical,convenient,problematic,recommended,priority
2473,usual,improper,foster,2,critical,convenient,problematic,priority,priority
2474,usual,improper,foster,2,critical,convenient,problematic,not_recom,not_recom
2475,usual,improper,foster,2,critical,inconv,nonprob,recommended,priority
2476,usual,improper,foster,2,critical,inconv,nonprob,priority,priority
2477,usual,improper,foster,2,critical,inconv,nonprob,not_recom,not_recom
2478,usual,improper,foster,2,critical,inconv,slightly_prob,recommended,priority
2479,usual,improper,foster,2,critical,inconv,slightly_prob,priority,priority
2480,usual,improper,foster,2,critical,inconv,slightly_prob,not_recom,not_recom
2481,usual,improper,foster,2,critical,inconv,problematic,recommended,priority
2482,usual,improper,foster,2,critical,inconv,problematic,priority,priority
2483,usual,improper,foster,2,critical,inconv,problematic,not_recom,not_recom
2484,usual,improper,foster,3,convenient,convenient,nonprob,recommended,very_recom
2485,usual,improper,foster,3,convenient,convenient,nonprob,priority,priority
2486,usual,improper,foster,3,convenient,convenient,nonprob,not_recom,not_recom
2487,usual,improper,foster,3,convenient,convenient,slightly_prob,recommended,very_recom
2488,usual,improper,foster,3,convenient,convenient,slightly_prob,priority,priority
2489,usual,improper,foster,3,convenient,convenient,slightly_prob,not_recom,not_recom
2490,usual,improper,foster,3,convenient,convenient,problematic,recommended,priority
2491,usual,improper,foster,3,convenient,convenient,problematic,priority,priority
2492,usual,improper,foster,3,convenient,convenient,problematic,not_recom,not_recom
2493,usual,improper,foster,3,convenient,inconv,nonprob,recommended,priority
2494,usual,improper,foster,3,convenient,inconv,nonprob,priority,priority
2495,usual,improper,foster,3,convenient,inconv,nonprob,not_recom,not_recom
2496,usual,improper,foster,3,convenient,inconv,slightly_prob,recommended,priority
2497,usual,improper,foster,3,convenient,inconv,slightly_prob,priority,priority
2498,usual,improper,foster,3,convenient,inconv,slightly_prob,not_recom,not_recom
2499,usual,improper,foster,3,convenient,inconv,problematic,recommended,priority
2500,usual,improper,foster,3,convenient,inconv,problematic,priority,priority
2501,usual,improper,foster,3,convenient,inconv,problematic,not_recom,not_recom
2502,usual,improper,foster,3,less_conv,convenient,nonprob,recommended,priority
2503,usual,improper,foster,3,less_conv,convenient,nonprob,priority,priority
2504,usual,improper,foster,3,less_conv,convenient,nonprob,not_recom,not_recom
2505,usual,improper,foster,3,less_conv,convenient,slightly_prob,recommended,priority
2506,usual,improper,foster,3,less_conv,convenient,slightly_prob,priority,priority
2507,usual,improper,foster,3,less_conv,convenient,slightly_prob,not_recom,not_recom
2508,usual,improper,foster,3,less_conv,convenient,problematic,recommended,priority
2509,usual,improper,foster,3,less_conv,convenient,problematic,priority,priority
2510,usual,improper,foster,3,less_conv,convenient,problematic,not_recom,not_recom
2511,usual,improper,foster,3,less_conv,inconv,nonprob,recommended,priority
2512,usual,improper,foster,3,less_conv,inconv,nonprob,priority,priority
2513,usual,improper,foster,3,less_conv,inconv,nonprob,not_recom,not_recom
2514,usual,improper,foster,3,less_conv,inconv,slightly_prob,recommended,priority
2515,usual,improper,foster,3,less_conv,inconv,slightly_prob,priority,priority
2516,usual,improper,foster,3,less_conv,inconv,slightly_prob,not_recom,not_recom
2517,usual,improper,foster,3,less_conv,inconv,problematic,recommended,priority
2518,usual,improper,foster,3,less_conv,inconv,problematic,priority,priority
2519,usual,improper,foster,3,less_conv,inconv,problematic,not_recom,not_recom
2520,usual,improper,foster,3,critical,convenient,nonprob,recommended,priority
2521,usual,improper,foster,3,critical,convenient,nonprob,priority,priority
2522,usual,improper,foster,3,critical,convenient,nonprob,not_recom,not_recom
2523,usual,improper,foster,3,critical,convenient,slightly_prob,recommended,priority
2524,usual,improper,foster,3,critical,convenient,slightly_prob,priority,priority
2525,usual,improper,foster,3,critical,convenient,slightly_prob,not_recom,not_recom
2526,usual,improper,foster,3,critical,convenient,problematic,recommended,priority
2527,usual,improper,foster,3,critical,convenient,problematic,priority,priority
2528,usual,improper,foster,3,critical,convenient,problematic,not_recom,not_recom
2529,usual,improper,foster,3,critical,inconv,nonprob,recommended,priority
2530,usual,improper,foster,3,critical,inconv,nonprob,priority,priority
2531,usual,improper,foster,3,critical,inconv,nonprob,not_recom,not_recom
2532,usual,improper,foster,3,critical,inconv,slightly_prob,recommended,priority
2533,usual,improper,foster,3,critical,inconv,slightly_prob,priority,priority
2534,usual,improper,foster,3,critical,inconv,slightly_prob,not_recom,not_recom
2535,usual,improper,foster,3,critical,inconv,problematic,recommended,priority
2536,usual,improper,foster,3,critical,inconv,problematic,priority,priority
2537,usual,improper,foster,3,critical,inconv,problematic,not_recom,not_recom
2538,usual,improper,foster,more,convenient,convenient,nonprob,recommended,very_recom
2539,usual,improper,foster,more,convenient,convenient,nonprob,priority,priority
2540,usual,improper,foster,more,convenient,convenient,nonprob,not_recom,not_recom
2541,usual,improper,foster,more,convenient,convenient,slightly_prob,recommended,very_recom
2542,usual,improper,foster,more,convenient,convenient,slightly_prob,priority,priority
2543,usual,improper,foster,more,convenient,convenient,slightly_prob,not_recom,not_recom
2544,usual,improper,foster,more,convenient,convenient,problematic,recommended,priority
2545,usual,improper,foster,more,convenient,convenient,problematic,priority,priority
2546,usual,improper,foster,more,convenient,convenient,problematic,not_recom,not_recom
2547,usual,improper,foster,more,convenient,inconv,nonprob,recommended,priority
2548,usual,improper,foster,more,convenient,inconv,nonprob,priority,priority
2549,usual,improper,foster,more,convenient,inconv,nonprob,not_recom,not_recom
2550,usual,improper,foster,more,convenient,inconv,slightly_prob,recommended,priority
2551,usual,improper,foster,more,convenient,inconv,slightly_prob,priority,priority
2552,usual,improper,foster,more,convenient,inconv,slightly_prob,not_recom,not_recom
2553,usual,improper,foster,more,convenient,inconv,problematic,recommended,priority
2554,usual,improper,foster,more,convenient,inconv,problematic,priority,priority
2555,usual,improper,foster,more,convenient,inconv,problematic,not_recom,not_recom
2556,usual,improper,foster,more,less_conv,convenient,nonprob,recommended,priority
2557,usual,improper,foster,more,less_conv,convenient,nonprob,priority,priority
2558,usual,improper,foster,more,less_conv,convenient,nonprob,not_recom,not_recom
2559,usual,improper,foster,more,less_conv,convenient,slightly_prob,recommended,priority
2560,usual,improper,foster,more,less_conv,convenient,slightly_prob,priority,priority
2561,usual,improper,foster,more,less_conv,convenient,slightly_prob,not_recom,not_recom
2562,usual,improper,foster,more,less_conv,convenient,problematic,recommended,priority
2563,usual,improper,foster,more,less_conv,convenient,problematic,priority,priority
2564,usual,improper,foster,more,less_conv,convenient,problematic,not_recom,not_recom
2565,usual,improper,foster,more,less_conv,inconv,nonprob,recommended,priority
2566,usual,improper,foster,more,less_conv,inconv,nonprob,priority,priority
2567,usual,improper,foster,more,less_conv,inconv,nonprob,not_recom,not_recom
2568,usual,improper,foster,more,less_conv,inconv,slightly_prob,recommended,priority
2569,usual,improper,foster,more,less_conv,inconv,slightly_prob,priority,priority
2570,usual,improper,foster,more,less_conv,inconv,slightly_prob,not_recom,not_recom
2571,usual,improper,foster,more,less_conv,inconv,problematic,recommended,priority
2572,usual,improper,foster,more,less_conv,inconv,problematic,priority,priority
2573,usual,improper,foster,more,less_conv,inconv,problematic,not_recom,not_recom
2574,usual,improper,foster,more,critical,convenient,nonprob,recommended,priority
2575,usual,improper,foster,more,critical,convenient,nonprob,priority,priority
2576,usual,improper,foster,more,critical,convenient,nonprob,not_recom,not_recom
2577,usual,improper,foster,more,critical,convenient,slightly_prob,recommended,priority
2578,usual,improper,foster,more,critical,convenient,slightly_prob,priority,priority
2579,usual,improper,foster,more,critical,convenient,slightly_prob,not_recom,not_recom
2580,usual,improper,foster,more,critical,convenient,problematic,recommended,priority
2581,usual,improper,foster,more,critical,convenient,problematic,priority,priority
2582,usual,improper,foster,more,critical,convenient,problematic,not_recom,not_recom
2583,usual,improper,foster,more,critical,inconv,nonprob,recommended,priority
2584,usual,improper,foster,more,critical,inconv,nonprob,priority,priority
2585,usual,improper,foster,more,critical,inconv,nonprob,not_recom,not_recom
2586,usual,improper,foster,more,critical,inconv,slightly_prob,recommended,priority
2587,usual,improper,foster,more,critical,inconv,slightly_prob,priority,priority
2588,usual,improper,foster,more,critical,inconv,slightly_prob,not_recom,not_recom
2589,usual,improper,foster,more,critical,inconv,problematic,recommended,priority
2590,usual,improper,foster,more,critical,inconv,problematic,priority,priority
2591,usual,improper,foster,more,critical,inconv,problematic,not_recom,not_recom
2592,usual,critical,complete,1,convenient,convenient,nonprob,recommended,priority
2593,usual,critical,complete,1,convenient,convenient,nonprob,priority,priority
2594,usual,critical,complete,1,convenient,convenient,nonprob,not_recom,not_recom
2595,usual,critical,complete,1,convenient,convenient,slightly_prob,recommended,priority
2596,usual,critical,complete,1,convenient,convenient,slightly_prob,priority,priority
2597,usual,critical,complete,1,convenient,convenient,slightly_prob,not_recom,not_recom
2598,usual,critical,complete,1,convenient,convenient,problematic,recommended,priority
2599,usual,critical,complete,1,convenient,convenient,problematic,priority,priority
2600,usual,critical,complete,1,convenient,convenient,problematic,not_recom,not_recom
2601,usual,critical,complete,1,convenient,inconv,nonprob,recommended,priority
2602,usual,critical,complete,1,convenient,inconv,nonprob,priority,priority
2603,usual,critical,complete,1,convenient,inconv,nonprob,not_recom,not_recom
2604,usual,critical,complete,1,convenient,inconv,slightly_prob,recommended,priority
2605,usual,critical,complete,1,convenient,inconv,slightly_prob,priority,priority
2606,usual,critical,complete,1,convenient,inconv,slightly_prob,not_recom,not_recom
2607,usual,critical,complete,1,convenient,inconv,problematic,recommended,priority
2608,usual,critical,complete,1,convenient,inconv,problematic,priority,priority
2609,usual,critical,complete,1,convenient,inconv,problematic,not_recom,not_recom
2610,usual,critical,complete,1,less_conv,convenient,nonprob,recommended,priority
2611,usual,critical,complete,1,less_conv,convenient,nonprob,priority,priority
2612,usual,critical,complete,1,less_conv,convenient,nonprob,not_recom,not_recom
2613,usual,critical,complete,1,less_conv,convenient,slightly_prob,recommended,priority
2614,usual,critical,complete,1,less_conv,convenient,slightly_prob,priority,priority
2615,usual,critical,complete,1,less_conv,convenient,slightly_prob,not_recom,not_recom
2616,usual,critical,complete,1,less_conv,convenient,problematic,recommended,priority
2617,usual,critical,complete,1,less_conv,convenient,problematic,priority,priority
2618,usual,critical,complete,1,less_conv,convenient,problematic,not_recom,not_recom
2619,usual,critical,complete,1,less_conv,inconv,nonprob,recommended,priority
2620,usual,critical,complete,1,less_conv,inconv,nonprob,priority,priority
2621,usual,critical,complete,1,less_conv,inconv,nonprob,not_recom,not_recom
2622,usual,critical,complete,1,less_conv,inconv,slightly_prob,recommended,priority
2623,usual,critical,complete,1,less_conv,inconv,slightly_prob,priority,priority
2624,usual,critical,complete,1,less_conv,inconv,slightly_prob,not_recom,not_recom
2625,usual,critical,complete,1,less_conv,inconv,problematic,recommended,priority
2626,usual,critical,complete,1,less_conv,inconv,problematic,priority,priority
2627,usual,critical,complete,1,less_conv,inconv,problematic,not_recom,not_recom
2628,usual,critical,complete,1,critical,convenient,nonprob,recommended,priority
2629,usual,critical,complete,1,critical,convenient,nonprob,priority,priority
2630,usual,critical,complete,1,critical,convenient,nonprob,not_recom,not_recom
2631,usual,critical,complete,1,critical,convenient,slightly_prob,recommended,priority
2632,usual,critical,complete,1,critical,convenient,slightly_prob,priority,priority
2633,usual,critical,complete,1,critical,convenient,slightly_prob,not_recom,not_recom
2634,usual,critical,complete,1,critical,convenient,problematic,recommended,priority
2635,usual,critical,complete,1,critical,convenient,problematic,priority,priority
2636,usual,critical,complete,1,critical,convenient,problematic,not_recom,not_recom
2637,usual,critical,complete,1,critical,inconv,nonprob,recommended,priority
2638,usual,critical,complete,1,critical,inconv,nonprob,priority,priority
2639,usual,critical,complete,1,critical,inconv,nonprob,not_recom,not_recom
2640,usual,critical,complete,1,critical,inconv,slightly_prob,recommended,priority
2641,usual,critical,complete,1,critical,inconv,slightly_prob,priority,priority
2642,usual,critical,complete,1,critical,inconv,slightly_prob,not_recom,not_recom
2643,usual,critical,complete,1,critical,inconv,problematic,recommended,priority
2644,usual,critical,complete,1,critical,inconv,problematic,priority,priority
2645,usual,critical,complete,1,critical,inconv,problematic,not_recom,not_recom
2646,usual,critical,complete,2,convenient,convenient,nonprob,recommended,priority
2647,usual,critical,complete,2,convenient,convenient,nonprob,priority,priority
2648,usual,critical,complete,2,convenient,convenient,nonprob,not_recom,not_recom
2649,usual,critical,complete,2,convenient,convenient,slightly_prob,recommended,priority
2650,usual,critical,complete,2,convenient,convenient,slightly_prob,priority,priority
2651,usual,critical,complete,2,convenient,convenient,slightly_prob,not_recom,not_recom
2652,usual,critical,complete,2,convenient,convenient,problematic,recommended,priority
2653,usual,critical,complete,2,convenient,convenient,problematic,priority,priority
2654,usual,critical,complete,2,convenient,convenient,problematic,not_recom,not_recom
2655,usual,critical,complete,2,convenient,inconv,nonprob,recommended,priority
2656,usual,critical,complete,2,convenient,inconv,nonprob,priority,priority
2657,usual,critical,complete,2,convenient,inconv,nonprob,not_recom,not_recom
2658,usual,critical,complete,2,convenient,inconv,slightly_prob,recommended,priority
2659,usual,critical,complete,2,convenient,inconv,slightly_prob,priority,priority
2660,usual,critical,complete,2,convenient,inconv,slightly_prob,not_recom,not_recom
2661,usual,critical,complete,2,convenient,inconv,problematic,recommended,priority
2662,usual,critical,complete,2,convenient,inconv,problematic,priority,priority
2663,usual,critical,complete,2,convenient,inconv,problematic,not_recom,not_recom
2664,usual,critical,complete,2,less_conv,convenient,nonprob,recommended,priority
2665,usual,critical,complete,2,less_conv,convenient,nonprob,priority,priority
2666,usual,critical,complete,2,less_conv,convenient,nonprob,not_recom,not_recom
2667,usual,critical,complete,2,less_conv,convenient,slightly_prob,recommended,priority
2668,usual,critical,complete,2,less_conv,convenient,slightly_prob,priority,priority
2669,usual,critical,complete,2,less_conv,convenient,slightly_prob,not_recom,not_recom
2670,usual,critical,complete,2,less_conv,convenient,problematic,recommended,priority
2671,usual,critical,complete,2,less_conv,convenient,problematic,priority,priority
2672,usual,critical,complete,2,less_conv,convenient,problematic,not_recom,not_recom
2673,usual,critical,complete,2,less_conv,inconv,nonprob,recommended,priority
2674,usual,critical,complete,2,less_conv,inconv,nonprob,priority,priority
2675,usual,critical,complete,2,less_conv,inconv,nonprob,not_recom,not_recom
2676,usual,critical,complete,2,less_conv,inconv,slightly_prob,recommended,priority
2677,usual,critical,complete,2,less_conv,inconv,slightly_prob,priority,priority
2678,usual,critical,complete,2,less_conv,inconv,slightly_prob,not_recom,not_recom
2679,usual,critical,complete,2,less_conv,inconv,problematic,recommended,priority
2680,usual,critical,complete,2,less_conv,inconv,problematic,priority,priority
2681,usual,critical,complete,2,less_conv,inconv,problematic,not_recom,not_recom
2682,usual,critical,complete,2,critical,convenient,nonprob,recommended,priority
2683,usual,critical,complete,2,critical,convenient,nonprob,priority,spec_prior
2684,usual,critical,complete,2,critical,convenient,nonprob,not_recom,not_recom
2685,usual,critical,complete,2,critical,convenient,slightly_prob,recommended,priority
2686,usual,critical,complete,2,critical,convenient,slightly_prob,priority,spec_prior
2687,usual,critical,complete,2,critical,convenient,slightly_prob,not_recom,not_recom
2688,usual,critical,complete,2,critical,convenient,problematic,recommended,spec_prior
2689,usual,critical,complete,2,critical,convenient,problematic,priority,spec_prior
2690,usual,critical,complete,2,critical,convenient,problematic,not_recom,not_recom
2691,usual,critical,complete,2,critical,inconv,nonprob,recommended,priority
2692,usual,critical,complete,2,critical,inconv,nonprob,priority,spec_prior
2693,usual,critical,complete,2,critical,inconv,nonprob,not_recom,not_recom
2694,usual,critical,complete,2,critical,inconv,slightly_prob,recommended,priority
2695,usual,critical,complete,2,critical,inconv,slightly_prob,priority,spec_prior
2696,usual,critical,complete,2,critical,inconv,slightly_prob,not_recom,not_recom
2697,usual,critical,complete,2,critical,inconv,problematic,recommended,spec_prior
2698,usual,critical,complete,2,critical,inconv,problematic,priority,spec_prior
2699,usual,critical,complete,2,critical,inconv,problematic,not_recom,not_recom
2700,usual,critical,complete,3,convenient,convenient,nonprob,recommended,priority
2701,usual,critical,complete,3,convenient,convenient,nonprob,priority,priority
2702,usual,critical,complete,3,convenient,convenient,nonprob,not_recom,not_recom
2703,usual,critical,complete,3,convenient,convenient,slightly_prob,recommended,priority
2704,usual,critical,complete,3,convenient,convenient,slightly_prob,priority,priority
2705,usual,critical,complete,3,convenient,convenient,slightly_prob,not_recom,not_recom
2706,usual,critical,complete,3,convenient,convenient,problematic,recommended,priority
2707,usual,critical,complete,3,convenient,convenient,problematic,priority,priority
2708,usual,critical,complete,3,convenient,convenient,problematic,not_recom,not_recom
2709,usual,critical,complete,3,convenient,inconv,nonprob,recommended,priority
2710,usual,critical,complete,3,convenient,inconv,nonprob,priority,spec_prior
2711,usual,critical,complete,3,convenient,inconv,nonprob,not_recom,not_recom
2712,usual,critical,complete,3,convenient,inconv,slightly_prob,recommended,priority
2713,usual,critical,complete,3,convenient,inconv,slightly_prob,priority,spec_prior
2714,usual,critical,complete,3,convenient,inconv,slightly_prob,not_recom,not_recom
2715,usual,critical,complete,3,convenient,inconv,problematic,recommended,spec_prior
2716,usual,critical,complete,3,convenient,inconv,problematic,priority,spec_prior
2717,usual,critical,complete,3,convenient,inconv,problematic,not_recom,not_recom
2718,usual,critical,complete,3,less_conv,convenient,nonprob,recommended,priority
2719,usual,critical,complete,3,less_conv,convenient,nonprob,priority,spec_prior
2720,usual,critical,complete,3,less_conv,convenient,nonprob,not_recom,not_recom
2721,usual,critical,complete,3,less_conv,convenient,slightly_prob,recommended,priority
2722,usual,critical,complete,3,less_conv,convenient,slightly_prob,priority,spec_prior
2723,usual,critical,complete,3,less_conv,convenient,slightly_prob,not_recom,not_recom
2724,usual,critical,complete,3,less_conv,convenient,problematic,recommended,spec_prior
2725,usual,critical,complete,3,less_conv,convenient,problematic,priority,spec_prior
2726,usual,critical,complete,3,less_conv,convenient,problematic,not_recom,not_recom
2727,usual,critical,complete,3,less_conv,inconv,nonprob,recommended,priority
2728,usual,critical,complete,3,less_conv,inconv,nonprob,priority,spec_prior
2729,usual,critical,complete,3,less_conv,inconv,nonprob,not_recom,not_recom
2730,usual,critical,complete,3,less_conv,inconv,slightly_prob,recommended,priority
2731,usual,critical,complete,3,less_conv,inconv,slightly_prob,priority,spec_prior
2732,usual,critical,complete,3,less_conv,inconv,slightly_prob,not_recom,not_recom
2733,usual,critical,complete,3,less_conv,inconv,problematic,recommended,spec_prior
2734,usual,critical,complete,3,less_conv,inconv,problematic,priority,spec_prior
2735,usual,critical,complete,3,less_conv,inconv,problematic,not_recom,not_recom
2736,usual,critical,complete,3,critical,convenient,nonprob,recommended,priority
2737,usual,critical,complete,3,critical,convenient,nonprob,priority,spec_prior
2738,usual,critical,complete,3,critical,convenient,nonprob,not_recom,not_recom
2739,usual,critical,complete,3,critical,convenient,slightly_prob,recommended,priority
2740,usual,critical,complete,3,critical,convenient,slightly_prob,priority,spec_prior
2741,usual,critical,complete,3,critical,convenient,slightly_prob,not_recom,not_recom
2742,usual,critical,complete,3,critical,convenient,problematic,recommended,spec_prior
2743,usual,critical,complete,3,critical,convenient,problematic,priority,spec_prior
2744,usual,critical,complete,3,critical,convenient,problematic,not_recom,not_recom
2745,usual,critical,complete,3,critical,inconv,nonprob,recommended,priority
2746,usual,critical,complete,3,critical,inconv,nonprob,priority,spec_prior
2747,usual,critical,complete,3,critical,inconv,nonprob,not_recom,not_recom
2748,usual,critical,complete,3,critical,inconv,slightly_prob,recommended,priority
2749,usual,critical,complete,3,critical,inconv,slightly_prob,priority,spec_prior
2750,usual,critical,complete,3,critical,inconv,slightly_prob,not_recom,not_recom
2751,usual,critical,complete,3,critical,inconv,problematic,recommended,spec_prior
2752,usual,critical,complete,3,critical,inconv,problematic,priority,spec_prior
2753,usual,critical,complete,3,critical,inconv,problematic,not_recom,not_recom
2754,usual,critical,complete,more,convenient,convenient,nonprob,recommended,priority
2755,usual,critical,complete,more,convenient,convenient,nonprob,priority,priority
