,Choral ID,Event number,Pitch classes,Pitch classes,Pitch classes,Pitch classes,Pitch classes,Pitch classes,Pitch classes,Pitch classes,Pitch classes,Pitch classes,Pitch classes,Pitch classes,Bass,Meter,Chord label
1536,002406bs,10,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,C,2, F_M
1537,002406bs,11,YES, NO,YES, NO, NO,YES, NO, NO, NO, NO, NO, NO,C,1, F_M
1538,002406bs,12,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO,C,3, C_M7
1539,002406bs,13,YES, NO, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO,C,1, C_M7
1540,002406bs,14,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO,C,2, C_M7
1541,002406bs,15,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,F,5, F_M
1542,002406bs,16,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,F,3, F_M
1543,002406bs,17, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO,F,2, F_M
1544,002406bs,18,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,E,4, C_M
1545,002406bs,19,YES, NO, NO, NO,YES, NO, NO, NO, NO, NO, NO, NO,E,2, C_M
1546,002406bs,20, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO,D,3, D_m
1547,002406bs,21, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO, NO, NO,D,2, D_m
1548,002406bs,22,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,C,5, C_M
1549,002406bs,23,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO,Bb,2, C_M7
1550,002406bs,24,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,A,3, F_M
1551,002406bs,25,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,F,2, F_M
1552,002406bs,26, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO,Bb,4, G_m
1553,002406bs,27, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO,G,2, G_m
1554,002406bs,28,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,C,3, C_M
1555,002406bs,29,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,C,2, C_M
1556,002406bs,30,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,F,5, F_M
1557,002406bs,31,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,F,3, F_M
1558,002406bs,32,YES, NO, NO, NO,YES,YES, NO, NO, NO,YES, NO, NO,E,2, F_M
1559,002406bs,33, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO,D,4, D_m
1560,002406bs,34,YES, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO,C,2, D_m
1561,002406bs,35, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO,Bb,3, BbM
1562,002406bs,36,YES, NO, NO, NO, NO, NO, NO,YES, NO, NO,YES, NO,G,2, BbM
1563,002406bs,37, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO,C,1, BbM
1564,002406bs,38,YES, NO, NO, NO,YES, NO, NO, NO, NO, NO,YES, NO,C,5, C_M7
1565,002406bs,39,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,C,2, F_M
1566,002406bs,40,YES, NO, NO, NO, NO,YES, NO,YES, NO, NO,YES, NO,C,3, C_M7
1567,002406bs,41,YES, NO, NO, NO,YES, NO, NO, NO, NO, NO,YES, NO,C,2, C_M7
1568,002406bs,42,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,F,4, F_M
1569,002406bs,43, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO,D,3, D_m
1570,002406bs,44, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO,YES, NO,D,2, D_m
1571,002406bs,45,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,A,5, F_M
1572,002406bs,46,YES, NO, NO,YES, NO, NO, NO,YES, NO,YES, NO, NO,A,2, F_M
1573,002406bs,47, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO,Bb,3, BbM
1574,002406bs,48,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO,Bb,4, C_M7
1575,002406bs,49,YES, NO, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO,A,2, C_M7
1576,002406bs,50,YES, NO, NO, NO, NO,YES, NO,YES, NO,YES, NO, NO,G,3, F_M
1577,002406bs,51,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,F,2, F_M
1578,002406bs,52,YES, NO, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO,F,1, F_M
1579,002406bs,53,YES, NO, NO, NO, NO,YES, NO,YES, NO, NO, NO, NO,C,5, C_M4
1580,002406bs,54,YES, NO, NO, NO, NO,YES, NO,YES, NO, NO,YES, NO,C,2, C_M4
1581,002406bs,55,YES, NO, NO, NO, NO,YES, NO,YES, NO,YES, NO, NO,C,1, C_M4
1582,002406bs,56,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO,C,3, C_M7
1583,002406bs,57,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,C,2, C_M7
1584,002406bs,58,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,F,4, F_M
1585,002406bs,59, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,B,3, G_M
1586,002406bs,60, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,G,2, G_M
1587,002406bs,61,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,C,5, C_M
1588,002406bs,62,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,YES, NO,Bb,3, F_M
1589,002406bs,63,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,A,2, F_M
1590,002406bs,64, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO,YES, NO,G,4, G_m7
1591,002406bs,65,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO,G,2, G_m7
1592,002406bs,66, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO,G,1, G_m7
1593,002406bs,67,YES, NO, NO, NO,YES, NO, NO, NO, NO, NO,YES, NO,C,3, C_M7
1594,002406bs,68,YES, NO, NO, NO,YES, NO, NO, NO, NO, NO, NO, NO,C,1, C_M7
1595,002406bs,69,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,F,5, F_M
1596,002406bs,70,YES, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO, NO,F#,3, C_d6
1597,002406bs,71, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO, NO,YES,F,4, G_M7
1598,002406bs,72,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,Eb,3, C_m
1599,002406bs,73,YES, NO,YES, NO, NO,YES, NO,YES, NO, NO, NO, NO,F,2, C_m
1600,002406bs,74,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,G,1, C_m
1601,002406bs,75,YES, NO,YES, NO, NO,YES, NO, NO,YES, NO, NO, NO,Ab,5, F_m6
1602,002406bs,76, NO, NO,YES, NO, NO,YES, NO,YES,YES, NO, NO, NO,G,2, F_m6
1603,002406bs,77, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO, NO, NO,F,1, F_m6
1604,002406bs,78,YES, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO, NO,G,3, G_M
1605,002406bs,79, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO, NO,YES,G,2, G_M
1606,002406bs,80,YES, NO, NO, NO,YES, NO, NO, NO, NO, NO, NO, NO,C,4, C_M
1607,002406bs,81,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,C,3, C_M
1608,002406bs,82,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO,Bb,2, C_M
1609,002406bs,83,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,A,5, F_M
1610,002406bs,84,YES, NO, NO, NO, NO,YES, NO,YES, NO, NO,YES, NO,G,2, F_M
1611,002406bs,85,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,F,3, F_M7
1612,002406bs,86,YES, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO, NO,Eb,2, F_M7
1613,002406bs,87, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO,D,4, BbM
1614,002406bs,88,YES, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO,C,2, BbM
1615,002406bs,89,YES, NO, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO,Bb,3, F_M4
1616,002406bs,90,YES, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO,A,2, F_M4
1617,002406bs,91,YES, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO, NO,A,1, F_M4
1618,002406bs,92, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO,Bb,5, BbM
1619,002406bs,93,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO,C,3, C_M7
1620,002406bs,94,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,F,4, F_M7
1621,002406bs,95,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,E,2, F_M7
1622,002406bs,96, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO,D,3, D_m
1623,002406bs,97,YES, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO,C,2, D_m
1624,002406bs,98, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO,YES, NO,Bb,5, G_M7
1625,002406bs,99, NO, NO, NO, NO, NO,YES, NO,YES, NO, NO, NO,YES,B,2, G_M7
1626,002406bs,100,YES, NO, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO,C,3, C_M7
1627,002406bs,101,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO,C,2, C_M7
1628,002406bs,102,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,F,4, F_M
1629,002506b_,1,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,C,5, C_M
1630,002506b_,2, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,G,3, G_M
1631,002506b_,3,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,C,4, C_M
1632,002506b_,4, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,B,3, G_M
1633,002506b_,5,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,A,5, A_m
1634,002506b_,6,YES, NO, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO,A,2, A_m
1635,002506b_,7, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,G,3, G_M
1636,002506b_,8, NO, NO,YES, NO, NO, NO, NO,YES, NO,YES, NO, NO,D,4, D_M
1637,002506b_,9, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,D,2, D_M
1638,002506b_,10, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,G,3, G_M
1639,002506b_,11,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,E,5, C_M
1640,002506b_,12, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO,D,3, G_M
1641,002506b_,13, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO, NO,YES,D,2, G_M
1642,002506b_,14,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,C,4, C_M
1643,002506b_,15,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,C,2, C_M
1644,002506b_,16, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,B,3, G_M
1645,002506b_,17, NO, NO,YES, NO,YES, NO, NO,YES, NO, NO, NO,YES,B,2, G_M
1646,002506b_,18, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO, NO,YES,B,1, G_M
1647,002506b_,19,YES, NO,YES, NO,YES, NO, NO,YES, NO, NO, NO, NO,C,5, C_M
1648,002506b_,20,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,C,2, C_M
1649,002506b_,21,YES, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO, NO,G,3, G_M
1650,002506b_,22, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,G,2, G_M
1651,002506b_,23,YES, NO, NO, NO, NO, NO, NO,YES, NO, NO, NO,YES,G,1, G_M
1652,002506b_,24,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,C,4, C_M
1653,002506b_,25,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,C,5, C_M
1654,002506b_,26, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,G,3, G_M
1655,002506b_,27,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,C,4, C_M
1656,002506b_,28, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,B,3, G_M
1657,002506b_,29,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,A,5, A_m
1658,002506b_,30,YES, NO, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO,A,2, A_m
1659,002506b_,31, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,G,3, G_M
1660,002506b_,32, NO, NO,YES, NO, NO, NO, NO,YES, NO,YES, NO, NO,D,4, D_M
1661,002506b_,33, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,D,2, D_M
1662,002506b_,34, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,G,3, G_M
1663,002506b_,35,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,E,5, C_M
1664,002506b_,36, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO,D,3, D_m
1665,002506b_,37, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO, NO,YES,D,2, D_m
1666,002506b_,38,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,C,4, C_M
1667,002506b_,39,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,C,2, C_M
1668,002506b_,40, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,B,3, G_M
1669,002506b_,41, NO, NO,YES, NO,YES, NO, NO,YES, NO, NO, NO,YES,B,2, G_M
1670,002506b_,42, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO, NO,YES,B,1, G_M
1671,002506b_,43,YES, NO,YES, NO,YES, NO, NO,YES, NO, NO, NO, NO,C,5, C_M
1672,002506b_,44,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,C,2, C_M
1673,002506b_,45,YES, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO, NO,G,3, G_M
1674,002506b_,46, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,G,2, G_M
1675,002506b_,47,YES, NO, NO, NO, NO, NO, NO,YES, NO, NO, NO,YES,G,1, G_M
1676,002506b_,48,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,C,4, C_M
1677,002506b_,49,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,C,5, C_M
1678,002506b_,50,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,A,3, F_M
1679,002506b_,51,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,YES, NO,A,2, F_M
1680,002506b_,52,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,A,1, F_M
1681,002506b_,53,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO,E,4, C_M7
1682,002506b_,54,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,F,3, F_M
1683,002506b_,55, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO,F,2, F_M
1684,002506b_,56, NO,YES, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,C#,5, A_M7
1685,002506b_,57, NO,YES, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO,C#,2, A_M7
1686,002506b_,58, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO,D,3, D_m
1687,002506b_,59, NO, NO,YES, NO, NO, NO, NO, NO, NO,YES, NO,YES,D,2, D_m
1688,002506b_,60, NO, NO,YES, NO, NO, NO, NO, NO,YES, NO, NO,YES,D,1, D_m
1689,002506b_,61, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,A,4, A_M
1690,002506b_,62,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,E,5, C_M
1691,002506b_,63, NO, NO,YES, NO,YES, NO, NO,YES, NO, NO, NO, NO,E,2, C_M
1692,002506b_,64,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,C,3, C_M
1693,002506b_,65,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,F,4, F_M
1694,002506b_,66,YES, NO, NO, NO,YES,YES, NO, NO, NO,YES, NO, NO,F,2, F_M
1695,002506b_,67, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,G,3, G_M
1696,002506b_,68,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,A,5, F_M
1697,002506b_,69,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO,YES,B,2, F_M
1698,002506b_,70,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,C,3, C_M
1699,002506b_,71,YES, NO, NO, NO,YES, NO,YES, NO, NO, NO, NO, NO,C,2, C_M
1700,002506b_,72, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,G,4, G_M
1701,002506b_,73,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,C,5, C_M
1702,002506b_,74,YES, NO,YES, NO,YES, NO, NO,YES, NO, NO, NO, NO,C,2, C_M
1703,002506b_,75,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,C,3, C_M
1704,002506b_,76,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES,C,2, C_M
1705,002506b_,77, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO,D,4, D_m
1706,002506b_,78, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO, NO,YES,D,2, D_m
1707,002506b_,79,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,E,3, C_M
1708,002506b_,80,YES, NO,YES, NO,YES, NO, NO,YES, NO, NO, NO, NO,E,2, C_M
1709,002506b_,81,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,F,5, F_M
1710,002506b_,82,YES, NO, NO, NO,YES,YES, NO, NO, NO,YES, NO, NO,F,2, F_M
1711,002506b_,83, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,F#,3, D_M
1712,002506b_,84,YES, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,F#,2, D_M
1713,002506b_,85, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES,G,4, G_M
1714,002506b_,86, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES,G#,3, E_M
1715,002506b_,87,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,A,5, A_m
1716,002506b_,88, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO,G,4, C_M7
1717,002506b_,89, NO, NO, NO, NO,YES, NO, NO,YES, NO,YES,YES, NO,G,2, C_M7
1718,002506b_,90,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO,C,3, C_M7
1719,002506b_,91, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO,D,5, D_m
1720,002506b_,92, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO, NO,YES,D,2, D_m
1721,002506b_,93,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,E,3, C_M
1722,002506b_,94,YES, NO, NO, NO,YES,YES, NO, NO, NO,YES, NO, NO,F,2, C_M
1723,002506b_,95, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,G,4, G_M
1724,002506b_,96, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO, NO,YES,F,2, G_M
1725,002506b_,97,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,E,3, C_M
1726,002506b_,98,YES, NO, NO, NO, NO, NO, NO,YES, NO, NO, NO, NO,C,2, C_M
1727,002506b_,99,YES, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO, NO,G,5, G_M4
1728,002506b_,100, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,G,3, G_M
1729,002506b_,101,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,C,4, C_M
1730,002806b_,1,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,A,3, A_m
1731,002806b_,2,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,A,5, A_m
1732,002806b_,3, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES,G#,3, E_M
1733,002806b_,4,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,A,4, A_m
1734,002806b_,5, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,F#,3, D_M
1735,002806b_,6, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,G,5, G_M
1736,002806b_,7, NO, NO,YES, NO, NO, NO,YES,YES, NO, NO, NO,YES,G,2, G_M
1737,002806b_,8, NO, NO, NO, NO, NO, NO, NO,YES, NO, NO, NO,YES,G,3, G_M
1738,002806b_,9,YES, NO, NO, NO, NO, NO,YES,YES, NO,YES, NO, NO,G,2, G_M
1739,002806b_,10, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,G,4, G_M
1740,002806b_,11, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES,G#,3, E_M
1741,002806b_,12,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,A,5, A_m
1742,002806b_,13,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES,G,2, A_m
1743,002806b_,14,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,F,3, A_m
1744,002806b_,15,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,E,2, A_m
1745,002806b_,16, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO,YES,D,4, D_m6
1746,002806b_,17, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES,E,3, E_M
1747,002806b_,18, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO, NO,YES,E,2, E_M
1748,002806b_,19,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,A,5, A_m
1749,002806b_,20,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,A,3, A_m
1750,002806b_,21,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,A,5, A_m
1751,002806b_,22, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES,G#,3, E_M
1752,002806b_,23,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,A,4, A_m
1753,002806b_,24, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,F#,3, D_M
1754,002806b_,25, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,G,5, G_M
1755,002806b_,26, NO, NO,YES, NO, NO, NO,YES,YES, NO, NO, NO,YES,G,2, G_M
1756,002806b_,27, NO, NO, NO, NO, NO, NO, NO,YES, NO, NO, NO,YES,G,3, G_M
1757,002806b_,28,YES, NO, NO, NO, NO, NO,YES,YES, NO,YES, NO, NO,G,2, G_M
1758,002806b_,29, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,G,4, G_M
1759,002806b_,30, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES,G#,3, E_M
1760,002806b_,31,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,A,5, A_m
1761,002806b_,32,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES,G,2, A_m
1762,002806b_,33,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,F,3, A_m
1763,002806b_,34,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,E,2, A_m
1764,002806b_,35, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO,YES,D,4, D_m6
1765,002806b_,36, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES,E,3, E_M7
1766,002806b_,37, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO, NO,YES,E,2, E_M7
1767,002806b_,38,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,A,5, A_m
1768,002806b_,39,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,A,3, A_m
1769,002806b_,40, NO, NO,YES, NO, NO, NO, NO, NO, NO,YES, NO,YES,B,5, D_m6
1770,002806b_,41, NO, NO,YES, NO, NO, NO, NO, NO,YES, NO, NO,YES,B,2, D_m6
1771,002806b_,42,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,C,3, A_m
1772,002806b_,43, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO,YES,D,4, D_m6
1773,002806b_,44, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES,E,2, E_M
1774,002806b_,45, NO, NO, NO, NO,YES,YES, NO, NO, NO,YES, NO, NO,F,3, D_m
1775,002806b_,46, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO,F,2, D_m
1776,002806b_,47, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES,E,5, E_M
1777,002806b_,48, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES,E,3, E_M
1778,002806b_,49,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,A,5, A_m
1779,002806b_,50, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,B,3, G_M
1780,002806b_,51,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,C,4, C_M
1781,002806b_,52, NO, NO,YES, NO,YES, NO, NO,YES, NO, NO, NO,YES,B,2, C_M
1782,002806b_,53,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,A,3, A_m
1783,002806b_,54,YES, NO, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO,G,2, A_m
1784,002806b_,55, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,F#,5, D_M
1785,002806b_,56, NO, NO,YES, NO,YES, NO, NO, NO, NO,YES, NO, NO,E,2, D_M
1786,002806b_,57, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO, NO,D,3, D_M
1787,002806b_,58,YES, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO, NO,D,2, D_M
1788,002806b_,59, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,G,4, G_M
1789,002806b_,60, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO, NO,YES,F,3, G_M7
1790,002806b_,61,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,E,5, C_M
