Node Number;Thread Number;Spatial Distribution;Temporal Distribution;T/R;Processor Utilization ;Channel Waiting Time;Input Waiting Time;Network Response Time;Channel Utilization;;;;;
64;4;PS;Asynchronous;0,9;0,431657;398,550964;84,187286;915,343493;0,859922;;;;;
64;4;PS;Asynchronous;1;0,397266;452,322357;76,947265;1050,177944;0,872309;;;;;
64;6;PS;Asynchronous;0,1;0,877179;2,101553;475,167884;162,362566;0,421649;;;;;
64;6;PS;Asynchronous;0,2;0,851833;10,140016;463,786026;237,913709;0,533646;;;;;
64;6;PS;Asynchronous;0,3;0,877377;32,558105;416,138883;420,847188;0,686354;;;;;
64;6;PS;Asynchronous;0,4;0,835567;76,65834;380,515425;489,414091;0,780104;;;;;
64;6;PS;Asynchronous;0,5;0,781463;310,095978;314,613922;707,337345;0,853733;;;;;
64;6;PS;Asynchronous;0,6;0,715298;371,66571;229,012375;877,694794;0,902344;;;;;
64;6;PS;Asynchronous;0,7;0,63048;412,371552;200,58859;939,017256;0,912431;;;;;
64;6;PS;Asynchronous;0,8;0,566405;541,182068;150,632315;1273,250027;0,926181;;;;;
64;6;PS;Asynchronous;0,9;0,50749;656,648621;124,408329;1571,410199;0,929844;;;;;
64;6;PS;Asynchronous;1;0,462423;750,842773;106,669307;1494,136836;0,935243;;;;;
64;8;PS;Asynchronous;0,1;0,915108;2,167838;659,665687;188,94189;0,392778;;;;;
64;8;PS;Asynchronous;0,2;0,918623;11,410483;633,454923;265,838034;0,55316;;;;;
64;8;PS;Asynchronous;0,3;0,898435;34,909355;615,454019;460,266911;0,678542;;;;;
64;8;PS;Asynchronous;0,4;0,90209;95,616432;541,620146;542,198431;0,816181;;;;;
64;8;PS;Asynchronous;0,5;0,859304;229,198608;434,18093;854,724177;0,899957;;;;;
64;8;PS;Asynchronous;0,6;0,767585;450,834259;294,302512;1288,185116;0,935104;;;;;
64;8;PS;Asynchronous;0,7;0,671155;603,029236;256,529357;1234,085264;0,939957;;;;;
64;8;PS;Asynchronous;0,8;0,601854;793,640015;177,777102;1769,297096;0,953681;;;;;
64;8;PS;Asynchronous;0,9;0,539759;951,538147;139,549869;2006,590809;0,957344;;;;;
64;8;PS;Asynchronous;1;0,486748;1087,726685;126,184347;1974,496396;0,95651;;;;;
64;10;PS;Asynchronous;0,1;0,930484;2,192356;847,957303;164,755251;0,394523;;;;;
64;10;PS;Asynchronous;0,2;0,942199;12,014284;826,762393;277,98685;0,550712;;;;;
64;10;PS;Asynchronous;0,3;0,941612;36,644043;786,883481;532,570733;0,695234;;;;;
64;10;PS;Asynchronous;0,4;0,927346;105,939613;709,664401;662,714307;0,822292;;;;;
64;10;PS;Asynchronous;0,5;0,888311;274,691742;550,531361;937,078417;0,915582;;;;;
64;10;PS;Asynchronous;0,6;0,797411;512,345947;374,545667;1368,201165;0,955;;;;;
64;10;PS;Asynchronous;0,7;0,706503;725,963135;243,629049;1779,316082;0,969549;;;;;
64;10;PS;Asynchronous;0,8;0,627709;885,104004;210,026391;2193,119031;0,973681;;;;;
64;10;PS;Asynchronous;0,9;0,560011;1040,495117;172,818675;2686,459284;0,974687;;;;;
64;10;PS;Asynchronous;1;0,50823;1180,058472;160,397978;2766,021133;0,978386;;;;;
16;4;UN;Client-Server;0,1;0,837166;2,004246;264,944191;547,570481;0,607049;;;;;
16;4;UN;Client-Server;0,2;0,799354;9,472887;260,322674;571,093509;0,684306;;;;;
16;4;UN;Client-Server;0,3;0,852871;29,294453;209,804258;693,270291;0,779792;;;;;
16;4;UN;Client-Server;0,4;0,763965;66,187737;196,745354;832,28476;0,795;;;;;
16;4;UN;Client-Server;0,5;0,729444;133,006058;157,230179;1194,286232;0,827951;;;;;
16;4;UN;Client-Server;0,6;0,625584;202,418213;128,417501;1261,044228;0,857292;;;;;
16;4;UN;Client-Server;0,7;0,560313;281,745117;98,304158;1657,765373;0,878403;;;;;
16;4;UN;Client-Server;0,8;0,531492;349,288635;85,586606;1827,375029;0,899167;;;;;
16;4;UN;Client-Server;0,9;0,476232;411,124512;75,172233;1999,516709;0,909375;;;;;
16;4;UN;Client-Server;1;0,423975;498,134125;64,562717;1698,50628;0,876389;;;;;
16;6;UN;Client-Server;0,1;0,914756;2,220169;465,308045;652,441763;0,515521;;;;;
16;6;UN;Client-Server;0,2;0,91516;11,093018;432,340411;1003,826707;0,664167;;;;;
16;6;UN;Client-Server;0,3;0,904898;35,288231;396,832563;811,330775;0,762292;;;;;
16;6;UN;Client-Server;0,4;0,861362;86,183983;363,243995;1177,194924;0,829028;;;;;
16;6;UN;Client-Server;0,5;0,792027;218,846512;271,082784;1003,120135;0,867535;;;;;
16;6;UN;Client-Server;0,6;0,705315;362,37619;192,780636;1718,83999;0,892083;;;;;
16;6;UN;Client-Server;0,7;0,637113;494,74469;144,197162;2071,088303;0,918021;;;;;
16;6;UN;Client-Server;0,8;0,565409;620,136169;109,11666;2622,311601;0,920833;;;;;
16;6;UN;Client-Server;0,9;0,505995;746,678711;97,670696;2646,366771;0,90375;;;;;
16;6;UN;Client-Server;1;0,455567;849,864807;86,230127;3239,210381;0,901736;;;;;
16;8;UN;Client-Server;0,1;0,90698;2,27336;665,293585;936,18684;0,484097;;;;;
16;8;UN;Client-Server;0,2;0,919247;11,414202;634,179949;1092,624144;0,631389;;;;;
16;8;UN;Client-Server;0,3;0,923054;35,754356;600,485778;1317,559372;0,741562;;;;;
16;8;UN;Client-Server;0,4;0,907902;105,284363;516,166909;858,284943;0,834861;;;;;
16;8;UN;Client-Server;0,5;0,845062;274,173981;402,508533;1832,015352;0,90191;;;;;
16;8;UN;Client-Server;0,6;0,733655;525,180847;260,326255;2248,767269;0,907083;;;;;
16;8;UN;Client-Server;0,7;0,661952;689,955933;206,797478;2360,612364;0,927986;;;;;
16;8;UN;Client-Server;0,8;0,586487;887,138184;144,352713;3390,422991;0,932778;;;;;
16;8;UN;Client-Server;0,9;0,541788;1026,908203;135,949253;4020,823301;0,945937;;;;;
16;8;UN;Client-Server;1;0,490409;1176,928711;114,291223;4475,082423;0,945486;;;;;
16;10;UN;Client-Server;0,1;0,955848;2,391438;827,54203;870,068191;0,479271;;;;;
16;10;UN;Client-Server;0,2;0,935056;11,377554;810,791833;1582,542014;0,601667;;;;;
16;10;UN;Client-Server;0,3;0,932695;37,361408;784,912542;1680,9416;0,724479;;;;;
16;10;UN;Client-Server;0,4;0,915236;118,756714;700,461831;1727,842054;0,828333;;;;;
16;10;UN;Client-Server;0,5;0,882814;313,291901;507,58366;1396,347726;0,923437;;;;;
16;10;UN;Client-Server;0,6;0,771937;565,769348;336,628744;2956,160892;0,937083;;;;;
16;10;UN;Client-Server;0,7;0,687306;745,52948;264,673434;3774,548086;0,955694;;;;;
16;10;UN;Client-Server;0,8;0,617007;946,430603;178,332365;3667,614018;0,959167;;;;;
16;10;UN;Client-Server;0,9;0,551504;1103,527954;157,680668;4910,532583;0,955625;;;;;
16;10;UN;Client-Server;1;0,503592;1264,407837;128,494491;4559,7941;0,954514;;;;;
16;4;HR;Client-Server;0,1;0,622777;1,424685;311,912393;625,949413;0,458889;;;;;
16;4;HR;Client-Server;0,2;0,714232;7,784738;266,751283;695,613489;0,653055;;;;;
16;4;HR;Client-Server;0,3;0,563058;17,237011;295,00162;868,535961;0,602188;;;;;
16;4;HR;Client-Server;0,4;0,61408;47,139942;248,004784;953,962094;0,7125;;;;;
16;4;HR;Client-Server;0,5;0,58883;129,407547;181,319843;928,606772;0,728646;;;;;
16;4;HR;Client-Server;0,6;0,531492;1627,330246;124,036349;224,875168;0,797917;;;;;
16;4;HR;Client-Server;0,7;0,475336;323,723724;85,539297;1737,167893;0,795035;;;;;
16;4;HR;Client-Server;0,8;0,413104;392,275299;75,917551;2154,044741;0,798333;;;;;
16;4;HR;Client-Server;0,9;0,361952;473,47699;70,346343;2543,927978;0,770938;;;;;
16;4;HR;Client-Server;1;0,335961;549,021851;59,854221;2655,729283;0,735069;;;;;
16;6;HR;Client-Server;0,1;0,793967;1,854915;474,078984;952,678288;0,503472;;;;;
16;6;HR;Client-Server;0,2;0,779392;9,595086;459,408864;1027,855103;0,575347;;;;;
16;6;HR;Client-Server;0,3;0,771373;26,096712;431,734106;1096,862164;0,758229;;;;;
16;6;HR;Client-Server;0,4;0,737937;71,482933;382,593795;1295,636006;0,771528;;;;;
16;6;HR;Client-Server;0,5;0,649532;185,400986;321,164792;1653,366;0,800521;;;;;
16;6;HR;Client-Server;0,6;0,580466;420,417145;161,651698;1992,715915;0,786875;;;;;
16;6;HR;Client-Server;0,7;0,546245;518,351929;137,385957;2644,567425;0,867951;;;;;
16;6;HR;Client-Server;0,8;0,493581;663,640259;97,337675;2587,353042;0,835833;;;;;
16;6;HR;Client-Server;0,9;0,427316;777,911072;84,124586;3509,19345;0,806562;;;;;
16;6;HR;Client-Server;1;0,407034;874,560791;82,302762;3916,523672;0,830556;;;;;
16;8;HR;Client-Server;0,1;0,788644;1,7672;632,892659;904,356536;0,46625;;;;;
16;8;HR;Client-Server;0,2;0,8471;10,156638;636,190081;1319,209855;0,626042;;;;;
16;8;HR;Client-Server;0,3;0,796617;29,106882;628,544874;1445,395821;0,669583;;;;;
16;8;HR;Client-Server;0,4;0,787135;67,76693;592,618135;1403,904639;0,792361;;;;;
16;8;HR;Client-Server;0,5;0,752581;212,689209;472,946322;1815,336111;0,826563;;;;;
16;8;HR;Client-Server;0,6;0,686232;520,065125;254,090024;2731,8835;0,895833;;;;;
16;8;HR;Client-Server;0,7;0,556637;736,940674;194,68858;3389,835282;0,818854;;;;;
16;8;HR;Client-Server;0,8;0,533445;887,897278;144,084164;2778,215451;0,872222;;;;;
16;8;HR;Client-Server;0,9;0,470176;1066,175171;119,098713;4555,877628;0,867813;;;;;
16;8;HR;Client-Server;1;0,436457;1211,93335;107,372065;3816,021591;0,862847;;;;;
16;10;HR;Client-Server;0,1;0,849374;1,980331;820,621205;1440,760876;0,495833;;;;;
16;10;HR;Client-Server;0,2;0,853076;10,2187;801,114926;1783,877387;0,591667;;;;;
16;10;HR;Client-Server;0,3;0,85156;30,706835;761,209416;1738,892586;0,696979;;;;;
16;10;HR;Client-Server;0,4;0,805596;78,206543;747,394023;2299,360993;0,7575;;;;;
16;10;HR;Client-Server;0,5;0,79196;221,464294;630,708725;2401,750804;0,859722;;;;;
16;10;HR;Client-Server;0,6;0,638244;537,422058;395,293799;1925,507111;0,815833;;;;;
16;10;HR;Client-Server;0,7;0,622735;761,577026;225,412774;3768,54491;0,892743;;;;;
16;10;HR;Client-Server;0,8;0,553766;928,661072;188,420577;3922,378045;0,890556;;;;;
16;10;HR;Client-Server;0,9;0,489242;1075,117432;157,60558;5365,009141;0,87875;;;;;
16;10;HR;Client-Server;1;0,477834;1217,886597;136,838134;4530,380751;0,921875;;;;;
16;4;BR;Client-Server;0,1;0,88365;1,921418;305,277775;250,716906;0,238472;;;;;
16;4;BR;Client-Server;0,2;0,860418;9,29508;286,311814;488,081072;0,405417;;;;;
16;4;BR;Client-Server;0,3;0,843287;27,243357;256,627682;307,441712;0,556979;;;;;
16;4;BR;Client-Server;0,4;0,832914;61,148876;211,636713;587,814337;0,701389;;;;;
16;4;BR;Client-Server;0,5;0,7821;111,845444;174,542099;495,701487;0,801562;;;;;
16;4;BR;Client-Server;0,6;0,714232;189,958618;125,603599;545,004812;0,863125;;;;;
16;4;BR;Client-Server;0,7;0,647217;268,578033;87,902292;775,542157;0,900278;;;;;
16;4;BR;Client-Server;0,8;0,581954;339,456268;68,747484;754,715206;0,913611;;;;;
16;4;BR;Client-Server;0,9;0,527778;408,526337;54,547726;1159,859915;0,922188;;;;;
16;4;BR;Client-Server;1;0,480408;471,786499;46,118236;1484,799775;0,929167;;;;;
16;6;BR;Client-Server;0,1;0,908802;2,134946;496,436634;399,020319;0,244687;;;;;
16;6;BR;Client-Server;0,2;0,90698;10,394992;471,799576;490,268575;0,424653;;;;;
16;6;BR;Client-Server;0,3;0,896247;30,655106;436,696046;503,392515;0,587396;;;;;
16;6;BR;Client-Server;0,4;0,880803;84,361443;377,865241;583,281742;0,739306;;;;;
16;6;BR;Client-Server;0,5;0,843151;204,702072;271,474592;990,952492;0,854861;;;;;
16;6;BR;Client-Server;0,6;0,755583;369,789307;169,425549;812,773944;0,900833;;;;;
16;6;BR;Client-Server;0,7;0,671474;510,915802;111,033113;976,441463;0,922882;;;;;
16;6;BR;Client-Server;0,8;0,600924;626,10022;89,194322;1535,476028;0,931389;;;;;
16;6;BR;Client-Server;0,9;0,539897;738,934143;68,914483;2112,035842;0,935625;;;;;
16;6;BR;Client-Server;1;0,490711;839,243652;63,710844;2353,144075;0,936458;;;;;
16;8;BR;Client-Server;0,1;0,908662;2,093968;694,530209;731,390336;0,241944;;;;;
16;8;BR;Client-Server;0,2;0,916754;10,831274;663,907475;639,486244;0,430347;;;;;
16;8;BR;Client-Server;0,3;0,914468;35,075058;623,925842;754,063759;0,599896;;;;;
16;8;BR;Client-Server;0,4;0,923701;103,896408;537,369656;582,75072;0,770833;;;;;
16;8;BR;Client-Server;0,5;0,86701;300,255798;369,500912;1279,921264;0,874132;;;;;
16;8;BR;Client-Server;0,6;0,781098;555,305237;207,147214;1086,897059;0,922083;;;;;
16;8;BR;Client-Server;0,7;0,684499;748,928955;138,909547;1298,358239;0,932361;;;;;
16;8;BR;Client-Server;0,8;0,610051;902,59436;118,079647;2054,4057;0,935833;;;;;
16;8;BR;Client-Server;0,9;0,548603;1062,911255;89,018931;2671,651809;0,939687;;;;;
16;8;BR;Client-Server;1;0,498233;1201,908813;81,294476;2101,883654;0,940625;;;;;
16;10;BR;Client-Server;0,1;0,940461;2,086331;877,635199;905,729476;0,246562;;;;;
16;10;BR;Client-Server;0,2;0,902923;10,837634;863,513897;665,273676;0,422361;;;;;
16;10;BR;Client-Server;0,3;0,908622;33,603893;817,815971;767,296404;0,601042;;;;;
16;10;BR;Client-Server;0,4;0,902704;91,781967;759,858006;1343,881897;0,755694;;;;;
16;10;BR;Client-Server;0,5;0,888585;328,355347;485,458241;1210,30457;0,888194;;;;;
16;10;BR;Client-Server;0,6;0,789;601,244873;279,231626;1927,057396;0,927708;;;;;
16;10;BR;Client-Server;0,7;0,694901;830,786377;166,135699;1766,06318;0,939653;;;;;
16;10;BR;Client-Server;0,8;0,618812;975,618347;153,678378;2053,676488;0,943056;;;;;
16;10;BR;Client-Server;0,9;0,555489;1142,917725;119,934979;3501,850233;0,94375;;;;;
16;10;BR;Client-Server;1;0,505846;1286,25415;103,926322;2146,969058;0,944097;;;;;
16;4;PS;Client-Server;0,1;0,86733;2,044179;246,261255;367,493895;0,64684;;;;;
16;4;PS;Client-Server;0,2;0,840152;10,14529;235,461691;626,860874;0,702569;;;;;
16;4;PS;Client-Server;0,3;0,824914;30,322653;217,819531;713,864201;0,768854;;;;;
16;4;PS;Client-Server;0,4;0,75785;58,60265;204,534258;796,514082;0,785833;;;;;
16;4;PS;Client-Server;0,5;0,714316;123,017624;158,143149;982,481297;0,832118;;;;;
16;4;PS;Client-Server;0,6;0,632461;214,452255;116,240102;1135,886412;0,844583;;;;;
16;4;PS;Client-Server;0,7;0,551504;278,491974;113,595496;1418,882864;0,839028;;;;;
16;4;PS;Client-Server;0,8;0,49651;364,986053;81,290563;1501,070594;0,860556;;;;;
16;4;PS;Client-Server;0,9;0,452939;425,249847;83,883106;1577,887682;0,860937;;;;;
16;4;PS;Client-Server;1;0,420933;483,833649;87,548434;2065,619811;0,865972;;;;;
16;6;PS;Client-Server;0,1;0,936473;2,227537;440,568794;702,425075;0,588333;;;;;
16;6;PS;Client-Server;0,2;0,900764;10,88244;425,003658;802,773783;0,662917;;;;;
16;6;PS;Client-Server;0,3;0,90722;33,936623;396,412708;789,924743;0,76625;;;;;
16;6;PS;Client-Server;0,4;0,862785;94,348297;347,883212;1036,468694;0,83375;;;;;
16;6;PS;Client-Server;0,5;0,807842;179,849548;291,412257;1389,333044;0,895833;;;;;
16;6;PS;Client-Server;0,6;0,701786;374,583313;179,632006;1570,51253;0,895417;;;;;
16;6;PS;Client-Server;0,7;0,639351;490,504761;145,010342;2252,575091;0,929931;;;;;
16;6;PS;Client-Server;0,8;0,573968;603,130981;124,17505;2400,1869;0,931944;;;;;
16;6;PS;Client-Server;0,9;0,511543;715,827026;113,861094;2904,991727;0,918437;;;;;
16;6;PS;Client-Server;1;0,47255;830,844727;89,16558;2394,23185;0,929167;;;;;
16;8;PS;Client-Server;0,1;0,9513;2,314414;636,497807;949,857036;0,498715;;;;;
16;8;PS;Client-Server;0,2;0,936808;11,713354;620,951115;1170,297092;0,639167;;;;;
16;8;PS;Client-Server;0,3;0,931204;36,626431;587,482683;760,049126;0,720729;;;;;
16;8;PS;Client-Server;0,4;0,937835;102,300987;509,674402;1314,509873;0,859583;;;;;
16;8;PS;Client-Server;0,5;0,864236;306,522491;354,147836;1676,812651;0,919097;;;;;
16;8;PS;Client-Server;0,6;0,780074;497,36142;264,85216;2381,463659;0,944792;;;;;
16;8;PS;Client-Server;0,7;0,687981;681,090576;199,986105;2149,237046;0,965174;;;;;
16;8;PS;Client-Server;0,8;0,61379;845,246582;166,875076;2470,214123;0,9625;;;;;
16;8;PS;Client-Server;0,9;0,549407;1007,446472;131,749403;3485,25522;0,96375;;;;;
16;8;PS;Client-Server;1;0,50007;1151,877319;120,57513;4123,286673;0,961111;;;;;
16;10;PS;Client-Server;0,1;0,974802;2,351146;822,921127;968,314249;0,46934;;;;;
16;10;PS;Client-Server;0,2;0,980224;12,150679;809,186312;1142,913841;0,638125;;;;;
16;10;PS;Client-Server;0,3;0,971452;40,07254;755,084983;1483,32136;0,748021;;;;;
16;10;PS;Client-Server;0,4;0,948199;106,190559;686,45432;1635,900805;0,86;;;;;
16;10;PS;Client-Server;0,5;0,909553;295,415222;522,214254;2016,290249;0,944792;;;;;
16;10;PS;Client-Server;0,6;0,806512;553,938843;313,497466;2373,16626;0,968958;;;;;
16;10;PS;Client-Server;0,7;0,703002;755,845886;236,531664;1934,740695;0,964201;;;;;
16;10;PS;Client-Server;0,8;0,635748;928,996765;176,748269;2980,861045;0,982778;;;;;
16;10;PS;Client-Server;0,9;0,574563;1072,681763;152,513064;3372,189353;0,990312;;;;;
16;10;PS;Client-Server;1;0,510356;1226,546875;135,151713;5015,644768;0,965972;;;;;
16;4;UN;Asynchronous;0,1;0,805631;1,942182;270,747872;97,039249;0,669375;;;;;
16;4;UN;Asynchronous;0,2;0,711402;8,758454;285,337517;189,728209;0,63875;;;;;
16;4;UN;Asynchronous;0,3;0,764771;27,745926;235,742445;278,035569;0,779375;;;;;
16;4;UN;Asynchronous;0,4;0,714662;61,134068;226,975478;313,655513;0,784306;;;;;
16;4;UN;Asynchronous;0,5;0,702304;126,200226;169,986024;478,87206;0,838368;;;;;
16;4;UN;Asynchronous;0,6;0,625735;208,140411;133,539131;527,958591;0,853958;;;;;
16;4;UN;Asynchronous;0,7;0,567802;277,625092;105,518029;799,296875;0,910729;;;;;
16;4;UN;Asynchronous;0,8;0,495292;364,442078;87,992509;962,201487;0,869167;;;;;
16;4;UN;Asynchronous;0,9;0,470201;421,035217;77,335651;1060,153725;0,9;;;;;
16;4;UN;Asynchronous;1;0,416087;499,487244;81,015041;1212,852502;0,853819;;;;;
16;6;UN;Asynchronous;0,1;0,898346;2,169365;458,073357;135,013123;0,617708;;;;;
16;6;UN;Asynchronous;0,2;0,834869;10,44451;473,602198;217,297108;0,639236;;;;;
16;6;UN;Asynchronous;0,3;0,884136;34,631821;399,531575;309,237367;0,786042;;;;;
16;6;UN;Asynchronous;0,4;0,81023;445,018668;372,234784;84,688896;0,806806;;;;;
16;6;UN;Asynchronous;0,5;0,762009;215,162201;272,973696;619,696092;0,851389;;;;;
16;6;UN;Asynchronous;0,6;0,690723;373,463867;193,323326;707,930583;0,89375;;;;;
16;6;UN;Asynchronous;0,7;0,599696;509,8172;150,016862;1193,248324;0,889097;;;;;
16;6;UN;Asynchronous;0,8;0,506488;666,255615;123,97509;1271,03947;0,831111;;;;;
16;6;UN;Asynchronous;0,9;0,491041;747,157043;102,805916;1189,9045;0,890938;;;;;
16;6;UN;Asynchronous;1;0,456873;835,229004;94,498951;1811,012822;0,916667;;;;;
16;8;UN;Asynchronous;0,1;0,895793;2,181244;659,521851;125,438472;0,559549;;;;;
16;8;UN;Asynchronous;0,2;0,917185;11,909069;622,913749;218,046743;0,667986;;;;;
16;8;UN;Asynchronous;0,3;0,896828;36,004375;599,416001;258,929993;0,753542;;;;;
16;8;UN;Asynchronous;0,4;0,862535;102,455956;537,88127;513,782316;0,837778;;;;;
16;8;UN;Asynchronous;0,5;0,803943;286,08728;399,242048;738,685759;0,873785;;;;;
16;8;UN;Asynchronous;0,6;0,739532;509,905884;274,537311;1144,697168;0,916042;;;;;
16;8;UN;Asynchronous;0,7;0,638247;743,187683;167,733261;1549,619758;0,921424;;;;;
16;8;UN;Asynchronous;0,8;0,546533;874,141541;185,060726;1762,429191;0,911111;;;;;
16;8;UN;Asynchronous;0,9;0,497897;1055,804199;132,752413;2124,122474;0,906563;;;;;
16;8;UN;Asynchronous;1;0,457959;1188,806396;137,567342;1800,665678;0,905556;;;;;
16;10;UN;Asynchronous;0,1;0,933178;2,268084;851,836871;178,716605;0,547396;;;;;
16;10;UN;Asynchronous;0,2;0,901664;11,165421;837,913631;266,863225;0,626042;;;;;
16;10;UN;Asynchronous;0,3;0,878836;35,783009;819,288729;400,380958;0,71125;;;;;
16;10;UN;Asynchronous;0,4;0,886027;105,661499;726,71872;464,618315;0,830139;;;;;
16;10;UN;Asynchronous;0,5;0,846923;289,955444;556,42145;859,177814;0,899479;;;;;
16;10;UN;Asynchronous;0,6;0,755375;598,604126;299,191908;1386,292707;0,926458;;;;;
16;10;UN;Asynchronous;0,7;0,643968;769,585083;265,510606;1808,262657;0,909271;;;;;
16;10;UN;Asynchronous;0,8;0,586142;932,586914;197,369362;1289,923936;0,930278;;;;;
16;10;UN;Asynchronous;0,9;0,538516;1065,520996;172,631985;2473,733856;0,936562;;;;;
16;10;UN;Asynchronous;1;0,491613;1233,783325;147,869615;2828,767953;0,940972;;;;;
16;4;HR;Asynchronous;0,1;0,572178;1,393413;344,412678;208,202647;0,476319;;;;;
16;4;HR;Asynchronous;0,2;0,558476;6,146375;319,720534;224,008272;0,619861;;;;;
16;4;HR;Asynchronous;0,3;0,604414;19,377216;298,515323;339,373784;0,651146;;;;;
16;4;HR;Asynchronous;0,4;0,639143;42,881931;243,422381;454,336136;0,819167;;;;;
16;4;HR;Asynchronous;0,5;0,547472;110,907822;206,067076;553,155326;0,789063;;;;;
16;4;HR;Asynchronous;0,6;0,448119;158,804123;225,488963;808,222372;0,709583;;;;;
16;4;HR;Asynchronous;0,7;0,38111;314,990753;125,631665;1113,299692;0,705833;;;;;
16;4;HR;Asynchronous;0,8;0,37793;400,346375;87,270384;1345,570771;0,749167;;;;;
16;4;HR;Asynchronous;0,9;0,311804;490,02179;87,705551;1570,581512;0,677188;;;;;
16;4;HR;Asynchronous;1;0,305073;550,135315;59,292463;1773,611828;0,723958;;;;;
16;6;HR;Asynchronous;0,1;0,679129;1,496446;508,002074;157,891728;0,555486;;;;;
16;6;HR;Asynchronous;0,2;0,707956;8,302955;480,132066;516,439638;0,727222;;;;;
16;6;HR;Asynchronous;0,3;0,683511;23,719973;454,797569;488,64161;0,710833;;;;;
16;6;HR;Asynchronous;0,4;0,690876;62,65062;411,688018;531,356966;0,744583;;;;;
16;6;HR;Asynchronous;0,5;0,64273;182,825714;334,347245;871,053275;0,826389;;;;;
16;6;HR;Asynchronous;0,6;0,5458;402,114136;190,350066;1352,484214;0,779375;;;;;
16;6;HR;Asynchronous;0,7;0,432759;485,1474;204,971539;1555,443767;0,72941;;;;;
16;6;HR;Asynchronous;0,8;0,420722;667,30658;141,801921;1620,412515;0,757778;;;;;
16;6;HR;Asynchronous;0,9;0,422564;728,156982;132,294159;1464,219174;0,799062;;;;;
16;6;HR;Asynchronous;1;0,347239;821,218018;110,316602;2495,585069;0,863194;;;;;
16;8;HR;Asynchronous;0,1;0,803096;2,026069;690,208567;290,712404;0,549826;;;;;
16;8;HR;Asynchronous;0,2;0,769347;8,922665;642,837882;543,234636;0,675208;;;;;
16;8;HR;Asynchronous;0,3;0,761153;26,240793;619,51453;625,048774;0,730521;;;;;
16;8;HR;Asynchronous;0,4;0,683967;58,573162;624,406642;751,235356;0,775556;;;;;
16;8;HR;Asynchronous;0,5;0,709455;221,735184;472,98318;1025,620714;0,842535;;;;;
16;8;HR;Asynchronous;0,6;0,604509;423,436707;371,598935;1559,892031;0,868958;;;;;
16;8;HR;Asynchronous;0,7;0,505288;679,681152;217,553375;2156,154352;0,875;;;;;
16;8;HR;Asynchronous;0,8;0,463521;870,919556;193,512634;2071,026508;0,774444;;;;;
16;8;HR;Asynchronous;0,9;0,408886;972,338074;184,823285;2532,130972;0,78375;;;;;
16;8;HR;Asynchronous;1;0,364302;1125,519653;157,423829;1987,508899;0,798264;;;;;
16;10;HR;Asynchronous;0,1;0,731229;1,8182;861,776137;388,940989;0,498819;;;;;
16;10;HR;Asynchronous;0,2;0,781164;9,258657;834,790991;492,393833;0,641042;;;;;
16;10;HR;Asynchronous;0,3;0,675502;25,449713;821,138662;566,652085;0,604583;;;;;
16;10;HR;Asynchronous;0,4;0,733372;67,158897;817,520328;599,358071;0,772083;;;;;
16;10;HR;Asynchronous;0,5;0,634559;185,278748;705,750487;1211,646463;0,819271;;;;;
16;10;HR;Asynchronous;0,6;0,615881;506,056;427,56895;1896,395789;0,823125;;;;;
16;10;HR;Asynchronous;0,7;0,550544;668,805542;361,920132;2418,757984;0,829792;;;;;
16;10;HR;Asynchronous;0,8;0,430889;859,233643;300,175428;2690,80746;0,756389;;;;;
16;10;HR;Asynchronous;0,9;0,470719;958,309814;216,179762;2859,921799;0,904687;;;;;
16;10;HR;Asynchronous;1;0,409884;1194,435669;183,762009;3444,731968;0,828472;;;;;
16;4;BR;Asynchronous;0,1;0,442501;1,013195;381,615554;19,110126;0,136979;;;;;
16;4;BR;Asynchronous;0,2;0,443607;3,981061;359,07301;34,452089;0,229861;;;;;
16;4;BR;Asynchronous;0,3;0,460454;9,462865;336,131204;109,222768;0,323437;;;;;
16;4;BR;Asynchronous;0,4;0,458123;22,943092;317,289503;133,728978;0,406389;;;;;
16;4;BR;Asynchronous;0,5;0,490711;67,113464;269,75649;156,050398;0,510938;;;;;
16;4;BR;Asynchronous;0,6;0,500619;251,171982;133,817155;301,014182;0,597708;;;;;
16;4;BR;Asynchronous;0,7;0,453512;328,706573;100,252963;305,420849;0,614201;;;;;
16;4;BR;Asynchronous;0,8;0,406964;396,323639;85,430627;454,557929;0,623889;;;;;
16;4;BR;Asynchronous;0,9;0,368315;484,105438;55,990098;574,452631;0,631563;;;;;
16;4;BR;Asynchronous;1;0,332298;545,141968;53,772597;719,461548;0,634028;;;;;
16;6;BR;Asynchronous;0,1;0,487785;1,119696;498,820922;19,484081;0,149965;;;;;
16;6;BR;Asynchronous;0,2;0,460979;4,844061;523,303737;56,253503;0,239375;;;;;
16;6;BR;Asynchronous;0,3;0,506713;13,533961;476,584253;83,709148;0,356563;;;;;
16;6;BR;Asynchronous;0,4;0,492925;33,58577;461,969537;195,577372;0,434167;;;;;
16;6;BR;Asynchronous;0,5;0,474015;61,682014;446,820517;200,586964;0,501215;;;;;
16;6;BR;Asynchronous;0,6;0,532269;179,855214;415,380127;470,830639;0,622708;;;;;
16;6;BR;Asynchronous;0,7;0,468575;543,321716;140,80299;1069,873863;0,628785;;;;;
16;6;BR;Asynchronous;0,8;0,422222;653,907227;125,902747;1263,494341;0,637778;;;;;
