pagename,review,rating
Mövenpick Hotel Resort Beirut,انه من المنتجعات الفخمة وعلى البحر مباشرة,5
Mövenpick Hotel Resort Beirut,رائع جدا جدا ومميز ومطعم برج الحمام فيه رائع جدا وتعاملهم رائع بصراحه فندق متميز جدا ويطل على البحر مباشرة وهو في قلب بيروت وقريب من كل مكان في بيروت ونظافه اسثنائيه جدا ومواقف سيارات ومدخل رائع وواسع ومتوفر فيه ممرات مخصصه ل ذوى الاحتياجات الخاصه,5
Mövenpick Hotel Resort Beirut,روعا والله والموظفين كتير كتير محترمين ومعاملتون روعا,5
Mövenpick Hotel Resort Beirut,الخدمة جيدة جدا والكادر تعامله رائع,5
Mövenpick Hotel Resort Beirut,بصراحه خدمه ممتازة من اول من تتم لي الحجز من خلال التليفون الانسه مروه وبعد ذلك الاستاذ شربل مدير الاستقبال والانسه ريان في إتمام الحجز وجميع من بالفندق حتي المطعم ومدير المطعم لهم مني كل الاحترام,5
Mövenpick Hotel Resort Beirut,اجمل فنادق لبنان - بيروت,5
Mövenpick Hotel Resort Beirut,رائع جدا,5
Mövenpick Hotel Resort Beirut,موقع ممتاز وتعامل وخدمة لائقة,4
Mövenpick Hotel Resort Beirut,ممتاز لديه موقع جميل بجوار البحر,5
Mövenpick Hotel Resort Beirut,المكان علي البحر,4
Mövenpick Hotel Resort Beirut,فندق رائع والخدمة ممتازة واطلالة جميلة جدا علي البحر المتوسط,4
Mövenpick Hotel Resort Beirut,مكان مميز ورائع,5
Mövenpick Hotel Resort Beirut,فندق حلو والاستاف متعاون,4
Mövenpick Hotel Resort Beirut,الاطلاله جميلة,5
Mövenpick Hotel Resort Beirut,رائع جدا وراقي,5
Mövenpick Hotel Resort Beirut,فندق خمسة نجوم يقدم كافة الخدمات الفندقيه,5
Mövenpick Hotel Resort Beirut,حلو,5
Mövenpick Hotel Resort Beirut,منتجع راقي وخدمة ممتازة,5
Mövenpick Hotel Resort Beirut,فندق جميل جدا جدا يقع على البحر المتوسط,5
Mövenpick Hotel Resort Beirut,منتجع جميل يطل على البحر,5
Mövenpick Hotel Resort Beirut,منتهى الجمال فندق الموفنبيك,5
Mövenpick Hotel Resort Beirut,من افضل المنتجعات السياحية في الوطن العربي موقع مميز مطاعم اطلالة الغرف المسابح الملاصقة للبحر ,5
Mövenpick Hotel Resort Beirut,موقع خلاب,5
Mövenpick Hotel Resort Beirut,جميل جدا,5
Mövenpick Hotel Resort Beirut,روعه,5
Mövenpick Hotel Resort Beirut,شكرا للمجمع,5
Mövenpick Hotel Resort Beirut,جيد,4
Mövenpick Hotel Resort Beirut,جيدجدا,3
Mövenpick Hotel Resort Beirut,اوتيل مميز مع مطعم وصالة حفلات ومسبح بحري مركزه كانه تحت الارض مدخله من ناحية الروشه الخروج من الناحيه الثانيه ويوجد بداخله قاعات اجتماعات,4
Mövenpick Hotel Resort Beirut,رحلة ممتازة,5
Mövenpick Hotel Resort Beirut,مكان روعة اجواء ولا اروع الي يجي لبيروت بدون ميقضي وقت بهذا المكان عمره خسارة,5
Mövenpick Hotel Resort Beirut,اجمل مكان بكل فنادق لبنان,5
Mövenpick Hotel Resort Beirut,المكان جميل,5
Mövenpick Hotel Resort Beirut,شيئ غايه بروعه,5
Mövenpick Hotel Resort Beirut,بد نیست,3
Mövenpick Hotel Resort Beirut,ممتاز,5
Mövenpick Hotel Resort Beirut,كلش حلووو,5
Mövenpick Hotel Resort Beirut,رائع,5
Mövenpick Hotel Resort Beirut,انا شغيل ماني ساايح 😂😂,5
Mövenpick Hotel Resort Beirut,ممتاذ جدا,5
Mövenpick Hotel Resort Beirut,احلى مكان,5
Mövenpick Hotel Resort Beirut,رائع جدا,5
Mövenpick Hotel Resort Beirut, رائع جدٱ… !!,4
Mövenpick Hotel Resort Beirut,ما عد في ارقى من هيك اللسان يعجز عن الوصف,5
Mövenpick Hotel Resort Beirut,رائع,5
Mövenpick Hotel Resort Beirut,رائع,5
Mövenpick Hotel Resort Beirut,فندق ممتاز. موقع جميل جدا. الخدمة جيدة.,5
Mövenpick Hotel Resort Beirut,منتجع راقي في بيروت,5
Mövenpick Hotel Resort Beirut,ممتاز,5
Mövenpick Hotel Resort Beirut,رائع,5
Mövenpick Hotel Resort Beirut,رائع جدا والخدمة ممتازه تشعر حالك في البيت والمسابح حلوه كتير  ,5
Mövenpick Hotel Resort Beirut,موقع ممتاز على الروشة واطلالة بانورامية على شاطئ البحر المتوسط والوحيد المتوفر به شاطئ لسباحة,5
Mövenpick Hotel Resort Beirut,فندق رائع وخدماته و القائمين عليها على أعلى مستوى. ,4
Mövenpick Hotel Resort Beirut,اكل ولا أطيب,5
Mövenpick Hotel Resort Beirut,رائع,5
Mövenpick Hotel Resort Beirut,ممتاز,5
Mövenpick Hotel Resort Beirut,موقع رائع ,5
Mövenpick Hotel Resort Beirut,منتجع ممتاز,5
Mövenpick Hotel Resort Beirut,رائع,4
Mövenpick Hotel Resort Beirut,فندق في غاية الروعة والجمال,5
Mövenpick Hotel Resort Beirut,ن افضل المنتجعات,5
Mövenpick Hotel Resort Beirut,نظيفة الغرف بس غالى والشاطئ يحتاج اهتمام ونظافه,4
Mövenpick Hotel Resort Beirut,أجمل مكان في العالم,5
Mövenpick Hotel Resort Beirut,منتجع في غاية الروعه,5
Mövenpick Hotel Resort Beirut,احلى منتجع,5
Mövenpick Hotel Resort Beirut,شكرا,5
Mövenpick Hotel Resort Beirut,الو,2
Al Kalaa Chicken Restaurant,مطعم ذو طابع عصري وجبات سريعة...مذاق طيب ....نظافة أكيدة انصح بإختياره,4
Al Kalaa Chicken Restaurant,جيد جدا,5
Al Kalaa Chicken Restaurant,اكل مقبول ..شاورما مقبولة لجيد..فيو طاولات,3
Al Kalaa Chicken Restaurant,الطيب أكل القلعة 👌👌👌 ياويلي,5
Al Kalaa Chicken Restaurant,الطاووق الكرسبي الاسكالوب الفاهيتا,3
Al Kalaa Chicken Restaurant,ادارة ..نظافة...لذة,4
Al Kalaa Chicken Restaurant,أطيب أكل القلعة 👌👌👌👏👍🍡🍗🍖🍟🍝🍢🍔🌍بيروت الحمراء ولآ أطيب,5
Al Kalaa Chicken Restaurant,اكل لذيذ ونظيف واسعار معقولة,4
Al Kalaa Chicken Restaurant,انصحكم بتجربة الكفتة ..صحن ممتع جدا وخدمة مميزة,4
Al Kalaa Chicken Restaurant,روعة ولا اط يب,5
Al Kalaa Chicken Restaurant,جيد,5
Al Kalaa Chicken Restaurant,ممتاز,5
Al Kalaa Chicken Restaurant,من زمان كنت عم اشتغل بقلعة تشكن الله يرحم هديك الايام,1
Al Kalaa Chicken Restaurant,ممتاز ونظيف وطعامه لذيذ جدا,5
Al Kalaa Chicken Restaurant,مكان جميل وأكل رائع,4
Al Kalaa Chicken Restaurant,بلال الخلق البرهيم,5
Al Kalaa Chicken Restaurant,رائع,5
Al Kalaa Chicken Restaurant,الطعم لذيذ و رائع و جميع الاكلات طازجة,5
Al Kalaa Chicken Restaurant,احلى مطعم اكله نظيف ومميز,5
Al Kalaa Chicken Restaurant,عادي,3
Al Kalaa Chicken Restaurant,هناك اجمل اكل عنده بالاخص البرستت,5
Al Kalaa Chicken Restaurant,القلعة تشكن,2
Deek Duke,اوريو ايسكريم🔥,5
Deek Duke,طعم جميل جداا وخاصة الاجنحة السبايسي,4
Deek Duke,رائع,5
Deek Duke,جيد,4
Deek Duke,مطعم مميز,5
Deek Duke,لذيذ,5
Deek Duke,اللهم صلِ وسلم على نبينا محمد .. سبحان الله وبحمده سبحان الله العظيم,3
Deek Duke,مطعم جميل لكن غالي ,3
Deek Duke,الله اكبر ,4
Al Rawda Shatila Restaurant,بدها كتير شغل عليها ضروري لان موقعها كتير حلو وكبيرة لازم يحسنو فيها اكتر,1
Al Rawda Shatila Restaurant,جميل جدا,5
Al Rawda Shatila Restaurant,انهو جميل جدا واراقي,5
Al Rawda Shatila Restaurant,اعشق هذا المكان أشعر بالهدوء والراحة والنفسية,5
Al Rawda Shatila Restaurant,روعه,5
Al Rawda Shatila Restaurant,مكان يتيح للمتعب الراحة التي ينشدها على شاطئ البحر وفي جو من دفء الذكريات والحنين لبيروت الأصلية,5
Al Rawda Shatila Restaurant,جلسة جميلة طعام متواضع وخيارات قليلة الجلسة ممتعة ,3
Al Rawda Shatila Restaurant,قهوة البيارتة الاصليين,3
Al Rawda Shatila Restaurant,شعبي نوعا ما,2
Al Rawda Shatila Restaurant,ابورعد,5
Al Rawda Shatila Restaurant,جيده,4
Al Rawda Shatila Restaurant,قهوة ومطعم شعبي,1
Café Hamra,مكان جيد جدا من ناحية الخدمه المقدمه والمكان لان فيه صاله للمدخنين والثانيه لغير المدخنين ومن ناحية الاكل والمشروبات جيد .,4
Café Hamra,"مناسب لاستراحة بعد التسوق، لتناول وجبات خفيفة أو مشروبات باردة أو ساخنة في جو بديع و خدمة جيدة وأسعار مقبولة. كذلك مناسب للأزواج في حال عدم رغبتهم بالتسوق مع زوجاتهم بأن يتناولون الأركيلة العجمي، أو المعسل ذو الجودة العالية.",3
Café Hamra,مقهى يتميز بديكور تراثي قديم يقدم المشروبات الساخنة والباردة وبعض انواع الكيك ويقدم ايضا الاراكيل وينقسم الى قسمين داخلي وخارجي على شكل حديقة ويقع المقهى في شارع الحمراء ببيروت ومن ناحية الاسعار فهي مرتفعه حاله حال كل شيئ في لبنان,3
Café Hamra,كافيه جدا الجلسة فيه لا تمل,5
Café Hamra,قعدة حلوة خصوصا جوا وخدمة ممتازة .. والاسعار مقبولة او عادية,5
Café Hamra,مكان رائع,5
Café Hamra,من افضل الكافيات في بيروت,4
Café Hamra,"لا يوجد مكان لغير المدخنين، الانترنت يعطى فقط للشخص الذي يطلب شيء. المكان في الداخل ديكوره جميل.",3
Café Hamra,مكان جيد وقعدة حلوة,3
Café Hamra,كافية رائع وخدمة ممتازة وسريعة والنركيلة رائعة قضيت اوقات جميلة مناسب للعوائل ..,5
Café Hamra,ما حلو وتقليدي واسعار غاليه عالفاضي وبحس حالو الواحد بالبيت,1
Café Hamra,جميل,4
Café Hamra,كافيه ممتاز وموقع جيد وخدمة جيدة,5
Café Hamra,مكان راءع جدا,5
Café Hamra,البيتزا طيبة والشيشه كويسة,5
Café Hamra,مركز تسوق راقي بكل المقاييس,5
Café Hamra,ممتع,5
Café Hamra,جيد,2
Café Hamra,لجلسات مريحه و الخدمه جيده الاسعار مرتفعه,4
Café Hamra,المكان جميل ...ولكن الموظفين مزاجيين بعضهم ممتازين الخدمه سريعه...والنت مش بلاش...إلشيشه ممتازه ,4
Café Hamra,الكعدة بالكافيه جميلة,4
Café Hamra,حديقة في وسط الحمراء,5
Café Hamra,مكان جيد للأرجيلة في شارع الحمرا,5
Café Hamra,رومانسي وراق و يحتاج إلى تجديد الديكورات,4
Café Hamra,جيد,4
Café Hamra,ولو نطلب النت ينزل عالفاتورة بعكس كل الكافيات ..,1
Café Hamra,جميل,4
Café Hamra,احببته,5
Café Hamra,خدمة ضعيفة,1
MADO,"مطعم رائع و هادئ و نظيف ، يقدم الطعام على الطريقة التركية ، والشاي ايضاً على الطريقة التركية ، والأركيلة فيه كتير طيبة 😍😍😍",4
MADO,رائع جداا,5
MADO,مطعم جيد واسعاره معقوله,5
MADO,محل جيد,5
MADO,متنوع جدا . طيب,4
MADO,لازال مادو محافظ ع ستايله بكل الدول اللي رحت له فيها,5
MADO,احلى مافيه انك تعيش اجواء اسطنبولية بنكهة لبنانية .. موفقين دائما ان شاء الله,5
MADO,مكان رائع جدا,5
MADO,قهوته التركية والكنافة مميزة .. ويقدم الطلبات بطريقة إبداعية,4
MADO,ممتاز والاكل رائع بطابع تركي بامتياز,5
MADO,مادو بتركيا ازبط من بيروت,3
MADO,جلسة رائعه مع وصلة طربية,4
MADO,جيد,4
MADO,"ATTENTION MADO YOU ARE:CHEATERS They do not have good manners to the Tourist customers specially in their Branch at Princess Island in Turkey. تحذير هام انتبهوا من محلات مادو لانهم غشاشين وحرامية.لانه في يوم 17 ابريل 2017 كنا في فرعهم في جزيرة الامراء(جزيرة الاميرات) وسألناهم عن سعر كرة البوظة الواحدة فأجابونا بأنها ب 3 ليرات تركية فأخذنا 9 كرات ولازم يكون المجموع 27 ليرة ولكنهم طالبونا ب50 ليرة وقالوا بأنهم وضعوا لنا البوظة في كباية بسكوت فاخرة غالية الثمن مع اننا لم نطلب ذلك ولم ياخذ اي احد رأينا وكنت وقتها مع زوجتي وأولادي الصغار فطلبت ان اتكلم مع المدير فجاء واخبرته بالموضوع فقال لي ادفع 40 ليرة وعندما رفضت لان السعر هو 27 ليرة حسب الاتفاق هجم علي ومسكه احد الموظفين فاضررت لترك زوجتي واولادي في المحل والذهاب لاحضار الشرطة التي حلت الموضوع وقالت لي ان ادفع الثمن المتفق عليه وليس الثمن الذي طلبه مني المدير والموظفون فانتبهوا من هذاه المحلات الغشاشين Attention: In Mado Stores, they are cheaters, and they use Violence against tourist customers, like what happened with us in their store in Princess island in Turkey on Monday 17 April 2017. when the Director attacked me when i refused to pay the amount they asked because the real price was 27 TL but they wanted 50 TL then i called the Police to solve this problem ",1
MADO,بالمقارنة مع مادو تركيا كل شي بهالمطعم زبالة,1
MADO,الشاي التركي مش طيب وبايت,2
MADO,ممتاز,5
MADO,عادي,1
MADO,جيد جدا,5
MADO,جميل.,4
MADO,جيد جدا ,4
MADO,رائع,4
MADO,ﻻ باس بها,3
Atyab Farooj,الطعام لذيذ لكن الخدمه في توصيل الطلبات بطيئه,1
Atyab Farooj,أكل رائع توصيل سريع,5
Atyab Farooj,فعلا اطيب فروج,5
Atyab Farooj,العروضات,3
Atyab Farouj,لذيذ ويا ريتو يعزمني لعندو ,5
Atyab Farouj,ممتاز الأكل كتير طيب اختصاصي ,4
Atyab Farouj,مطعم يقدم أطباق رئيسية مميزة وطازجة,3
Atyab Farouj,المكان ممتاز واطلالة رائعة,5
Atyab Farouj,ممتاز,5
Atyab Farouj,لابأس,1
Atyab Farouj,إن كنت تريد سمك رائع عليك بهذا المطعم خدمه و نظافه رائع,5
Atyab Farouj,من اطيب مطاعم السمك في بيروت والموقع جيد لهو إطلالة رائعة,5
Atyab Farouj,سمك طيب . ومنظر على البحر وعلى مدرج المطار . ولكن اسعار غاليه,3
Atyab Farouj,) جيد ولكن الاسعار عالية جدا ...كيلو اجاج ٦٦٠٠٠ كرمال ٣ سمكات!!!!,1
Atyab Farouj,اكل ياخذ العقل,4
Atyab Farouj,كتير غالي,5
Atyab Farouj,الاكل جيد لكنه الاسعار غالية ..مثلا كيلو اجاج مشوي 66 الف ليرة صحن حمص او متبل اوهندباء الصحن 6000 ل ل الاسعار خيالية,4
Atyab Farouj,جید من حیث الخدمات والطعام,4
Atyab Farouj,مطعم جميل وطراز فلكلوري الديكور والطعام المقدم متميز ولذيذ والخدمات جيده جدا,4
Atyab Farouj,ممتاز,5
Atyab Farouj,مكان رائع المنظر والطعام جيد الاسعار مرتفعة عن غير مطاعم يلي بنفس المستوى,3
Atyab Farouj,القعدي حلوي بس الأرغيلي مش طيبي,5
Atyab Farouj,من أفضل مطاعم السمك على الإطلاق,5
Atyab Farouj,اجمل منتضر واطيب اكل ,4
Atyab Farouj,خدمة جيدة وطعام لذيذ,5
Atyab Farouj,جيد,5
Salsa Rest,المكان حلووو كتير ليلا ونهارا,4
Salsa Rest,عادي واقل من عادي,1
Salsa Rest,أنظف مطعم وأطيب لقمة يعني بتاكل وانتا مغمض عيونك👌,5
Salsa Rest,ممتاز,5
Salsa Rest,وجبات سريعه,5
Salsa Rest,لسنوك لخاانو نللامة تلوناتن تببخت,4
Salsa Rest,مطعم لتناول الوجبات على انواعها,4
Salsa Rest,حلووو,2
Salsa Rest,اطيب اكل هوي همبركيل,5
Salsa Rest,نظافة وطعمة ولا اطيب والسعر لابأس ,4
Salsa Rest,احلى salsa,5
Barustda Wa Shawrima Alnur,الطعام ليش جيد جداً,5
Barustda Wa Shawrima Alnur,الو ,5
Barustda Wa Shawrima Alnur,يميييي ,5
Burger-Haus,احلا عالم بل العالم,5
Hayat Doner Alturki,لذيذ وشهي,5
Hayat Doner Alturki,صالة ضيقة مليئة بالزبائن والتدخين,2
Hayat Doner Alturki,روعه ومميز,5
Hayat Doner Alturki,لزيز جدا انصح به,5
Hayat Doner Alturki,ممممم اطيب اكل,5
Hayat Doner Alturki,لذيذ,5
Hayat Doner Alturki,كتير طيبين,2
Hayat Doner Alturki,جيد,5
Pizza Laguna,رائع ولذيذ,5
Pizza Laguna,لذيذ ويا ريتو يعزمني لعندو,5
Al-Mataam,سناك - طعام جيد ولذيذ ,4
Tactical Burger,البرغر جدا رائع ولذيذ,5
KFC,هذه المطاعم هي تقدم وجبات عائلية ممتازة ونظيفة ومغذية وذو جودة عالية من كافة النواحي,5
KFC,هادئ... نظيف... مناسب للعائلات,4
KFC,روعه,5
KFC,رائعه,3
KFC,دجاج مقلي لذيذ مميز بنكهه فريده من نوعها احب الاك كن هذا المطعم,4
KFC,😍😍😍😍 انصحكم ان تاتو اليه,5
KFC,مكان جميل واكل طيب وخدمه ممتازه,4
KFC,الكل بهاد الفرع اطيب شي,4
KFC,كثير حلو ونظايف واخدمه ممتازه,5
KFC,سيء جدا جدا جدا جدا جدا ................................................................................................................... ََ............................ َََ,1
KFC,جيد,5
KFC,ﻻباس به ولكن ﻻاحب اﻻمكان المزدحمة واﻻطفال,4
KFC,احب ذلك الماكينه ,2
Chicago Pizza LB,مطعم راقي و اكل طعمه اكثر من رائع انصح به لتجربته الاروع و الافضل في عالم البيتزا👍👍👍👍 الى الامام,5
Sawani Falfoul,‏ صواني فلفول لازم تزوروه بس تنزلو ع لبنان‏ 🇱🇧🇱🇧🇱🇧 ❤️ ⁦‪Sawani Falfoul Is a perfect choice of breakfast in Beirut‬,5
Sawani Falfoul,"رفع َورجع محل الترويقة اللبنانية مع تقاليده الحلوة لمستوى العصر بشكل كتير شيك Updated the traditional Lebanese breakfast place to gourmet standard. Clean, traditional, reasonably priced, welcoming, smiling staff. A place I can impress a friend with.",5
Hallab 1881,للاسعار تتضمن ثمن الاسم,4
Hallab 1882,رائع,5
Hallab 1883,حلويات مميزة 👌🏻 ... لكن الأسعار عاليه,4
Al Hani,اكثر من راءع,5
Al Hani,جيد نوعا ما ,3
Tabliyet Masaad,محترم,4
Tabliyet Masaad,جميل,3
Tabliyet Masaad,جيد,3
Crepaway,تمام,5
Crepaway,اعشق كريب بلشكولا البلجيكيه ,5
Pizza Burger,أكل طيب,5
Pizza Burger,غير سخي ....يأخذ ثمن السندويش وزياده مكونات السندويش شبه خاليه من اللحم,2
Pizza Burger,أكل طيب,5
Pizza Burger,اسعار غير مدروسه,2
Abed Elwhab Restaurant,تمييز بين الزبائن,1
Abed Elwhab Restaurant,كتير حلو ومرتب,4
Abed Elwhab Restaurant,مطعم راقي والاكل طيب والعآملين روعه بالاستقبال نظيف له لمسه لبناني رائعه انصح الذهاب اليه للعائله والافراد....كابتن سعد,4
Abed Elwhab Restaurant,احب ذللك المحل,5
Abed Elwhab Restaurant,انهو جميل وحلو,5
Abed Elwhab Restaurant,اطعمة لذيدة,5
Furuj Tariq Alsharei,ما بعرف ذبح وين ,3
Furuj Tariq Alsharei,مكان نظيف ومحترم,4
Furuj Tariq Alsharei,لذيذ,5
Ahel El Karam Restaurant,خدمة متميزة وهدوء رائع جدا,5
Ahel El Karam Restaurant,قعدة حلوة و اكل ممتاز,5
Ahel El Karam Restaurant,عادي لا شيئ مميز وبالاخص لافطار رمضان .....,3
Ahel El Karam Restaurant,عن جد اهل الكرم,3
Ahel El Karam Restaurant,روعة. ..إدارة وخدمة ممتازة,4
Hawa Chicken Chiayah Restaurant,اكله مش طيب,1
Hawa Chicken Chiayah Restaurant,خدمة سيئ جدا من يريد أن يدخل المستشفى فل يأكل من هذا المطعم ,1
Hawa Chicken Chiayah Restaurant,من يريد ان يتسمم ليذهب إلى هوتشكن ,1
Pizza Hut,احلى عالم معلم ابوعلي,5
Pizza Hut,مطعم فخم,5
Pizza Hut,ممتاز ,5
Pizza Hut,رائع ,5
Pizza Hut,مطعم راقي وخدمه ممتازه واسعاره مناسبه ,4
Pizza Hut,اطيب لقمه,5
Pizza Hut,احلى معلم ,5
Junction,مكان اكثر من رائع,5
Junction,من افضل مقاهي ومطاعم بيروت . الاكل لذيذ جدا والشيشه ممتازه جدا,5
Junction,مكان جميل جدا وهادى,5
Junction,مطعم جيد ولديه نظافه جيدا وطعامه جيد وهنالك مكان للعب الاطفال ولديه طاولات خارجيه واعتناء بالزبون,4
Junction,ممتازززززز ويحتوي ع مكان للعب الاطفال وتراس جميل واركيلة طيبة وماكولات شهية وخدمة سريعة وانيقة,5
Junction,أجواء مريحه وهادئه وطاولات داخليه وخارجيه مريحه جدا ولاكن الخدمه سيئه,3
Junction,اشعر بالارتياح والهدوء عند ارتياده,3
Junction,خدمة جيدة ولقمة طيبة وسعر مناسب. …,3
Junction,احلا واجمل واحلا خدمه عند افران كيروز,5
Junction,كيروز بيكري المكان المناسب لجميع المؤكولات وانواع الخبز الشهي واصناف كثيره من الحلويات والجاتو انه رائع حقا,5
Junction,هل يوجد عمل لدا شاب عمره ١٧ يعطيكن العافيه,5
Junction,احله مكان,5
Junction,ممتاز,5
Ala Zawaak Restaurant,انهو.رائع....وانا اعمل لدا كببجي ,5
Ala Zawaak Restaurant,مكان جيد ,4
Ala Zawaak Restaurant,زيارة ,5
Ala Zawaak Restaurant,لذيذ,4
SUD Restobar,اطعمة شهية ويتمتع بشروط النظافة والصحة,5
Zater W Zeit Nasrah Restaurant,جيد اسعار مرتفعة جدآ,4
Zater W Zeit Nasrah Restaurant,مكان صغير وجميل لتناول وجبة سريعة,3
Poulet Bilal,اهم الشي النظافة,5
Poulet Bilal,منطقه شعبيه حتي سكني فيها ,5
Poulet Bilal,ممممممممممممتاز ,5
Poulet Bilal,اشها مطعم ,5
Poulet Bilal,النظافه والجودة,5
Zaatar W Zeit,كانت جميله اكل لذيذ خدمه رائعه,5
Zaatar W Zeit,كتير اكلو طيب ومنيح,5
Zaatar W Zeit,جيد,4
Zaatar W Zeit,روعه,5
Zaatar W Zeit,مكان جميل لتناول وجبة سريعة,3
Zaatar W Zeit,جيد جد,4
Enab Restaurant,"حلو ،غير رسمي ، اكله جيد ، سعره عالية شوي ، عبارة عن بيت شعبي فيه مطعم",3
Enab Restaurant,كل شي في لبنان جميل 😍🇸🇦,5
Enab Restaurant,مأكولات طيبه جدا خدمه ممتازه و نظافه ممتازه أسعار مقبوله نوعاًما,5
Enab Restaurant,الاكل طيب والديكور لطيف ,4
Enab Restaurant,مااروعمك يا عنب,5
Enab Restaurant,مطعم يقدم الوجبات الشرقية الجيدة,4
Enab Restaurant,هادئ وفيه الكثير من الخيارات,5
Enab Restaurant,مريح,3
Enab Restaurant,مش غالي,4
Mazzat,روعه روعه واصناف متنوعه واسعار كتير حلوه,5
Mazzat,مكان مميز و رائع جداً,5
Mazzat,انه مكان مميز بشكل,5
Mazzat,مطعم جدا راقي واكلاته طيبه والبوضا ب جنن عدهم والعمال اسلوبهم جيد,5
Mazzat,شغلة كبيرة بس غالي ومافي نسوان حلوة,1
Mazzat,جيد,3
Mazzat,اجمل مطعم,5
Mazzat, نجمة واحدة بزايدة لا الاكل منيح ولا نظافة منيحة ,1
Rababa Restaurant,اطيب اكل واسعار ممتازة,5
Rababa Restaurant,ممتاز,5
Rababa Restaurant,اطيب مشاوي,4
Rababa Restaurant,جيد.,1
Rababa Restaurant,لذيذ ومميز,5
Rababa Restaurant,يلزمه النظافة اكثر ومراقبة الطعام جيدآ,1
Rababa Restaurant,جيد,5
Rababa Restaurant,ممتاز,5
Appetito Trattoria,الاستقبال لا بأس الطعام سيئ جداً لا طعم ولا شكل ولا رائحة,2
Appetito Trattoria,مطعم ايطالي رائع جدا جدا في الحمرا بلبنان,5
Appetito Trattoria,رائع,5
Diwan Beirut,سيئ جداً,1
Diwan Beirut,لذيذ جدا كنت في الطريق شعرة بالجوع فراية مطعم فذهبت اليه ,4
Diwan Beirut,جيد جيد جيد,5
Diwan Beirut,مطعم حلو كتير ,5
Diwan Beirut,يغلق مبكراا,3
Bou Melhem,مكان عائلي جميل وعندهم مطرب يحي الحفله بشكل رائع الاكل لذيذ,4
Bou Melhem,مكان جيد لتناول الطعام وتمضية سهرة رائعه,5
Bou Melhem,اعدة روائ وكلشي ظريف جدا😍😍😍,4
Bou Melhem,الأستقبال والمشروبات والارجيلة كلها جيدة جدآ,4
Bou Melhem,مطعم جميل😊,5
Bou Melhem,جميل جدا,5
Bou Melhem,رااائع,5
Bou Melhem,سهرة حلوة,2
Bou Melhem,عادي,3
Bou Melhem,جيد,3
Bou Melhem,أي,3
Bou Melhem,ممتاز,5
Bou Melhem,يجنن يستهل ألفين نجمة ,5
Bou Melhem,جيد,4
Bou Melhem,مكان مميز,5
Bou Melhem,رائع جدا,5
Leila Min Lebnen Achrafieh,صحن اليومي البامية كثير طيب! ,5
Leila Min Lebnen Achrafieh,أرقى كوفي بكل بيروت وتعامل جميل وراقي من الست ليلى صاحبة المقهى,5
Leila Min Lebnen Achrafieh,ارقى مطعم في بيروت,4
Al Soussi Restaurant,من أروع المطاعم الشعبية اللي بينصح فيها .. الأكل كتتير طيب وفي تشكيلة فظيعة .. أطيب فطور وترويقة من الفتة للفول والبيض بالقاورما والنخاعات والسودة,5
Al Soussi Restaurant,اطيب ترويقه عند السوسي وانصحكم بزياره المطعم لانو روعه في الطعم ورزق الله لما كان خلف البلديه,5
Al Soussi Restaurant,رائع جدا ويستحق التجربة,5
Al Soussi Restaurant,مطعم جميل ورائع جداً اطيب ترويقة,5
Al Soussi Restaurant,افضل افطار اكلته في لبنان واسعاره معقوله جدا واحسن والذ من كل المطاعم الفخمه والراقيه التي جربتها في لبنان,5
Al Soussi Restaurant,بصراحة واحد من افضل مطاعم الفول و الحمص بلبنان و اقدمهم. صاحب المطعم نفسه هو اللي يطبخ الاكل كله. عندو تشكيلة من الفتات و البيض مع الأورما لا تفوت. كمان السودة و النخاع رائعين. اسعارو كتير مقبولة مقارنة بالجودة و الطعم و السرفيس. مشكلة ممكن تواجهك اذا جاي بسيارتك لانو صعب تلاقي موقف حد المحل.,4
Al Soussi Restaurant,ابشع وابخل مطعم ممكن تشوفو بحياتكم انا نزلت عليه مع عيلتي ولعنت الساعة وما بنصح اي شخص بتجربته,1
Al Soussi Restaurant,ولا اطيب,5
Al Soussi Restaurant,ممتاز,5
Al Soussi Restaurant,اللقمة الطيبة والاصالة البنانية أبا عن جد,5
Al Soussi Restaurant,مطعم فول الاول في بيروت,5
Al Soussi Restaurant,شي طيب كتير,5
Al Soussi Restaurant,لا باس,1
Al Soussi Restaurant,اطيب فول بلبنان,5
Al Soussi Restaurant,مطعم رائع ماكولاته طيبة المذاق,5
Al Soussi Restaurant,مطعم لبناني من الدرجة الأولى,5
Al Soussi Restaurant,مطعم شعبي قديم بسيط واكلات شعبية طعمية وفول,3
Al Soussi Restaurant,أكل لبناني للترويقة ممتاز,5
Al Soussi Restaurant,كل شي عظيم جدا. ,5
Al Soussi Restaurant,رائع,5
Al Soussi Restaurant,شكرا على لقمتك,5
Chaccour Chicken Baabda,ابأس مش عاطل,3
Chaccour Chicken Baabda,اطيب اكله عند شكور,5
Chaccour Chicken Baabda,حلو,5
Chaccour Chicken Baabda,بيتاكل بعضامووو,5
Chaccour Chicken Baabda,جيدة ,5
Restaurant Afandina,اجمل المطاعم واطيبها وارقى السهرات بصوط محمد الجعفيل يا سلام,5
Restaurant Afandina,الطعام اللبناني مبالغ بسعره ولكن أجواء الغناء والكاراوكي جيدة أنصح لمحبي الصخب,3
Restaurant Afandina,خدما جيدا جدا وجلسا راقيا,5
Restaurant Afandina,جربت الشيشة فقط ممتازة,5
