,location,date,b3001,b3002,b3003,b3004,b3005,b3006,b3007,b3008,b3009,b3010,b3011,b3012,b3013
243,O05,10-18-2016 10:59:54,-200,-200,-200,-81,-200,-73,-200,-200,-200,-200,-200,-200,-200
244,O05,10-18-2016 10:59:52,-200,-200,-200,-78,-200,-74,-200,-200,-200,-200,-200,-200,-200
245,O05,10-18-2016 10:59:50,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200
246,O05,10-18-2016 10:59:48,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200
247,O05,10-18-2016 10:59:46,-200,-200,-200,-71,-200,-200,-200,-200,-200,-200,-200,-200,-200
248,O05,10-18-2016 10:59:44,-200,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200
249,O05,10-18-2016 10:59:42,-200,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200
250,O05,10-18-2016 10:59:40,-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200
251,P05,10-18-2016 10:59:38,-200,-200,-200,-76,-200,-78,-200,-200,-200,-200,-200,-200,-200
252,P05,10-18-2016 10:59:36,-200,-200,-200,-80,-200,-80,-200,-200,-200,-200,-200,-200,-200
253,P05,10-18-2016 10:59:34,-200,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200
254,P05,10-18-2016 10:59:32,-200,-200,-200,-71,-200,-200,-200,-200,-200,-200,-200,-200,-200
255,P05,10-18-2016 10:59:30,-200,-200,-200,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200
256,P05,10-18-2016 10:59:28,-200,-200,-200,-79,-200,-75,-200,-200,-200,-200,-200,-200,-200
257,Q05,10-18-2016 10:59:26,-200,-200,-200,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200
258,Q05,10-18-2016 10:59:24,-200,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200
259,Q05,10-18-2016 10:59:22,-200,-200,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200,-200
260,Q05,10-18-2016 10:59:20,-200,-200,-200,-79,-200,-200,-200,-200,-200,-200,-200,-200,-200
261,Q05,10-18-2016 10:59:18,-200,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200
262,Q05,10-18-2016 10:59:16,-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200
263,Q05,10-18-2016 10:59:14,-200,-200,-200,-69,-200,-200,-200,-200,-200,-200,-200,-200,-200
264,Q05,10-18-2016 10:59:12,-200,-200,-200,-69,-200,-200,-200,-200,-200,-200,-200,-200,-200
265,Q05,10-18-2016 10:59:10,-200,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200
266,Q05,10-18-2016 10:59:08,-200,-200,-200,-67,-200,-200,-200,-200,-200,-200,-200,-200,-200
267,Q05,10-18-2016 10:59:06,-200,-200,-200,-81,-200,-200,-200,-200,-200,-200,-200,-200,-200
268,Q05,10-18-2016 10:59:04,-200,-80,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200
269,R05,10-18-2016 10:59:02,-200,-200,-200,-70,-200,-200,-81,-200,-200,-200,-200,-200,-200
270,R05,10-18-2016 10:59:00,-200,-200,-200,-65,-200,-200,-200,-200,-200,-200,-200,-200,-200
271,R05,10-18-2016 10:58:58,-200,-200,-200,-200,-200,-200,-79,-200,-200,-200,-200,-200,-200
272,R05,10-18-2016 10:58:56,-200,-200,-200,-77,-200,-200,-81,-200,-200,-200,-200,-200,-200
273,R05,10-18-2016 10:58:54,-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200
274,R05,10-18-2016 10:58:52,-200,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200
275,R05,10-18-2016 10:58:50,-200,-200,-200,-79,-200,-200,-200,-200,-200,-200,-200,-200,-200
276,R05,10-18-2016 10:58:48,-200,-200,-200,-71,-200,-200,-200,-200,-200,-200,-200,-200,-200
277,S05,10-18-2016 10:58:46,-200,-200,-200,-70,-200,-200,-200,-200,-200,-200,-200,-200,-200
278,S05,10-18-2016 10:58:44,-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200
279,S05,10-18-2016 10:58:42,-200,-200,-200,-70,-200,-200,-200,-200,-200,-200,-200,-200,-200
280,S05,10-18-2016 10:58:40,-200,-200,-200,-70,-200,-200,-200,-200,-200,-200,-200,-200,-200
281,S05,10-18-2016 10:58:38,-200,-200,-200,-65,-200,-200,-82,-200,-200,-200,-200,-200,-200
282,T05,10-18-2016 10:58:36,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200
283,T05,10-18-2016 10:58:34,-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200
284,T05,10-18-2016 10:58:32,-200,-200,-200,-200,-200,-200,-79,-200,-200,-200,-200,-200,-200
285,T05,10-18-2016 10:58:30,-200,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200
286,T05,10-18-2016 10:58:28,-200,-200,-200,-81,-200,-200,-200,-200,-200,-200,-200,-200,-200
287,U05,10-18-2016 10:58:26,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200
288,U05,10-18-2016 10:58:24,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200
289,U05,10-18-2016 10:58:22,-200,-200,-200,-71,-200,-200,-200,-200,-200,-200,-200,-200,-200
290,U05,10-18-2016 10:58:20,-200,-200,-200,-71,-200,-200,-200,-200,-200,-200,-200,-200,-200
291,S06,10-18-2016 10:58:18,-200,-200,-200,-78,-200,-200,-79,-200,-200,-200,-200,-200,-200
292,S06,10-18-2016 10:58:16,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200
293,S06,10-18-2016 10:58:14,-200,-200,-200,-200,-200,-200,-79,-200,-200,-200,-200,-200,-200
294,S06,10-18-2016 10:58:12,-200,-200,-200,-82,-200,-200,-78,-200,-200,-200,-200,-200,-200
295,S06,10-18-2016 10:58:10,-200,-200,-200,-77,-200,-200,-82,-200,-200,-200,-200,-200,-200
296,S06,10-18-2016 10:58:08,-200,-200,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200,-200
297,R06,10-18-2016 10:58:06,-200,-200,-200,-200,-200,-200,-76,-200,-200,-200,-200,-200,-200
298,R06,10-18-2016 10:58:04,-200,-200,-200,-78,-200,-200,-79,-200,-200,-200,-200,-200,-200
299,R06,10-18-2016 10:58:02,-200,-200,-200,-200,-200,-200,-80,-200,-200,-200,-200,-200,-200
300,Q06,10-18-2016 10:58:00,-200,-200,-200,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200
301,Q06,10-18-2016 10:57:58,-200,-200,-200,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200
302,P06,10-18-2016 10:57:56,-200,-200,-200,-80,-200,-80,-200,-200,-200,-200,-200,-200,-200
303,P06,10-18-2016 10:57:54,-200,-200,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200
304,P06,10-18-2016 10:57:52,-200,-200,-200,-81,-200,-76,-200,-200,-200,-200,-200,-200,-200
305,P06,10-18-2016 10:57:50,-200,-200,-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200
306,O06,10-18-2016 10:57:48,-200,-200,-200,-200,-200,-73,-200,-200,-200,-200,-200,-200,-200
307,O06,10-18-2016 10:57:46,-200,-200,-200,-200,-200,-68,-200,-200,-200,-200,-200,-200,-200
308,O06,10-18-2016 10:57:44,-200,-200,-200,-200,-200,-66,-200,-200,-200,-200,-200,-200,-200
309,O06,10-18-2016 10:57:42,-200,-200,-200,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200
310,O06,10-18-2016 10:57:40,-200,-200,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200
311,O06,10-18-2016 10:57:38,-200,-200,-200,-200,-200,-69,-200,-200,-200,-200,-200,-200,-200
312,O06,10-18-2016 10:57:36,-200,-200,-200,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200
313,N06,10-18-2016 10:57:34,-200,-200,-200,-200,-200,-66,-200,-200,-200,-200,-200,-200,-200
314,N06,10-18-2016 10:57:32,-200,-200,-200,-200,-200,-66,-200,-200,-200,-200,-200,-200,-200
315,N06,10-18-2016 10:57:30,-200,-200,-200,-200,-200,-67,-200,-200,-200,-200,-200,-200,-200
316,N06,10-18-2016 10:57:28,-200,-200,-200,-200,-200,-62,-200,-200,-200,-200,-200,-200,-200
317,N06,10-18-2016 10:57:26,-200,-200,-200,-200,-200,-68,-200,-200,-200,-200,-200,-200,-200
318,N06,10-18-2016 10:57:24,-200,-200,-200,-200,-200,-66,-200,-200,-200,-200,-200,-200,-200
319,M06,10-18-2016 10:57:22,-200,-200,-200,-200,-80,-76,-200,-200,-200,-200,-200,-200,-200
320,M06,10-18-2016 10:57:20,-200,-200,-200,-200,-200,-68,-200,-200,-200,-200,-200,-200,-200
321,M06,10-18-2016 10:57:18,-200,-200,-200,-200,-200,-69,-200,-200,-200,-200,-200,-200,-200
322,M06,10-18-2016 10:57:16,-200,-80,-200,-200,-80,-70,-200,-200,-200,-200,-200,-200,-200
323,M06,10-18-2016 10:57:14,-200,-200,-200,-200,-78,-71,-200,-200,-200,-200,-200,-200,-200
324,M06,10-18-2016 10:57:12,-200,-200,-200,-200,-81,-71,-200,-200,-200,-200,-200,-200,-200
325,M06,10-18-2016 10:57:10,-200,-200,-200,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200
326,M06,10-18-2016 10:57:08,-200,-200,-200,-200,-83,-200,-200,-200,-200,-200,-200,-200,-200
327,M06,10-18-2016 10:57:06,-200,-200,-200,-200,-200,-86,-200,-200,-200,-200,-200,-200,-200
328,M06,10-18-2016 10:57:04,-200,-200,-200,-200,-81,-83,-200,-200,-200,-200,-200,-200,-200
329,L06,10-18-2016 10:57:02,-200,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200
330,L06,10-18-2016 10:57:00,-200,-200,-200,-200,-79,-200,-200,-200,-200,-200,-200,-200,-200
331,L06,10-18-2016 10:56:58,-200,-200,-200,-200,-81,-200,-200,-200,-200,-200,-200,-200,-200
332,L06,10-18-2016 10:56:56,-200,-200,-200,-200,-82,-200,-200,-200,-200,-200,-200,-200,-200
333,L06,10-18-2016 10:56:54,-200,-200,-200,-200,-79,-80,-200,-200,-200,-200,-200,-200,-200
334,L06,10-18-2016 10:56:52,-200,-200,-200,-200,-73,-200,-200,-200,-200,-200,-200,-200,-200
335,L06,10-18-2016 10:56:50,-200,-200,-200,-200,-200,-81,-200,-200,-200,-200,-200,-200,-200
336,L06,10-18-2016 10:56:48,-200,-200,-200,-200,-78,-75,-200,-200,-200,-200,-200,-200,-200
337,L06,10-18-2016 10:56:46,-200,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200
338,K06,10-18-2016 10:56:44,-200,-200,-200,-200,-200,-81,-200,-200,-200,-200,-200,-200,-200
339,K06,10-18-2016 10:56:42,-200,-200,-200,-200,-79,-77,-200,-200,-200,-200,-200,-200,-200
340,K06,10-18-2016 10:56:40,-200,-200,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200
341,K06,10-18-2016 10:56:38,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
342,K06,10-18-2016 10:56:36,-200,-78,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200
343,K06,10-18-2016 10:56:34,-200,-76,-200,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200
344,J06,10-18-2016 10:56:32,-200,-78,-200,-200,-200,-200,-200,-79,-200,-200,-200,-200,-200
345,J06,10-18-2016 10:56:30,-200,-71,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200
346,J06,10-18-2016 10:56:28,-200,-73,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200
347,J06,10-18-2016 10:56:26,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
348,J06,10-18-2016 10:56:24,-200,-79,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200
349,J06,10-18-2016 10:56:22,-200,-72,-200,-200,-200,-200,-200,-78,-200,-200,-200,-200,-200
350,I06,10-18-2016 10:56:20,-200,-74,-200,-200,-80,-200,-200,-78,-200,-200,-200,-200,-200
351,I06,10-18-2016 10:56:18,-200,-74,-200,-200,-80,-200,-200,-80,-200,-200,-200,-200,-200
352,I06,10-18-2016 10:56:16,-200,-70,-200,-200,-73,-200,-200,-82,-200,-200,-200,-200,-200
353,I06,10-18-2016 10:56:14,-200,-70,-200,-200,-81,-200,-200,-79,-200,-200,-200,-200,-200
354,I06,10-18-2016 10:56:12,-200,-69,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200
355,I06,10-18-2016 10:56:10,-200,-67,-200,-200,-81,-200,-200,-200,-200,-200,-200,-200,-200
356,F08,10-18-2016 10:56:08,-71,-198,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
357,F08,10-18-2016 10:56:06,-68,-198,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
358,I04,10-18-2016 10:56:04,-200,-69,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
359,I04,10-18-2016 10:56:02,-200,-73,-200,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200
360,J04,10-18-2016 10:56:00,-200,-60,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
361,J04,10-18-2016 10:55:58,-200,-59,-200,-200,-79,-200,-200,-200,-200,-200,-200,-200,-200
362,J04,10-18-2016 10:55:56,-200,-66,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
363,J04,10-18-2016 10:55:54,-200,-64,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
364,J02,10-18-2016 10:55:52,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
365,J02,10-18-2016 10:55:50,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
366,J07,10-18-2016 10:55:48,-200,-200,-200,-200,-63,-200,-200,-200,-200,-200,-200,-200,-200
367,J07,10-18-2016 10:55:46,-200,-200,-200,-200,-60,-200,-200,-78,-200,-200,-200,-200,-200
368,J07,10-18-2016 10:55:44,-200,-200,-200,-200,-61,-200,-200,-200,-200,-200,-200,-200,-200
369,J07,10-18-2016 10:55:42,-200,-200,-200,-200,-61,-200,-200,-200,-200,-200,-200,-200,-200
370,I07,10-18-2016 10:55:40,-200,-200,-200,-200,-66,-200,-200,-200,-200,-200,-200,-200,-200
371,I07,10-18-2016 10:55:38,-200,-82,-200,-200,-68,-200,-200,-83,-200,-200,-200,-200,-200
372,I07,10-18-2016 10:55:36,-200,-79,-200,-200,-68,-200,-200,-77,-200,-200,-200,-200,-200
373,I07,10-18-2016 10:55:34,-200,-200,-200,-200,-74,-200,-200,-79,-200,-200,-200,-200,-200
374,I10,10-18-2016 10:55:32,-200,-200,-200,-200,-200,-200,-200,-68,-200,-81,-200,-200,-200
375,I10,10-18-2016 10:55:30,-200,-200,-200,-200,-200,-200,-200,-72,-200,-80,-200,-200,-200
376,I10,10-18-2016 10:55:28,-200,-200,-200,-200,-78,-200,-200,-70,-200,-200,-200,-200,-200
377,I10,10-18-2016 10:55:26,-200,-200,-200,-200,-200,-200,-200,-61,-200,-200,-200,-200,-200
378,J10,10-18-2016 10:55:24,-200,-200,-200,-200,-200,-200,-200,-63,-200,-200,-200,-200,-200
379,J10,10-18-2016 10:55:22,-200,-200,-200,-200,-77,-200,-200,-64,-200,-200,-200,-200,-200
380,D15,10-18-2016 10:55:20,-200,-200,-200,-200,-200,-200,-200,-200,-56,-200,-200,-200,-200
381,D15,10-18-2016 10:55:18,-200,-200,-200,-200,-200,-200,-200,-200,-55,-200,-200,-200,-200
382,D15,10-18-2016 10:55:16,-200,-200,-200,-200,-200,-200,-200,-200,-58,-200,-200,-200,-200
383,D15,10-18-2016 10:55:14,-200,-200,-200,-200,-200,-200,-200,-200,-58,-200,-200,-200,-200
384,E15,10-18-2016 10:55:12,-200,-200,-200,-200,-200,-200,-200,-200,-77,-200,-200,-200,-200
385,E15,10-18-2016 10:55:10,-200,-200,-200,-200,-200,-200,-200,-200,-71,-200,-200,-200,-200
386,G15,10-18-2016 10:55:08,-200,-200,-200,-200,-200,-200,-200,-200,-200,-78,-200,-200,-200
387,G15,10-18-2016 10:55:06,-200,-200,-200,-200,-200,-200,-200,-200,-200,-79,-200,-200,-200
388,J15,10-18-2016 10:55:04,-200,-200,-200,-200,-200,-200,-200,-200,-200,-66,-85,-200,-200
389,J15,10-18-2016 10:55:02,-200,-200,-200,-200,-200,-200,-200,-200,-200,-61,-75,-200,-200
390,L15,10-18-2016 10:55:00,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-69,-200,-200
391,L15,10-18-2016 10:54:58,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-73,-79,-200
392,L15,10-18-2016 10:54:56,-200,-200,-200,-200,-200,-200,-200,-200,-200,-78,-200,-81,-81
393,L15,10-18-2016 10:54:54,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-71,-82,-200
394,L15,10-18-2016 10:54:52,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-81,-81,-200
395,R15,10-18-2016 10:54:50,-200,-200,-200,-200,-200,-200,-200,-79,-200,-200,-200,-66,-200
396,R15,10-18-2016 10:54:48,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-61,-200
397,R15,10-18-2016 10:54:46,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-68,-79
398,R15,10-18-2016 10:54:44,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-68,-200
399,T15,10-18-2016 10:54:42,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-76
400,T15,10-18-2016 10:54:40,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-81,-81
401,W15,10-18-2016 10:54:38,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-199,-61
402,W15,10-18-2016 10:54:36,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-199,-62
403,W15,10-18-2016 10:54:34,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-75
404,W15,10-18-2016 10:54:32,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-199,-71
405,W15,10-18-2016 10:54:30,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-199,-67
406,W15,10-18-2016 10:54:28,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-75
407,I07,10-18-2016 10:54:26,-200,-200,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200
408,I07,10-18-2016 10:54:24,-200,-200,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200
409,I07,10-18-2016 10:54:22,-200,-200,-200,-200,-72,-200,-84,-200,-200,-200,-200,-200,-200
410,I07,10-18-2016 10:54:20,-200,-80,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200
411,I08,10-18-2016 10:54:18,-73,-198,-200,-200,-200,-200,-200,-73,-200,-200,-200,-200,-200
412,I03,10-18-2016 10:54:16,-200,-72,-200,-200,-79,-200,-200,-200,-200,-200,-200,-200,-200
413,I04,10-18-2016 10:54:14,-200,-73,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200
414,I05,10-18-2016 10:54:12,-200,-79,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
415,I05,10-18-2016 10:54:10,-200,-79,-200,-200,-81,-200,-200,-200,-200,-200,-200,-200,-200
416,I05,10-18-2016 10:54:08,-200,-73,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200
417,I06,10-18-2016 10:54:06,-200,-75,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200
418,I06,10-18-2016 10:54:04,-200,-76,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200
419,I06,10-18-2016 10:54:02,-200,-81,-200,-200,-70,-200,-200,-200,-200,-200,-200,-200,-200
420,I06,10-18-2016 10:54:00,-200,-81,-200,-200,-70,-200,-200,-200,-200,-200,-200,-200,-200
421,I07,10-18-2016 10:53:58,-200,-76,-200,-200,-81,-200,-200,-78,-200,-200,-200,-200,-200
422,I08,10-18-2016 10:53:56,-200,-200,-200,-200,-200,-200,-200,-75,-200,-200,-200,-200,-200
423,I08,10-18-2016 10:53:54,-78,-198,-200,-200,-78,-200,-200,-77,-200,-200,-200,-200,-200
424,I08,10-18-2016 10:53:52,-80,-198,-200,-200,-80,-200,-200,-79,-200,-200,-200,-200,-200
425,I08,10-18-2016 10:53:50,-200,-78,-200,-200,-79,-200,-200,-200,-200,-200,-200,-200,-200
426,I08,10-18-2016 10:53:48,-200,-74,-200,-200,-78,-200,-200,-81,-200,-200,-200,-200,-200
427,I08,10-18-2016 10:53:46,-200,-76,-200,-200,-79,-200,-200,-200,-200,-200,-200,-200,-200
428,I06,10-18-2016 10:53:44,-200,-77,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200
429,I06,10-18-2016 10:53:42,-200,-72,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200
430,I06,10-18-2016 10:53:40,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
431,J06,10-18-2016 10:53:38,-200,-72,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200
432,J06,10-18-2016 10:53:36,-200,-68,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
433,J06,10-18-2016 10:53:34,-200,-71,-200,-200,-69,-200,-200,-200,-200,-200,-200,-200,-200
434,J06,10-18-2016 10:53:32,-200,-74,-200,-200,-70,-200,-200,-200,-200,-200,-200,-200,-200
435,J07,10-18-2016 10:53:30,-200,-200,-200,-200,-74,-80,-200,-200,-200,-200,-200,-200,-200
436,J07,10-18-2016 10:53:28,-200,-200,-200,-200,-73,-200,-200,-200,-200,-200,-200,-200,-200
437,J07,10-18-2016 10:53:26,-200,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200
438,J07,10-18-2016 10:53:24,-200,-80,-200,-200,-73,-200,-200,-200,-200,-200,-200,-200,-200
439,J08,10-18-2016 10:53:22,-200,-83,-200,-200,-74,-200,-200,-75,-200,-200,-200,-200,-200
440,J08,10-18-2016 10:53:20,-200,-200,-200,-200,-72,-200,-200,-80,-200,-200,-200,-200,-200
441,J08,10-18-2016 10:53:18,-200,-200,-200,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200
442,I01,10-18-2016 10:53:16,-200,-69,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
443,I01,10-18-2016 10:53:14,-200,-69,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
444,I01,10-18-2016 10:53:12,-200,-69,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
445,I02,10-18-2016 10:53:10,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
446,I02,10-18-2016 10:53:08,-200,-200,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200,-200
447,I02,10-18-2016 10:53:06,-200,-77,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200
448,I02,10-18-2016 10:53:04,-200,-62,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
449,I03,10-18-2016 10:53:02,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
450,I01,10-18-2016 10:53:00,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
451,I01,10-18-2016 10:52:58,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
452,I01,10-18-2016 10:52:56,-200,-66,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
453,I01,10-18-2016 10:52:54,-200,-71,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
454,I01,10-18-2016 10:52:52,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
455,I01,10-18-2016 10:52:50,-200,-69,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
456,J01,10-18-2016 10:52:48,-200,-67,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
457,J01,10-18-2016 10:52:46,-200,-200,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200
458,J01,10-18-2016 10:52:44,-200,-65,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
459,J01,10-18-2016 10:52:42,-200,-78,-200,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200
460,I02,10-18-2016 10:52:40,-200,-64,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
461,I02,10-18-2016 10:52:38,-200,-66,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
462,I02,10-18-2016 10:52:36,-200,-65,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
463,I02,10-18-2016 10:52:34,-200,-65,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
464,I02,10-18-2016 10:52:32,-200,-66,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
465,I02,10-18-2016 10:52:30,-200,-73,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
466,J02,10-18-2016 10:52:28,-200,-71,-81,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
467,J02,10-18-2016 10:52:26,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
468,J02,10-18-2016 10:52:24,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
469,J02,10-18-2016 10:52:22,-200,-67,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
470,K01,10-18-2016 10:52:20,-200,-200,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200
471,K02,10-18-2016 10:52:18,-200,-83,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
472,K02,10-18-2016 10:52:16,-200,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
473,K02,10-18-2016 10:52:14,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
474,L01,10-18-2016 10:52:12,-200,-200,-80,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200
475,L01,10-18-2016 10:52:10,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
476,L01,10-18-2016 10:52:08,-200,-80,-79,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
477,L02,10-18-2016 10:52:06,-200,-200,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200
478,L02,10-18-2016 10:52:04,-200,-200,-200,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200
479,L02,10-18-2016 10:52:02,-200,-200,-200,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200
480,M01,10-18-2016 10:52:00,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
481,M01,10-18-2016 10:51:58,-200,-200,-76,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200
482,M01,10-18-2016 10:51:56,-200,-200,-79,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
483,M01,10-18-2016 10:51:54,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
484,M01,10-18-2016 10:51:52,-200,-200,-79,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
485,M02,10-18-2016 10:51:50,-200,-200,-80,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200
486,M02,10-18-2016 10:51:48,-200,-200,-200,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200
