,quarter,stock,date,open,high,low,close,volume,percent_change_price,percent_change_volume_over_last_wk,previous_weeks_volume,next_weeks_open,next_weeks_close,percent_change_next_weeks_price,days_to_next_dividend,percent_return_next_dividend
167,1,INTC,3/25/2011,$19.90,$20.60,$19.88,$20.37,229150771,2.3618099999999997,-34.04330333,347426088.0,$20.44,$19.72,-3.5225,40,0.883652
168,1,JNJ,1/7/2011,$62.63,$63.54,$62.53,$62.60,57774737,-0.0479004,,,$62.29,$62.55,0.41740200000000005,49,0.86262
169,1,JNJ,1/14/2011,$62.29,$62.98,$62.00,$62.55,34950419,0.41740200000000005,-39.50570645,57774737.0,$62.21,$62.66,0.723356,42,0.863309
170,1,JNJ,1/21/2011,$62.21,$63.25,$62.01,$62.66,47999880,0.723356,37.33706597,34950419.0,$62.56,$60.01,-4.07609,35,0.8617940000000001
171,1,JNJ,1/28/2011,$62.56,$62.72,$60.00,$60.01,86229071,-4.07609,79.64434703,47999880.0,$60.16,$60.84,1.13032,28,0.89985
172,1,JNJ,2/4/2011,$60.16,$60.99,$59.69,$60.84,63641929,1.13032,-26.19434692,86229071.0,$60.88,$60.70,-0.295664,21,0.887574
173,1,JNJ,2/11/2011,$60.88,$61.17,$60.42,$60.70,42897125,-0.295664,-32.596127,63641929.0,$60.69,$61.11,0.692042,14,0.8896209999999999
174,1,JNJ,2/18/2011,$60.69,$61.11,$60.33,$61.11,33273371,0.692042,-22.43449648,42897125.0,$60.68,$59.64,-1.7139099999999998,7,0.883652
175,1,JNJ,2/25/2011,$60.68,$61.08,$59.36,$59.64,46786798,-1.7139099999999998,40.61333912,33273371.0,$59.93,$61.06,1.88553,0,0.905433
176,1,JNJ,3/4/2011,$59.93,$61.50,$59.77,$61.06,63576642,1.88553,35.88585823,46786798.0,$61.09,$59.69,-2.2917,83,0.933508
177,1,JNJ,3/11/2011,$61.09,$61.10,$59.11,$59.69,53844149,-2.2917,-15.30828413,63576642.0,$59.49,$58.57,-1.5464799999999999,76,0.9549340000000001
178,1,JNJ,3/18/2011,$59.49,$59.49,$57.50,$58.57,71716802,-1.5464799999999999,33.19330574,53844149.0,$58.67,$58.98,0.528379,69,0.973194
179,1,JNJ,3/25/2011,$58.67,$59.16,$58.50,$58.98,47498000,0.528379,-33.77005294,71716802.0,$58.98,$59.49,0.8647,62,0.9664290000000001
180,1,JPM,1/7/2011,$43.00,$44.95,$42.64,$43.64,234547885,1.48837,,,$43.27,$44.91,3.79015,87,0.572869
181,1,JPM,1/14/2011,$43.27,$44.97,$43.00,$44.91,144662779,3.79015,-38.32271009,234547885.0,$45.02,$45.29,0.599733,80,0.556669
182,1,JPM,1/21/2011,$45.02,$45.54,$43.60,$45.29,182971761,0.599733,26.48157478,144662779.0,$45.21,$44.54,-1.48197,73,0.551998
183,1,JPM,1/28/2011,$45.21,$45.88,$44.26,$44.54,154832501,-1.48197,-15.37901797,182971761.0,$44.41,$44.59,0.405314,66,0.561293
184,1,JPM,2/4/2011,$44.41,$46.00,$44.30,$44.59,137430065,0.405314,-11.23952393,154832501.0,$44.75,$46.57,4.06704,59,0.560664
185,1,JPM,2/11/2011,$44.75,$46.89,$44.65,$46.57,162434145,4.06704,18.19403927,137430065.0,$46.00,$48.00,4.34783,52,0.536826
186,1,JPM,2/18/2011,$46.00,$48.00,$46.00,$48.00,131941706,4.34783,-18.77218549,162434145.0,$47.20,$46.68,-1.10169,45,0.520833
187,1,JPM,2/25/2011,$47.20,$47.27,$45.21,$46.68,139540125,-1.10169,5.758921292,131941706.0,$46.81,$45.52,-2.75582,38,0.535561
188,1,JPM,3/4/2011,$46.81,$47.18,$45.07,$45.52,139051830,-2.75582,-0.349931606,139540125.0,$45.62,$45.74,0.26304299999999997,31,0.5492090000000001
189,1,JPM,3/11/2011,$45.62,$47.10,$44.76,$45.74,140414285,0.26304299999999997,0.9798181009999999,139051830.0,$45.42,$45.74,0.704535,24,0.546568
190,1,JPM,3/18/2011,$45.42,$46.18,$43.40,$45.74,226413618,0.704535,61.24685462,140414285.0,$46.28,$45.86,-0.9075190000000001,17,0.546568
191,1,JPM,3/25/2011,$46.28,$46.38,$44.77,$45.86,117959443,-0.9075190000000001,-47.900906299999995,226413618.0,$46.10,$46.35,0.542299,10,0.545137
192,1,KRFT,1/7/2011,$31.76,$31.76,$31.14,$31.19,44971770,-1.7947099999999998,,,$30.91,$31.34,1.39114,81,0.9297850000000001
193,1,KRFT,1/14/2011,$30.91,$31.72,$30.89,$31.34,24955086,1.39114,-44.50944226,44971770.0,$31.41,$31.35,-0.191022,74,0.925335
194,1,KRFT,1/21/2011,$31.41,$31.52,$30.89,$31.35,41200255,-0.191022,65.09762779,24955086.0,$31.39,$30.53,-2.7397299999999998,67,0.92504
195,1,KRFT,1/28/2011,$31.39,$31.77,$30.50,$30.53,55657855,-2.7397299999999998,35.09104495,41200255.0,$30.53,$31.19,2.16181,60,0.9498850000000001
196,1,KRFT,2/4/2011,$30.53,$31.22,$30.21,$31.19,34764359,2.16181,-37.53916855,55657855.0,$31.18,$30.66,-1.6677400000000002,53,0.9297850000000001
197,1,KRFT,2/11/2011,$31.18,$31.25,$30.24,$30.66,65912258,-1.6677400000000002,89.59721938,34764359.0,$30.67,$30.91,0.782524,46,0.945858
198,1,KRFT,2/18/2011,$30.67,$30.93,$30.26,$30.91,38172345,0.782524,-42.08612152,65912258.0,$30.72,$31.71,3.22266,39,0.938208
199,1,KRFT,2/25/2011,$30.72,$32.20,$30.66,$31.71,50462721,3.22266,32.19706832,38172345.0,$31.82,$31.58,-0.754243,32,0.914538
200,1,KRFT,3/4/2011,$31.82,$31.88,$31.28,$31.58,55211152,-0.754243,9.409779944,50462721.0,$31.56,$31.70,0.44359899999999997,25,0.9183030000000001
201,1,KRFT,3/11/2011,$31.56,$31.79,$31.18,$31.70,41766976,0.44359899999999997,-24.3504718,55211152.0,$31.51,$30.99,-1.6502700000000001,18,0.9148270000000001
202,1,KRFT,3/18/2011,$31.51,$31.60,$30.45,$30.99,51736270,-1.6502700000000001,23.86884317,41766976.0,$30.78,$31.26,1.55945,11,0.935786
203,1,KRFT,3/25/2011,$30.78,$31.49,$30.43,$31.26,41958399,1.55945,-18.899451000000003,51736270.0,$31.35,$31.61,0.8293459999999999,4,0.927703
204,1,KO,1/7/2011,$65.88,$65.88,$62.56,$62.92,59802189,-4.49302,,,$62.70,$63.13,0.685805,63,0.74698
205,1,KO,1/14/2011,$62.70,$63.86,$62.56,$63.13,31297830,0.685805,-47.664407399999995,59802189.0,$63.21,$62.77,-0.696092,56,0.744496
206,1,KO,1/21/2011,$63.21,$63.92,$62.72,$62.77,36000586,-0.696092,15.02582128,31297830.0,$62.87,$62.21,-1.04979,49,0.748765
207,1,KO,1/28/2011,$62.87,$63.31,$62.14,$62.21,42141599,-1.04979,17.05809178,36000586.0,$62.32,$62.56,0.38510900000000003,42,0.755506
208,1,KO,2/4/2011,$62.32,$63.48,$61.89,$62.56,34863226,0.38510900000000003,-17.27123121,42141599.0,$62.67,$63.57,1.4360899999999999,35,0.751279
209,1,KO,2/11/2011,$62.67,$64.75,$62.32,$63.57,46269528,1.4360899999999999,32.71728784,34863226.0,$63.67,$64.55,1.3821299999999999,28,0.739342
210,1,KO,2/18/2011,$63.67,$64.72,$62.55,$64.55,29937386,1.3821299999999999,-35.29783576,46269528.0,$63.36,$64.31,1.49937,21,0.728118
211,1,KO,2/25/2011,$63.36,$64.40,$63.33,$64.31,32331825,1.49937,7.998156552,29937386.0,$64.17,$65.21,1.62069,14,0.730835
212,1,KO,3/4/2011,$64.17,$65.87,$63.86,$65.21,61665987,1.62069,90.72844481,32331825.0,$65.32,$64.81,-0.780772,7,0.7207479999999999
213,1,KO,3/11/2011,$65.32,$65.84,$64.47,$64.81,44560041,-0.780772,-27.73967763,61665987.0,$64.34,$62.70,-2.5489599999999997,0,0.725197
214,1,KO,3/18/2011,$64.34,$64.61,$61.29,$62.70,59542953,-2.5489599999999997,33.62409833,44560041.0,$63.13,$65.22,3.31063,87,0.7496010000000001
215,1,KO,3/25/2011,$63.13,$65.39,$63.05,$65.22,29853434,3.31063,-49.86235567,59542953.0,$65.20,$67.22,3.09816,80,0.720638
216,1,MCD,1/7/2011,$77.10,$77.59,$73.59,$74.37,85400677,-3.54086,,,$74.25,$74.06,-0.255892,49,0.8202229999999999
217,1,MCD,1/14/2011,$74.25,$74.49,$72.46,$74.06,44895850,-0.255892,-47.42916382,85400677.0,$74.65,$75.01,0.48225100000000004,42,0.8236559999999999
218,1,MCD,1/21/2011,$74.65,$75.75,$74.31,$75.01,40056497,0.48225100000000004,-10.77906533,44895850.0,$74.25,$73.28,-1.3064,35,0.813225
219,1,MCD,1/28/2011,$74.25,$75.85,$73.05,$73.28,46734907,-1.3064,16.67247638,40056497.0,$73.80,$74.05,0.338753,28,0.8324239999999999
220,1,MCD,2/4/2011,$73.80,$74.50,$73.08,$74.05,41519549,0.338753,-11.15944876,46734907.0,$74.13,$76.14,2.71145,21,0.8237680000000001
221,1,MCD,2/11/2011,$74.13,$76.32,$73.30,$76.14,39363816,2.71145,-5.192091561,41519549.0,$76.07,$76.13,0.07887469999999999,14,0.8011560000000001
222,1,MCD,2/18/2011,$76.07,$76.45,$75.70,$76.13,16734140,0.07887469999999999,-57.48852195,39363816.0,$75.95,$74.44,-1.98815,7,0.801261
223,1,MCD,2/25/2011,$75.95,$76.45,$74.42,$74.44,27881213,-1.98815,66.61276289,16734140.0,$74.51,$76.03,2.03999,0,0.8194520000000001
224,1,MCD,3/4/2011,$74.51,$76.63,$73.64,$76.03,41047787,2.03999,47.22382057,27881213.0,$76.38,$76.73,0.45823500000000006,84,0.802315
225,1,MCD,3/11/2011,$76.38,$77.25,$74.97,$76.73,34855064,0.45823500000000006,-15.08661843,41047787.0,$76.10,$72.99,-4.08673,77,0.794995
226,1,MCD,3/18/2011,$76.10,$76.41,$72.89,$72.99,40853280,-4.08673,17.20902306,34855064.0,$73.50,$75.25,2.38095,70,0.835731
227,1,MCD,3/25/2011,$73.50,$75.75,$73.38,$75.25,23877441,2.38095,-41.55318496,40853280.0,$75.55,$75.99,0.582396,63,0.810631
228,1,MMM,1/7/2011,$86.75,$87.90,$85.63,$86.23,16166921,-0.599424,,,$85.70,$88.10,2.8004700000000002,40,0.637829
229,1,MMM,1/14/2011,$85.70,$88.80,$85.70,$88.10,11585909,2.8004700000000002,-28.33571092,16166921.0,$87.84,$89.29,1.65073,33,0.624291
230,1,MMM,1/21/2011,$87.84,$89.39,$87.25,$89.29,10705548,1.65073,-7.5985492379999995,11585909.0,$89.21,$87.44,-1.9840799999999998,26,0.61597
231,1,MMM,1/28/2011,$89.21,$90.50,$87.20,$87.44,26110543,-1.9840799999999998,143.8973045,10705548.0,$87.93,$88.29,0.40941700000000003,19,0.629003
232,1,MMM,2/4/2011,$87.93,$88.45,$87.31,$88.29,14960948,0.40941700000000003,-42.70150567,26110543.0,$88.17,$91.80,4.11705,12,0.622947
233,1,MMM,2/11/2011,$88.17,$91.95,$87.81,$91.80,16315175,4.11705,9.051745919,14960948.0,$91.72,$92.96,1.35194,5,0.599129
234,1,MMM,2/18/2011,$91.72,$92.96,$91.00,$92.96,13431331,1.35194,-17.675838600000002,16315175.0,$92.73,$90.25,-2.67443,89,0.5916520000000001
235,1,MMM,2/25/2011,$92.73,$93.65,$89.27,$90.25,17249356,-2.67443,28.42625947,13431331.0,$91.90,$92.19,0.31556,82,0.609418
236,1,MMM,3/4/2011,$91.90,$93.40,$90.24,$92.19,17453306,0.31556,1.1823629820000001,17249356.0,$92.58,$91.61,-1.04774,75,0.596594
237,1,MMM,3/11/2011,$92.58,$94.16,$89.71,$91.61,18144593,-1.04774,3.9607796939999997,17453306.0,$91.21,$88.98,-2.4449099999999997,68,0.600371
238,1,MMM,3/18/2011,$91.21,$91.21,$86.91,$88.98,23633329,-2.4449099999999997,30.24998136,18144593.0,$90.27,$92.27,2.21558,61,0.618116
239,1,MMM,3/25/2011,$90.27,$92.98,$90.17,$92.27,14970403,2.21558,-36.65554692,23633329.0,$92.42,$93.13,0.768232,54,0.5960770000000001
240,1,MRK,1/7/2011,$36.29,$37.35,$35.85,$37.35,72760487,2.9209099999999997,,,$37.26,$34.23,-8.13204,63,1.0174
241,1,MRK,1/14/2011,$37.26,$37.61,$34.23,$34.23,108158891,-8.13204,48.65058696,72760487.0,$34.07,$33.90,-0.49897299999999994,56,1.11014
242,1,MRK,1/21/2011,$34.07,$34.30,$33.48,$33.90,131132702,-0.49897299999999994,21.24079749,108158891.0,$33.99,$33.07,-2.70668,49,1.12094
243,1,MRK,1/28/2011,$33.99,$33.99,$33.00,$33.07,110066602,-2.70668,-16.06471893,131132702.0,$33.29,$32.89,-1.20156,42,1.1490799999999999
244,1,MRK,2/4/2011,$33.29,$34.04,$32.51,$32.89,114880019,-1.20156,4.373185792,110066602.0,$32.94,$33.07,0.39465700000000004,35,1.15537
245,1,MRK,2/11/2011,$32.94,$33.30,$32.74,$33.07,62039482,0.39465700000000004,-45.99628156,114880019.0,$32.97,$32.85,-0.363967,28,1.1490799999999999
246,1,MRK,2/18/2011,$32.97,$33.19,$32.65,$32.85,54419625,-0.363967,-12.28227051,62039482.0,$32.75,$32.19,-1.70992,21,1.15677
247,1,MRK,2/25/2011,$32.75,$32.80,$31.85,$32.19,57467917,-1.70992,5.601457195,54419625.0,$32.20,$33.06,2.67081,14,1.18049
248,1,MRK,3/4/2011,$32.20,$33.36,$32.19,$33.06,128028062,2.67081,122.78180359999999,57467917.0,$33.00,$32.73,-0.818182,7,1.14943
249,1,MRK,3/11/2011,$33.00,$33.48,$32.45,$32.73,91319466,-0.818182,-28.67230467,128028062.0,$32.50,$31.91,-1.81538,0,1.16101
250,1,MRK,3/18/2011,$32.50,$32.60,$31.06,$31.91,86394177,-1.81538,-5.393471092,91319466.0,$32.09,$32.57,1.49579,87,1.19085
251,1,MRK,3/25/2011,$32.09,$32.90,$32.04,$32.57,66135182,1.49579,-23.44949128,86394177.0,$32.54,$33.07,1.62876,80,1.16672
252,1,MSFT,1/7/2011,$28.05,$28.85,$27.77,$28.60,328646154,1.96078,,,$28.20,$28.30,0.35461,39,0.559441
253,1,MSFT,1/14/2011,$28.20,$28.50,$28.00,$28.30,227601331,0.35461,-30.74577985,328646154.0,$28.16,$28.02,-0.497159,32,0.565371
254,1,MSFT,1/21/2011,$28.16,$28.74,$28.02,$28.02,220040646,-0.497159,-3.321898412,227601331.0,$28.02,$27.75,-0.9635969999999999,25,0.571021
255,1,MSFT,1/28/2011,$28.02,$29.46,$27.45,$27.75,457318851,-0.9635969999999999,107.83380679999999,220040646.0,$27.77,$27.77,0.0,18,0.576577
256,1,MSFT,2/4/2011,$27.77,$28.11,$27.42,$27.77,274432773,0.0,-39.99093359,457318851.0,$27.80,$27.25,-1.97842,11,0.5761609999999999
257,1,MSFT,2/11/2011,$27.80,$28.34,$27.07,$27.25,317408348,-1.97842,15.65978237,274432773.0,$27.20,$27.06,-0.514706,4,0.587156
258,1,MSFT,2/18/2011,$27.20,$27.37,$26.60,$27.06,228916129,-0.514706,-27.87961298,317408348.0,$26.78,$26.55,-0.85885,88,0.591279
259,1,MSFT,2/25/2011,$26.78,$27.10,$26.43,$26.55,238628349,-0.85885,4.242697988,228916129.0,$26.69,$25.95,-2.77257,81,0.602637
260,1,MSFT,3/4/2011,$26.69,$26.86,$25.80,$25.95,298801508,-2.77257,25.2162659,238628349.0,$26.13,$25.68,-1.72216,74,0.61657
261,1,MSFT,3/11/2011,$26.13,$26.27,$25.35,$25.68,271799244,-1.72216,-9.036856667999999,298801508.0,$25.49,$24.80,-2.7069400000000003,67,0.623053
262,1,MSFT,3/18/2011,$25.49,$25.76,$24.68,$24.80,379216242,-2.7069400000000003,39.52071257,271799244.0,$25.18,$25.62,1.74742,60,0.645161
263,1,MSFT,3/25/2011,$25.18,$25.95,$25.15,$25.62,217545216,1.74742,-42.63293817,379216242.0,$25.66,$25.48,-0.701481,53,0.624512
264,1,PFE,1/7/2011,$17.70,$18.38,$17.62,$18.34,386804789,3.61582,,,$18.22,$18.34,0.658617,26,1.09051
265,1,PFE,1/14/2011,$18.22,$18.48,$18.13,$18.34,218359623,0.658617,-43.54784915,386804789.0,$18.35,$18.36,0.05449590000000001,19,1.09051
266,1,PFE,1/21/2011,$18.35,$18.49,$18.02,$18.36,159663706,0.05449590000000001,-26.88038942,218359623.0,$18.33,$18.15,-0.9819969999999999,12,1.08932
267,1,PFE,1/28/2011,$18.33,$18.76,$18.14,$18.15,277157388,-0.9819969999999999,73.58822173,159663706.0,$18.19,$19.30,6.10225,5,1.1019299999999999
268,1,PFE,2/4/2011,$18.19,$19.39,$18.16,$19.30,358819619,6.10225,29.46420862,277157388.0,$19.27,$18.83,-2.28334,96,1.03627
269,1,PFE,2/11/2011,$19.27,$19.30,$18.62,$18.83,180912039,-2.28334,-49.58134131,358819619.0,$18.82,$19.19,1.9659900000000001,89,1.06213
270,1,PFE,2/18/2011,$18.82,$19.39,$18.72,$19.19,153153528,1.9659900000000001,-15.34365051,180912039.0,$18.88,$18.86,-0.105932,82,1.04221
271,1,PFE,2/25/2011,$18.88,$19.13,$18.67,$18.86,177077740,-0.105932,15.6210649,153153528.0,$18.95,$19.66,3.7467,75,1.06045
272,1,PFE,3/4/2011,$18.95,$19.90,$18.90,$19.66,257979737,3.7467,45.68727667,177077740.0,$19.64,$19.47,-0.8655799999999999,68,1.01729
273,1,PFE,3/11/2011,$19.64,$19.75,$19.30,$19.47,195391037,-0.8655799999999999,-24.26109148,257979737.0,$19.45,$20.18,3.7532099999999997,61,1.02722
274,1,PFE,3/18/2011,$19.45,$20.29,$19.15,$20.18,457640533,3.7532099999999997,134.2177717,195391037.0,$20.32,$20.35,0.14763800000000002,54,0.99108
275,1,PFE,3/25/2011,$20.32,$20.50,$19.74,$20.35,215914627,0.14763800000000002,-52.82003856,457640533.0,$20.42,$20.38,-0.19588599999999998,47,0.982801
276,1,PG,1/7/2011,$64.39,$65.08,$64.00,$64.50,52323352,0.17083399999999999,,,$64.40,$65.53,1.7546599999999999,12,0.744186
277,1,PG,1/14/2011,$64.40,$65.53,$63.40,$65.53,41932473,1.7546599999999999,-19.85897043,52323352.0,$65.65,$65.91,0.39604,5,0.7324890000000001
278,1,PG,1/21/2011,$65.65,$65.95,$65.05,$65.91,46213962,0.39604,10.21043762,41932473.0,$65.90,$64.20,-2.57967,96,0.804127
279,1,PG,1/28/2011,$65.90,$66.95,$63.14,$64.20,70042160,-2.57967,51.56060413,46213962.0,$64.35,$63.61,-1.14996,89,0.8255450000000001
280,1,PG,2/4/2011,$64.35,$64.36,$62.30,$63.61,57201539,-1.14996,-18.33270276,70042160.0,$63.95,$64.73,1.2197,82,0.833202
281,1,PG,2/11/2011,$63.95,$64.97,$63.80,$64.73,51999812,1.2197,-9.093683651000001,57201539.0,$64.80,$64.30,-0.771605,75,0.818786
282,1,PG,2/18/2011,$64.80,$64.80,$63.40,$64.30,36098973,-0.771605,-30.57864709,51999812.0,$63.73,$62.84,-1.39652,68,0.824261
283,1,PG,2/25/2011,$63.73,$64.40,$62.53,$62.84,47748854,-1.39652,32.2720566,36098973.0,$62.80,$62.03,-1.22611,61,0.843412
284,1,PG,3/4/2011,$62.80,$63.65,$61.56,$62.03,59801160,-1.22611,25.2410372,47748854.0,$62.00,$61.49,-0.8225809999999999,54,0.854425
285,1,PG,3/11/2011,$62.00,$62.30,$61.12,$61.49,52731797,-0.8225809999999999,-11.82144795,59801160.0,$61.04,$60.60,-0.720839,47,0.8619290000000001
286,1,PG,3/18/2011,$61.04,$61.39,$59.70,$60.60,66311521,-0.720839,25.75243927,52731797.0,$60.96,$60.88,-0.131234,40,0.8745870000000001
287,1,PG,3/25/2011,$60.96,$61.52,$60.54,$60.88,41351155,-0.131234,-37.64106994,66311521.0,$61.08,$62.08,1.6372,33,0.8705649999999999
288,1,T,1/7/2011,$29.68,$30.10,$28.66,$28.85,157834347,-2.7965,,,$28.54,$28.43,-0.385424,30,1.4904700000000002
289,1,T,1/14/2011,$28.54,$28.61,$27.71,$28.43,170616350,-0.385424,8.098365941,157834347.0,$28.55,$28.33,-0.770578,23,1.51249
290,1,T,1/21/2011,$28.55,$28.59,$28.15,$28.33,130584257,-0.770578,-23.46322202,170616350.0,$28.46,$27.49,-3.40829,16,1.51783
291,1,T,1/28/2011,$28.46,$28.95,$27.41,$27.49,171464186,-3.40829,31.30540384,130584257.0,$27.42,$27.97,2.00584,9,1.56421
292,1,T,2/4/2011,$27.42,$28.06,$27.20,$27.97,118469916,2.00584,-30.90690321,171464186.0,$27.97,$28.47,1.7876299999999998,2,1.53736
293,1,T,2/11/2011,$27.97,$28.59,$27.63,$28.47,128889979,1.7876299999999998,8.795535062,118469916.0,$28.40,$28.57,0.598592,54,1.5103600000000001
294,1,T,2/18/2011,$28.40,$28.57,$28.00,$28.57,88244232,0.598592,-31.53522664,128889979.0,$28.32,$28.13,-0.670904,47,1.50508
295,1,T,2/25/2011,$28.32,$28.42,$27.61,$28.13,94960503,-0.670904,7.611002836,88244232.0,$28.25,$27.92,-1.16814,40,1.52862
296,1,T,3/4/2011,$28.25,$28.53,$27.79,$27.92,118740085,-1.16814,25.04155017,94960503.0,$27.95,$28.46,1.8246900000000001,33,1.54011
297,1,T,3/11/2011,$27.95,$28.89,$27.73,$28.46,139153253,1.8246900000000001,17.19147161,118740085.0,$28.32,$27.94,-1.34181,26,1.51089
298,1,T,3/18/2011,$28.32,$28.42,$27.27,$27.94,153806769,-1.34181,10.53048756,139153253.0,$28.77,$28.85,0.278067,19,1.53901
299,1,T,3/25/2011,$28.77,$29.10,$27.95,$28.85,169105318,0.278067,9.946603195,153806769.0,$29.02,$30.62,5.51344,12,1.4904700000000002
300,1,TRV,1/7/2011,$56.09,$56.34,$52.88,$53.33,20010115,-4.92066,,,$53.12,$54.63,2.84262,60,0.675042
301,1,TRV,1/14/2011,$53.12,$54.84,$52.96,$54.63,14820631,2.84262,-25.93430373,20010115.0,$54.62,$55.00,0.695716,53,0.658979
302,1,TRV,1/21/2011,$54.62,$55.24,$54.07,$55.00,13631048,0.695716,-8.026534092999999,14820631.0,$55.14,$55.81,1.21509,46,0.6545449999999999
303,1,TRV,1/28/2011,$55.14,$57.78,$54.97,$55.81,26595621,1.21509,95.11061072,13631048.0,$55.81,$57.41,2.86687,39,0.645046
304,1,TRV,2/4/2011,$55.81,$57.52,$55.81,$57.41,27494461,2.86687,3.379654117,26595621.0,$57.32,$58.99,2.9134700000000002,32,0.6270680000000001
305,1,TRV,2/11/2011,$57.32,$59.12,$56.97,$58.99,19539527,2.9134700000000002,-28.93286033,27494461.0,$58.84,$60.92,3.5350099999999998,25,0.610273
306,1,TRV,2/18/2011,$58.84,$60.92,$58.53,$60.92,14107769,3.5350099999999998,-27.79882031,19539527.0,$60.60,$59.60,-1.6501599999999998,18,0.590939
307,1,TRV,2/25/2011,$60.60,$61.15,$59.05,$59.60,20849299,-1.6501599999999998,47.78593979,14107769.0,$59.60,$59.18,-0.7046979999999999,11,0.6040270000000001
308,1,TRV,3/4/2011,$59.60,$60.02,$58.53,$59.18,20284170,-0.7046979999999999,-2.710541971,20849299.0,$59.26,$58.88,-0.641242,4,0.608314
309,1,TRV,3/11/2011,$59.26,$59.72,$57.88,$58.88,15980871,-0.641242,-21.21506081,20284170.0,$58.47,$58.06,-0.701214,89,0.696332
310,1,TRV,3/18/2011,$58.47,$59.51,$57.51,$58.06,24832210,-0.701214,55.38708747,15980871.0,$58.44,$58.98,0.924025,82,0.706166
311,1,TRV,3/25/2011,$58.44,$59.28,$57.99,$58.98,14126721,0.924025,-43.11130181,24832210.0,$59.09,$59.71,1.04925,75,0.6951510000000001
312,1,UTX,1/7/2011,$79.19,$79.75,$78.40,$79.08,15797841,-0.138906,,,$78.27,$79.08,1.03488,40,0.5437529999999999
313,1,UTX,1/14/2011,$78.27,$79.90,$77.81,$79.08,12713121,1.03488,-19.52621247,15797841.0,$79.28,$80.20,1.16044,33,0.5437529999999999
314,1,UTX,1/21/2011,$79.28,$80.50,$78.98,$80.20,16471934,1.16044,29.56640623,12713121.0,$80.26,$81.43,1.45776,26,0.5361600000000001
315,1,UTX,1/28/2011,$80.26,$83.08,$80.26,$81.43,23565688,1.45776,43.06570194,16471934.0,$81.80,$82.52,0.8801959999999999,19,0.528061
316,1,UTX,2/4/2011,$81.80,$82.60,$80.66,$82.52,15689029,0.8801959999999999,-33.42426922,23565688.0,$82.85,$85.20,2.83645,12,0.5210859999999999
317,1,UTX,2/11/2011,$82.85,$85.46,$82.73,$85.20,16641148,2.83645,6.06869297,15689029.0,$85.07,$85.01,-0.0705302,5,0.504695
318,1,UTX,2/18/2011,$85.07,$85.44,$84.25,$85.01,11922670,-0.0705302,-28.35428181,16641148.0,$84.54,$83.37,-1.38396,89,0.564639
319,1,UTX,2/25/2011,$84.54,$84.69,$81.81,$83.37,15551183,-1.38396,30.43372835,11922670.0,$83.58,$82.86,-0.86145,82,0.575747
320,1,UTX,3/4/2011,$83.58,$84.24,$81.42,$82.86,19167224,-0.86145,23.25251397,15551183.0,$83.03,$81.28,-2.10767,75,0.57929
321,1,UTX,3/11/2011,$83.03,$84.05,$80.26,$81.28,22004496,-2.10767,14.80272782,19167224.0,$80.74,$80.16,-0.718355,68,0.590551
322,1,UTX,3/18/2011,$80.74,$81.23,$77.05,$80.16,26234929,-0.718355,19.22531195,22004496.0,$81.30,$83.52,2.73063,61,0.5988020000000001
323,1,UTX,3/25/2011,$81.30,$83.59,$80.57,$83.52,19032729,2.73063,-27.452713899999996,26234929.0,$83.75,$85.32,1.87463,54,0.574713
324,1,VZ,1/7/2011,$36.06,$37.70,$35.41,$35.93,141938064,-0.36051,,,$36.55,$35.46,-2.98222,89,1.36376
325,1,VZ,1/14/2011,$36.55,$36.58,$34.98,$35.46,130610954,-2.98222,-7.980318796000001,141938064.0,$35.38,$34.95,-1.21538,82,1.38184
326,1,VZ,1/21/2011,$35.38,$35.51,$34.35,$34.95,108296302,-1.21538,-17.08482429,130610954.0,$34.88,$35.63,2.15023,75,1.402
327,1,VZ,1/28/2011,$34.88,$36.59,$34.88,$35.63,124127036,2.15023,14.61798206,108296302.0,$35.64,$36.31,1.8799099999999997,68,1.37525
328,1,VZ,2/4/2011,$35.64,$36.48,$35.38,$36.31,72890565,1.8799099999999997,-41.277446600000005,124127036.0,$36.30,$36.39,0.24793400000000002,61,1.3494899999999999
329,1,VZ,2/11/2011,$36.30,$36.77,$35.77,$36.39,78429505,0.24793400000000002,7.5989807460000005,72890565.0,$36.31,$36.62,0.853759,54,1.3465200000000002
330,1,VZ,2/18/2011,$36.31,$36.62,$35.66,$36.62,68915874,0.853759,-12.13016836,78429505.0,$36.24,$35.97,-0.745033,47,1.33807
331,1,VZ,2/25/2011,$36.24,$36.32,$35.34,$35.97,57673647,-0.745033,-16.31297167,68915874.0,$36.06,$36.08,0.055463099999999994,40,1.36225
332,1,VZ,3/4/2011,$36.06,$36.94,$35.85,$36.08,80086312,0.055463099999999994,38.86118906,57673647.0,$36.13,$35.85,-0.774979,33,1.35809
333,1,VZ,3/11/2011,$36.13,$36.65,$35.65,$35.85,66137992,-0.774979,-17.41660922,80086312.0,$35.74,$35.84,0.27979899999999996,26,1.36681
334,1,VZ,3/18/2011,$35.74,$35.84,$33.36,$35.84,124202175,0.27979899999999996,87.7924794,66137992.0,$36.66,$37.29,1.71849,19,1.36719
335,1,VZ,3/25/2011,$36.66,$37.32,$36.37,$37.29,79604168,1.71849,-35.90758938,124202175.0,$37.44,$38.47,2.75107,12,1.31403
