,SystemCodeNumber,Capacity,Occupancy,LastUpdated
8817,BHMBRTARC01,496,373,2016-12-17 14:30:19
8818,BHMBRTARC01,496,377,2016-12-17 15:03:18
8819,BHMBRTARC01,496,386,2016-12-17 15:30:19
8820,BHMBRTARC01,496,388,2016-12-17 15:57:15
8821,BHMBRTARC01,496,395,2016-12-17 16:30:16
8822,BHMBRTARC01,496,395,2016-12-18 08:03:24
8823,BHMBRTARC01,496,394,2016-12-18 08:30:20
8824,BHMBRTARC01,496,393,2016-12-18 08:56:20
8825,BHMBRTARC01,496,392,2016-12-18 09:30:21
8826,BHMBRTARC01,496,387,2016-12-18 09:56:24
8827,BHMBRTARC01,496,385,2016-12-18 10:30:23
8828,BHMBRTARC01,496,380,2016-12-18 11:03:25
8829,BHMBRTARC01,496,374,2016-12-18 11:30:22
8830,BHMBRTARC01,496,368,2016-12-18 12:03:23
8831,BHMBRTARC01,496,360,2016-12-18 12:30:25
8832,BHMBRTARC01,496,355,2016-12-18 12:56:26
8833,BHMBRTARC01,496,352,2016-12-18 13:30:26
8834,BHMBRTARC01,496,352,2016-12-18 14:03:26
8835,BHMBRTARC01,496,361,2016-12-18 14:30:27
8836,BHMBRTARC01,496,361,2016-12-18 14:56:25
8837,BHMBRTARC01,496,361,2016-12-18 15:30:24
8838,BHMBRTARC01,496,365,2016-12-18 16:03:27
8839,BHMBRTARC01,496,364,2016-12-18 16:30:25
8840,BHMEURBRD01,470,117,2016-10-04 07:59:42
8841,BHMEURBRD01,470,174,2016-10-04 08:25:42
8842,BHMEURBRD01,470,269,2016-10-04 08:59:42
8843,BHMEURBRD01,470,351,2016-10-04 09:32:46
8844,BHMEURBRD01,470,397,2016-10-04 09:59:48
8845,BHMEURBRD01,470,430,2016-10-04 10:26:49
8846,BHMEURBRD01,470,458,2016-10-04 10:59:48
8847,BHMEURBRD01,470,464,2016-10-04 11:25:47
8848,BHMEURBRD01,470,460,2016-10-04 11:59:44
8849,BHMEURBRD01,470,464,2016-10-04 12:29:45
8850,BHMEURBRD01,470,458,2016-10-04 13:02:48
8851,BHMEURBRD01,470,450,2016-10-04 13:29:45
8852,BHMEURBRD01,470,446,2016-10-04 14:02:47
8853,BHMEURBRD01,470,433,2016-10-04 14:29:49
8854,BHMEURBRD01,470,426,2016-10-04 14:57:13
8855,BHMEURBRD01,470,411,2016-10-04 15:30:14
8856,BHMEURBRD01,470,376,2016-10-04 16:04:12
8857,BHMEURBRD01,470,325,2016-10-04 16:31:14
8858,BHMEURBRD01,470,127,2016-10-05 07:57:17
8859,BHMEURBRD01,470,201,2016-10-05 08:30:15
8860,BHMEURBRD01,470,283,2016-10-05 09:04:19
8861,BHMEURBRD01,470,347,2016-10-05 09:30:15
8862,BHMEURBRD01,470,383,2016-10-05 10:04:15
8863,BHMEURBRD01,470,404,2016-10-05 10:30:17
8864,BHMEURBRD01,470,420,2016-10-05 11:04:19
8865,BHMEURBRD01,470,429,2016-10-05 11:30:18
8866,BHMEURBRD01,470,447,2016-10-05 12:04:14
8867,BHMEURBRD01,470,450,2016-10-05 12:30:16
8868,BHMEURBRD01,470,451,2016-10-05 12:57:15
8869,BHMEURBRD01,470,454,2016-10-05 13:30:19
8870,BHMEURBRD01,470,455,2016-10-05 13:57:20
8871,BHMEURBRD01,470,447,2016-10-05 14:30:17
8872,BHMEURBRD01,470,435,2016-10-05 14:57:19
8873,BHMEURBRD01,470,403,2016-10-05 15:30:15
8874,BHMEURBRD01,470,374,2016-10-05 16:04:18
8875,BHMEURBRD01,470,335,2016-10-05 16:30:17
8876,BHMEURBRD01,470,128,2016-10-06 07:57:25
8877,BHMEURBRD01,470,199,2016-10-06 08:30:20
8878,BHMEURBRD01,470,284,2016-10-06 08:57:22
8879,BHMEURBRD01,470,337,2016-10-06 09:30:20
8880,BHMEURBRD01,470,388,2016-10-06 10:03:20
8881,BHMEURBRD01,470,424,2016-10-06 10:30:20
8882,BHMEURBRD01,470,441,2016-10-06 10:57:20
8883,BHMEURBRD01,470,450,2016-10-06 11:30:22
8884,BHMEURBRD01,470,460,2016-10-06 12:04:24
8885,BHMEURBRD01,470,465,2016-10-06 12:30:24
8886,BHMEURBRD01,470,459,2016-10-06 12:57:21
8887,BHMEURBRD01,470,460,2016-10-06 13:30:21
8888,BHMEURBRD01,470,455,2016-10-06 13:57:22
8889,BHMEURBRD01,470,438,2016-10-06 14:30:23
8890,BHMEURBRD01,470,429,2016-10-06 15:04:22
8891,BHMEURBRD01,470,403,2016-10-06 15:31:22
8892,BHMEURBRD01,470,393,2016-10-06 16:04:23
8893,BHMEURBRD01,470,347,2016-10-06 16:30:27
8894,BHMEURBRD01,470,121,2016-10-07 08:03:27
8895,BHMEURBRD01,470,189,2016-10-07 08:30:27
8896,BHMEURBRD01,470,263,2016-10-07 09:04:13
8897,BHMEURBRD01,470,294,2016-10-07 09:30:27
8898,BHMEURBRD01,470,322,2016-10-07 09:57:27
8899,BHMEURBRD01,470,339,2016-10-07 10:30:27
8900,BHMEURBRD01,470,351,2016-10-07 10:57:30
8901,BHMEURBRD01,470,354,2016-10-07 11:30:28
8902,BHMEURBRD01,470,363,2016-10-07 12:03:29
8903,BHMEURBRD01,470,362,2016-10-07 12:30:28
8904,BHMEURBRD01,470,360,2016-10-07 13:04:28
8905,BHMEURBRD01,470,363,2016-10-07 13:30:29
8906,BHMEURBRD01,470,367,2016-10-07 14:03:28
8907,BHMEURBRD01,470,352,2016-10-07 14:30:32
8908,BHMEURBRD01,470,347,2016-10-07 15:04:30
8909,BHMEURBRD01,470,333,2016-10-07 15:30:32
8910,BHMEURBRD01,470,324,2016-10-07 15:57:31
8911,BHMEURBRD01,470,298,2016-10-07 16:30:29
8912,BHMEURBRD01,470,52,2016-10-08 07:57:38
8913,BHMEURBRD01,470,54,2016-10-08 08:30:37
8914,BHMEURBRD01,470,61,2016-10-08 08:57:34
8915,BHMEURBRD01,470,60,2016-10-08 09:30:37
8916,BHMEURBRD01,470,63,2016-10-08 10:04:34
8917,BHMEURBRD01,470,76,2016-10-08 10:30:34
8918,BHMEURBRD01,470,88,2016-10-08 10:57:34
8919,BHMEURBRD01,470,97,2016-10-08 11:30:38
8920,BHMEURBRD01,470,103,2016-10-08 12:04:34
8921,BHMEURBRD01,470,102,2016-10-08 12:30:36
8922,BHMEURBRD01,470,116,2016-10-08 13:04:39
8923,BHMEURBRD01,470,126,2016-10-08 13:30:36
8924,BHMEURBRD01,470,135,2016-10-08 14:03:38
8925,BHMEURBRD01,470,141,2016-10-08 14:30:35
8926,BHMEURBRD01,470,161,2016-10-08 14:57:41
8927,BHMEURBRD01,470,158,2016-10-08 15:30:39
8928,BHMEURBRD01,470,170,2016-10-08 16:04:39
8929,BHMEURBRD01,470,180,2016-10-08 16:30:42
8930,BHMEURBRD01,470,42,2016-10-09 08:04:40
8931,BHMEURBRD01,470,41,2016-10-09 08:30:45
8932,BHMEURBRD01,470,41,2016-10-09 09:04:46
8933,BHMEURBRD01,470,41,2016-10-09 09:30:45
8934,BHMEURBRD01,470,46,2016-10-09 09:57:41
8935,BHMEURBRD01,470,64,2016-10-09 10:30:43
8936,BHMEURBRD01,470,72,2016-10-09 11:04:44
8937,BHMEURBRD01,470,82,2016-10-09 11:30:41
8938,BHMEURBRD01,470,80,2016-10-09 11:57:46
8939,BHMEURBRD01,470,74,2016-10-09 12:30:41
8940,BHMEURBRD01,470,95,2016-10-09 13:04:43
8941,BHMEURBRD01,470,95,2016-10-09 13:30:42
8942,BHMEURBRD01,470,115,2016-10-09 14:03:42
8943,BHMEURBRD01,470,120,2016-10-09 14:30:42
8944,BHMEURBRD01,470,134,2016-10-09 15:04:44
8945,BHMEURBRD01,470,123,2016-10-09 15:30:46
8946,BHMEURBRD01,470,135,2016-10-09 16:03:43
8947,BHMEURBRD01,470,143,2016-10-09 16:30:43
8948,BHMEURBRD01,470,115,2016-10-10 08:04:47
8949,BHMEURBRD01,470,196,2016-10-10 08:30:47
8950,BHMEURBRD01,470,270,2016-10-10 09:04:47
8951,BHMEURBRD01,470,318,2016-10-10 09:30:49
8952,BHMEURBRD01,470,362,2016-10-10 10:03:48
8953,BHMEURBRD01,470,377,2016-10-10 10:30:48
8954,BHMEURBRD01,470,380,2016-10-10 10:57:52
8955,BHMEURBRD01,470,384,2016-10-10 11:30:48
8956,BHMEURBRD01,470,407,2016-10-10 11:57:49
8957,BHMEURBRD01,470,414,2016-10-10 12:30:48
8958,BHMEURBRD01,470,412,2016-10-10 13:04:49
8959,BHMEURBRD01,470,406,2016-10-10 13:30:49
8960,BHMEURBRD01,470,409,2016-10-10 14:03:49
8961,BHMEURBRD01,470,393,2016-10-10 14:30:49
8962,BHMEURBRD01,470,378,2016-10-10 14:57:54
8963,BHMEURBRD01,470,360,2016-10-10 15:30:49
8964,BHMEURBRD01,470,348,2016-10-10 15:57:55
8965,BHMEURBRD01,470,318,2016-10-10 16:30:49
8966,BHMEURBRD01,470,121,2016-10-11 08:04:57
8967,BHMEURBRD01,470,188,2016-10-11 08:30:54
8968,BHMEURBRD01,470,268,2016-10-11 08:57:56
8969,BHMEURBRD01,470,332,2016-10-11 09:30:55
8970,BHMEURBRD01,470,369,2016-10-11 09:57:59
8971,BHMEURBRD01,470,406,2016-10-11 10:30:54
8972,BHMEURBRD01,470,425,2016-10-11 10:57:55
8973,BHMEURBRD01,470,443,2016-10-11 11:30:59
8974,BHMEURBRD01,470,456,2016-10-11 12:03:55
8975,BHMEURBRD01,470,463,2016-10-11 12:30:56
8976,BHMEURBRD01,470,467,2016-10-11 13:04:00
8977,BHMEURBRD01,470,468,2016-10-11 13:31:01
8978,BHMEURBRD01,470,453,2016-10-11 14:04:00
8979,BHMEURBRD01,470,436,2016-10-11 14:30:56
8980,BHMEURBRD01,470,426,2016-10-11 15:03:58
8981,BHMEURBRD01,470,402,2016-10-11 15:33:56
8982,BHMEURBRD01,470,379,2016-10-11 16:01:00
8983,BHMEURBRD01,470,351,2016-10-11 16:26:56
8984,BHMEURBRD01,470,135,2016-10-12 08:04:00
8985,BHMEURBRD01,470,201,2016-10-12 08:31:01
8986,BHMEURBRD01,470,289,2016-10-12 09:03:59
8987,BHMEURBRD01,470,335,2016-10-12 09:26:58
8988,BHMEURBRD01,470,383,2016-10-12 10:01:04
8989,BHMEURBRD01,470,432,2016-10-12 10:31:04
8990,BHMEURBRD01,470,462,2016-10-12 11:04:01
8991,BHMEURBRD01,470,461,2016-10-12 11:31:05
8992,BHMEURBRD01,470,469,2016-10-12 12:04:04
8993,BHMEURBRD01,470,462,2016-10-12 12:31:05
8994,BHMEURBRD01,470,448,2016-10-12 13:04:04
8995,BHMEURBRD01,470,435,2016-10-12 13:34:03
8996,BHMEURBRD01,470,440,2016-10-12 14:03:59
8997,BHMEURBRD01,470,436,2016-10-12 14:34:04
8998,BHMEURBRD01,470,428,2016-10-12 15:01:03
8999,BHMEURBRD01,470,409,2016-10-12 15:30:59
9000,BHMEURBRD01,470,378,2016-10-12 15:57:05
9001,BHMEURBRD01,470,338,2016-10-12 16:31:05
9002,BHMEURBRD01,470,123,2016-10-13 07:57:02
9003,BHMEURBRD01,470,218,2016-10-13 08:31:06
9004,BHMEURBRD01,470,298,2016-10-13 09:04:02
9005,BHMEURBRD01,470,342,2016-10-13 09:31:01
9006,BHMEURBRD01,470,376,2016-10-13 09:57:08
9007,BHMEURBRD01,470,396,2016-10-13 10:31:03
9008,BHMEURBRD01,470,412,2016-10-13 11:04:08
9009,BHMEURBRD01,470,428,2016-10-13 11:31:06
9010,BHMEURBRD01,470,438,2016-10-13 11:57:06
9011,BHMEURBRD01,470,440,2016-10-13 12:31:08
9012,BHMEURBRD01,470,436,2016-10-13 13:04:04
9013,BHMEURBRD01,470,433,2016-10-13 13:31:08
9014,BHMEURBRD01,470,432,2016-10-13 13:57:07
9015,BHMEURBRD01,470,412,2016-10-13 14:31:06
9016,BHMEURBRD01,470,408,2016-10-13 15:04:08
9017,BHMEURBRD01,470,390,2016-10-13 15:31:08
9018,BHMEURBRD01,470,368,2016-10-13 16:04:08
9019,BHMEURBRD01,470,322,2016-10-13 16:31:08
9020,BHMEURBRD01,470,112,2016-10-14 08:01:05
9021,BHMEURBRD01,470,170,2016-10-14 08:27:10
9022,BHMEURBRD01,470,252,2016-10-14 09:01:08
9023,BHMEURBRD01,470,283,2016-10-14 09:27:10
9024,BHMEURBRD01,470,317,2016-10-14 10:01:11
9025,BHMEURBRD01,470,339,2016-10-14 10:27:09
9026,BHMEURBRD01,470,351,2016-10-14 11:01:07
9027,BHMEURBRD01,470,360,2016-10-14 11:27:06
9028,BHMEURBRD01,470,368,2016-10-14 12:01:11
9029,BHMEURBRD01,470,366,2016-10-14 12:27:06
9030,BHMEURBRD01,470,370,2016-10-14 13:01:11
9031,BHMEURBRD01,470,378,2016-10-14 13:27:07
9032,BHMEURBRD01,470,380,2016-10-14 14:01:11
9033,BHMEURBRD01,470,364,2016-10-14 14:34:08
9034,BHMEURBRD01,470,341,2016-10-14 15:01:12
9035,BHMEURBRD01,470,334,2016-10-14 15:27:08
9036,BHMEURBRD01,470,325,2016-10-14 16:01:11
9037,BHMEURBRD01,470,292,2016-10-14 16:34:08
9038,BHMEURBRD01,470,42,2016-10-15 08:01:11
9039,BHMEURBRD01,470,52,2016-10-15 08:34:10
9040,BHMEURBRD01,470,58,2016-10-15 09:01:09
9041,BHMEURBRD01,470,61,2016-10-15 09:27:11
9042,BHMEURBRD01,470,72,2016-10-15 10:01:12
9043,BHMEURBRD01,470,91,2016-10-15 10:27:15
9044,BHMEURBRD01,470,94,2016-10-15 11:01:14
9045,BHMEURBRD01,470,105,2016-10-15 11:27:14
9046,BHMEURBRD01,470,109,2016-10-15 12:01:12
9047,BHMEURBRD01,470,108,2016-10-15 12:27:10
9048,BHMEURBRD01,470,117,2016-10-15 13:01:14
9049,BHMEURBRD01,470,124,2016-10-15 13:34:13
9050,BHMEURBRD01,470,135,2016-10-15 14:01:13
9051,BHMEURBRD01,470,144,2016-10-15 14:27:12
9052,BHMEURBRD01,470,152,2016-10-15 15:01:13
9053,BHMEURBRD01,470,167,2016-10-15 15:27:12
9054,BHMEURBRD01,470,172,2016-10-15 16:01:15
9055,BHMEURBRD01,470,167,2016-10-15 16:27:16
9056,BHMEURBRD01,470,40,2016-10-16 08:04:13
9057,BHMEURBRD01,470,55,2016-10-16 08:27:13
9058,BHMEURBRD01,470,76,2016-10-16 09:01:15
9059,BHMEURBRD01,470,90,2016-10-16 09:27:13
9060,BHMEURBRD01,470,116,2016-10-16 10:04:13
9061,BHMEURBRD01,470,135,2016-10-16 10:34:13
9062,BHMEURBRD01,470,137,2016-10-16 11:01:13
9063,BHMEURBRD01,470,149,2016-10-16 11:27:17
9064,BHMEURBRD01,470,165,2016-10-16 12:01:16
9065,BHMEURBRD01,470,169,2016-10-16 12:27:14
9066,BHMEURBRD01,470,189,2016-10-16 13:01:16
9067,BHMEURBRD01,470,193,2016-10-16 13:27:17
9068,BHMEURBRD01,470,192,2016-10-16 14:01:18
9069,BHMEURBRD01,470,200,2016-10-16 14:34:14
9070,BHMEURBRD01,470,190,2016-10-16 15:01:18
9071,BHMEURBRD01,470,200,2016-10-16 15:31:18
9072,BHMEURBRD01,470,202,2016-10-16 15:57:16
9073,BHMEURBRD01,470,178,2016-10-16 16:31:17
9074,BHMEURBRD01,470,123,2016-10-17 08:01:16
9075,BHMEURBRD01,470,189,2016-10-17 08:27:16
9076,BHMEURBRD01,470,265,2016-10-17 09:01:17
9077,BHMEURBRD01,470,315,2016-10-17 09:27:20
9078,BHMEURBRD01,470,380,2016-10-17 10:04:20
9079,BHMEURBRD01,470,405,2016-10-17 10:31:16
9080,BHMEURBRD01,470,415,2016-10-17 11:04:20
9081,BHMEURBRD01,470,434,2016-10-17 11:31:18
9082,BHMEURBRD01,470,451,2016-10-17 12:04:19
9083,BHMEURBRD01,470,451,2016-10-17 12:31:21
9084,BHMEURBRD01,470,451,2016-10-17 12:57:17
9085,BHMEURBRD01,470,450,2016-10-17 13:31:21
9086,BHMEURBRD01,470,442,2016-10-17 14:04:21
9087,BHMEURBRD01,470,439,2016-10-17 14:31:21
9088,BHMEURBRD01,470,423,2016-10-17 14:57:18
9089,BHMEURBRD01,470,409,2016-10-17 15:31:21
9090,BHMEURBRD01,470,403,2016-10-17 15:57:17
9091,BHMEURBRD01,470,367,2016-10-17 16:28:21
9092,BHMEURBRD01,470,138,2016-10-18 08:01:23
9093,BHMEURBRD01,470,207,2016-10-18 08:28:25
9094,BHMEURBRD01,470,302,2016-10-18 09:01:23
9095,BHMEURBRD01,470,346,2016-10-18 09:28:22
9096,BHMEURBRD01,470,414,2016-10-18 10:01:25
9097,BHMEURBRD01,470,431,2016-10-18 10:28:58
9098,BHMEURBRD01,470,445,2016-10-18 11:01:57
9099,BHMEURBRD01,470,453,2016-10-18 11:27:56
9100,BHMEURBRD01,470,467,2016-10-18 12:01:59
9101,BHMEURBRD01,470,459,2016-10-18 12:27:57
9102,BHMEURBRD01,470,461,2016-10-18 13:01:56
9103,BHMEURBRD01,470,465,2016-10-18 13:28:57
9104,BHMEURBRD01,470,463,2016-10-18 13:54:59
9105,BHMEURBRD01,470,445,2016-10-18 14:27:56
9106,BHMEURBRD01,470,425,2016-10-18 15:01:58
9107,BHMEURBRD01,470,410,2016-10-18 15:27:59
9108,BHMEURBRD01,470,399,2016-10-18 15:55:00
9109,BHMEURBRD01,470,359,2016-10-18 16:27:54
9110,BHMEURBRD01,470,158,2016-10-19 08:05:03
9111,BHMEURBRD01,470,213,2016-10-19 08:25:01
9112,BHMEURBRD01,470,305,2016-10-19 08:58:05
9113,BHMEURBRD01,470,355,2016-10-19 09:32:04
9114,BHMEURBRD01,470,407,2016-10-19 09:58:04
9115,BHMEURBRD01,470,426,2016-10-19 10:25:04
9116,BHMEURBRD01,470,451,2016-10-19 10:59:00
9117,BHMEURBRD01,470,461,2016-10-19 11:25:04
9118,BHMEURBRD01,470,463,2016-10-19 11:59:05
9119,BHMEURBRD01,470,458,2016-10-19 12:25:00
9120,BHMEURBRD01,470,460,2016-10-19 12:58:01
9121,BHMEURBRD01,470,465,2016-10-19 13:25:03
9122,BHMEURBRD01,470,449,2016-10-19 13:58:02
9123,BHMEURBRD01,470,440,2016-10-19 14:32:03
9124,BHMEURBRD01,470,427,2016-10-19 14:58:03
9125,BHMEURBRD01,470,405,2016-10-19 15:32:05
9126,BHMEURBRD01,470,383,2016-10-19 15:59:01
9127,BHMEURBRD01,470,356,2016-10-19 16:25:03
9128,BHMEURBRD01,470,34,2016-10-22 07:59:45
9129,BHMEURBRD01,470,38,2016-10-22 08:26:46
9130,BHMEURBRD01,470,49,2016-10-22 08:59:44
9131,BHMEURBRD01,470,48,2016-10-22 09:26:47
9132,BHMEURBRD01,470,60,2016-10-22 09:59:44
9133,BHMEURBRD01,470,71,2016-10-22 10:26:47
9134,BHMEURBRD01,470,89,2016-10-22 10:59:47
9135,BHMEURBRD01,470,98,2016-10-22 11:32:43
9136,BHMEURBRD01,470,121,2016-10-22 11:59:46
9137,BHMEURBRD01,470,141,2016-10-22 12:32:47
9138,BHMEURBRD01,470,143,2016-10-22 12:59:47
9139,BHMEURBRD01,470,145,2016-10-22 13:32:43
9140,BHMEURBRD01,470,140,2016-10-22 13:59:48
9141,BHMEURBRD01,470,148,2016-10-22 14:39:47
9142,BHMEURBRD01,470,141,2016-10-22 14:59:48
9143,BHMEURBRD01,470,151,2016-10-22 15:26:49
9144,BHMEURBRD01,470,156,2016-10-22 15:59:47
9145,BHMEURBRD01,470,154,2016-10-22 16:26:47
9146,BHMEURBRD01,470,40,2016-10-23 07:59:48
9147,BHMEURBRD01,470,43,2016-10-23 08:26:51
9148,BHMEURBRD01,470,43,2016-10-23 08:59:50
9149,BHMEURBRD01,470,43,2016-10-23 09:26:51
9150,BHMEURBRD01,470,46,2016-10-23 09:59:52
9151,BHMEURBRD01,470,66,2016-10-23 10:26:53
9152,BHMEURBRD01,470,73,2016-10-23 10:59:53
9153,BHMEURBRD01,470,72,2016-10-23 11:26:49
9154,BHMEURBRD01,470,87,2016-10-23 11:59:50
9155,BHMEURBRD01,470,94,2016-10-23 12:26:51
9156,BHMEURBRD01,470,104,2016-10-23 13:06:52
9157,BHMEURBRD01,470,108,2016-10-23 13:26:55
9158,BHMEURBRD01,470,117,2016-10-23 13:59:53
9159,BHMEURBRD01,470,127,2016-10-23 14:26:51
9160,BHMEURBRD01,470,131,2016-10-23 14:59:53
9161,BHMEURBRD01,470,138,2016-10-23 15:26:56
9162,BHMEURBRD01,470,141,2016-10-23 15:59:54
9163,BHMEURBRD01,470,135,2016-10-23 16:26:57
9164,BHMEURBRD01,470,126,2016-10-24 07:56:56
9165,BHMEURBRD01,470,210,2016-10-24 08:29:56
9166,BHMEURBRD01,470,274,2016-10-24 09:03:01
9167,BHMEURBRD01,470,306,2016-10-24 09:30:01
9168,BHMEURBRD01,470,337,2016-10-24 09:55:57
9169,BHMEURBRD01,470,365,2016-10-24 10:30:02
9170,BHMEURBRD01,470,388,2016-10-24 11:03:03
9171,BHMEURBRD01,470,402,2016-10-24 11:29:57
9172,BHMEURBRD01,470,416,2016-10-24 12:02:57
9173,BHMEURBRD01,470,413,2016-10-24 12:30:03
9174,BHMEURBRD01,470,417,2016-10-24 12:56:58
9175,BHMEURBRD01,470,425,2016-10-24 13:30:03
9176,BHMEURBRD01,470,423,2016-10-24 13:56:01
9177,BHMEURBRD01,470,429,2016-10-24 14:30:02
9178,BHMEURBRD01,470,429,2016-10-24 14:56:02
9179,BHMEURBRD01,470,422,2016-10-24 15:32:59
9180,BHMEURBRD01,470,386,2016-10-24 16:00:04
9181,BHMEURBRD01,470,334,2016-10-24 16:33:03
9182,BHMEURBRD01,470,142,2016-10-25 08:00:03
9183,BHMEURBRD01,470,213,2016-10-25 08:26:08
9184,BHMEURBRD01,470,311,2016-10-25 09:00:03
9185,BHMEURBRD01,470,341,2016-10-25 09:19:19
9186,BHMEURBRD01,470,397,2016-10-25 09:56:19
9187,BHMEURBRD01,470,436,2016-10-25 10:29:19
9188,BHMEURBRD01,470,451,2016-10-25 10:56:23
9189,BHMEURBRD01,470,465,2016-10-25 11:29:22
9190,BHMEURBRD01,470,459,2016-10-25 12:02:23
9191,BHMEURBRD01,470,459,2016-10-25 12:29:21
9192,BHMEURBRD01,470,450,2016-10-25 13:03:20
9193,BHMEURBRD01,470,463,2016-10-25 13:29:24
9194,BHMEURBRD01,470,460,2016-10-25 13:56:21
9195,BHMEURBRD01,470,470,2016-10-25 14:29:23
9196,BHMEURBRD01,470,444,2016-10-25 15:02:24
9197,BHMEURBRD01,470,436,2016-10-25 15:29:22
9198,BHMEURBRD01,470,397,2016-10-25 15:56:25
9199,BHMEURBRD01,470,368,2016-10-25 16:29:22
9200,BHMEURBRD01,470,137,2016-10-26 07:59:26
9201,BHMEURBRD01,470,211,2016-10-26 08:32:27
9202,BHMEURBRD01,470,279,2016-10-26 08:59:29
9203,BHMEURBRD01,470,321,2016-10-26 09:26:27
9204,BHMEURBRD01,470,375,2016-10-26 09:59:25
9205,BHMEURBRD01,470,403,2016-10-26 10:26:30
9206,BHMEURBRD01,470,414,2016-10-26 10:59:30
9207,BHMEURBRD01,470,424,2016-10-26 11:26:28
9208,BHMEURBRD01,470,448,2016-10-26 11:59:29
9209,BHMEURBRD01,470,452,2016-10-26 12:26:27
9210,BHMEURBRD01,470,455,2016-10-26 12:59:31
9211,BHMEURBRD01,470,458,2016-10-26 13:26:32
9212,BHMEURBRD01,470,465,2016-10-26 13:59:26
9213,BHMEURBRD01,470,461,2016-10-26 14:26:26
9214,BHMEURBRD01,470,441,2016-10-26 14:59:30
9215,BHMEURBRD01,470,436,2016-10-26 15:26:30
9216,BHMEURBRD01,470,404,2016-10-26 15:59:32
9217,BHMEURBRD01,470,368,2016-10-26 16:32:30
9218,BHMEURBRD01,470,138,2016-10-27 07:59:33
9219,BHMEURBRD01,470,207,2016-10-27 08:32:33
9220,BHMEURBRD01,470,279,2016-10-27 08:59:33
9221,BHMEURBRD01,470,314,2016-10-27 09:32:35
9222,BHMEURBRD01,470,341,2016-10-27 09:59:37
9223,BHMEURBRD01,470,370,2016-10-27 10:25:37
9224,BHMEURBRD01,470,385,2016-10-27 10:59:38
9225,BHMEURBRD01,470,406,2016-10-27 11:32:32
9226,BHMEURBRD01,470,429,2016-10-27 11:59:38
9227,BHMEURBRD01,470,455,2016-10-27 12:26:35
9228,BHMEURBRD01,470,463,2016-10-27 12:59:36
9229,BHMEURBRD01,470,460,2016-10-27 13:32:35
9230,BHMEURBRD01,470,458,2016-10-27 13:59:37
9231,BHMEURBRD01,470,459,2016-10-27 14:26:38
9232,BHMEURBRD01,470,449,2016-10-27 14:59:37
9233,BHMEURBRD01,470,441,2016-10-27 15:26:33
9234,BHMEURBRD01,470,416,2016-10-27 15:59:38
9235,BHMEURBRD01,470,383,2016-10-27 16:26:39
9236,BHMEURBRD01,470,150,2016-10-28 08:16:41
9237,BHMEURBRD01,470,150,2016-10-28 08:16:41
9238,BHMEURBRD01,470,237,2016-10-28 08:56:40
9239,BHMEURBRD01,470,274,2016-10-28 09:29:43
9240,BHMEURBRD01,470,319,2016-10-28 10:02:44
9241,BHMEURBRD01,470,339,2016-10-28 10:29:41
9242,BHMEURBRD01,470,363,2016-10-28 10:56:43
9243,BHMEURBRD01,470,372,2016-10-28 11:29:44
9244,BHMEURBRD01,470,392,2016-10-28 12:02:44
9245,BHMEURBRD01,470,399,2016-10-28 12:29:45
9246,BHMEURBRD01,470,407,2016-10-28 13:02:43
9247,BHMEURBRD01,470,410,2016-10-28 13:29:45
9248,BHMEURBRD01,470,416,2016-10-28 14:02:39
9249,BHMEURBRD01,470,414,2016-10-28 14:29:45
9250,BHMEURBRD01,470,398,2016-10-28 15:02:43
9251,BHMEURBRD01,470,385,2016-10-28 15:29:41
9252,BHMEURBRD01,470,368,2016-10-28 16:02:40
9253,BHMEURBRD01,470,337,2016-10-28 16:29:42
9254,BHMEURBRD01,470,41,2016-10-29 07:59:48
9255,BHMEURBRD01,470,46,2016-10-29 08:26:46
9256,BHMEURBRD01,470,54,2016-10-29 08:59:48
9257,BHMEURBRD01,470,57,2016-10-29 09:26:50
9258,BHMEURBRD01,470,71,2016-10-29 09:59:51
9259,BHMEURBRD01,470,79,2016-10-29 10:26:49
9260,BHMEURBRD01,470,98,2016-10-29 10:59:46
9261,BHMEURBRD01,470,109,2016-10-29 11:25:51
9262,BHMEURBRD01,470,125,2016-10-29 12:06:51
9263,BHMEURBRD01,470,144,2016-10-29 12:26:46
9264,BHMEURBRD01,470,158,2016-10-29 12:59:51
9265,BHMEURBRD01,470,176,2016-10-29 13:26:47
9266,BHMEURBRD01,470,181,2016-10-29 13:59:51
9267,BHMEURBRD01,470,174,2016-10-29 14:26:50
9268,BHMEURBRD01,470,187,2016-10-29 14:59:51
9269,BHMEURBRD01,470,191,2016-10-29 15:26:52
9270,BHMEURBRD01,470,192,2016-10-29 15:59:51
9271,BHMEURBRD01,470,183,2016-10-29 16:26:53
9272,BHMEURBRD01,470,30,2016-10-30 07:59:55
9273,BHMEURBRD01,470,30,2016-10-30 07:59:55
9274,BHMEURBRD01,470,30,2016-10-30 07:59:55
9275,BHMEURBRD01,470,30,2016-10-30 08:25:53
9276,BHMEURBRD01,470,33,2016-10-30 08:59:52
9277,BHMEURBRD01,470,38,2016-10-30 09:25:57
9278,BHMEURBRD01,470,49,2016-10-30 09:59:52
9279,BHMEURBRD01,470,60,2016-10-30 10:25:54
9280,BHMEURBRD01,470,75,2016-10-30 10:59:56
9281,BHMEURBRD01,470,83,2016-10-30 11:25:55
