,instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
5259,5260,12-08-2011,3,0,8,1,0,5,1,1,0.64,0.6212,0.53,0.1343,4,19,23
5260,5261,12-08-2011,3,0,8,2,0,5,1,1,0.62,0.6212,0.57,0.19399999999999998,0,15,15
5261,5262,12-08-2011,3,0,8,3,0,5,1,1,0.62,0.6212,0.53,0.1642,0,9,9
5262,5263,12-08-2011,3,0,8,4,0,5,1,1,0.62,0.6212,0.53,0.1343,0,5,5
5263,5264,12-08-2011,3,0,8,5,0,5,1,1,0.6,0.6212,0.56,0.1343,2,24,26
5264,5265,12-08-2011,3,0,8,6,0,5,1,1,0.62,0.6212,0.5,0.1343,3,73,76
5265,5266,12-08-2011,3,0,8,7,0,5,1,1,0.64,0.6212,0.44,0.1642,17,247,264
5266,5267,12-08-2011,3,0,8,8,0,5,1,1,0.68,0.6364,0.39,0.2239,29,397,426
5267,5268,12-08-2011,3,0,8,9,0,5,1,1,0.72,0.6515,0.34,0.1343,27,178,205
5268,5269,12-08-2011,3,0,8,10,0,5,1,1,0.74,0.6515,0.33,0.1045,44,86,130
5269,5270,12-08-2011,3,0,8,11,0,5,1,1,0.76,0.6667,0.29,0.0,48,108,156
5270,5271,12-08-2011,3,0,8,12,0,5,1,1,0.8,0.6970000000000001,0.27,0.0,55,167,222
5271,5272,12-08-2011,3,0,8,13,0,5,1,1,0.78,0.6818,0.29,0.0896,74,179,253
5272,5273,12-08-2011,3,0,8,14,0,5,1,1,0.8,0.6970000000000001,0.29,0.19399999999999998,51,135,186
5273,5274,12-08-2011,3,0,8,15,0,5,1,1,0.8,0.6970000000000001,0.29,0.1642,59,190,249
5274,5275,12-08-2011,3,0,8,16,0,5,1,1,0.82,0.7121,0.28,0.0,68,266,334
5275,5276,12-08-2011,3,0,8,17,0,5,1,1,0.82,0.7121,0.26,0.0,93,423,516
5276,5277,12-08-2011,3,0,8,18,0,5,1,1,0.76,0.6818,0.4,0.2985,89,376,465
5277,5278,12-08-2011,3,0,8,19,0,5,1,1,0.74,0.6667,0.42,0.2239,101,284,385
5278,5279,12-08-2011,3,0,8,20,0,5,1,1,0.72,0.6515,0.42,0.2239,77,210,287
5279,5280,12-08-2011,3,0,8,21,0,5,1,1,0.7,0.6515,0.48,0.1343,73,153,226
5280,5281,12-08-2011,3,0,8,22,0,5,1,1,0.68,0.6364,0.51,0.0,74,157,231
5281,5282,12-08-2011,3,0,8,23,0,5,1,1,0.68,0.6364,0.51,0.0,51,100,151
5282,5283,13-08-2011,3,0,8,0,0,6,0,1,0.68,0.6364,0.51,0.1045,15,69,84
5283,5284,13-08-2011,3,0,8,1,0,6,0,2,0.68,0.6364,0.57,0.0896,13,64,77
5284,5285,13-08-2011,3,0,8,2,0,6,0,1,0.68,0.6364,0.57,0.0,16,58,74
5285,5286,13-08-2011,3,0,8,3,0,6,0,1,0.66,0.6212,0.65,0.1343,9,18,27
5286,5287,13-08-2011,3,0,8,4,0,6,0,2,0.64,0.6061,0.73,0.1343,5,5,10
5287,5288,13-08-2011,3,0,8,5,0,6,0,1,0.64,0.6061,0.73,0.1045,3,15,18
5288,5289,13-08-2011,3,0,8,6,0,6,0,1,0.64,0.6061,0.73,0.0896,3,19,22
5289,5290,13-08-2011,3,0,8,7,0,6,0,2,0.66,0.6212,0.74,0.19399999999999998,10,34,44
5290,5291,13-08-2011,3,0,8,8,0,6,0,2,0.7,0.6515,0.65,0.1642,28,90,118
5291,5292,13-08-2011,3,0,8,9,0,6,0,2,0.7,0.6667,0.74,0.1642,70,138,208
5292,5293,13-08-2011,3,0,8,10,0,6,0,2,0.72,0.6970000000000001,0.74,0.2239,97,163,260
5293,5294,13-08-2011,3,0,8,11,0,6,0,2,0.74,0.6970000000000001,0.7,0.19399999999999998,122,192,314
5294,5295,13-08-2011,3,0,8,12,0,6,0,2,0.66,0.5909,0.89,0.1642,175,246,421
5295,5296,13-08-2011,3,0,8,13,0,6,0,2,0.74,0.7121,0.74,0.3284,61,92,153
5296,5297,13-08-2011,3,0,8,14,0,6,0,1,0.74,0.6970000000000001,0.7,0.2537,113,146,259
5297,5298,13-08-2011,3,0,8,15,0,6,0,3,0.68,0.6364,0.79,0.3582,150,208,358
5298,5299,13-08-2011,3,0,8,16,0,6,0,2,0.7,0.6667,0.74,0.2836,148,133,281
5299,5300,13-08-2011,3,0,8,17,0,6,0,2,0.72,0.6970000000000001,0.74,0.2537,97,172,269
5300,5301,13-08-2011,3,0,8,18,0,6,0,1,0.7,0.6667,0.74,0.2239,123,169,292
5301,5302,13-08-2011,3,0,8,19,0,6,0,2,0.68,0.6364,0.79,0.2836,67,170,237
5302,5303,13-08-2011,3,0,8,20,0,6,0,2,0.68,0.6364,0.83,0.2239,78,105,183
5303,5304,13-08-2011,3,0,8,21,0,6,0,2,0.68,0.6364,0.83,0.3881,40,127,167
5304,5305,13-08-2011,3,0,8,22,0,6,0,2,0.68,0.6364,0.83,0.3881,36,118,154
5305,5306,13-08-2011,3,0,8,23,0,6,0,2,0.66,0.6061,0.83,0.3284,25,95,120
5306,5307,14-08-2011,3,0,8,0,0,0,0,3,0.66,0.6061,0.83,0.2985,19,71,90
5307,5308,14-08-2011,3,0,8,1,0,0,0,3,0.64,0.5758,0.89,0.2239,16,57,73
5308,5309,14-08-2011,3,0,8,2,0,0,0,3,0.64,0.5758,0.89,0.2239,13,49,62
5309,5310,14-08-2011,3,0,8,3,0,0,0,2,0.64,0.5606,0.94,0.2537,5,22,27
5310,5311,14-08-2011,3,0,8,4,0,0,0,3,0.64,0.5606,0.94,0.19399999999999998,1,2,3
5311,5312,14-08-2011,3,0,8,5,0,0,0,2,0.64,0.5606,0.94,0.1642,1,9,10
5312,5313,14-08-2011,3,0,8,6,0,0,0,2,0.64,0.5606,0.94,0.1045,2,4,6
5313,5314,14-08-2011,3,0,8,7,0,0,0,2,0.66,0.5909,0.89,0.19399999999999998,4,20,24
5314,5315,14-08-2011,3,0,8,8,0,0,0,2,0.66,0.5909,0.89,0.2836,20,21,41
5315,5316,14-08-2011,3,0,8,9,0,0,0,3,0.66,0.5909,0.89,0.2836,27,76,103
5316,5317,14-08-2011,3,0,8,10,0,0,0,1,0.7,0.6667,0.79,0.2239,67,116,183
5317,5318,14-08-2011,3,0,8,11,0,0,0,1,0.7,0.6667,0.79,0.19399999999999998,81,117,198
5318,5319,14-08-2011,3,0,8,12,0,0,0,2,0.7,0.6667,0.79,0.2239,98,183,281
5319,5320,14-08-2011,3,0,8,13,0,0,0,1,0.72,0.6970000000000001,0.74,0.2537,144,233,377
5320,5321,14-08-2011,3,0,8,14,0,0,0,1,0.74,0.6970000000000001,0.7,0.19399999999999998,126,244,370
5321,5322,14-08-2011,3,0,8,15,0,0,0,1,0.74,0.6970000000000001,0.66,0.19399999999999998,128,203,331
5322,5323,14-08-2011,3,0,8,16,0,0,0,1,0.74,0.6970000000000001,0.66,0.1642,116,176,292
5323,5324,14-08-2011,3,0,8,17,0,0,0,1,0.76,0.7121,0.62,0.1343,133,196,329
5324,5325,14-08-2011,3,0,8,18,0,0,0,1,0.74,0.6970000000000001,0.66,0.1642,125,222,347
5325,5326,14-08-2011,3,0,8,19,0,0,0,1,0.72,0.6970000000000001,0.74,0.2239,75,184,259
5326,5327,14-08-2011,3,0,8,20,0,0,0,1,0.7,0.6667,0.84,0.1642,67,126,193
5327,5328,14-08-2011,3,0,8,21,0,0,0,3,0.6,0.5455,0.88,0.4925,51,104,155
5328,5329,14-08-2011,3,0,8,22,0,0,0,3,0.6,0.5455,0.88,0.4925,14,25,39
5329,5330,14-08-2011,3,0,8,23,0,0,0,3,0.6,0.5606,0.83,0.0,5,22,27
5330,5331,15-08-2011,3,0,8,0,0,1,1,3,0.6,0.5455,0.88,0.0896,7,18,25
5331,5332,15-08-2011,3,0,8,1,0,1,1,2,0.6,0.5455,0.88,0.1343,1,9,10
5332,5333,15-08-2011,3,0,8,2,0,1,1,2,0.6,0.5606,0.83,0.0,0,3,3
5333,5334,15-08-2011,3,0,8,3,0,1,1,1,0.6,0.5606,0.83,0.19399999999999998,1,6,7
5334,5335,15-08-2011,3,0,8,4,0,1,1,1,0.6,0.5606,0.83,0.1343,1,4,5
5335,5336,15-08-2011,3,0,8,5,0,1,1,2,0.6,0.5455,0.88,0.19399999999999998,3,14,17
5336,5337,15-08-2011,3,0,8,6,0,1,1,1,0.6,0.5455,0.88,0.2537,3,87,90
5337,5338,15-08-2011,3,0,8,7,0,1,1,1,0.6,0.5455,0.88,0.2537,10,248,258
5338,5339,15-08-2011,3,0,8,8,0,1,1,1,0.64,0.5909,0.78,0.3284,29,326,355
5339,5340,15-08-2011,3,0,8,9,0,1,1,1,0.64,0.5909,0.78,0.3284,52,170,222
5340,5341,15-08-2011,3,0,8,10,0,1,1,1,0.68,0.6364,0.69,0.2836,54,87,141
5341,5342,15-08-2011,3,0,8,11,0,1,1,2,0.72,0.6818,0.62,0.2537,41,112,153
5342,5343,15-08-2011,3,0,8,12,0,1,1,1,0.74,0.6818,0.58,0.2836,62,116,178
5343,5344,15-08-2011,3,0,8,13,0,1,1,1,0.78,0.7121,0.52,0.2836,53,140,193
5344,5345,15-08-2011,3,0,8,14,0,1,1,1,0.74,0.6818,0.55,0.0896,56,95,151
5345,5346,15-08-2011,3,0,8,15,0,1,1,3,0.74,0.6818,0.55,0.2985,49,133,182
5346,5347,15-08-2011,3,0,8,16,0,1,1,1,0.74,0.6818,0.55,0.3284,58,225,283
5347,5348,15-08-2011,3,0,8,17,0,1,1,1,0.74,0.6667,0.51,0.2836,59,471,530
5348,5349,15-08-2011,3,0,8,18,0,1,1,1,0.7,0.6515,0.65,0.19399999999999998,70,413,483
5349,5350,15-08-2011,3,0,8,19,0,1,1,1,0.7,0.6515,0.65,0.0,54,343,397
5350,5351,15-08-2011,3,0,8,20,0,1,1,1,0.66,0.6212,0.74,0.1343,45,240,285
5351,5352,15-08-2011,3,0,8,21,0,1,1,1,0.66,0.6212,0.65,0.19399999999999998,34,150,184
5352,5353,15-08-2011,3,0,8,22,0,1,1,1,0.66,0.6212,0.69,0.2537,22,76,98
5353,5354,15-08-2011,3,0,8,23,0,1,1,1,0.64,0.6061,0.69,0.2239,11,77,88
5354,5355,16-08-2011,3,0,8,0,0,2,1,1,0.64,0.6061,0.69,0.1045,8,23,31
5355,5356,16-08-2011,3,0,8,1,0,2,1,1,0.64,0.6061,0.69,0.1642,4,12,16
5356,5357,16-08-2011,3,0,8,2,0,2,1,1,0.62,0.5909,0.73,0.2239,1,3,4
5357,5358,16-08-2011,3,0,8,3,0,2,1,1,0.62,0.5909,0.73,0.2239,1,5,6
5358,5359,16-08-2011,3,0,8,4,0,2,1,1,0.64,0.6061,0.69,0.2985,0,5,5
5359,5360,16-08-2011,3,0,8,5,0,2,1,1,0.62,0.5909,0.73,0.2836,1,29,30
5360,5361,16-08-2011,3,0,8,6,0,2,1,1,0.62,0.5909,0.73,0.3284,4,115,119
5361,5362,16-08-2011,3,0,8,7,0,2,1,1,0.64,0.6061,0.69,0.2537,18,328,346
5362,5363,16-08-2011,3,0,8,8,0,2,1,1,0.7,0.6515,0.58,0.4478,24,417,441
5363,5364,16-08-2011,3,0,8,9,0,2,1,1,0.68,0.6364,0.61,0.2836,27,171,198
5364,5365,16-08-2011,3,0,8,10,0,2,1,1,0.7,0.6515,0.58,0.3881,28,83,111
5365,5366,16-08-2011,3,0,8,11,0,2,1,1,0.74,0.6667,0.51,0.2239,40,110,150
5366,5367,16-08-2011,3,0,8,12,0,2,1,1,0.76,0.6818,0.48,0.3284,42,120,162
5367,5368,16-08-2011,3,0,8,13,0,2,1,1,0.76,0.6818,0.48,0.2985,45,147,192
5368,5369,16-08-2011,3,0,8,14,0,2,1,1,0.76,0.6818,0.45,0.4179,65,117,182
5369,5370,16-08-2011,3,0,8,15,0,2,1,1,0.8,0.7121,0.41,0.2985,36,123,159
5370,5371,16-08-2011,3,0,8,16,0,2,1,1,0.8,0.7121,0.41,0.2239,55,248,303
5371,5372,16-08-2011,3,0,8,17,0,2,1,1,0.76,0.6818,0.45,0.3284,75,525,600
5372,5373,16-08-2011,3,0,8,18,0,2,1,1,0.76,0.6818,0.45,0.2239,54,516,570
5373,5374,16-08-2011,3,0,8,19,0,2,1,1,0.74,0.6667,0.48,0.19399999999999998,56,320,376
5374,5375,16-08-2011,3,0,8,20,0,2,1,1,0.74,0.6667,0.51,0.0,48,232,280
5375,5376,16-08-2011,3,0,8,21,0,2,1,1,0.72,0.6667,0.54,0.0,38,177,215
5376,5377,16-08-2011,3,0,8,22,0,2,1,1,0.7,0.6515,0.61,0.0,31,121,152
5377,5378,16-08-2011,3,0,8,23,0,2,1,1,0.66,0.6212,0.65,0.1343,20,57,77
5378,5379,17-08-2011,3,0,8,0,0,3,1,1,0.66,0.6212,0.69,0.0896,8,16,24
5379,5380,17-08-2011,3,0,8,1,0,3,1,1,0.64,0.6061,0.73,0.1642,2,12,14
5380,5381,17-08-2011,3,0,8,2,0,3,1,1,0.66,0.6212,0.69,0.0,0,6,6
5381,5382,17-08-2011,3,0,8,3,0,3,1,1,0.64,0.5909,0.78,0.0,1,4,5
5382,5383,17-08-2011,3,0,8,4,0,3,1,1,0.64,0.6061,0.73,0.0,0,5,5
5383,5384,17-08-2011,3,0,8,5,0,3,1,1,0.64,0.6061,0.73,0.0,0,28,28
5384,5385,17-08-2011,3,0,8,6,0,3,1,1,0.62,0.5909,0.78,0.0,4,101,105
5385,5386,17-08-2011,3,0,8,7,0,3,1,1,0.66,0.6212,0.65,0.0896,12,296,308
5386,5387,17-08-2011,3,0,8,8,0,3,1,1,0.7,0.6515,0.54,0.1642,35,452,487
5387,5388,17-08-2011,3,0,8,9,0,3,1,1,0.74,0.6667,0.48,0.0896,31,178,209
5388,5389,17-08-2011,3,0,8,10,0,3,1,1,0.76,0.6818,0.43,0.0896,27,91,118
5389,5390,17-08-2011,3,0,8,11,0,3,1,1,0.78,0.6970000000000001,0.43,0.1045,20,108,128
5390,5391,17-08-2011,3,0,8,12,0,3,1,1,0.8,0.7273,0.43,0.2836,26,163,189
5391,5392,17-08-2011,3,0,8,13,0,3,1,1,0.8,0.7121,0.41,0.19399999999999998,38,138,176
5392,5393,17-08-2011,3,0,8,14,0,3,1,1,0.82,0.7273,0.36,0.1642,54,138,192
5393,5394,17-08-2011,3,0,8,15,0,3,1,1,0.8,0.7273,0.43,0.1343,42,117,159
5394,5395,17-08-2011,3,0,8,16,0,3,1,1,0.82,0.7424,0.43,0.2239,62,238,300
5395,5396,17-08-2011,3,0,8,17,0,3,1,1,0.8,0.7424,0.49,0.2239,46,506,552
5396,5397,17-08-2011,3,0,8,18,0,3,1,1,0.76,0.6970000000000001,0.55,0.2537,86,470,556
5397,5398,17-08-2011,3,0,8,19,0,3,1,1,0.76,0.6970000000000001,0.55,0.2239,50,297,347
5398,5399,17-08-2011,3,0,8,20,0,3,1,1,0.74,0.6818,0.58,0.2537,37,243,280
5399,5400,17-08-2011,3,0,8,21,0,3,1,1,0.72,0.6818,0.62,0.2239,38,192,230
5400,5401,17-08-2011,3,0,8,22,0,3,1,1,0.7,0.6515,0.65,0.19399999999999998,29,142,171
5401,5402,17-08-2011,3,0,8,23,0,3,1,1,0.7,0.6515,0.65,0.2836,20,85,105
5402,5403,18-08-2011,3,0,8,0,0,4,1,1,0.68,0.6364,0.65,0.1343,18,38,56
5403,5404,18-08-2011,3,0,8,1,0,4,1,2,0.66,0.6212,0.65,0.1642,13,11,24
5404,5405,18-08-2011,3,0,8,2,0,4,1,1,0.66,0.6212,0.65,0.2239,2,4,6
5405,5406,18-08-2011,3,0,8,3,0,4,1,1,0.66,0.6212,0.69,0.2836,0,6,6
5406,5407,18-08-2011,3,0,8,4,0,4,1,1,0.64,0.6061,0.73,0.2239,0,9,9
5407,5408,18-08-2011,3,0,8,5,0,4,1,1,0.64,0.5909,0.78,0.2836,0,27,27
5408,5409,18-08-2011,3,0,8,6,0,4,1,2,0.64,0.5909,0.78,0.2537,6,97,103
5409,5410,18-08-2011,3,0,8,7,0,4,1,1,0.64,0.5909,0.78,0.2985,19,289,308
5410,5411,18-08-2011,3,0,8,8,0,4,1,1,0.66,0.6212,0.74,0.2836,27,393,420
5411,5412,18-08-2011,3,0,8,9,0,4,1,1,0.72,0.6818,0.66,0.2537,42,186,228
5412,5413,18-08-2011,3,0,8,10,0,4,1,1,0.74,0.6970000000000001,0.66,0.2537,37,92,129
5413,5414,18-08-2011,3,0,8,11,0,4,1,1,0.76,0.7121,0.58,0.2537,44,97,141
5414,5415,18-08-2011,3,0,8,12,0,4,1,1,0.8,0.7424,0.52,0.2836,34,139,173
5415,5416,18-08-2011,3,0,8,13,0,4,1,1,0.8,0.7424,0.52,0.3582,33,154,187
5416,5417,18-08-2011,3,0,8,14,0,4,1,1,0.82,0.7576,0.46,0.3284,67,115,182
5417,5418,18-08-2011,3,0,8,15,0,4,1,1,0.8,0.7273,0.46,0.3582,56,118,174
5418,5419,18-08-2011,3,0,8,16,0,4,1,1,0.8,0.7273,0.46,0.3582,49,196,245
5419,5420,18-08-2011,3,0,8,17,0,4,1,3,0.8,0.7273,0.46,0.2985,44,365,409
5420,5421,18-08-2011,3,0,8,18,0,4,1,3,0.76,0.6970000000000001,0.55,0.2537,48,226,274
5421,5422,18-08-2011,3,0,8,19,0,4,1,1,0.66,0.6061,0.83,0.1045,26,115,141
5422,5423,18-08-2011,3,0,8,20,0,4,1,1,0.66,0.6061,0.83,0.1045,24,141,165
5423,5424,18-08-2011,3,0,8,21,0,4,1,2,0.68,0.6364,0.79,0.0,12,137,149
5424,5425,18-08-2011,3,0,8,22,0,4,1,2,0.7,0.6667,0.74,0.1045,18,117,135
5425,5426,18-08-2011,3,0,8,23,0,4,1,2,0.7,0.6667,0.74,0.1343,20,94,114
5426,5427,19-08-2011,3,0,8,0,0,5,1,3,0.68,0.6364,0.69,0.19399999999999998,9,53,62
5427,5428,19-08-2011,3,0,8,1,0,5,1,3,0.64,0.5758,0.89,0.0,1,19,20
5428,5429,19-08-2011,3,0,8,2,0,5,1,3,0.64,0.5758,0.83,0.0,0,8,8
5429,5430,19-08-2011,3,0,8,3,0,5,1,1,0.64,0.5909,0.78,0.0,2,1,3
5430,5431,19-08-2011,3,0,8,4,0,5,1,1,0.64,0.5758,0.83,0.0,1,7,8
5431,5432,19-08-2011,3,0,8,5,0,5,1,1,0.64,0.5758,0.83,0.0,1,16,17
5432,5433,19-08-2011,3,0,8,6,0,5,1,1,0.64,0.5758,0.83,0.0,2,91,93
5433,5434,19-08-2011,3,0,8,7,0,5,1,2,0.66,0.6061,0.83,0.0896,12,251,263
5434,5435,19-08-2011,3,0,8,8,0,5,1,2,0.66,0.6061,0.83,0.0,30,368,398
5435,5436,19-08-2011,3,0,8,9,0,5,1,1,0.7,0.6515,0.65,0.1343,31,187,218
5436,5437,19-08-2011,3,0,8,10,0,5,1,1,0.72,0.6818,0.62,0.0896,57,108,165
5437,5438,19-08-2011,3,0,8,11,0,5,1,2,0.72,0.6818,0.66,0.0896,45,120,165
5438,5439,19-08-2011,3,0,8,12,0,5,1,2,0.74,0.6818,0.62,0.0896,54,168,222
5439,5440,19-08-2011,3,0,8,13,0,5,1,2,0.76,0.7121,0.62,0.19399999999999998,63,169,232
5440,5441,19-08-2011,3,0,8,14,0,5,1,1,0.78,0.7273,0.55,0.19399999999999998,78,142,220
5441,5442,19-08-2011,3,0,8,15,0,5,1,1,0.8,0.7424,0.49,0.1045,66,156,222
5442,5443,19-08-2011,3,0,8,16,0,5,1,1,0.8,0.7424,0.49,0.0,66,261,327
5443,5444,19-08-2011,3,0,8,17,0,5,1,1,0.76,0.7121,0.58,0.5224,85,442,527
5444,5445,19-08-2011,3,0,8,18,0,5,1,1,0.76,0.7121,0.58,0.5224,88,337,425
5445,5446,19-08-2011,3,0,8,19,0,5,1,3,0.62,0.5909,0.73,0.4627,33,132,165
5446,5447,19-08-2011,3,0,8,20,0,5,1,3,0.62,0.5758,0.83,0.2985,12,46,58
5447,5448,19-08-2011,3,0,8,21,0,5,1,1,0.62,0.5758,0.83,0.1343,18,89,107
5448,5449,19-08-2011,3,0,8,22,0,5,1,1,0.6,0.5455,0.88,0.1343,25,97,122
5449,5450,19-08-2011,3,0,8,23,0,5,1,2,0.6,0.5455,0.88,0.0896,18,88,106
5450,5451,20-08-2011,3,0,8,0,0,6,0,1,0.6,0.5455,0.88,0.0,21,107,128
5451,5452,20-08-2011,3,0,8,1,0,6,0,1,0.62,0.5758,0.83,0.0,12,35,47
5452,5453,20-08-2011,3,0,8,2,0,6,0,1,0.62,0.5909,0.78,0.0,10,59,69
5453,5454,20-08-2011,3,0,8,3,0,6,0,1,0.62,0.5909,0.78,0.0,9,42,51
5454,5455,20-08-2011,3,0,8,4,0,6,0,2,0.6,0.5455,0.88,0.0,1,6,7
5455,5456,20-08-2011,3,0,8,5,0,6,0,1,0.6,0.5606,0.83,0.0,0,8,8
5456,5457,20-08-2011,3,0,8,6,0,6,0,2,0.6,0.5606,0.83,0.1343,6,18,24
5457,5458,20-08-2011,3,0,8,7,0,6,0,1,0.62,0.5758,0.83,0.0,8,36,44
5458,5459,20-08-2011,3,0,8,8,0,6,0,1,0.66,0.6212,0.69,0.0,27,106,133
5459,5460,20-08-2011,3,0,8,9,0,6,0,1,0.7,0.6515,0.65,0.0,51,139,190
5460,5461,20-08-2011,3,0,8,10,0,6,0,1,0.72,0.6818,0.62,0.1045,114,192,306
5461,5462,20-08-2011,3,0,8,11,0,6,0,1,0.72,0.6667,0.58,0.0,115,223,338
5462,5463,20-08-2011,3,0,8,12,0,6,0,1,0.74,0.6818,0.58,0.1343,156,253,409
5463,5464,20-08-2011,3,0,8,13,0,6,0,1,0.76,0.6970000000000001,0.55,0.1343,158,220,378
5464,5465,20-08-2011,3,0,8,14,0,6,0,1,0.8,0.7424,0.49,0.19399999999999998,147,228,375
5465,5466,20-08-2011,3,0,8,15,0,6,0,1,0.8,0.7273,0.43,0.19399999999999998,175,215,390
5466,5467,20-08-2011,3,0,8,16,0,6,0,1,0.8,0.7273,0.46,0.19399999999999998,151,222,373
5467,5468,20-08-2011,3,0,8,17,0,6,0,1,0.8,0.7424,0.49,0.19399999999999998,180,203,383
5468,5469,20-08-2011,3,0,8,18,0,6,0,1,0.76,0.7121,0.58,0.2537,169,225,394
5469,5470,20-08-2011,3,0,8,19,0,6,0,1,0.74,0.6818,0.62,0.19399999999999998,109,182,291
5470,5471,20-08-2011,3,0,8,20,0,6,0,1,0.74,0.6818,0.62,0.2239,78,170,248
5471,5472,20-08-2011,3,0,8,21,0,6,0,1,0.72,0.6818,0.7,0.2239,81,144,225
5472,5473,20-08-2011,3,0,8,22,0,6,0,2,0.7,0.6667,0.74,0.19399999999999998,77,146,223
5473,5474,20-08-2011,3,0,8,23,0,6,0,1,0.7,0.6667,0.74,0.1343,59,98,157
5474,5475,21-08-2011,3,0,8,0,0,0,0,1,0.7,0.6667,0.74,0.19399999999999998,6,68,74
5475,5476,21-08-2011,3,0,8,1,0,0,0,1,0.68,0.6364,0.79,0.2239,17,69,86
5476,5477,21-08-2011,3,0,8,2,0,0,0,1,0.68,0.6364,0.79,0.19399999999999998,13,51,64
5477,5478,21-08-2011,3,0,8,3,0,0,0,1,0.66,0.6061,0.83,0.2239,25,26,51
5478,5479,21-08-2011,3,0,8,4,0,0,0,1,0.68,0.6364,0.83,0.2239,1,5,6
5479,5480,21-08-2011,3,0,8,5,0,0,0,1,0.66,0.5909,0.89,0.2985,0,8,8
5480,5481,21-08-2011,3,0,8,6,0,0,0,1,0.66,0.5909,0.89,0.2836,4,10,14
5481,5482,21-08-2011,3,0,8,7,0,0,0,1,0.68,0.6364,0.83,0.2985,12,19,31
5482,5483,21-08-2011,3,0,8,8,0,0,0,1,0.7,0.6667,0.79,0.2239,30,62,92
5483,5484,21-08-2011,3,0,8,9,0,0,0,1,0.72,0.6970000000000001,0.74,0.2239,80,151,231
5484,5485,21-08-2011,3,0,8,10,0,0,0,1,0.74,0.7121,0.74,0.2537,97,177,274
5485,5486,21-08-2011,3,0,8,11,0,0,0,1,0.8,0.7879,0.63,0.2836,132,181,313
5486,5487,21-08-2011,3,0,8,12,0,0,0,1,0.82,0.8029999999999999,0.59,0.2836,135,239,374
5487,5488,21-08-2011,3,0,8,13,0,0,0,1,0.8,0.7727,0.59,0.4179,94,216,310
5488,5489,21-08-2011,3,0,8,14,0,0,0,3,0.7,0.6667,0.79,0.3881,78,157,235
5489,5490,21-08-2011,3,0,8,15,0,0,0,1,0.7,0.6667,0.84,0.2836,17,51,68
5490,5491,21-08-2011,3,0,8,16,0,0,0,1,0.72,0.6970000000000001,0.79,0.1642,97,161,258
5491,5492,21-08-2011,3,0,8,17,0,0,0,1,0.72,0.6970000000000001,0.79,0.1343,91,179,270
5492,5493,21-08-2011,3,0,8,18,0,0,0,1,0.72,0.6970000000000001,0.79,0.2537,96,215,311
5493,5494,21-08-2011,3,0,8,19,0,0,0,1,0.72,0.6818,0.7,0.2537,81,201,282
5494,5495,21-08-2011,3,0,8,20,0,0,0,1,0.7,0.6667,0.79,0.2537,41,140,181
5495,5496,21-08-2011,3,0,8,21,0,0,0,1,0.7,0.6667,0.79,0.2537,45,93,138
5496,5497,21-08-2011,3,0,8,22,0,0,0,2,0.7,0.6667,0.79,0.19399999999999998,37,97,134
5497,5498,21-08-2011,3,0,8,23,0,0,0,1,0.7,0.6667,0.74,0.1642,20,48,68
5498,5499,22-08-2011,3,0,8,0,0,1,1,1,0.68,0.6364,0.79,0.1642,18,22,40
5499,5500,22-08-2011,3,0,8,1,0,1,1,1,0.68,0.6364,0.79,0.0896,8,13,21
5500,5501,22-08-2011,3,0,8,2,0,1,1,2,0.7,0.6515,0.65,0.1045,2,6,8
5501,5502,22-08-2011,3,0,8,3,0,1,1,3,0.7,0.6515,0.65,0.1343,0,5,5
5502,5503,22-08-2011,3,0,8,4,0,1,1,1,0.68,0.6364,0.65,0.19399999999999998,2,10,12
5503,5504,22-08-2011,3,0,8,5,0,1,1,1,0.66,0.6212,0.65,0.3582,1,23,24
5504,5505,22-08-2011,3,0,8,6,0,1,1,1,0.66,0.6212,0.61,0.2985,6,106,112
5505,5506,22-08-2011,3,0,8,7,0,1,1,1,0.66,0.6212,0.61,0.3284,11,270,281
5506,5507,22-08-2011,3,0,8,8,0,1,1,1,0.66,0.6212,0.61,0.3284,20,331,351
5507,5508,22-08-2011,3,0,8,9,0,1,1,1,0.68,0.6364,0.54,0.2537,36,151,187
5508,5509,22-08-2011,3,0,8,10,0,1,1,1,0.7,0.6515,0.48,0.2836,36,85,121
5509,5510,22-08-2011,3,0,8,11,0,1,1,1,0.72,0.6515,0.34,0.3284,46,85,131
5510,5511,22-08-2011,3,0,8,12,0,1,1,1,0.74,0.6515,0.35,0.3881,54,153,207
5511,5512,22-08-2011,3,0,8,13,0,1,1,1,0.74,0.6515,0.3,0.4627,47,158,205
5512,5513,22-08-2011,3,0,8,14,0,1,1,1,0.74,0.6515,0.3,0.3881,88,137,225
5513,5514,22-08-2011,3,0,8,15,0,1,1,1,0.74,0.6515,0.3,0.2985,72,127,199
5514,5515,22-08-2011,3,0,8,16,0,1,1,1,0.74,0.6515,0.3,0.3881,66,254,320
5515,5516,22-08-2011,3,0,8,17,0,1,1,1,0.74,0.6515,0.27,0.3284,82,509,591
5516,5517,22-08-2011,3,0,8,18,0,1,1,1,0.72,0.6515,0.28,0.2985,72,537,609
5517,5518,22-08-2011,3,0,8,19,0,1,1,1,0.7,0.6364,0.3,0.2836,66,350,416
