,GameID,LeagueIndex,Age,HoursPerWeek,TotalHours,APM,SelectByHotkeys,AssignToHotkeys,UniqueHotkeys,MinimapAttacks,MinimapRightClicks,NumberOfPACs,GapBetweenPACs,ActionLatency,ActionsInPAC,TotalMapExplored,WorkersMade,UniqueUnitsMade,ComplexUnitsMade,ComplexAbilitiesUsed
386,1154,3,20,20,800,66.8904,0.0001259684,0.0002676828,3,7.87302387100838e-05,0.0002519368,0.0021887006,32.6957,72.5468,5.7626,15,0.00069283,4,0.0,0.00014171
387,1156,2,16,42,650,76.1514,0.0001964637,3.92927308447937e-05,2,0.0,0.000589391,0.0026719057000000003,48.9778,62.9706,5.3676,18,0.0005501,5,0.0,3.9293000000000005e-05
388,1159,2,23,2,100,57.9072,0.0006800586,0.0003923415,4,0.00010462440000000001,0.00023540490000000002,0.0026940783,50.0392,86.0194,3.9029,13,0.00047081,3,0.0,0.0
389,1164,6,19,28,700,116.7852,0.002579235,0.0005245902,4,1.09289617486339e-05,0.000557377,0.003989070999999999,40.1319,58.7507,5.2329,26,0.0013005,8,0.0001967213,0.0008306000000000001
390,1167,4,21,16,450,132.7152,0.002382741,0.00031691630000000003,8,0.0001408517,0.0002230152,0.004530729099999999,30.9195,48.1865,5.0751,29,0.0018311,6,0.0,1.1738e-05
391,1168,6,22,6,250,123.8388,0.0026392229,0.0005700097,4,0.0003045257,0.0005700097,0.0036699254,31.693,64.6468,5.9468,45,0.001265,7,0.00019520880000000002,0.00064028
392,1169,4,20,24,450,151.6686,0.0019661772,0.00019320819999999998,0,0.0,0.0008978497000000001,0.0038868937,32.8563,50.3743,6.6287,22,0.00097741,7,0.0,1.1365e-05
393,1172,3,18,28,800,133.4148,0.0041601256,0.00034761160000000004,6,0.0,0.0002691186,0.0031060776000000003,40.7681,75.76899999999999,7.4910000000000005,22,0.0014689,8,3.3639829558196896e-05,0.0
394,1173,1,26,8,50,31.333140000000004,0.00014936770000000002,6.638563414877021e-05,4,0.0,0.0003485246,0.0025309523,111.1842,100.6295,2.3246,25,0.00016596,7,0.0,0.00010788
395,1174,5,16,24,1400,116.4402,0.0009769347999999999,0.0001191384,0,0.0,0.0009292794999999999,0.003335875,33.7842,51.5429,5.9071,17,0.001239,5,0.0,0.0
396,1175,4,23,16,400,117.417,0.0021225148,0.0006179473,5,8.06018269747448e-05,0.0010478238,0.0030091349,38.9189,67.5,6.9196,14,0.0017195,5,0.0,0.0
397,1178,2,27,8,200,94.0176,0.0015804260999999998,0.0001560915,3,0.0002731601,9.755716850074141e-05,0.0045656755,48.515,56.547,3.4103,18,0.00078046,3,0.0,0.0
398,1179,6,21,4,800,168.3252,0.009062719200000001,0.0006644764,9,9.22883827383809e-06,0.0001384326,0.0045405884,34.3707,45.1789,5.1565,24,0.0014582,9,0.0004337554,0.00059065
399,1182,4,18,28,700,79.5828,0.0021672793,0.0003554338,4,3.4676468548442996e-05,0.0003987794,0.0031295513,71.0111,66.9695,4.1191,22,0.00084957,6,0.0001387059,0.00019072
400,1193,3,22,6,250,84.7632,0.0024260584,0.00046394739999999996,4,2.899671370578e-05,0.0002126426,0.0032959597999999996,53.6941,61.1261,4.2639,29,0.00055094,10,6.765899864681999e-05,0.00026097
401,1196,5,16,6,650,99.9996,0.000155705,3.1141006477329305e-05,1,0.0,0.000155705,0.0030518185999999997,34.8866,70.1224,6.102,12,0.0012144999999999999,3,0.0,0.0
402,1207,4,16,2,7,111.3582,0.0048024973,0.000150078,0,6.00312162324409e-05,0.00036018730000000003,0.0025513267000000003,64.2381,71.8118,6.2,17,0.0015308,4,0.0,0.0
403,1208,4,22,20,500,160.8168,0.0033622025,0.00047528519999999995,5,0.0001936347,0.0017075060000000001,0.0036966624,29.3397,46.2667,7.0095,16,0.0018835000000000002,7,0.0003872694,8.8016e-05
404,1210,4,27,6,350,80.334,0.0016195589000000002,0.0002107645,4,0.0,0.00044371480000000006,0.0035719040000000003,36.2368,64.2112,3.8478,31,0.00085415,8,4.43714780139326e-05,0.00018858
405,1211,6,21,14,700,135.975,0.0087952698,0.0006744272,10,0.000101626,0.0004988914,0.0041851441,28.6549,51.5055,4.2517,24,0.0010902000000000002,9,0.0002679231,0.00047118
406,1212,2,35,8,500,54.0468,0.0013283741,0.0001062699,2,0.0002656748,0.0003188098,0.0015763372,40.9545,128.809,6.1685,13,0.00083245,5,0.0,0.0
407,1216,7,23,24,1400,203.9028,0.006647021800000001,0.0004611301,7,0.00013496489999999999,0.0009672485,0.0061296563,24.5515,33.2917,4.7358,29,0.0024855999999999997,9,0.0001124708,6.7482e-05
408,1221,6,18,6,300,88.0428,0.0020489926999999997,0.0004578755,6,8.012820512820509e-05,4.5787545787545794e-05,0.003731685,32.0615,49.5828,4.0798,24,0.0012706,7,0.0,0.00037775
409,1228,1,26,4,230,68.1048,0.001494836,0.0002491393,3,9.05961224859576e-05,0.0005662258,0.002242254,36.7755,90.3838,5.0606,10,0.00061152,3,0.0,0.0
410,1230,2,17,16,250,50.0004,0.0003182911,0.0001768284,2,0.0,0.00010609700000000001,0.0019804781,99.7818,115.0,4.5893,12,0.00038902,2,0.0,0.0
411,1232,3,18,2,500,61.7034,0.00048644339999999995,0.00011961719999999999,4,0.0,0.00023923439999999998,0.0033333333,49.4772,80.1818,3.3708,41,0.00047049,6,0.0,6.3796e-05
412,1233,2,17,20,200,68.1786,0.000630858,9.012256669069929e-05,4,5.14986095375425e-05,6.43732619219281e-05,0.0024976826,50.0933,79.6495,4.8763,22,0.00034762,3,0.0,0.0
413,1235,3,18,6,40,72.9252,0.0010318665,0.0002731411,5,1.5174506828528101e-05,0.00016691959999999998,0.0024430956,53.85,79.4286,5.2298,17,0.0007132000000000001,6,0.0001365706,7.5873e-05
414,1237,3,19,20,1000,61.875,0.0018700665,0.0002479646,4,0.0002066372,0.0001756416,0.0033165268,44.925,78.4299,3.0779,23,0.00056825,8,0.0,0.0
415,1238,3,33,6,365,51.1932,0.0002593836,4.5773573390296e-05,2,0.000106805,0.00016783639999999998,0.0022886787,62.8993,96.5333,4.2067,13,0.00096125,4,0.0,0.0
416,1240,3,20,24,325,137.3052,0.0073698516,0.00036587919999999996,1,2.61342253815597e-05,0.0002090738,0.0032929124,31.392,61.1429,5.4286,16,0.00073176,5,0.0,0.0
417,1241,6,17,6,60,167.1966,0.0073810826,0.0005125752,4,0.0,0.0,0.0035880262,25.1154,44.0381,6.6857,11,0.0016061,3,0.0,0.0
418,1247,1,18,42,600,41.037,0.0007477015,0.0001200015,7,2.7692648524904902e-05,4.61544142081749e-05,0.0020400251,118.6727,116.0724,3.4434,21,0.0002677,6,0.0,0.0
419,1248,4,26,6,200,97.2954,0.0007052789,0.00022440689999999997,4,0.0002030348,0.0003205813,0.0036866852000000004,31.7674,53.8203,4.7855,21,0.00052362,5,0.0,0.0
420,1249,6,17,20,800,138.2802,0.0037563078000000002,0.0002976697,3,0.0,0.0005811646,0.0049753359,28.5486,37.150999999999996,4.4017,23,0.0010630999999999998,5,0.0,0.00019845
421,1253,3,19,28,480,120.9294,0.0020825198,0.0001843898,6,3.2539372640895505e-05,0.0001410039,0.0035576381,34.0673,63.5732,5.6311,28,0.0011930999999999999,6,0.0,0.0
422,1255,3,19,56,2500,119.9976,0.0011562058,0.0003893346,3,1.17980179329873e-05,0.0003775366,0.0034214252,50.3668,60.8414,6.1034,15,0.0012742,7,0.0001061822,1.1798e-05
423,1256,5,28,16,700,110.4828,0.0064782242,0.0001486399,0,1.2386662042312801e-05,9.90932963385027e-05,0.0034063321000000002,62.3212,64.1891,4.1855,30,0.0017094,8,0.00011148,0.00033444
424,1259,6,23,10,800,166.4136,0.0051816557,0.0004615843,4,0.0,0.0003126861,0.0046009529,22.5974,38.589,5.657,16,0.00098273,7,0.0,0.00019357
425,1262,6,17,14,750,167.8746,0.0146209772,0.0006325956,6,1.78195944260309e-05,5.34587832780926e-05,0.0035817385,35.211999999999996,53.7214,4.8607,26,0.0010514,7,0.0003296625,0.00041876
426,1264,4,16,4,300,101.9502,0.0055883405,0.0003129471,2,2.2353361945636603e-05,0.0001564735,0.0026824034000000004,51.2269,87.8,5.1,11,0.00096119,4,0.0,0.0
427,1265,3,26,8,100,67.2912,0.0019753297,0.00041211910000000005,3,0.0,0.00015632110000000002,0.0033395862,48.2906,68.9362,3.2213,18,0.00089529,5,0.0,0.0
428,1273,5,17,42,1600,90.0642,0.0024233627,0.00034443730000000006,3,9.84106677163805e-05,0.0002829307,0.0032721546999999996,29.5547,64.3008,4.5263,24,0.0010948,4,0.0,0.0
429,1274,5,17,24,800,149.7966,0.0082658058,0.0002816657,9,0.0,3.24998916670278e-05,0.0047666508,50.7608,46.0182,4.1818,30,0.0012892000000000001,10,0.0,7.5833e-05
430,1275,2,18,8,90,122.1162,0.0028872196,0.0004088099,8,5.11012315396801e-05,0.00024273080000000003,0.0035132096999999996,30.9343,54.4582,5.7855,20,0.0023379,7,0.0001022025,0.0
431,1277,6,21,20,1000,156.1536,0.0077920977,0.000602001,7,0.0002119722,0.0006613532000000001,0.0040020349,41.9108,50.0847,5.6377,33,0.0010683,9,0.0002119722,0.00018654
432,1279,3,26,2,500,51.363,0.00045157410000000003,0.00039781519999999994,3,0.0,0.0003010494,0.0025051608,61.0,79.4678,3.9056,27,0.00054834,9,7.526234302425601e-05,0.0
433,1281,5,21,42,700,93.3894,0.0034882219,0.0004198786,8,5.3830584384824106e-05,0.0002691529,0.0040049955,45.6496,61.9355,3.6102,27,0.00099048,9,0.0001507256,0.00026915
434,1285,6,20,20,2000,190.5678,0.0149700599,0.000461406,5,5.1267328356984705e-05,0.00016405549999999998,0.0036707407000000003,35.2381,56.6034,5.757000000000001,31,0.00099459,9,8.20277253711755e-05,0.00011279
435,1286,6,19,10,700,176.64,0.0169961764,0.0004662874,1,4.6628741956542e-05,0.0001165719,0.0026578383,55.5752,81.2281,5.9211,10,0.00060617,4,0.0,0.0
436,1289,4,22,12,600,130.0248,0.0030660759999999996,0.0003917013,2,2.7013885136960397e-05,0.0004997569,0.0042276729999999995,23.0385,46.7348,5.0671,23,0.0012561,7,0.0,0.0
437,1291,4,16,8,190,105.4776,0.0017040747,0.00018829549999999998,1,3.7659109738645796e-05,0.0003295172,0.0037000075,34.2959,59.1349,4.9924,20,0.00068728,6,0.0,0.0
438,1292,3,23,4,200,92.88,0.0021648464000000004,0.0002739193,4,3.534443148481961e-05,0.0003092638,0.0028010462,64.0633,74.2839,5.5931,28,0.00098964,9,7.06888629696391e-05,0.00015905
439,1293,6,22,16,700,96.2154,0.0026772353,0.0005494762,5,0.0003039656,0.0003156566,0.0038580246999999996,50.3222,59.6485,4.0,18,0.00071315,8,0.0,0.0
440,1298,1,17,70,400,82.0902,0.00010665530000000001,6.39931740614334e-05,1,1.0665529010238901e-05,0.00010665530000000001,0.0019304607999999998,50.0444,71.9779,8.1215,17,0.00035196,6,0.0,0.0
441,1299,4,21,8,30,52.3392,0.0028189506,0.00017050099999999999,4,1.13667363826498e-05,0.0,0.0026711829999999997,85.2137,95.4894,2.6723,27,0.00079567,5,0.0,0.0
442,1301,2,32,6,150,49.3854,0.002289466,0.0003391802,5,0.0,8.4795038278903e-05,0.0024711697,63.6059,92.8039,2.9118,15,0.00092063,6,0.0,0.0
443,1302,4,19,16,900,96.2466,0.0012130705,0.00023032979999999998,5,0.00013819790000000001,0.0005374363,0.0031631964,27.4341,61.7476,5.4515,13,0.00078312,6,0.0,0.00015355
444,1309,6,18,28,700,142.3296,0.0102536998,0.0005073995999999999,5,0.0,0.0002748414,0.0030655390999999995,41.8889,62.869,5.4138,21,0.0013742000000000001,5,0.0,0.0
445,1310,4,21,10,150,126.1386,0.002854198,0.0005054308999999999,5,2.97312296836597e-05,0.0007333703,0.0034290018,24.4522,57.2601,6.5058,27,0.0012289000000000002,7,0.00022793939999999997,0.00017839
446,1312,2,24,6,300,71.9574,4.9500049500049496e-05,7.42500742500742e-05,4,0.0001485001,0.0005321255,0.0030813781,46.8871,72.7068,4.4498,22,0.00053213,6,0.0,2.475e-05
447,1314,2,30,4,500,59.1138,0.0011859583,0.000142315,3,1.18595825426945e-05,0.00017789369999999998,0.0023600569,72.3838,87.9196,4.2362,16,0.0006167000000000001,6,0.0,0.0
448,1318,4,21,6,175,73.0668,0.0009428421000000001,0.0001700207,4,0.0001159232,6.955392747843829e-05,0.0026816903,46.6705,76.1383,5.0432,26,0.00048688,11,0.0,0.0
449,1319,4,28,12,900,52.31100000000001,0.0008064516,0.0002688172,6,7.94232649071359e-05,0.00027492669999999996,0.0023032747,46.233999999999995,82.5995,4.1379,29,0.00033602,10,0.000152737,0.00034213
450,1325,4,27,8,250,109.821,0.0031596071,0.0004223237,3,0.0002502659,0.0002502659,0.0035819308000000004,32.8421,55.0568,4.952,22,0.0016737000000000002,5,0.00017205779999999998,0.00015642
451,1333,6,19,28,800,161.4678,0.0079446576,0.0002026698,4,1.3511322488245099e-05,0.00039182839999999996,0.0043371345,21.2125,47.8754,5.3364,17,0.0009593,5,0.0,0.0
452,1335,2,23,6,75,49.9362,0.0011025228,0.0001778263,0,4.74203338391502e-05,0.0,0.0013870448,46.6552,118.3932,6.2735,13,0.00069945,6,0.0,0.0
453,1336,5,20,4,500,139.5132,0.0048604778000000005,0.00034652559999999997,7,0.0,0.0004650739,0.0051340507,28.8185,43.2753,4.1066,32,0.0015502,7,0.0,0.0
454,1337,4,23,8,200,85.7502,0.0023573523,0.0003619557,1,7.424731781564391e-05,0.0002320229,0.0029049263,64.3718,64.6518,5.2109,32,0.0016890999999999998,9,0.0,0.0
455,1338,1,22,6,700,43.3638,0.0003306566,9.44733112895607e-05,4,0.0001259644,7.87277594079672e-05,0.0017398835,154.8,123.2941,4.5339,23,0.00088962,10,0.0,0.0
456,1339,3,22,24,800,91.4178,0.0011850018,0.00010611959999999999,3,0.0,0.0,0.0027414220000000003,63.0649,81.0581,5.8581,20,0.00072515,5,0.0,0.0
457,1340,4,19,6,88,156.1278,0.0048246327,0.0004743319,4,9.48663739361414e-05,0.0008673497,0.0040250447,37.2297,53.468,6.1145,24,0.0015179,6,0.0002032851,0.00016263
458,1341,5,16,14,500,109.5582,0.0035998704,0.0006366330000000001,8,8.102602092786371e-05,0.0002199278,0.003333642,31.9164,59.6667,5.2569,22,0.0013311,6,0.0,0.0
459,1344,5,29,6,1000,99.1416,0.0015885917000000001,0.0002709226,4,0.0001970346,0.0003940693,0.0029308901000000003,73.9072,70.2017,5.6513,21,0.0028939,7,0.0,0.0
460,1346,5,22,18,500,114.2598,0.0033306237,0.00031612700000000003,7,2.25804994806485e-05,0.0005193515,0.0036580409000000003,49.2632,66.8148,4.928999999999999,29,0.0029806,8,0.0,1.129e-05
461,1347,1,28,4,40,53.55,0.0003022975,8.24447620094537e-05,2,0.0,0.0002748159,0.0014290425,73.9608,108.6154,6.8269,11,0.0013465999999999999,4,0.0,0.0
462,1348,6,20,12,700,102.0174,0.0026075619,0.0007122507000000001,7,2.4144091940702103e-05,6.0360229851755296e-05,0.0046356657,38.6214,54.6458,3.5286,22,0.0010744,5,0.0,0.0
463,1351,4,19,10,200,133.911,0.0048492638,0.0003505492,1,0.0,0.0007361533,0.0034821220000000003,42.6263,56.7114,6.0738,28,0.0013321,7,8.17948118719327e-05,9.348e-05
464,1352,6,18,28,1000,286.5528,0.020334244799999998,0.0006733869,10,0.0001326368,0.0011427172,0.00644819,21.5658,28.7342,5.2358,37,0.00151,8,0.0001530425,0.00079582
465,1356,5,22,6,600,143.718,0.0014215497,0.0003132228,4,0.0002007839,0.0006344769999999999,0.0054372269,21.5976,35.0192,4.4298,43,0.00089148,6,0.0,7.2282e-05
466,1358,6,17,36,900,131.8242,0.0042107242999999996,0.0005955615,5,0.0003134534,0.0004806286,0.0029673590999999997,27.3357,65.7042,7.5,28,0.0013896,8,0.00012538139999999999,0.00079408
467,1361,5,19,4,350,168.9216,0.0060146949,0.0005938734,7,7.59605557550479e-05,0.0004488578,0.0041985471,23.9539,46.3816,6.3849,31,0.0016918,7,0.0006767394999999999,0.0015399
468,1364,4,21,16,60,66.8184,0.0012360525999999998,0.0001503307,4,8.351707088928979e-05,0.00068484,0.0023718848,61.9574,93.662,4.9437,23,0.0010189,7,0.0,0.00010022
469,1365,2,19,24,450,58.6338,0.0014760293,0.0001968039,0,0.0,0.00031488619999999997,0.0020467606,47.8447,92.8846,4.9135,19,0.00074785,7,0.0,0.0
470,1366,1,20,14,200,96.7374,0.0022773435,0.0002461993,1,0.0,0.0004154613,0.0020157568,57.3231,85.5267,8.2977,17,0.001031,5,0.0,0.0
471,1369,2,16,28,200,46.1016,0.0001481293,2.1161334010496e-05,1,0.0,4.2322668020992e-05,0.0022642626999999998,75.3585,104.2243,3.8131,14,0.00042323,4,0.0,0.0
472,1375,3,16,24,730,101.6082,0.0068379035,0.0003384242,7,2.6032627559875e-05,0.00032974660000000005,0.0034189517999999998,64.2239,66.3046,3.7234,32,0.00053801,5,0.0,0.0
473,1379,5,22,28,250,124.02600000000001,0.0018487885999999999,0.0005716649,3,0.0,0.0002189355,0.0035516201,31.6701,56.4932,6.3562,27,0.0020677,10,0.0003527294,0.00015812
474,1380,2,21,10,400,68.6868,6.10426077402027e-05,0.0002441704,3,3.05213038701013e-05,0.0004883409,0.0014955439,6.6667,61.0612,8.7347,10,0.00073251,3,0.0,0.0
475,1382,3,22,10,600,71.2914,0.0011475114999999999,9.00009000090001e-05,4,0.0001687517,7.87507875078751e-05,0.0032962829999999997,44.6301,69.8976,3.6997,23,0.00059626,7,0.0,0.0
476,1383,6,19,20,800,112.5,0.0032614629,0.0006413755000000001,8,6.82314410480349e-05,0.00027292580000000004,0.0040665939,38.8552,51.7987,4.4161,25,0.0011736,7,2.7292576419214e-05,1.3646e-05
477,1389,2,16,10,100,39.3804,0.000316616,9.49848024316109e-05,1,0.0,0.0003482776,0.0018047112,101.0714,95.6491,4.0526,19,0.0012664999999999998,3,0.0,0.0
478,1390,5,20,24,900,148.6884,0.0043901565,0.0002837176,3,0.0,0.0,0.002926771,17.7641,61.898,8.3061,13,0.00088102,4,0.0,0.00047784
479,1392,2,40,14,500,51.8358,0.0003108532,0.0001480253,4,4.4407602581562e-05,8.88152051631239e-05,0.001968737,68.2424,97.2932,4.9398,31,0.00078453,3,0.0,0.0
480,1397,3,23,4,50,97.3866,0.0029264404,0.00044409019999999997,5,4.5547711227510794e-05,0.0002391255,0.0031541790000000004,33.3043,66.3538,5.2888,18,0.00097928,7,0.0001708039,0.00035299
481,1399,5,21,28,750,126.4902,0.0075338932999999995,0.0004052461,2,3.68405540819334e-05,0.00018420279999999998,0.0036656351,29.697,59.8995,4.4925,14,0.00088417,5,0.0,0.0
482,1402,5,21,12,730,104.3202,0.0015935067000000002,0.0004003391,6,0.0001726953,0.0012324165,0.0033597085999999996,44.0656,60.6075,5.9369,24,0.0019152999999999998,6,0.0005023863,0.0017898
483,1403,5,18,14,365,143.57399999999998,0.0022247706,0.0002637615,0,0.0001720183,0.0016284404,0.0034059633000000002,24.1351,45.4141,7.3704,27,0.0018004999999999998,9,0.00027522939999999996,0.00017202
484,1408,3,19,42,450,220.0692,0.013081841399999999,0.000230179,5,8.95140664961637e-05,6.39386189258312e-05,0.0042455243,29.3897,42.5422,6.6747,22,0.0013555,7,0.0001790281,0.00067775
485,1411,6,21,16,800,199.6008,0.018177362,0.0004595401,5,3.06360034312324e-05,0.000377844,0.0047690045,30.2918,46.03,4.0835,20,0.00082717,9,0.0,0.00023488
486,1413,3,20,10,100,45.5952,0.000258119,9.38614604843251e-05,0,1.17326825605406e-05,9.38614604843251e-05,0.0023934672,62.1084,91.0,3.7353,13,0.00065703,6,0.0,9.3861e-05
487,1414,5,18,8,250,89.5218,0.0030646760999999997,0.0005468094,6,7.62989903100282e-05,0.0006866909,0.0034843206,32.4534,61.1241,4.1369,40,0.00053409,11,3.81494951550141e-05,0.00017803
488,1416,4,17,20,1200,105.9162,0.0033365338,0.0004920787,0,3.60057609217475e-05,7.2011521843495e-05,0.0028084494,31.0558,67.1966,6.047000000000001,21,0.00085214,6,0.0,0.00045607
489,1417,4,20,20,650,102.7356,0.0034505277000000003,0.00021179709999999999,5,3.5299516396625394e-05,0.0004677186,0.0036799746,38.4519,52.0384,4.2374,30,0.00069717,9,4.41243954957817e-05,0.0001412
490,1422,5,20,8,700,104.3286,0.0030121831,0.00043671059999999997,4,0.0,0.0005486876000000001,0.0034264983,48.1049,64.902,4.8954,37,0.0018812000000000002,8,0.0002799427,0.00021276
491,1427,5,23,12,730,118.1706,0.0024995099,0.00043128800000000005,5,0.000117624,0.00122525,0.0041658497999999995,28.0755,51.2188,4.7835,32,0.00089198,10,0.00010782200000000001,0.00039208
492,1430,4,23,12,850,115.5006,0.0017881601,0.0003043677,4,1.2681986506366401e-05,0.0006848272999999999,0.0022320295999999997,30.3543,81.5909,8.892000000000001,16,0.0010525999999999999,6,0.0,2.5364e-05
493,1431,4,18,14,400,186.3234,0.0178749584,0.00033255739999999995,6,0.0002078484,0.00033255739999999995,0.0026188892999999998,63.2,74.4127,6.6905,19,0.0010185,4,0.0,0.0
494,1433,2,18,8,26,94.5504,0.0011428801,0.00011027790000000001,2,3.00757909933031e-05,0.0006817179,0.0026366442999999997,40.5191,71.9087,6.7871,25,0.0010025000000000001,6,0.00019048,0.0014737
495,1436,5,24,24,500,102.5556,0.0015071114000000001,0.0001353693,1,0.0,8.12215724496426e-05,0.003411306,48.2971,62.6772,5.4259,22,0.00060465,8,0.0,0.0
496,1439,6,22,24,1650,113.8248,0.0023548518,0.00022330490000000002,3,6.090133982947629e-05,0.0005278116000000001,0.0042833941999999995,40.4762,53.1943,4.3507,20,0.0021315,5,0.0,0.0
497,1447,1,20,28,200,72.59100000000001,0.000176258,0.0001982903,3,0.0,0.0001321935,0.0031726448,17.9021,66.6111,4.2778,9,0.00048471,4,0.0001542258,2.2032e-05
498,1454,4,18,20,2000,191.3154,0.0199187407,0.0006643839,7,1.27766136863086e-05,0.0001277661,0.0033858026,37.5303,57.2226,4.8113,31,0.0010477,9,0.0001405428,0.00021719999999999997
499,1455,5,21,20,500,154.0044,0.0034421153000000005,0.0002024774,4,1.1910433539780801e-05,0.0002262982,0.0043234874,23.1602,42.7769,5.9256,23,0.0018699,6,0.0005002382,0.00052406
500,1463,7,17,56,1600,202.0026,0.0130699451,0.0008156282000000001,4,0.00014920030000000002,0.00037797410000000003,0.006614546,20.0964,33.9368,3.7699,25,0.0011538,7,0.0,0.0
501,1464,6,22,8,1200,74.3238,0.0024094235,0.0005651734,5,0.00011898389999999999,0.0002082218,0.0035472069,59.0756,60.1509,3.3983,45,0.00063954,9,0.0001636028,0.00018591
502,1468,5,20,10,500,140.001,0.009300461,0.0006013229,6,1.00220485067148e-05,0.0002806174,0.0040088194,24.6015,51.59,4.445,33,0.00097214,8,0.0005011023999999999,0.00032071
503,1469,1,22,16,200,55.203,0.0010859985,0.0002360866,4,0.0,0.0002518257,0.0021562579000000003,74.0,114.0146,4.6277,17,0.00077122,5,0.0001573911,0.00037774
504,1476,6,23,16,450,115.5252,0.003853325,0.000310752,4,0.0,0.0004039776,0.0032007458000000003,40.1176,71.53399999999999,5.7379,20,0.00077688,5,0.0,3.1075e-05
505,1477,3,22,20,150,69.0534,1.2378075951874e-05,0.0001237808,3,0.0,0.0001485369,0.002772689,33.5426,63.6607,4.6964,23,0.00074268,5,0.0,0.0
506,1478,2,17,12,500,88.986,0.0013867876999999998,0.0001260716,3,0.0,0.0007984535,0.0023323248,46.0727,93.3333,6.7568,17,0.0013658,5,0.0,0.0
507,1479,4,22,20,400,167.4162,0.014205723799999998,0.0001777567,2,0.0,0.0001925698,0.003762517,51.6996,62.0,4.5079,22,0.0010221,7,0.0,0.0
508,1482,4,20,14,700,156.1176,0.008435438299999999,0.0003298775,6,0.0002513352,0.0008796733,0.0034244423,23.871,61.8899,6.4128,18,0.0012096,5,0.00020420990000000002,0.00089538
509,1484,5,22,16,250,118.9908,0.0023183147,0.0004409838,7,0.0,0.0007055739999999999,0.0038176595000000003,49.8543,54.7591,5.3629999999999995,22,0.0020410999999999997,6,0.00016379399999999998,0.00076857
510,1486,4,23,30,2500,127.695,0.0013790386,0.0001164124,0,0.00037610139999999997,0.0003492371,0.0035460993,25.9241,48.3333,6.3131,28,0.00059102,5,1.79095923776775e-05,6.2684e-05
511,1488,3,25,10,400,75.2358,0.0010320177000000001,0.0002013693,1,0.0,0.0006292791,0.0020640354000000002,28.9383,91.4634,6.5,10,0.0017872,5,0.0,2.5171e-05
512,1491,3,22,6,40,121.6998,0.0014697548999999999,0.00021249470000000002,5,3.54157812721349e-05,0.0003364499,0.0032759598,44.0652,50.2054,6.4595,20,0.00040728,4,0.0,0.0
513,1493,6,26,24,800,129.5334,0.0111015599,0.0003249748,2,6.289835625628979e-05,0.0003249748,0.0027989769,27.3083,68.5993,4.9625,16,0.00096444,8,8.386447500838641e-05,0.00017821
514,1495,2,22,4,350,84.2604,0.0004564167,0.0001521389,4,8.94934669769107e-06,0.0005727582,0.0032396634999999996,23.4017,70.4199,4.9088,21,0.00087704,9,5.36960801861464e-05,0.00012529
515,1496,5,24,16,250,111.4068,0.0026306454999999998,0.0004581461,8,0.0001477891,0.00013301020000000002,0.0038720738,36.8429,55.2672,4.7214,17,0.0010936,5,0.0,0.0
516,1498,4,19,12,700,106.524,0.0019015723000000001,0.0003689618,0,7.095419197366179e-05,0.0009224045,0.0037463813,35.056999999999995,61.7273,4.7879,16,0.0009366,9,5.676335357892939e-05,0.00041153
517,1502,4,18,8,50,74.8782,0.0026482067,0.0003407049,4,0.0,0.0001548659,0.0024778542000000003,31.5723,83.025,4.7562,15,0.00083628,6,0.0,0.00044911
518,1506,5,17,28,1000,158.7498,0.0121072355,0.0005224849,4,0.0,0.0003062842,0.0029367253000000004,45.3333,55.5337,6.0123,17,0.00084679,6,0.0,0.00016215
519,1514,6,19,42,2500,147.96,0.0029617718,0.0005190733999999999,7,8.142327891544191e-05,0.0004172943,0.006096568,23.8127,36.6077,3.975,29,0.0019338,9,0.0001017791,0.00030534
520,1518,5,18,12,465,130.0014,0.0025919976999999998,0.00036507010000000003,5,9.1267523364486e-05,0.0002372956,0.0034681659000000004,16.6561,48.2737,6.2316,20,0.0019896000000000002,6,0.0003103096,0.00012777
521,1520,5,17,10,350,165.4494,0.0032037665999999996,0.0002478052,3,0.0004602096,0.0008496177,0.0037170772999999997,28.0957,43.1429,7.4333,25,0.0023718000000000003,7,0.0002301048,0.0001239
522,1521,3,20,10,300,123.8316,0.0024608093,0.0001481043,5,2.27852716004375e-05,0.0006607728999999999,0.0037595697999999998,42.9787,57.903,5.5394,24,0.001276,8,0.0004215275,0.0011962
523,1525,6,17,42,1000,106.5678,0.0026150781,0.0003882329,5,0.00027103049999999997,0.0003735826,0.0039336049,34.8507,58.4283,4.378,42,0.00070321,9,0.0,0.0
524,1526,5,31,8,300,110.193,0.0025170999,0.0003419973,8,1.36798905608755e-05,0.000629275,0.0029822161,38.0276,75.2477,6.1514,22,0.0022572,7,0.0002599179,0.00028728
525,1530,4,16,14,400,92.1222,0.0034684086,0.0004913579,2,0.0,0.0002167755,0.0033238915999999996,48.4541,69.0435,4.2696,28,0.00093936,9,0.0001589687,0.0
526,1534,4,17,6,180,93.792,0.0051389862,0.0003211866,1,2.91987853305302e-05,0.0002919879,0.0038250409000000003,40.5538,60.5496,3.2519,12,0.0012554999999999999,4,0.0,0.00020439
527,1535,4,23,10,300,139.1526,0.006806058,0.0001686186,2,1.5328959470231197e-05,0.00044453980000000004,0.0035409896000000002,29.8609,55.7229,5.671,17,0.0022074,6,0.0001686186,0.00076645
