,CIC0,SM1_Dz(Z),GATS1i,NdsCH,NdssC,MLOGP,quantitative response LC50 [-LOG(mol/L)]
442,3.407,1.548,1.653,0,0,1.145,6.257999999999999
443,1.844,1.275,0.804,0,0,3.109,6.784
444,2.2159999999999997,0.389,0.7959999999999999,0,0,1.953,3.7510000000000003
445,4.372,0.134,1.254,0,0,5.3389999999999995,6.569
446,3.065,1.079,0.825,0,0,5.472,6.882000000000001
447,1.786,0.7020000000000001,1.081,0,0,-1.265,8.132
448,1.883,0.9159999999999999,1.207,0,1,1.188,1.153
449,2.11,0.773,0.773,0,1,2.57,3.36
450,1.975,0.802,0.775,1,0,2.799,4.227
451,3.6289999999999996,0.223,0.802,0,0,3.571,4.269
452,2.309,0.907,0.871,0,0,3.0460000000000003,3.782
453,3.3160000000000003,0.223,1.571,1,0,1.795,3.8539999999999996
454,4.223,0.638,1.117,0,1,3.557,8.169
455,3.333,0.405,0.963,1,0,2.9739999999999998,5.63
456,3.7489999999999997,0.331,1.278,0,0,2.773,4.777
457,3.3510000000000004,0.797,2.456,2,0,-0.19699999999999998,3.903
458,3.0980000000000003,0.93,1.075,0,0,2.702,5.65
459,3.734,0.223,1.374,0,0,3.661,5.159
460,3.073,1.493,1.2790000000000001,0,0,3.737,6.645
461,3.2489999999999997,2.0709999999999997,1.327,0,0,3.948,6.446000000000001
462,2.137,0.223,1.375,3,0,0.5479999999999999,4.865
463,4.247,0.58,1.36,2,1,3.062,5.066
464,2.375,1.026,1.09,0,1,2.553,3.895
465,1.6340000000000001,0.713,1.19,0,0,1.3130000000000002,2.056
466,2.309,0.762,0.845,1,0,1.091,3.6010000000000004
467,3.219,0.8109999999999999,1.127,0,0,2.6039999999999996,4.257
468,4.205,1.5119999999999998,1.046,0,2,2.11,5.002
469,2.24,0.405,1.203,0,0,-0.316,2.286
470,2.233,0.46,0.789,1,0,2.206,4.96
471,3.24,0.693,1.4869999999999999,1,0,1.002,3.5980000000000003
472,2.2969999999999997,0.762,0.7979999999999999,0,0,2.841,3.608
473,2.374,0.8109999999999999,0.8170000000000001,1,0,2.841,5.277
474,2.568,0.389,1.012,0,0,2.296,3.513
475,3.734,0.223,1.2819999999999998,0,0,2.502,3.387
476,3.6010000000000004,0.223,1.254,0,1,2.3569999999999998,3.141
477,3.08,0.405,1.609,0,2,1.619,3.528
478,3.734,0.223,1.426,0,0,2.502,3.18
479,4.532,0.405,1.189,1,4,4.638999999999999,5.307
480,4.324,0.0,1.205,0,1,4.738,4.302
481,3.08,0.223,1.462,1,0,1.442,3.5180000000000002
482,3.073,0.693,1.4380000000000002,0,2,0.787,1.055
483,1.962,1.345,0.7829999999999999,0,0,3.617,5.752000000000001
484,3.386,0.251,1.225,0,0,1.5859999999999999,3.0860000000000003
485,2.448,0.638,0.9209999999999999,0,0,1.7009999999999998,3.5210000000000004
486,3.25,0.0,0.95,0,0,3.259,3.926
487,2.824,0.223,1.051,0,0,1.801,3.168
488,3.134,0.223,1.193,0,0,1.548,2.6919999999999997
489,3.11,0.0,1.079,2,0,2.42,3.9739999999999998
490,2.309,0.762,1.1179999999999999,0,2,-0.129,2.715
491,3.2,0.711,1.235,0,3,0.779,2.681
492,3.3369999999999997,1.443,0.9129999999999999,0,0,6.166,7.428999999999999
493,2.077,1.236,0.8290000000000001,0,1,3.458,4.4239999999999995
494,2.086,0.331,1.2209999999999999,1,0,0.14300000000000002,3.815
495,3.7,0.223,1.556,0,1,2.4459999999999997,3.662
496,0.965,0.732,1.359,0,1,0.435,3.4810000000000003
497,2.1830000000000003,0.93,0.846,0,0,1.395,4.224
498,2.031,0.496,1.952,0,1,-0.703,1.2309999999999999
499,2.428,0.956,2.609,0,0,0.113,1.301
500,3.8710000000000004,0.8290000000000001,1.558,0,1,3.0260000000000002,4.539
501,3.0460000000000003,0.0,1.3330000000000002,0,2,2.352,4.075
502,4.532,0.405,1.189,2,3,4.638999999999999,5.104
503,2.238,1.5130000000000001,2.0780000000000003,0,0,0.489,4.513
504,2.841,0.88,1.705,0,3,0.226,1.6469999999999998
505,4.031000000000001,1.113,1.1059999999999999,1,2,4.579,7.64
506,2.479,0.887,0.9540000000000001,0,0,1.7480000000000002,4.912
507,3.252,0.223,1.077,0,0,2.51,4.02
508,2.094,0.8270000000000001,0.86,0,0,1.886,5.449
509,2.728,0.134,0.9229999999999999,0,0,2.102,3.42
510,2.824,0.223,1.0,1,0,2.102,3.36
511,2.971,0.972,1.255,0,2,2.052,4.565
512,2.477,0.405,0.8759999999999999,0,1,1.7,2.474
513,1.9769999999999999,1.112,0.8809999999999999,0,0,2.37,4.798
514,2.439,0.93,0.924,0,0,1.7480000000000002,5.007
515,3.049,0.762,1.258,0,2,1.996,4.369
516,3.78,0.0,1.182,0,0,3.8539999999999996,4.938
517,3.219,0.8109999999999999,1.151,0,0,2.6039999999999996,3.397
518,2.495,0.56,0.835,0,1,1.643,1.969
519,3.0260000000000002,0.405,1.787,0,1,1.3730000000000002,2.551
520,2.875,0.5820000000000001,2.311,0,0,1.587,3.075
521,2.126,0.83,0.899,0,0,3.478,4.263
522,1.639,0.83,1.445,2,0,2.081,5.05
523,3.6689999999999996,0.486,1.374,0,0,3.2910000000000004,4.61
524,3.609,0.8109999999999999,1.208,0,0,3.2910000000000004,4.468999999999999
525,2.33,0.932,0.9309999999999999,0,1,2.529,4.559
526,2.542,0.429,1.891,0,0,0.562,2.12
527,2.456,0.331,0.875,0,1,1.294,2.263
528,3.18,1.281,1.246,0,0,2.492,4.963
529,2.4819999999999998,1.3030000000000002,1.415,0,0,0.575,4.919
530,2.719,0.8909999999999999,2.292,0,0,1.94,3.2889999999999997
531,3.023,0.56,1.168,0,1,1.75,3.3789999999999996
532,2.251,0.638,0.871,1,0,1.61,4.021
533,4.88,0.134,1.8530000000000002,0,0,2.217,4.77
534,2.08,0.8909999999999999,0.816,0,0,2.7289999999999996,4.41
535,2.8760000000000003,0.9279999999999999,1.3719999999999999,0,1,1.7369999999999999,6.148
536,2.251,0.638,0.871,1,0,1.61,4.175
537,4.138999999999999,0.496,1.43,0,1,4.206,5.767
538,2.122,1.621,1.511,0,0,2.64,5.6770000000000005
539,4.061,0.134,1.6580000000000001,0,0,-0.294,3.1510000000000002
540,3.0669999999999997,1.286,1.3090000000000002,0,0,2.2230000000000003,5.318
541,2.125,0.73,1.537,0,0,0.883,3.0069999999999997
542,3.452,0.331,1.0979999999999999,0,1,2.54,3.742
543,2.479,0.887,0.9540000000000001,0,0,1.7480000000000002,5.341
544,3.528,1.74,1.288,0,0,0.626,5.466
545,2.802,0.223,1.6,0,1,1.064,1.999
546,3.609,0.8109999999999999,1.208,0,0,3.2910000000000004,4.247
547,3.198,0.405,1.399,0,0,1.8969999999999998,3.8739999999999997
548,2.888,0.251,1.771,0,0,1.3980000000000001,2.983
549,4.4430000000000005,0.251,1.287,4,3,4.453,6.483
550,1.7830000000000001,0.57,1.187,1,0,2.033,6.064
551,2.333,0.251,2.327,0,0,-0.24100000000000002,3.884
552,3.5260000000000002,0.711,1.5859999999999999,0,3,1.569,3.66
553,3.5260000000000002,0.711,1.5959999999999999,0,3,0.757,3.423
554,2.366,0.405,1.735,0,0,-0.534,0.242
555,2.508,0.58,0.941,0,0,1.7009999999999998,3.799
556,4.436,0.764,1.227,0,1,5.257999999999999,5.412000000000001
557,4.356,1.028,1.224,0,1,5.7410000000000005,5.757999999999999
558,2.1830000000000003,0.93,0.846,0,0,1.395,3.6660000000000004
559,3.012,0.223,1.023,0,0,2.193,3.7510000000000003
560,2.508,0.58,0.941,0,0,1.7009999999999998,3.799
561,3.103,0.134,1.016,0,0,2.193,3.21
562,3.05,0.405,0.868,1,3,2.233,6.195
563,2.585,1.5859999999999999,1.3519999999999999,0,0,4.092,6.551
564,1.962,1.345,0.7829999999999999,0,0,3.617,5.352
565,3.1430000000000002,0.134,1.641,0,0,1.209,2.2640000000000002
566,2.803,1.501,1.124,0,0,4.053,5.385
567,2.126,0.977,0.7709999999999999,0,0,3.795,4.762
568,4.532,0.405,1.189,2,2,4.638999999999999,5.541
569,2.528,0.58,1.297,0,0,1.5390000000000001,3.025
570,3.103,0.134,1.016,0,0,2.193,3.6510000000000002
571,3.1710000000000003,0.134,1.189,1,0,2.42,3.569
572,3.103,0.134,1.016,0,0,2.193,3.22
573,2.456,0.64,0.937,0,0,2.461,4.2860000000000005
574,3.26,0.251,1.287,0,1,1.994,2.745
575,2.802,0.223,1.6,1,0,1.064,4.423
576,3.08,0.223,1.5830000000000002,0,1,1.442,2.369
577,3.0460000000000003,0.0,1.3330000000000002,4,0,2.352,3.614
578,2.217,0.659,0.7879999999999999,0,0,1.758,3.727
579,4.258,0.223,1.538,0,1,4.506,5.7410000000000005
580,4.717,0.223,1.288,1,1,4.803999999999999,6.3839999999999995
581,3.1430000000000002,0.134,1.641,0,0,1.209,2.487
582,3.423,1.19,1.993,0,4,-1.358,3.6889999999999996
583,3.332,0.134,1.068,0,0,2.242,3.806
584,2.748,0.223,2.048,0,0,0.8,1.462
585,4.135,0.58,1.263,1,2,2.904,5.537999999999999
586,3.485,0.223,1.614,0,0,1.94,2.853
587,2.377,0.8270000000000001,0.938,0,0,2.239,5.005
588,2.508,0.58,0.941,0,0,1.7009999999999998,3.483
589,2.377,0.8270000000000001,0.938,0,0,2.239,3.991
590,3.3139999999999996,0.331,1.173,1,0,3.112,3.812
591,3.7880000000000003,0.693,1.365,0,2,2.576,4.664
592,2.086,1.685,0.396,0,0,4.593999999999999,6.72
593,2.26,1.443,0.902,0,0,4.926,6.006
594,1.925,1.364,0.42100000000000004,0,0,4.19,5.591
595,2.377,0.8270000000000001,0.938,0,0,2.239,5.083
596,2.215,0.887,0.888,0,0,1.395,4.33
597,3.905,0.56,1.399,1,0,2.65,4.947
598,3.023,0.56,1.349,1,0,1.239,3.917
599,2.7260000000000004,0.496,1.179,0,1,1.06,3.661
600,2.568,0.5820000000000001,0.9309999999999999,0,0,2.461,3.594
601,2.636,0.8270000000000001,0.9990000000000001,0,0,2.573,4.393
602,2.439,0.93,0.924,0,0,1.7480000000000002,4.856
603,2.781,0.711,1.147,0,0,1.515,3.846
604,4.137,0.223,1.5419999999999998,0,1,4.234,5.194
605,1.733,1.077,0.81,0,0,3.11,4.63
606,2.377,0.8270000000000001,0.938,0,0,2.239,3.91
607,2.215,0.887,0.888,0,0,1.395,3.932
608,2.377,0.8270000000000001,0.938,0,0,2.239,5.146
609,2.11,0.58,0.805,0,0,1.61,3.391
610,2.583,0.762,1.104,0,1,1.9680000000000002,3.8819999999999997
611,2.11,0.58,0.805,0,0,1.61,3.787
612,2.329,0.711,0.868,0,1,1.229,3.097
613,2.512,0.134,0.862,0,0,1.506,3.0780000000000003
614,1.5119999999999998,0.57,0.879,0,1,-0.317,2.445
615,2.092,1.359,2.273,1,1,1.246,4.796
616,1.774,0.429,2.299,0,0,-0.41,1.8969999999999998
617,3.052,0.638,0.903,0,0,3.237,4.906000000000001
618,3.3139999999999996,0.331,1.3969999999999998,3,0,2.048,4.473
619,3.554,0.629,0.945,0,0,3.315,3.4589999999999996
620,2.7260000000000004,0.496,1.179,0,1,1.06,2.126
621,2.983,0.496,2.106,0,0,-0.521,1.68
622,2.778,0.83,1.046,0,0,3.562,6.652
623,2.634,0.223,1.298,0,0,0.943,3.1310000000000002
624,2.08,0.8909999999999999,0.816,0,0,2.7289999999999996,4.62
625,2.536,0.496,1.482,0,1,0.204,3.03
626,2.0340000000000003,0.64,1.7269999999999999,0,0,0.8,2.072
627,2.755,0.83,1.656,0,0,2.957,3.7460000000000004
628,1.892,1.4409999999999998,0.7759999999999999,0,0,3.426,6.087000000000001
629,3.4019999999999997,0.604,1.517,0,0,3.451,5.086
630,3.219,0.8109999999999999,1.127,0,0,2.6039999999999996,4.7589999999999995
631,3.137,0.251,1.335,0,0,1.141,2.412
632,3.195,0.496,1.133,0,1,2.222,4.446000000000001
633,1.0,1.15,0.968,0,1,0.996,3.4989999999999997
634,3.343,1.068,0.9229999999999999,0,0,2.5380000000000003,3.327
635,2.126,1.278,0.8959999999999999,0,0,4.6339999999999995,5.361000000000001
636,2.019,1.126,0.7929999999999999,0,0,3.3139999999999996,4.737
637,2.217,0.764,0.8590000000000001,1,0,2.269,5.308
638,2.019,1.126,0.7929999999999999,0,0,3.3139999999999996,5.001
639,2.025,0.932,0.851,1,0,2.2119999999999997,4.672
640,2.479,0.887,0.9540000000000001,0,0,1.7480000000000002,4.181
641,1.946,0.223,1.929,0,0,-0.172,0.534
642,3.6510000000000002,1.151,0.9109999999999999,0,2,2.278,4.54
643,3.252,0.223,1.077,0,0,2.51,4.093
644,2.987,1.0759999999999998,0.9209999999999999,0,1,3.318,6.077000000000001
645,3.405,0.251,1.56,0,0,1.272,4.132
646,2.43,0.496,0.8490000000000001,0,1,1.237,3.133
647,2.233,1.07,0.841,1,0,3.377,5.251
648,2.065,1.062,0.852,0,0,2.463,4.399
649,2.469,0.5820000000000001,0.9129999999999999,0,0,2.688,4.002
650,3.08,0.223,1.5830000000000002,1,0,1.442,3.7569999999999997
651,1.6340000000000001,0.7979999999999999,1.093,0,0,0.68,2.569
652,3.596,0.972,0.941,0,1,4.178999999999999,4.828
653,1.6340000000000001,0.713,1.19,0,0,0.501,2.319
654,3.675,1.112,1.314,0,1,3.4739999999999998,4.706
655,3.333,0.405,0.963,1,0,2.9739999999999998,4.632
656,2.396,0.223,1.778,0,0,0.34700000000000003,0.778
657,2.026,0.223,1.6669999999999998,0,1,0.20199999999999999,0.855
658,1.751,0.629,1.483,0,0,-0.317,0.361
659,2.189,1.5859999999999999,2.0,0,0,3.2910000000000004,5.242000000000001
660,1.3330000000000002,0.754,1.148,0,1,-0.386,3.487
661,2.0340000000000003,0.331,2.6719999999999997,1,0,-0.273,0.841
662,0.973,0.988,1.489,0,1,0.18,2.725
663,3.8280000000000003,1.2590000000000001,0.966,1,2,4.279,8.604
664,3.029,0.331,2.13,0,1,0.9670000000000001,1.885
665,3.003,0.134,1.413,0,0,2.242,2.647
666,3.74,0.134,1.581,0,0,2.274,4.396
667,2.555,1.11,1.686,0,0,0.289,2.6010000000000004
668,3.86,0.223,1.55,0,1,3.661,4.51
669,3.98,0.223,1.723,0,0,2.8939999999999997,4.703
670,1.7830000000000001,0.331,1.6669999999999998,0,0,0.087,1.777
671,2.126,0.251,1.719,0,0,0.087,2.458
672,4.191,0.762,2.195,0,0,1.239,2.6180000000000003
673,3.065,0.9229999999999999,1.317,0,0,1.271,2.015
674,3.9610000000000003,0.405,1.083,1,0,3.987,5.8420000000000005
675,3.005,1.683,0.774,0,0,4.803999999999999,7.287000000000001
676,4.36,0.405,1.228,1,2,4.235,6.665
677,3.0269999999999997,0.331,1.011,0,1,1.807,3.009
678,2.448,0.638,0.9209999999999999,0,0,1.7009999999999998,3.513
679,3.4610000000000003,0.223,1.111,0,1,2.3569999999999998,3.3930000000000002
680,4.218999999999999,1.033,0.963,0,1,4.246,9.354
681,2.479,0.887,0.9540000000000001,0,0,1.7480000000000002,4.208
682,3.676,0.405,1.524,0,1,2.289,3.9760000000000004
683,3.033,0.693,1.3119999999999998,1,0,1.21,4.832
684,2.6839999999999997,0.988,1.226,0,1,3.076,4.404
685,2.396,0.223,1.778,0,0,0.34700000000000003,1.121
686,2.748,0.223,1.705,0,0,0.8,1.589
687,3.035,0.223,1.662,0,0,1.209,2.217
688,2.585,0.0,0.917,0,0,2.255,3.502
689,1.439,1.079,1.867,0,0,2.226,3.4019999999999997
690,3.444,0.88,1.466,0,3,1.95,4.004
691,5.1579999999999995,0.134,1.791,0,0,3.1180000000000003,6.04
692,2.526,0.713,1.2009999999999998,1,0,2.213,3.5610000000000004
693,3.593,1.236,1.166,0,0,4.268,7.607
694,3.3760000000000003,1.278,0.915,0,0,5.934,4.862
695,3.98,0.452,2.013,0,0,-0.022000000000000002,1.81
696,4.305,0.223,1.348,3,2,3.909,5.192
697,2.926,0.5820000000000001,1.939,0,0,1.548,3.0460000000000003
698,4.166,0.134,1.556,0,0,4.098,5.912000000000001
699,2.938,1.385,1.225,0,2,1.02,4.593
700,4.5360000000000005,0.223,1.29,0,0,4.907,6.6339999999999995
701,3.134,0.223,1.319,0,0,1.795,4.803999999999999
702,2.165,0.134,1.912,0,0,-0.172,2.3
703,1.126,0.134,1.431,0,0,-0.317,1.399
704,1.429,0.223,1.75,1,0,-0.317,3.076
705,1.429,0.223,1.804,0,0,-0.564,2.72
706,1.0,0.83,1.432,0,1,1.672,2.8560000000000003
707,0.965,0.64,1.695,0,1,0.20199999999999999,3.272
708,3.0010000000000003,0.134,2.92,0,0,-2.884,2.375
709,2.748,0.223,1.705,0,0,0.8,1.063
710,1.2790000000000001,0.8109999999999999,1.3130000000000002,0,0,0.58,2.925
711,3.08,0.223,1.5830000000000002,0,1,1.442,3.0610000000000004
712,1.5230000000000001,1.028,1.5119999999999998,0,1,0.996,2.693
713,1.8319999999999999,1.209,1.364,0,0,-0.792,3.8280000000000003
714,1.7009999999999998,1.443,1.905,0,0,2.957,4.44
715,1.094,1.236,1.4609999999999999,0,1,0.996,1.911
716,2.931,1.71,0.935,2,2,5.124,7.017
717,2.126,0.83,1.455,1,0,2.459,4.184
718,3.641,0.331,1.933,1,0,1.9709999999999999,3.2460000000000004
719,2.137,0.223,1.179,0,0,0.655,3.841
720,3.514,0.0,1.375,2,2,3.0380000000000003,4.465
721,3.668,0.134,1.1320000000000001,0,0,2.502,3.782
722,2.6319999999999997,0.429,1.176,0,0,1.074,2.975
723,2.465,1.5859999999999999,1.0,0,4,3.5580000000000003,7.591
724,2.33,0.58,1.776,0,2,-0.741,0.89
725,3.465,0.0,0.963,4,0,3.267,3.407
726,3.2769999999999997,0.223,1.633,0,0,1.587,2.182
727,2.866,0.223,1.288,0,0,1.442,1.906
728,3.738,1.131,1.584,1,2,2.5580000000000003,4.422
729,2.08,1.033,0.902,0,0,3.157,3.693
730,3.739,0.0,1.204,1,1,3.3739999999999997,5.689
731,3.1910000000000003,0.223,1.1540000000000001,0,0,1.7369999999999999,2.6860000000000004
732,3.815,1.825,1.351,0,0,-0.45,4.691
733,4.628,1.209,1.9680000000000002,0,0,2.437,4.551
734,3.41,0.223,1.278,1,2,1.9469999999999998,2.737
735,2.739,0.0,1.3,1,1,1.974,2.9530000000000003
736,2.748,0.223,1.705,0,0,0.8,1.6909999999999998
737,2.024,0.83,1.761,0,0,2.226,2.928
738,2.665,0.251,1.7619999999999998,0,0,-0.534,1.817
739,2.748,0.223,1.705,0,0,0.8,1.305
740,2.4619999999999997,0.223,1.625,0,1,0.655,1.3519999999999999
741,2.377,0.331,1.734,0,0,-0.534,1.474
742,3.2,1.531,1.0590000000000002,0,0,3.089,6.16
743,1.439,1.079,1.867,0,0,2.226,3.213
744,1.126,1.079,1.44,1,1,2.081,3.47
745,1.636,0.331,1.265,1,1,-0.38,2.766
746,2.024,0.405,2.065,0,1,0.133,2.269
747,1.5,1.278,1.868,0,0,2.6039999999999996,3.9160000000000004
748,3.957,0.223,1.2690000000000001,2,3,2.998,4.577
749,3.383,1.4080000000000001,0.892,0,0,4.803999999999999,5.44
750,3.819,0.615,0.8640000000000001,0,0,4.878,3.715
751,3.0439999999999996,1.028,0.9590000000000001,1,0,3.762,5.95
752,3.7760000000000002,0.405,0.92,0,0,3.306,4.691
753,3.39,0.934,0.889,0,0,4.436,5.263999999999999
754,3.645,0.223,1.155,0,0,3.105,4.81
755,3.9210000000000003,0.251,1.3980000000000001,0,0,1.6219999999999999,3.4160000000000004
756,3.9930000000000003,0.223,1.214,1,0,3.563,4.611000000000001
757,2.5069999999999997,0.405,1.652,0,2,0.888,2.495
758,4.566,0.35700000000000004,1.3940000000000001,4,1,3.903,6.922999999999999
759,2.377,1.278,0.9740000000000001,0,0,4.658,5.372000000000001
760,2.1180000000000003,0.956,2.539,0,0,-0.406,3.845
761,2.523,0.56,1.6019999999999999,1,1,0.052000000000000005,4.3839999999999995
762,3.361,0.223,1.3419999999999999,0,0,2.129,5.485
763,3.7,0.223,1.556,0,1,3.358,3.971
764,2.818,0.83,1.386,0,0,2.8989999999999996,3.92
765,3.465,0.0,0.802,0,0,3.958,4.984
766,3.003,0.134,1.032,0,0,2.1519999999999997,4.171
767,4.268,0.9159999999999999,1.19,0,2,1.936,7.849
768,3.26,0.405,0.9209999999999999,0,0,2.782,4.578
769,3.426,0.85,1.7919999999999998,0,0,2.59,4.377
770,3.888,0.693,0.978,0,2,4.633,6.6
771,3.477,0.693,1.344,0,2,2.577,4.1160000000000005
772,4.05,0.693,1.381,0,2,3.6180000000000003,5.49
773,4.05,0.693,1.381,0,2,3.6180000000000003,5.367000000000001
774,3.557,0.331,1.301,2,1,2.209,4.711
775,4.073,0.693,1.171,0,2,4.091,5.224
776,2.7439999999999998,0.496,0.753,0,0,3.0180000000000002,4.284
777,3.252,0.134,0.875,0,0,2.859,5.292000000000001
778,2.815,0.56,1.585,0,2,0.43,2.758
779,2.031,0.8540000000000001,2.591,0,0,-0.816,2.6889999999999996
780,3.265,0.496,0.9620000000000001,0,1,3.055,4.732
781,2.085,1.079,0.895,0,0,4.063,4.89
782,2.351,1.5859999999999999,1.25,0,4,3.659,6.416
783,2.822,0.8109999999999999,1.524,0,0,-2.089,0.6
784,3.315,0.9159999999999999,1.7530000000000001,0,2,-0.439,2.501
785,1.4169999999999998,0.898,0.648,0,0,2.042,4.421
786,2.1180000000000003,0.934,0.9129999999999999,1,0,2.9560000000000004,4.988
787,1.925,1.16,0.8009999999999999,0,0,3.3139999999999996,4.499
788,2.536,0.429,0.871,0,1,1.237,2.537
789,2.43,0.496,0.946,0,0,2.241,3.568
790,1.8219999999999998,0.8290000000000001,0.8340000000000001,0,0,2.509,3.7310000000000003
791,2.125,0.638,0.831,0,0,1.348,2.9389999999999996
792,3.0980000000000003,0.93,1.075,0,0,2.702,6.236000000000001
793,3.26,0.8109999999999999,0.7020000000000001,0,0,4.412,6.297999999999999
794,2.9819999999999998,0.496,1.151,0,1,1.7830000000000001,3.522
795,2.019,1.126,0.7929999999999999,0,0,3.3139999999999996,4.73
796,2.508,0.58,0.941,0,0,1.7009999999999998,3.7889999999999997
797,3.4610000000000003,0.223,1.12,0,0,2.813,4.672
798,2.233,0.64,0.92,1,0,2.37,4.75
799,2.477,0.405,0.8759999999999999,1,0,1.6669999999999998,4.725
800,3.3939999999999997,0.0,0.868,0,0,3.677,4.199
801,2.937,0.499,0.8,0,0,3.945,4.849
802,3.012,0.223,0.76,0,0,2.637,4.538
803,3.315,0.223,0.799,0,0,3.127,4.507
804,2.11,1.15,0.72,1,0,3.157,5.518
805,4.2780000000000005,0.405,1.345,0,0,3.5460000000000003,4.668
806,3.179,0.0,0.805,0,0,3.386,4.322
807,2.8339999999999996,0.134,1.0090000000000001,0,0,2.066,3.448
808,2.448,0.638,1.121,0,0,1.7009999999999998,2.904
809,3.9210000000000003,0.134,1.7890000000000001,0,0,2.502,3.861
810,3.532,0.134,1.518,0,0,2.813,3.9589999999999996
811,3.585,0.331,1.4909999999999999,0,0,2.224,3.53
812,3.0860000000000003,0.948,0.7509999999999999,0,0,3.5860000000000003,5.107
813,3.465,0.0,0.8370000000000001,0,0,3.8760000000000003,4.809
814,3.315,0.223,0.799,0,0,3.127,4.44
815,1.855,1.179,1.44,0,0,1.587,2.838
816,2.866,0.223,1.288,2,0,1.335,3.411
817,2.137,0.223,1.179,0,0,0.655,3.2880000000000003
818,3.036,0.405,1.205,0,1,2.351,4.247
819,3.111,0.405,1.05,0,2,1.756,5.169
820,2.677,0.331,1.5819999999999999,0,1,0.586,2.895
821,1.962,1.345,0.7829999999999999,0,0,3.617,5.348
822,2.4419999999999997,0.934,0.9840000000000001,0,1,2.991,4.208
823,3.1710000000000003,0.134,1.011,0,0,2.186,3.984
824,2.9819999999999998,0.496,1.151,0,1,1.7830000000000001,3.665
825,3.8739999999999997,0.638,1.3519999999999999,4,1,2.575,4.561
826,2.43,0.496,0.83,1,0,1.1320000000000001,4.628
827,2.435,1.113,1.109,0,1,2.354,2.839
828,3.247,0.8740000000000001,1.2209999999999999,0,1,2.659,4.262
829,2.928,1.113,1.185,0,1,2.927,4.141
830,3.235,1.131,0.996,0,0,2.7230000000000003,5.354
831,3.177,0.629,0.871,0,0,3.315,3.365
832,2.495,0.56,0.835,1,0,1.099,4.023
833,2.233,0.57,0.883,0,0,1.501,3.325
834,3.179,0.0,1.063,0,0,2.9419999999999997,3.8110000000000004
835,2.728,0.223,0.953,0,0,1.859,3.897
836,2.62,0.499,0.99,0,0,3.21,4.23
837,2.126,0.83,0.899,0,0,3.478,4.194
838,2.2159999999999997,0.5820000000000001,0.8390000000000001,0,0,2.127,4.353
839,2.62,0.28800000000000003,0.8390000000000001,0,0,3.045,3.753
840,2.8339999999999996,0.134,0.95,0,0,1.859,3.12
841,2.086,0.64,0.838,0,0,2.127,3.995
842,3.407,0.0,1.111,0,0,3.259,4.192
843,3.012,0.223,1.023,0,0,2.193,3.92
844,2.477,0.83,0.983,0,0,3.795,4.54
845,2.477,0.83,0.983,0,0,3.795,4.743
846,2.08,0.8909999999999999,0.816,0,0,2.7289999999999996,4.332
847,2.888,0.251,0.9440000000000001,0,0,1.246,1.935
848,2.08,0.8909999999999999,0.816,0,0,2.7289999999999996,4.989
849,2.126,1.278,0.8959999999999999,0,0,4.6339999999999995,5.815
850,1.925,1.16,0.8009999999999999,0,0,3.3139999999999996,5.192
851,3.69,0.223,0.883,0,0,3.887,6.644
852,3.8139999999999996,0.331,1.225,0,1,3.345,3.698
853,2.888,0.405,1.472,1,2,1.5219999999999998,5.105
854,2.824,0.223,1.051,0,0,1.5330000000000001,4.05
855,1.855,1.067,1.244,0,0,1.587,3.487
856,2.802,0.223,1.6,1,0,1.064,3.937
857,1.92,1.079,1.7380000000000002,0,0,2.6039999999999996,3.408
858,2.802,0.223,1.6,0,1,1.064,1.7480000000000002
859,2.435,0.331,1.5319999999999998,0,1,0.586,2.0140000000000002
860,3.611,0.331,2.017,0,0,1.393,2.859
861,2.215,0.887,0.888,0,0,1.395,4.084
862,3.16,1.028,0.809,0,0,3.842,5.939
863,3.26,0.405,1.151,1,0,2.11,3.835
864,1.965,0.405,1.169,1,0,-0.145,3.66
865,1.7830000000000001,0.629,0.75,1,0,0.736,3.46
866,2.3480000000000003,0.762,0.85,0,0,2.6210000000000004,3.7689999999999997
867,3.4610000000000003,0.223,1.12,0,0,2.813,4.463
868,3.407,0.0,1.111,0,0,3.259,4.279
869,2.824,0.223,1.0,0,1,2.102,2.87
870,2.233,0.64,0.92,0,1,2.102,3.615
871,2.08,0.496,0.858,0,0,1.8869999999999998,3.022
872,2.434,1.17,0.996,1,0,1.391,3.575
873,2.765,0.331,0.951,0,1,1.49,2.55
874,2.43,0.496,0.946,0,0,2.241,3.66
875,2.252,1.075,0.885,0,0,2.005,5.303
876,2.508,0.58,0.941,0,0,1.7009999999999998,3.242
877,2.508,0.58,0.941,0,0,1.7009999999999998,3.345
878,2.251,0.638,0.871,1,0,1.61,4.416
879,2.094,0.8270000000000001,0.86,0,0,1.886,4.239
880,3.739,0.0,1.25,2,2,3.267,4.638
881,3.332,0.134,1.5190000000000001,0,0,2.51,3.415
882,2.43,0.496,0.946,0,0,2.241,3.4410000000000003
883,2.815,0.56,1.585,1,1,0.43,4.59
884,1.5,0.405,1.669,0,1,-0.386,2.661
885,3.1260000000000003,0.693,1.69,2,2,1.024,4.282
886,3.86,0.223,1.429,0,0,2.502,3.9189999999999996
887,1.814,1.3159999999999998,1.074,0,1,1.119,3.35
888,3.69,1.159,1.295,0,2,4.449,5.749
889,4.211,0.932,1.045,0,1,4.832,8.916
890,2.16,1.16,1.607,0,0,1.94,3.13
