,holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time,traffic_volume
7966,None,291.34,0.0,0.0,76,Clouds,broken clouds,2013-07-27 04:00:00,402
7967,None,290.0,0.0,0.0,76,Clouds,broken clouds,2013-07-27 05:00:00,919
7968,None,289.36,0.0,0.0,8,Clear,sky is clear,2013-07-27 06:00:00,1549
7969,None,288.56,0.0,0.0,8,Clear,sky is clear,2013-07-27 07:00:00,2043
7970,None,289.23,0.0,0.0,8,Clear,sky is clear,2013-07-27 08:00:00,2854
7971,None,290.43,0.0,0.0,64,Clouds,broken clouds,2013-07-27 09:00:00,3524
7972,None,290.19,0.0,0.0,68,Clouds,broken clouds,2013-07-27 10:00:00,4049
7973,None,291.33,0.0,0.0,68,Clouds,broken clouds,2013-07-27 11:00:00,4218
7974,None,291.57,0.0,0.0,32,Rain,light rain,2013-07-27 12:00:00,4414
7975,None,292.78,0.25,0.0,32,Rain,light rain,2013-07-27 13:00:00,4325
7976,None,291.65,0.25,0.0,32,Rain,light rain,2013-07-27 14:00:00,4591
7977,None,292.59,0.0,0.0,48,Clouds,scattered clouds,2013-07-27 15:00:00,4418
7978,None,291.93,0.0,0.0,48,Clouds,scattered clouds,2013-07-27 16:00:00,4377
7979,None,291.45,0.0,0.0,48,Clouds,scattered clouds,2013-07-27 17:00:00,4035
7980,None,290.65,0.0,0.0,92,Rain,light rain,2013-07-27 18:00:00,3948
7981,None,289.65,0.0,0.0,92,Clouds,overcast clouds,2013-07-27 19:00:00,3189
7982,None,289.36,0.0,0.0,92,Clouds,overcast clouds,2013-07-27 20:00:00,2929
7983,None,288.22,0.0,0.0,88,Clouds,overcast clouds,2013-07-27 21:00:00,2926
7984,None,287.62,0.0,0.0,88,Clouds,overcast clouds,2013-07-27 22:00:00,2635
7985,None,286.52,0.0,0.0,88,Clouds,overcast clouds,2013-07-27 23:00:00,2031
7986,None,285.91,0.0,0.0,92,Clouds,overcast clouds,2013-07-28 00:00:00,1371
7987,None,285.38,0.0,0.0,92,Clouds,overcast clouds,2013-07-28 01:00:00,822
7988,None,284.94,0.0,0.0,92,Clouds,overcast clouds,2013-07-28 02:00:00,565
7989,None,284.67,0.0,0.0,48,Clouds,scattered clouds,2013-07-28 03:00:00,393
7990,None,284.45,0.0,0.0,90,Drizzle,drizzle,2013-07-28 04:00:00,318
7991,None,284.13,0.0,0.0,48,Clouds,scattered clouds,2013-07-28 05:00:00,542
7992,None,284.05,0.0,0.0,48,Clouds,scattered clouds,2013-07-28 06:00:00,870
7993,None,284.2,0.0,0.0,48,Clouds,scattered clouds,2013-07-28 07:00:00,1137
7994,None,284.93,0.0,0.0,48,Clouds,scattered clouds,2013-07-28 08:00:00,1723
7995,None,286.54,0.0,0.0,0,Clear,Sky is Clear,2013-07-28 09:00:00,2431
7996,None,288.07,0.0,0.0,0,Clear,Sky is Clear,2013-07-28 10:00:00,3336
7997,None,287.99,0.0,0.0,0,Rain,light rain,2013-07-28 11:00:00,3741
7998,None,286.09,0.25,0.0,48,Rain,light rain,2013-07-28 12:00:00,4253
7999,None,286.09,0.25,0.0,48,Drizzle,light intensity drizzle,2013-07-28 12:00:00,4253
8000,None,287.12,0.0,0.0,48,Rain,light rain,2013-07-28 13:00:00,4592
8001,None,288.26,0.51,0.0,48,Rain,light rain,2013-07-28 14:00:00,4706
8002,None,288.34,0.25,0.0,76,Rain,moderate rain,2013-07-28 15:00:00,4625
8003,None,288.49,0.0,0.0,76,Drizzle,light intensity drizzle,2013-07-28 16:00:00,4601
8004,None,289.4,0.0,0.0,76,Clouds,broken clouds,2013-07-28 17:00:00,4478
8005,None,288.86,0.0,0.0,92,Clouds,overcast clouds,2013-07-28 18:00:00,4033
8006,None,288.31,0.0,0.0,92,Clouds,overcast clouds,2013-07-28 19:00:00,3504
8007,None,287.8,0.51,0.0,92,Rain,light rain,2013-07-28 20:00:00,3204
8008,None,287.12,0.25,0.0,48,Rain,light rain,2013-07-28 21:00:00,2910
8009,None,286.47,0.25,0.0,48,Rain,light rain,2013-07-28 22:00:00,2025
8010,None,285.69,0.0,0.0,48,Clouds,scattered clouds,2013-07-28 23:00:00,1387
8011,None,285.24,0.0,0.0,32,Clouds,scattered clouds,2013-07-29 00:00:00,739
8012,None,285.55,0.0,0.0,32,Clouds,scattered clouds,2013-07-29 01:00:00,468
8013,None,285.35,0.0,0.0,32,Clouds,scattered clouds,2013-07-29 02:00:00,324
8014,None,284.4,0.0,0.0,76,Clouds,broken clouds,2013-07-29 03:00:00,345
8015,None,283.99,0.0,0.0,76,Clouds,broken clouds,2013-07-29 04:00:00,846
8016,None,284.02,0.0,0.0,76,Clouds,broken clouds,2013-07-29 05:00:00,2833
8017,None,283.69,0.0,0.0,0,Clear,Sky is Clear,2013-07-29 06:00:00,5951
8018,None,283.7,0.0,0.0,0,Clear,Sky is Clear,2013-07-29 07:00:00,6505
8019,None,284.58,0.0,0.0,0,Clear,Sky is Clear,2013-07-29 08:00:00,5920
8020,None,285.41,0.0,0.0,8,Clear,sky is clear,2013-07-29 09:00:00,4986
8021,None,288.06,0.0,0.0,8,Clear,sky is clear,2013-07-29 10:00:00,4475
8022,None,290.15,0.0,0.0,0,Clear,Sky is Clear,2013-07-29 12:00:00,4998
8023,None,291.91,0.0,0.0,12,Clouds,few clouds,2013-07-29 13:00:00,5031
8024,None,292.95,0.0,0.0,12,Clouds,few clouds,2013-07-29 14:00:00,5356
8025,None,293.66,0.0,0.0,12,Clouds,few clouds,2013-07-29 15:00:00,5758
8026,None,294.37,0.0,0.0,12,Clouds,few clouds,2013-07-29 16:00:00,6303
8027,None,295.34,0.0,0.0,12,Clouds,few clouds,2013-07-29 17:00:00,5905
8028,None,294.81,0.0,0.0,0,Clear,Sky is Clear,2013-07-29 18:00:00,4322
8029,None,294.2,0.0,0.0,0,Clear,Sky is Clear,2013-07-29 19:00:00,3391
8030,None,293.04,0.0,0.0,0,Clear,Sky is Clear,2013-07-29 20:00:00,2868
8031,None,290.86,0.0,0.0,32,Clouds,scattered clouds,2013-07-29 21:00:00,2574
8032,None,288.55,0.0,0.0,32,Clouds,scattered clouds,2013-07-29 22:00:00,1736
8033,None,286.06,0.0,0.0,1,Clear,sky is clear,2013-07-29 23:00:00,1196
8034,None,284.87,0.0,0.0,12,Clouds,few clouds,2013-07-30 01:00:00,411
8035,None,284.28,0.0,0.0,12,Clouds,few clouds,2013-07-30 02:00:00,283
8036,None,284.29,0.0,0.0,0,Mist,mist,2013-07-30 03:00:00,377
8037,None,284.04,0.0,0.0,0,Clear,Sky is Clear,2013-07-30 04:00:00,819
8038,None,283.76,0.0,0.0,0,Clear,Sky is Clear,2013-07-30 05:00:00,2856
8039,None,283.17,0.0,0.0,0,Clear,Sky is Clear,2013-07-30 06:00:00,6011
8040,None,284.16,0.0,0.0,0,Mist,mist,2013-07-30 07:00:00,6721
8041,None,287.38,0.0,0.0,0,Clear,Sky is Clear,2013-07-30 08:00:00,5794
8042,None,289.9,0.0,0.0,20,Clouds,few clouds,2013-07-30 09:00:00,5161
8043,None,292.55,0.0,0.0,20,Clouds,few clouds,2013-07-30 10:00:00,4578
8044,None,294.06,0.0,0.0,20,Clouds,few clouds,2013-07-30 11:00:00,5025
8045,None,295.21,0.0,0.0,0,Clear,Sky is Clear,2013-07-30 12:00:00,5353
8046,None,295.93,0.0,0.0,0,Clear,Sky is Clear,2013-07-30 13:00:00,5244
8047,None,297.39,1.02,0.0,0,Rain,moderate rain,2013-07-30 15:00:00,5907
8048,None,297.26,0.0,0.0,0,Clear,Sky is Clear,2013-07-30 16:00:00,7070
8049,None,297.19,0.0,0.0,0,Clear,Sky is Clear,2013-07-30 17:00:00,6760
8050,None,297.03,0.0,0.0,24,Clouds,few clouds,2013-07-30 18:00:00,5025
8051,None,295.96,0.0,0.0,24,Clouds,few clouds,2013-07-30 19:00:00,3450
8052,None,294.82,0.0,0.0,24,Clouds,few clouds,2013-07-30 20:00:00,3015
8053,None,293.6,0.0,0.0,80,Clouds,broken clouds,2013-07-30 21:00:00,2657
8054,None,293.06,0.0,0.0,80,Clouds,broken clouds,2013-07-30 22:00:00,1814
8055,None,292.1,0.0,0.0,80,Rain,light rain,2013-07-30 23:00:00,1204
8056,None,292.1,0.0,0.0,80,Drizzle,light intensity drizzle,2013-07-30 23:00:00,1204
8057,None,291.64,0.0,0.0,64,Rain,heavy intensity rain,2013-07-31 00:00:00,666
8058,None,291.64,0.0,0.0,64,Drizzle,light intensity drizzle,2013-07-31 00:00:00,666
8059,None,290.65,0.76,0.0,64,Rain,moderate rain,2013-07-31 01:00:00,402
8060,None,290.65,0.76,0.0,64,Drizzle,drizzle,2013-07-31 01:00:00,402
8061,None,290.4,0.51,0.0,64,Rain,light rain,2013-07-31 02:00:00,287
8062,None,289.91,1.52,0.0,80,Rain,moderate rain,2013-07-31 04:00:00,822
8063,None,289.91,1.52,0.0,80,Mist,mist,2013-07-31 04:00:00,822
8064,None,290.12,0.38,0.0,80,Rain,moderate rain,2013-07-31 05:00:00,2956
8065,None,290.12,0.38,0.0,80,Mist,mist,2013-07-31 05:00:00,2956
8066,None,290.12,0.38,0.0,80,Drizzle,light intensity drizzle,2013-07-31 05:00:00,2956
8067,None,289.86,0.51,0.0,92,Rain,light rain,2013-07-31 06:00:00,6289
8068,None,289.86,0.51,0.0,92,Drizzle,drizzle,2013-07-31 06:00:00,6289
8069,None,289.82,0.51,0.0,92,Rain,light rain,2013-07-31 07:00:00,6866
8070,None,289.82,0.51,0.0,92,Drizzle,drizzle,2013-07-31 07:00:00,6866
8071,None,289.82,0.51,0.0,92,Mist,mist,2013-07-31 07:00:00,6866
8072,None,290.18,0.38,0.0,92,Rain,light rain,2013-07-31 08:00:00,6015
8073,None,290.18,0.38,0.0,92,Mist,mist,2013-07-31 08:00:00,6015
8074,None,290.3,0.51,0.0,92,Rain,light rain,2013-07-31 09:00:00,5233
8075,None,290.3,0.51,0.0,92,Mist,mist,2013-07-31 09:00:00,5233
8076,None,290.98,0.25,0.0,92,Rain,light rain,2013-07-31 10:00:00,4800
8077,None,290.98,0.25,0.0,92,Mist,mist,2013-07-31 10:00:00,4800
8078,None,291.89,0.0,0.0,92,Clouds,overcast clouds,2013-07-31 11:00:00,5072
8079,None,292.4,0.0,0.0,12,Clouds,few clouds,2013-07-31 12:00:00,5329
8080,None,292.94,0.0,0.0,12,Clouds,few clouds,2013-07-31 13:00:00,5349
8081,None,293.47,0.0,0.0,12,Clouds,few clouds,2013-07-31 14:00:00,5655
8082,None,293.94,0.0,0.0,36,Clouds,scattered clouds,2013-07-31 15:00:00,5919
8083,None,294.22,0.0,0.0,36,Clouds,scattered clouds,2013-07-31 16:00:00,6594
8084,None,294.39,0.0,0.0,36,Clouds,scattered clouds,2013-07-31 17:00:00,6304
8085,None,294.2,0.0,0.0,80,Clouds,broken clouds,2013-07-31 18:00:00,4936
8086,None,294.02,0.0,0.0,80,Clouds,broken clouds,2013-07-31 19:00:00,3495
8087,None,293.33,0.0,0.0,80,Clouds,broken clouds,2013-07-31 20:00:00,3255
8088,None,292.7,0.0,0.0,64,Clouds,broken clouds,2013-07-31 21:00:00,2727
8089,None,292.25,0.0,0.0,64,Clouds,broken clouds,2013-07-31 22:00:00,1937
8090,None,291.21,0.0,0.0,64,Mist,mist,2013-07-31 23:00:00,1372
8091,None,290.4,0.0,0.0,48,Mist,mist,2013-08-01 00:00:00,680
8092,None,290.4,0.0,0.0,48,Fog,fog,2013-08-01 00:00:00,680
8093,None,289.31,0.0,0.0,48,Mist,mist,2013-08-01 01:00:00,503
8094,None,289.12,0.0,0.0,48,Mist,mist,2013-08-01 02:00:00,344
8095,None,289.12,0.0,0.0,48,Fog,fog,2013-08-01 02:00:00,344
8096,None,289.31,0.0,0.0,0,Mist,mist,2013-08-01 03:00:00,421
8097,None,289.37,0.0,0.0,0,Mist,mist,2013-08-01 04:00:00,851
8098,None,289.37,0.0,0.0,0,Fog,fog,2013-08-01 04:00:00,851
8099,None,289.58,0.0,0.0,0,Mist,mist,2013-08-01 05:00:00,3006
8100,None,289.58,0.0,0.0,0,Fog,fog,2013-08-01 05:00:00,3006
8101,None,289.81,0.25,0.0,24,Rain,light rain,2013-08-01 06:00:00,5886
8102,None,289.81,0.25,0.0,24,Mist,mist,2013-08-01 06:00:00,5886
8103,None,289.81,0.25,0.0,24,Fog,fog,2013-08-01 06:00:00,5886
8104,None,289.97,0.0,0.0,24,Fog,fog,2013-08-01 07:00:00,6160
8105,None,289.97,0.0,0.0,24,Mist,mist,2013-08-01 07:00:00,6160
8106,None,290.35,0.0,0.0,24,Mist,mist,2013-08-01 08:00:00,6217
8107,None,291.6,0.0,0.0,64,Fog,fog,2013-08-01 09:00:00,5448
8108,None,291.6,0.0,0.0,64,Mist,mist,2013-08-01 09:00:00,5448
8109,None,292.81,0.0,0.0,8,Mist,mist,2013-08-01 10:00:00,5096
8110,None,293.61,0.0,0.0,8,Clear,sky is clear,2013-08-01 11:00:00,5509
8111,None,294.28,0.0,0.0,64,Clouds,broken clouds,2013-08-01 12:00:00,5538
8112,None,295.87,0.0,0.0,64,Clouds,broken clouds,2013-08-01 13:00:00,5334
8113,None,297.55,0.0,0.0,64,Clouds,broken clouds,2013-08-01 14:00:00,5845
8114,None,298.46,0.0,0.0,20,Clouds,few clouds,2013-08-01 15:00:00,6119
8115,None,298.45,0.0,0.0,20,Clouds,few clouds,2013-08-01 16:00:00,6440
8116,None,298.3,0.25,0.0,1,Rain,light rain,2013-08-01 17:00:00,6168
8117,None,297.47,0.0,0.0,1,Clear,sky is clear,2013-08-01 18:00:00,4875
8118,None,296.47,0.0,0.0,1,Clear,sky is clear,2013-08-01 19:00:00,3782
8119,None,292.85,0.0,0.0,1,Clear,sky is clear,2013-08-01 21:00:00,3171
8120,None,290.38,0.0,0.0,0,Clear,Sky is Clear,2013-08-01 23:00:00,2367
8121,None,290.11,0.0,0.0,0,Clear,Sky is Clear,2013-08-02 00:00:00,894
8122,None,288.98,0.0,0.0,0,Clear,Sky is Clear,2013-08-02 01:00:00,552
8123,None,287.61,0.0,0.0,0,Clear,Sky is Clear,2013-08-02 02:00:00,390
8124,None,286.87,0.0,0.0,0,Clear,Sky is Clear,2013-08-02 03:00:00,433
8125,None,286.25,0.0,0.0,0,Clear,Sky is Clear,2013-08-02 04:00:00,779
8126,None,285.85,0.0,0.0,0,Clear,Sky is Clear,2013-08-02 05:00:00,2769
8127,None,285.48,0.0,0.0,0,Clear,Sky is Clear,2013-08-02 06:00:00,5610
8128,None,285.96,0.0,0.0,0,Clear,Sky is Clear,2013-08-02 07:00:00,6318
8129,None,288.78,0.0,0.0,0,Clear,Sky is Clear,2013-08-02 08:00:00,5613
8130,None,291.43,0.0,0.0,32,Clouds,scattered clouds,2013-08-02 09:00:00,5253
8131,None,294.28,0.0,0.0,32,Clouds,scattered clouds,2013-08-02 10:00:00,4848
8132,None,295.96,0.0,0.0,32,Clouds,scattered clouds,2013-08-02 11:00:00,5458
8133,None,297.1,0.0,0.0,0,Clear,Sky is Clear,2013-08-02 12:00:00,5815
8134,None,297.86,0.0,0.0,0,Clear,Sky is Clear,2013-08-02 13:00:00,5842
8135,None,299.0,0.0,0.0,0,Clear,Sky is Clear,2013-08-02 14:00:00,6054
8136,None,299.47,0.0,0.0,0,Clear,Sky is Clear,2013-08-02 15:00:00,6128
8137,None,299.37,0.0,0.0,0,Clear,Sky is Clear,2013-08-02 16:00:00,6342
8138,None,299.73,0.0,0.0,0,Clear,Sky is Clear,2013-08-02 17:00:00,5613
8139,None,300.0,0.0,0.0,0,Clear,Sky is Clear,2013-08-02 18:00:00,4955
8140,None,298.08,0.0,0.0,0,Clear,Sky is Clear,2013-08-02 19:00:00,3793
8141,None,297.61,0.0,0.0,0,Clear,Sky is Clear,2013-08-02 20:00:00,3178
8142,None,294.82,0.0,0.0,40,Clouds,scattered clouds,2013-08-02 21:00:00,3441
8143,None,292.87,0.0,0.0,64,Clouds,broken clouds,2013-08-02 22:00:00,3589
8144,None,291.89,0.0,0.0,64,Clouds,broken clouds,2013-08-02 23:00:00,2174
8145,None,291.36,0.0,0.0,0,Clear,Sky is Clear,2013-08-03 00:00:00,1415
8146,None,290.18,0.0,0.0,0,Clear,Sky is Clear,2013-08-03 01:00:00,890
8147,None,289.57,0.0,0.0,0,Clear,Sky is Clear,2013-08-03 02:00:00,550
8148,None,289.42,0.0,0.0,0,Clear,Sky is Clear,2013-08-03 03:00:00,472
8149,None,288.6,0.0,0.0,0,Clear,Sky is Clear,2013-08-03 04:00:00,406
8150,None,288.53,0.0,0.0,0,Clear,Sky is Clear,2013-08-03 05:00:00,918
8151,None,287.87,0.0,0.0,0,Clear,Sky is Clear,2013-08-03 07:00:00,1862
8152,None,289.65,0.0,0.0,0,Clear,Sky is Clear,2013-08-03 08:00:00,2741
8153,None,294.04,0.0,0.0,0,Clear,Sky is Clear,2013-08-03 10:00:00,4455
8154,None,295.17,0.0,0.0,0,Clear,Sky is Clear,2013-08-03 11:00:00,4335
8155,None,295.8,0.0,0.0,12,Clouds,few clouds,2013-08-03 12:00:00,4677
8156,None,296.12,0.0,0.0,12,Clouds,few clouds,2013-08-03 13:00:00,4505
8157,None,296.56,0.0,0.0,12,Clouds,few clouds,2013-08-03 14:00:00,4574
8158,None,296.78,0.0,0.0,48,Clouds,scattered clouds,2013-08-03 15:00:00,4656
8159,None,296.91,0.0,0.0,48,Clouds,scattered clouds,2013-08-03 16:00:00,4371
8160,None,296.25,0.0,0.0,48,Clouds,scattered clouds,2013-08-03 17:00:00,4305
8161,None,296.56,0.0,0.0,92,Clouds,overcast clouds,2013-08-03 18:00:00,3828
8162,None,296.03,0.0,0.0,92,Clouds,overcast clouds,2013-08-03 19:00:00,3405
8163,None,294.79,0.0,0.0,92,Clouds,overcast clouds,2013-08-03 20:00:00,3094
8164,None,292.3,0.0,0.0,92,Clouds,overcast clouds,2013-08-03 21:00:00,2989
8165,None,289.98,0.0,0.0,92,Clouds,overcast clouds,2013-08-03 22:00:00,2623
8166,None,289.12,0.0,0.0,92,Clouds,overcast clouds,2013-08-03 23:00:00,1998
8167,None,287.31,0.0,0.0,92,Clouds,overcast clouds,2013-08-04 00:00:00,1507
8168,None,287.18,0.0,0.0,92,Clouds,overcast clouds,2013-08-04 01:00:00,964
8169,None,286.11,0.0,0.0,92,Clouds,overcast clouds,2013-08-04 02:00:00,610
8170,None,286.17,0.0,0.0,44,Clouds,scattered clouds,2013-08-04 03:00:00,438
8171,None,285.64,0.0,0.0,44,Clouds,scattered clouds,2013-08-04 04:00:00,337
8172,None,285.26,0.0,0.0,44,Clouds,scattered clouds,2013-08-04 05:00:00,551
8173,None,284.29,0.0,0.0,0,Mist,mist,2013-08-04 06:00:00,847
8174,None,284.61,0.0,0.0,0,Clear,Sky is Clear,2013-08-04 07:00:00,1132
8175,None,287.17,0.0,0.0,0,Clear,Sky is Clear,2013-08-04 08:00:00,1753
8176,None,290.28,0.0,0.0,0,Clear,Sky is Clear,2013-08-04 09:00:00,2732
8177,None,293.0,0.0,0.0,0,Clear,Sky is Clear,2013-08-04 10:00:00,3426
8178,None,294.51,0.0,0.0,0,Clear,Sky is Clear,2013-08-04 11:00:00,4133
8179,None,295.64,0.0,0.0,56,Clouds,broken clouds,2013-08-04 12:00:00,4572
8180,None,296.28,0.0,0.0,56,Clouds,broken clouds,2013-08-04 13:00:00,4301
8181,None,297.17,0.0,0.0,56,Clouds,broken clouds,2013-08-04 14:00:00,4338
8182,None,297.44,0.0,0.0,44,Clouds,scattered clouds,2013-08-04 15:00:00,4421
8183,None,297.38,0.0,0.0,44,Clouds,scattered clouds,2013-08-04 16:00:00,4392
8184,None,297.23,0.0,0.0,44,Clouds,scattered clouds,2013-08-04 17:00:00,4391
8185,None,297.22,0.0,0.0,8,Clear,sky is clear,2013-08-04 18:00:00,3912
8186,None,296.09,0.0,0.0,8,Clear,sky is clear,2013-08-04 19:00:00,3365
8187,None,295.1,0.0,0.0,8,Clear,sky is clear,2013-08-04 20:00:00,3075
8188,None,292.22,0.0,0.0,76,Clouds,broken clouds,2013-08-04 21:00:00,2880
8189,None,289.78,0.0,0.0,76,Clouds,broken clouds,2013-08-04 22:00:00,2040
8190,None,287.64,0.0,0.0,1,Clear,sky is clear,2013-08-04 23:00:00,1211
8191,None,287.74,0.0,0.0,0,Clear,Sky is Clear,2013-08-05 01:00:00,436
8192,None,286.55,0.0,0.0,0,Clear,Sky is Clear,2013-08-05 02:00:00,321
8193,None,285.95,0.0,0.0,20,Clouds,few clouds,2013-08-05 03:00:00,370
8194,None,284.97,0.0,0.0,20,Clouds,few clouds,2013-08-05 04:00:00,845
8195,None,284.66,0.0,0.0,20,Clouds,few clouds,2013-08-05 05:00:00,2769
8196,None,283.99,0.0,0.0,76,Clouds,broken clouds,2013-08-05 06:00:00,5471
8197,None,284.69,0.0,0.0,76,Clouds,broken clouds,2013-08-05 07:00:00,6597
8198,None,286.58,0.0,0.0,76,Clouds,broken clouds,2013-08-05 08:00:00,5876
8199,None,289.18,0.0,0.0,80,Clouds,broken clouds,2013-08-05 09:00:00,4984
8200,None,290.7,0.0,0.0,80,Clouds,broken clouds,2013-08-05 10:00:00,4393
8201,None,291.96,0.0,0.0,80,Clouds,broken clouds,2013-08-05 11:00:00,4767
8202,None,293.31,0.0,0.0,88,Clouds,overcast clouds,2013-08-05 12:00:00,4917
8203,None,294.35,0.0,0.0,8,Clear,sky is clear,2013-08-05 13:00:00,5108
8204,None,294.82,0.0,0.0,8,Clear,sky is clear,2013-08-05 14:00:00,5340
8205,None,296.0,0.0,0.0,92,Clouds,overcast clouds,2013-08-05 15:00:00,5896
8206,None,295.72,0.0,0.0,92,Clouds,overcast clouds,2013-08-05 16:00:00,6217
8207,None,295.8,0.0,0.0,92,Clouds,overcast clouds,2013-08-05 17:00:00,5563
8208,None,295.94,0.0,0.0,88,Clouds,overcast clouds,2013-08-05 18:00:00,4479
8209,None,295.05,0.0,0.0,88,Clouds,overcast clouds,2013-08-05 19:00:00,3414
8210,None,294.13,0.0,0.0,88,Clouds,overcast clouds,2013-08-05 20:00:00,2834
8211,None,291.91,0.0,0.0,92,Clouds,overcast clouds,2013-08-05 21:00:00,2516
8212,None,290.16,0.0,0.0,92,Clouds,overcast clouds,2013-08-05 22:00:00,1818
8213,None,289.28,0.0,0.0,92,Clouds,overcast clouds,2013-08-05 23:00:00,1179
8214,None,290.51,0.0,0.0,92,Clouds,overcast clouds,2013-08-06 00:00:00,676
8215,None,290.37,0.0,0.0,92,Clouds,overcast clouds,2013-08-06 01:00:00,410
8216,None,290.54,0.0,0.0,92,Thunderstorm,proximity thunderstorm with rain,2013-08-06 02:00:00,292
8217,None,289.47,7.11,0.0,92,Rain,heavy intensity rain,2013-08-06 03:00:00,386
8218,None,289.47,7.11,0.0,92,Mist,mist,2013-08-06 03:00:00,386
8219,None,289.47,7.11,0.0,92,Thunderstorm,proximity thunderstorm,2013-08-06 03:00:00,386
8220,None,289.48,9.53,0.0,90,Rain,heavy intensity rain,2013-08-06 04:00:00,852
8221,None,289.48,9.53,0.0,90,Thunderstorm,thunderstorm,2013-08-06 04:00:00,852
8222,None,289.48,9.53,0.0,90,Mist,mist,2013-08-06 04:00:00,852
8223,None,289.54,2.03,0.0,92,Rain,moderate rain,2013-08-06 05:00:00,2996
8224,None,289.54,2.03,0.0,92,Mist,mist,2013-08-06 05:00:00,2996
8225,None,289.73,1.52,0.0,75,Rain,moderate rain,2013-08-06 06:00:00,6053
8226,None,289.88,2.29,0.0,92,Rain,moderate rain,2013-08-06 07:00:00,6791
8227,None,289.88,2.29,0.0,92,Mist,mist,2013-08-06 07:00:00,6791
8228,None,290.13,0.76,0.0,92,Rain,light rain,2013-08-06 08:00:00,6188
8229,None,290.13,0.76,0.0,92,Mist,mist,2013-08-06 08:00:00,6188
8230,None,290.67,0.0,0.0,92,Mist,mist,2013-08-06 09:00:00,5139
8231,None,291.63,0.0,0.0,92,Rain,light rain,2013-08-06 10:00:00,4643
8232,None,293.79,0.0,0.0,92,Rain,light rain,2013-08-06 11:00:00,4959
8233,None,294.47,0.0,0.0,36,Clouds,scattered clouds,2013-08-06 12:00:00,5190
8234,None,294.76,0.0,0.0,36,Clouds,scattered clouds,2013-08-06 13:00:00,5203
8235,None,295.65,0.0,0.0,36,Clouds,scattered clouds,2013-08-06 14:00:00,5638
8236,None,296.88,0.0,0.0,12,Clouds,few clouds,2013-08-06 15:00:00,5947
8237,None,297.62,0.0,0.0,12,Clouds,few clouds,2013-08-06 16:00:00,6592
8238,None,298.21,0.0,0.0,12,Clouds,few clouds,2013-08-06 17:00:00,6005
8239,None,299.18,0.0,0.0,8,Rain,light rain,2013-08-06 18:00:00,4567
8240,None,298.2,0.0,0.0,8,Rain,light rain,2013-08-06 19:00:00,3458
8241,None,296.68,0.0,0.0,8,Rain,light rain,2013-08-06 20:00:00,2637
8242,None,294.96,0.0,0.0,76,Clouds,broken clouds,2013-08-06 21:00:00,2519
8243,None,294.14,0.0,0.0,76,Clouds,broken clouds,2013-08-06 22:00:00,2230
8244,None,292.9,0.0,0.0,76,Clouds,broken clouds,2013-08-06 23:00:00,1778
8245,None,291.01,0.0,0.0,68,Clouds,broken clouds,2013-08-07 00:00:00,696
8246,None,290.53,0.0,0.0,68,Clouds,broken clouds,2013-08-07 01:00:00,396
8247,None,289.1,55.63,0.0,68,Rain,very heavy rain,2013-08-07 02:00:00,315
8248,None,288.15,0.0,0.0,0,Clear,Sky is Clear,2013-08-07 03:00:00,373
8249,None,288.15,0.0,0.0,0,Clear,Sky is Clear,2013-08-07 04:00:00,819
8250,None,287.22,0.0,0.0,44,Clouds,scattered clouds,2013-08-07 05:00:00,2937
8251,None,286.93,0.0,0.0,44,Mist,mist,2013-08-07 07:00:00,6986
8252,None,288.47,0.0,0.0,44,Clouds,scattered clouds,2013-08-07 08:00:00,5990
8253,None,289.22,0.0,0.0,100,Clouds,overcast clouds,2013-08-07 09:00:00,5150
8254,None,291.35,0.0,0.0,100,Clouds,overcast clouds,2013-08-07 10:00:00,4874
8255,None,299.02,0.0,0.0,80,Clouds,broken clouds,2013-08-07 14:00:00,5690
8256,None,300.37,0.0,0.0,68,Clouds,broken clouds,2013-08-07 15:00:00,6153
8257,None,300.9,0.0,0.0,68,Clouds,broken clouds,2013-08-07 16:00:00,6799
8258,None,299.48,0.0,0.0,64,Thunderstorm,proximity thunderstorm,2013-08-07 19:00:00,3648
8259,None,295.03,5.97,0.0,64,Rain,heavy intensity rain,2013-08-07 20:00:00,3216
8260,None,295.03,5.97,0.0,64,Thunderstorm,proximity thunderstorm,2013-08-07 20:00:00,3216
8261,None,295.03,5.97,0.0,64,Squall,SQUALLS,2013-08-07 20:00:00,3216
8262,None,291.34,13.21,0.0,68,Rain,heavy intensity rain,2013-08-07 21:00:00,3089
8263,None,291.34,13.21,0.0,68,Thunderstorm,proximity thunderstorm,2013-08-07 21:00:00,3089
8264,None,291.34,13.21,0.0,68,Mist,mist,2013-08-07 21:00:00,3089
8265,None,289.11,0.0,0.0,0,Clear,Sky is Clear,2013-08-08 01:00:00,437
8266,None,289.11,0.25,0.0,0,Rain,light rain,2013-08-08 02:00:00,300
8267,None,289.4,0.25,0.0,0,Rain,light rain,2013-08-08 03:00:00,388
8268,None,289.33,0.0,0.0,0,Clear,Sky is Clear,2013-08-08 04:00:00,817
8269,None,289.2,0.0,0.0,0,Clear,Sky is Clear,2013-08-08 05:00:00,2969
8270,None,289.33,0.0,0.0,0,Clear,Sky is Clear,2013-08-08 06:00:00,6033
8271,None,288.99,0.0,0.0,0,Clear,Sky is Clear,2013-08-08 07:00:00,6771
