,User country,Nr. reviews,Nr. hotel reviews,Helpful votes,Score,Period of stay,Traveler type,Pool,Gym,Tennis court,Spa,Casino,Free internet,Hotel name,Hotel stars,Nr. rooms,User continent,Member years,Review month,Review weekday
177,UK,57,20,71,5,Mar-May,Business,YES,YES,NO,YES,YES,YES,The Palazzo Resort Hotel Casino,5,3025,Europe,0,May,Friday
178,USA,42,8,22,4,Jun-Aug,Friends,YES,YES,NO,YES,YES,YES,The Palazzo Resort Hotel Casino,5,3025,North America,6,June,Monday
179,USA,28,20,14,3,Jun-Aug,Couples,YES,YES,NO,YES,YES,YES,The Palazzo Resort Hotel Casino,5,3025,North America,8,June,Friday
180,Spain,19,8,10,4,Jun-Aug,Friends,YES,YES,NO,YES,YES,YES,The Palazzo Resort Hotel Casino,5,3025,Europe,3,July,Wednesday
181,USA,20,11,21,5,Jun-Aug,Families,YES,YES,NO,YES,YES,YES,The Palazzo Resort Hotel Casino,5,3025,North America,9,July,Friday
182,UK,75,19,93,4,Jun-Aug,Friends,YES,YES,NO,YES,YES,YES,The Palazzo Resort Hotel Casino,5,3025,Europe,8,August,Sunday
183,USA,91,16,26,4,Jun-Aug,Business,YES,YES,NO,YES,YES,YES,The Palazzo Resort Hotel Casino,5,3025,North America,3,August,Wednesday
184,UK,52,48,78,3,Sep-Nov,Friends,YES,YES,NO,YES,YES,YES,The Palazzo Resort Hotel Casino,5,3025,Europe,8,September,Saturday
185,USA,93,4,8,5,Sep-Nov,Families,YES,YES,NO,YES,YES,YES,The Palazzo Resort Hotel Casino,5,3025,North America,2,September,Saturday
186,Canada,9,3,15,5,Sep-Nov,Families,YES,YES,NO,YES,YES,YES,The Palazzo Resort Hotel Casino,5,3025,North America,1,October,Wednesday
187,Australia,5,3,9,5,Sep-Nov,Couples,YES,YES,NO,YES,YES,YES,The Palazzo Resort Hotel Casino,5,3025,Oceania,2,October,Thursday
188,Singapore,37,7,10,5,Sep-Nov,Friends,YES,YES,NO,YES,YES,YES,The Palazzo Resort Hotel Casino,5,3025,Asia,0,November,Sunday
189,Brazil,31,25,35,3,Sep-Nov,Families,YES,YES,NO,YES,YES,YES,The Palazzo Resort Hotel Casino,5,3025,South America,7,November,Sunday
190,USA,6,4,4,5,Dec-Feb,Couples,YES,YES,NO,YES,YES,YES,The Palazzo Resort Hotel Casino,5,3025,North America,7,December,Thursday
191,USA,252,55,113,4,Dec-Feb,Families,YES,YES,NO,YES,YES,YES,The Palazzo Resort Hotel Casino,5,3025,North America,8,December,Monday
192,USA,164,48,82,5,Dec-Feb,Couples,YES,YES,YES,YES,YES,YES,Wynn Las Vegas,5,2700,North America,4,January,Saturday
193,USA,5,3,9,5,Dec-Feb,Families,YES,YES,YES,YES,YES,YES,Wynn Las Vegas,5,2700,North America,4,January,Tuesday
194,Canada,7,5,20,4,Dec-Feb,Couples,YES,YES,YES,YES,YES,YES,Wynn Las Vegas,5,2700,North America,3,February,Saturday
195,USA,18,11,15,5,Dec-Feb,Couples,YES,YES,YES,YES,YES,YES,Wynn Las Vegas,5,2700,North America,7,February,Tuesday
196,USA,20,13,16,5,Mar-May,Friends,YES,YES,YES,YES,YES,YES,Wynn Las Vegas,5,2700,North America,6,March,Friday
197,USA,21,5,12,4,Mar-May,Business,YES,YES,YES,YES,YES,YES,Wynn Las Vegas,5,2700,North America,8,March,Monday
198,USA,125,35,48,5,Mar-May,Business,YES,YES,YES,YES,YES,YES,Wynn Las Vegas,5,2700,North America,4,April,Sunday
199,USA,11,7,10,4,Mar-May,Couples,YES,YES,YES,YES,YES,YES,Wynn Las Vegas,5,2700,North America,1,April,Monday
200,Singapore,16,10,16,3,Mar-May,Solo,YES,YES,YES,YES,YES,YES,Wynn Las Vegas,5,2700,Asia,7,May,Monday
201,UK,19,5,5,5,Mar-May,Couples,YES,YES,YES,YES,YES,YES,Wynn Las Vegas,5,2700,Europe,3,May,Monday
202,USA,73,27,365,5,Jun-Aug,Couples,YES,YES,YES,YES,YES,YES,Wynn Las Vegas,5,2700,North America,6,June,Wednesday
203,USA,5,4,4,5,Jun-Aug,Couples,YES,YES,YES,YES,YES,YES,Wynn Las Vegas,5,2700,North America,11,June,Wednesday
204,USA,30,10,17,5,Jun-Aug,Couples,YES,YES,YES,YES,YES,YES,Wynn Las Vegas,5,2700,North America,3,July,Monday
205,Canada,7,4,10,5,Jun-Aug,Couples,YES,YES,YES,YES,YES,YES,Wynn Las Vegas,5,2700,North America,3,July,Sunday
206,Canada,67,46,99,5,Jun-Aug,Couples,YES,YES,YES,YES,YES,YES,Wynn Las Vegas,5,2700,North America,6,August,Sunday
207,Finland,18,13,25,5,Jun-Aug,Solo,YES,YES,YES,YES,YES,YES,Wynn Las Vegas,5,2700,Europe,9,August,Saturday
208,Canada,12,7,11,2,Sep-Nov,Business,YES,YES,YES,YES,YES,YES,Wynn Las Vegas,5,2700,North America,4,September,Monday
209,Canada,40,12,26,5,Sep-Nov,Friends,YES,YES,YES,YES,YES,YES,Wynn Las Vegas,5,2700,North America,7,September,Saturday
210,USA,142,17,31,4,Sep-Nov,Couples,YES,YES,YES,YES,YES,YES,Wynn Las Vegas,5,2700,North America,3,October,Monday
211,UK,8,4,16,5,Sep-Nov,Couples,YES,YES,YES,YES,YES,YES,Wynn Las Vegas,5,2700,Europe,7,October,Saturday
212,Costa Rica,15,9,3,5,Sep-Nov,Business,YES,YES,YES,YES,YES,YES,Wynn Las Vegas,5,2700,North America,2,November,Monday
213,UK,2,18,14,5,Sep-Nov,Couples,YES,YES,YES,YES,YES,YES,Wynn Las Vegas,5,2700,Europe,8,November,Wednesday
214,UK,10,6,10,5,Dec-Feb,Couples,YES,YES,YES,YES,YES,YES,Wynn Las Vegas,5,2700,Europe,5,December,Tuesday
215,USA,16,13,55,5,Dec-Feb,Couples,YES,YES,YES,YES,YES,YES,Wynn Las Vegas,5,2700,North America,9,December,Tuesday
216,UK,21,7,13,5,Dec-Feb,Solo,YES,YES,NO,YES,YES,YES,Trump International Hotel Las Vegas,5,1282,Europe,10,January,Tuesday
217,India,69,58,41,5,Dec-Feb,Business,YES,YES,NO,YES,YES,YES,Trump International Hotel Las Vegas,5,1282,Asia,5,January,Saturday
218,USA,33,13,8,5,Dec-Feb,Business,YES,YES,NO,YES,YES,YES,Trump International Hotel Las Vegas,5,1282,North America,5,February,Wednesday
219,USA,1,0,2,5,Dec-Feb,Families,YES,YES,NO,YES,YES,YES,Trump International Hotel Las Vegas,5,1282,North America,0,February,Tuesday
220,USA,49,8,23,5,Mar-May,Couples,YES,YES,NO,YES,YES,YES,Trump International Hotel Las Vegas,5,1282,North America,5,March,Monday
221,USA,775,52,255,3,Mar-May,Couples,YES,YES,NO,YES,YES,YES,Trump International Hotel Las Vegas,5,1282,North America,2,March,Wednesday
222,United Arab Emirates,16,7,6,4,Mar-May,Couples,YES,YES,NO,YES,YES,YES,Trump International Hotel Las Vegas,5,1282,Asia,7,April,Monday
223,USA,1,0,1,5,Mar-May,Couples,YES,YES,NO,YES,YES,YES,Trump International Hotel Las Vegas,5,1282,North America,0,April,Wednesday
224,Singapore,19,11,17,4,Mar-May,Families,YES,YES,NO,YES,YES,YES,Trump International Hotel Las Vegas,5,1282,Asia,7,May,Friday
225,Brazil,7,4,8,5,Mar-May,Families,YES,YES,NO,YES,YES,YES,Trump International Hotel Las Vegas,5,1282,South America,7,May,Sunday
226,USA,38,18,16,5,Jun-Aug,Couples,YES,YES,NO,YES,YES,YES,Trump International Hotel Las Vegas,5,1282,North America,8,June,Sunday
227,USA,48,14,30,5,Jun-Aug,Business,YES,YES,NO,YES,YES,YES,Trump International Hotel Las Vegas,5,1282,North America,9,June,Wednesday
228,Canada,136,20,55,5,Jun-Aug,Families,YES,YES,NO,YES,YES,YES,Trump International Hotel Las Vegas,5,1282,North America,3,July,Sunday
229,USA,26,8,1,4,Jun-Aug,Families,YES,YES,NO,YES,YES,YES,Trump International Hotel Las Vegas,5,1282,North America,6,July,Monday
230,Iran,3,3,2,4,Jun-Aug,Couples,YES,YES,NO,YES,YES,YES,Trump International Hotel Las Vegas,5,1282,Asia,4,August,Sunday
231,USA,78,17,24,5,Jun-Aug,Couples,YES,YES,NO,YES,YES,YES,Trump International Hotel Las Vegas,5,1282,North America,5,August,Monday
232,UK,24,18,12,5,Sep-Nov,Families,YES,YES,NO,YES,YES,YES,Trump International Hotel Las Vegas,5,1282,Europe,0,September,Thursday
233,Egypt,2,0,15,1,Sep-Nov,Families,YES,YES,NO,YES,YES,YES,Trump International Hotel Las Vegas,5,1282,Africa,1,September,Monday
234,Ireland,4,3,3,5,Sep-Nov,Friends,YES,YES,NO,YES,YES,YES,Trump International Hotel Las Vegas,5,1282,Europe,11,October,Thursday
235,Australia,11,7,17,5,Sep-Nov,Couples,YES,YES,NO,YES,YES,YES,Trump International Hotel Las Vegas,5,1282,Oceania,2,October,Saturday
236,Germany,1,0,1,2,Sep-Nov,Couples,YES,YES,NO,YES,YES,YES,Trump International Hotel Las Vegas,5,1282,Europe,0,November,Wednesday
237,Australia,35,16,17,4,Sep-Nov,Families,YES,YES,NO,YES,YES,YES,Trump International Hotel Las Vegas,5,1282,Oceania,2,November,Tuesday
238,USA,110,19,76,4,Dec-Feb,Business,YES,YES,NO,YES,YES,YES,Trump International Hotel Las Vegas,5,1282,North America,2,December,Tuesday
239,USA,53,25,24,5,Dec-Feb,Couples,YES,YES,NO,YES,YES,YES,Trump International Hotel Las Vegas,5,1282,North America,3,December,Sunday
240,Saudi Arabia,320,45,102,3,Dec-Feb,Business,YES,NO,NO,NO,YES,YES,The Cromwell,"4,5",188,Asia,6,January,Tuesday
241,USA,2,0,2,4,Dec-Feb,Business,YES,NO,NO,NO,YES,YES,The Cromwell,"4,5",188,North America,1,January,Saturday
242,USA,26,6,12,5,Dec-Feb,Families,YES,NO,NO,NO,YES,YES,The Cromwell,"4,5",188,North America,1,February,Sunday
243,USA,4,4,0,5,Dec-Feb,Couples,YES,NO,NO,NO,YES,YES,The Cromwell,"4,5",188,North America,2,February,Monday
244,USA,9,9,6,2,Mar-May,Solo,YES,NO,NO,NO,YES,YES,The Cromwell,"4,5",188,North America,1,March,Wednesday
245,USA,17,14,70,5,Mar-May,Friends,YES,NO,NO,NO,YES,YES,The Cromwell,"4,5",188,North America,10,March,Sunday
246,Canada,3,0,1,5,Mar-May,Couples,YES,NO,NO,NO,YES,YES,The Cromwell,"4,5",188,North America,1,April,Tuesday
247,Canada,14,0,4,2,Mar-May,Families,YES,NO,NO,NO,YES,YES,The Cromwell,"4,5",188,North America,4,April,Tuesday
248,USA,235,111,267,5,Mar-May,Friends,YES,NO,NO,NO,YES,YES,The Cromwell,"4,5",188,North America,9,May,Friday
249,USA,59,9,21,5,Mar-May,Couples,YES,NO,NO,NO,YES,YES,The Cromwell,"4,5",188,North America,3,May,Monday
250,USA,2,0,2,5,Jun-Aug,Friends,YES,NO,NO,NO,YES,YES,The Cromwell,"4,5",188,North America,0,June,Wednesday
251,USA,2,0,1,5,Jun-Aug,Couples,YES,NO,NO,NO,YES,YES,The Cromwell,"4,5",188,North America,0,June,Wednesday
252,USA,21,18,53,5,Jun-Aug,Couples,YES,NO,NO,NO,YES,YES,The Cromwell,"4,5",188,North America,11,July,Wednesday
253,USA,4,0,16,1,Jun-Aug,Friends,YES,NO,NO,NO,YES,YES,The Cromwell,"4,5",188,North America,0,July,Thursday
254,Netherlands,184,52,70,5,Jun-Aug,Couples,YES,NO,NO,NO,YES,YES,The Cromwell,"4,5",188,Europe,3,August,Wednesday
255,UK,262,75,150,4,Jun-Aug,Families,YES,NO,NO,NO,YES,YES,The Cromwell,"4,5",188,Europe,2,August,Monday
256,USA,69,11,17,5,Sep-Nov,Couples,YES,NO,NO,NO,YES,YES,The Cromwell,"4,5",188,North America,0,September,Sunday
257,Australia,92,12,27,4,Sep-Nov,Business,YES,NO,NO,NO,YES,YES,The Cromwell,"4,5",188,Oceania,2,September,Saturday
258,USA,131,61,116,3,Sep-Nov,Families,YES,NO,NO,NO,YES,YES,The Cromwell,"4,5",188,North America,8,October,Thursday
259,Norway,25,10,16,5,Sep-Nov,Friends,YES,NO,NO,NO,YES,YES,The Cromwell,"4,5",188,Europe,8,October,Tuesday
260,Canada,49,22,53,3,Sep-Nov,Couples,YES,NO,NO,NO,YES,YES,The Cromwell,"4,5",188,North America,5,November,Sunday
261,USA,148,33,55,4,Sep-Nov,Business,YES,NO,NO,NO,YES,YES,The Cromwell,"4,5",188,North America,3,November,Wednesday
262,Canada,26,7,22,4,Dec-Feb,Couples,YES,NO,NO,NO,YES,YES,The Cromwell,"4,5",188,North America,4,December,Wednesday
263,USA,13,4,1,4,Dec-Feb,Couples,YES,NO,NO,NO,YES,YES,The Cromwell,"4,5",188,North America,2,December,Wednesday
264,Thailand,3,3,20,1,Dec-Feb,Business,YES,YES,NO,YES,YES,YES,Encore at wynn Las Vegas,5,2034,Asia,5,January,Tuesday
265,USA,46,12,87,5,Dec-Feb,Couples,YES,YES,NO,YES,YES,YES,Encore at wynn Las Vegas,5,2034,North America,3,January,Tuesday
266,UK,127,40,81,4,Dec-Feb,Couples,YES,YES,NO,YES,YES,YES,Encore at wynn Las Vegas,5,2034,Europe,8,February,Thursday
267,USA,15,5,12,5,Dec-Feb,Business,YES,YES,NO,YES,YES,YES,Encore at wynn Las Vegas,5,2034,North America,4,February,Sunday
268,USA,16,14,23,5,Mar-May,Couples,YES,YES,NO,YES,YES,YES,Encore at wynn Las Vegas,5,2034,North America,7,March,Friday
269,USA,113,38,27,4,Mar-May,Friends,YES,YES,NO,YES,YES,YES,Encore at wynn Las Vegas,5,2034,North America,1,March,Tuesday
270,UK,7,5,5,3,Mar-May,Families,YES,YES,NO,YES,YES,YES,Encore at wynn Las Vegas,5,2034,Europe,7,April,Monday
271,Honduras,73,32,99,4,Mar-May,Friends,YES,YES,NO,YES,YES,YES,Encore at wynn Las Vegas,5,2034,South America,10,April,Thursday
272,USA,35,12,3,5,Mar-May,Business,YES,YES,NO,YES,YES,YES,Encore at wynn Las Vegas,5,2034,North America,2,May,Friday
273,UK,139,20,86,5,Mar-May,Friends,YES,YES,NO,YES,YES,YES,Encore at wynn Las Vegas,5,2034,Europe,5,May,Monday
274,UK,28,12,30,5,Jun-Aug,Couples,YES,YES,NO,YES,YES,YES,Encore at wynn Las Vegas,5,2034,Europe,2,June,Saturday
275,USA,34,8,26,4,Jun-Aug,Business,YES,YES,NO,YES,YES,YES,Encore at wynn Las Vegas,5,2034,North America,4,June,Tuesday
276,USA,4,3,5,5,Jun-Aug,Friends,YES,YES,NO,YES,YES,YES,Encore at wynn Las Vegas,5,2034,North America,3,July,Thursday
277,USA,32,11,14,5,Jun-Aug,Families,YES,YES,NO,YES,YES,YES,Encore at wynn Las Vegas,5,2034,North America,3,July,Sunday
278,UK,9,3,4,5,Jun-Aug,Families,YES,YES,NO,YES,YES,YES,Encore at wynn Las Vegas,5,2034,Europe,1,August,Thursday
279,USA,333,58,200,5,Jun-Aug,Families,YES,YES,NO,YES,YES,YES,Encore at wynn Las Vegas,5,2034,North America,4,August,Sunday
280,USA,29,11,15,5,Sep-Nov,Couples,YES,YES,NO,YES,YES,YES,Encore at wynn Las Vegas,5,2034,North America,6,September,Monday
281,UK,85,43,68,5,Sep-Nov,Friends,YES,YES,NO,YES,YES,YES,Encore at wynn Las Vegas,5,2034,Europe,5,September,Wednesday
282,USA,12,5,1,5,Sep-Nov,Couples,YES,YES,NO,YES,YES,YES,Encore at wynn Las Vegas,5,2034,North America,5,October,Friday
283,UK,34,10,7,4,Sep-Nov,Business,YES,YES,NO,YES,YES,YES,Encore at wynn Las Vegas,5,2034,Europe,4,October,Thursday
284,India,13,7,8,5,Sep-Nov,Couples,YES,YES,NO,YES,YES,YES,Encore at wynn Las Vegas,5,2034,Asia,5,November,Sunday
285,USA,5,5,14,5,Sep-Nov,Couples,YES,YES,NO,YES,YES,YES,Encore at wynn Las Vegas,5,2034,North America,5,November,Sunday
286,USA,169,25,41,5,Dec-Feb,Friends,YES,YES,NO,YES,YES,YES,Encore at wynn Las Vegas,5,2034,North America,8,December,Tuesday
287,USA,11,10,6,5,Dec-Feb,Business,YES,YES,NO,YES,YES,YES,Encore at wynn Las Vegas,5,2034,North America,7,December,Tuesday
288,USA,4,3,2,5,Dec-Feb,Couples,YES,YES,NO,YES,YES,YES,Hilton Grand Vacations on the Boulevard,"3,5",1228,North America,6,January,Friday
289,USA,50,39,48,2,Dec-Feb,Families,YES,YES,NO,YES,YES,YES,Hilton Grand Vacations on the Boulevard,"3,5",1228,North America,10,January,Thursday
290,Mexico,10,3,1,5,Dec-Feb,Business,YES,YES,NO,YES,YES,YES,Hilton Grand Vacations on the Boulevard,"3,5",1228,North America,4,February,Tuesday
291,Canada,7,4,4,5,Dec-Feb,Couples,YES,YES,NO,YES,YES,YES,Hilton Grand Vacations on the Boulevard,"3,5",1228,North America,1,February,Friday
292,UK,60,7,42,5,Mar-May,Couples,YES,YES,NO,YES,YES,YES,Hilton Grand Vacations on the Boulevard,"3,5",1228,Europe,8,March,Tuesday
293,Netherlands,92,49,18,4,Mar-May,Couples,YES,YES,NO,YES,YES,YES,Hilton Grand Vacations on the Boulevard,"3,5",1228,Europe,5,March,Thursday
294,Australia,106,37,58,4,Mar-May,Business,YES,YES,NO,YES,YES,YES,Hilton Grand Vacations on the Boulevard,"3,5",1228,Oceania,3,April,Wednesday
295,Canada,7,5,45,4,Mar-May,Families,YES,YES,NO,YES,YES,YES,Hilton Grand Vacations on the Boulevard,"3,5",1228,North America,10,April,Monday
296,Brazil,37,31,38,5,Mar-May,Families,YES,YES,NO,YES,YES,YES,Hilton Grand Vacations on the Boulevard,"3,5",1228,South America,9,May,Friday
297,USA,70,25,19,1,Mar-May,Couples,YES,YES,NO,YES,YES,YES,Hilton Grand Vacations on the Boulevard,"3,5",1228,North America,3,May,Friday
298,USA,9,3,4,5,Jun-Aug,Friends,YES,YES,NO,YES,YES,YES,Hilton Grand Vacations on the Boulevard,"3,5",1228,North America,1,June,Monday
299,USA,11,6,7,5,Jun-Aug,Solo,YES,YES,NO,YES,YES,YES,Hilton Grand Vacations on the Boulevard,"3,5",1228,North America,1,June,Monday
300,Finland,39,18,9,4,Jun-Aug,Families,YES,YES,NO,YES,YES,YES,Hilton Grand Vacations on the Boulevard,"3,5",1228,Europe,4,July,Thursday
301,UK,10,0,9,5,Jun-Aug,Families,YES,YES,NO,YES,YES,YES,Hilton Grand Vacations on the Boulevard,"3,5",1228,Europe,1,July,Wednesday
302,USA,78,17,24,4,Jun-Aug,Couples,YES,YES,NO,YES,YES,YES,Hilton Grand Vacations on the Boulevard,"3,5",1228,North America,5,August,Monday
303,UK,48,21,19,5,Jun-Aug,Families,YES,YES,NO,YES,YES,YES,Hilton Grand Vacations on the Boulevard,"3,5",1228,Europe,4,August,Friday
304,Canada,112,34,41,5,Sep-Nov,Families,YES,YES,NO,YES,YES,YES,Hilton Grand Vacations on the Boulevard,"3,5",1228,North America,7,September,Sunday
305,USA,28,17,14,5,Sep-Nov,Solo,YES,YES,NO,YES,YES,YES,Hilton Grand Vacations on the Boulevard,"3,5",1228,North America,2,September,Wednesday
306,UK,11,3,16,2,Sep-Nov,Couples,YES,YES,NO,YES,YES,YES,Hilton Grand Vacations on the Boulevard,"3,5",1228,Europe,2,October,Wednesday
307,USA,9,5,11,4,Sep-Nov,Business,YES,YES,NO,YES,YES,YES,Hilton Grand Vacations on the Boulevard,"3,5",1228,North America,9,October,Wednesday
308,USA,4,4,1,3,Sep-Nov,Families,YES,YES,NO,YES,YES,YES,Hilton Grand Vacations on the Boulevard,"3,5",1228,North America,0,November,Wednesday
309,Mexico,22,15,25,4,Sep-Nov,Families,YES,YES,NO,YES,YES,YES,Hilton Grand Vacations on the Boulevard,"3,5",1228,North America,6,November,Monday
310,USA,42,11,36,5,Dec-Feb,Couples,YES,YES,NO,YES,YES,YES,Hilton Grand Vacations on the Boulevard,"3,5",1228,North America,7,December,Monday
311,Australia,20,16,9,4,Dec-Feb,Couples,YES,YES,NO,YES,YES,YES,Hilton Grand Vacations on the Boulevard,"3,5",1228,Oceania,7,December,Tuesday
312,Canada,160,34,88,4,Dec-Feb,Business,YES,YES,NO,NO,YES,YES,Marriott's Grand Chateau,"3,5",732,North America,6,January,Saturday
313,USA,372,78,169,4,Dec-Feb,Business,YES,YES,NO,NO,YES,YES,Marriott's Grand Chateau,"3,5",732,North America,4,January,Sunday
314,USA,84,18,36,5,Dec-Feb,Families,YES,YES,NO,NO,YES,YES,Marriott's Grand Chateau,"3,5",732,North America,4,February,Wednesday
315,USA,21,13,20,5,Dec-Feb,Business,YES,YES,NO,NO,YES,YES,Marriott's Grand Chateau,"3,5",732,North America,5,February,Thursday
316,UK,95,37,55,4,Mar-May,Friends,YES,YES,NO,NO,YES,YES,Marriott's Grand Chateau,"3,5",732,Europe,6,March,Tuesday
317,Germany,118,107,131,5,Mar-May,Business,YES,YES,NO,NO,YES,YES,Marriott's Grand Chateau,"3,5",732,Europe,10,March,Monday
318,Canada,6,0,8,5,Mar-May,Couples,YES,YES,NO,NO,YES,YES,Marriott's Grand Chateau,"3,5",732,North America,10,April,Wednesday
319,USA,60,4,31,4,Mar-May,Couples,YES,YES,NO,NO,YES,YES,Marriott's Grand Chateau,"3,5",732,North America,2,April,Tuesday
320,Australia,275,79,339,4,Mar-May,Couples,YES,YES,NO,NO,YES,YES,Marriott's Grand Chateau,"3,5",732,Oceania,7,May,Sunday
321,Canada,46,39,42,4,Mar-May,Business,YES,YES,NO,NO,YES,YES,Marriott's Grand Chateau,"3,5",732,North America,6,May,Wednesday
322,USA,6,5,6,5,Jun-Aug,Families,YES,YES,NO,NO,YES,YES,Marriott's Grand Chateau,"3,5",732,North America,4,June,Tuesday
323,Australia,11,0,5,5,Jun-Aug,Families,YES,YES,NO,NO,YES,YES,Marriott's Grand Chateau,"3,5",732,Oceania,0,June,Thursday
324,USA,75,37,48,5,Jun-Aug,Couples,YES,YES,NO,NO,YES,YES,Marriott's Grand Chateau,"3,5",732,North America,6,July,Saturday
325,Denmark,240,76,115,5,Jun-Aug,Couples,YES,YES,NO,NO,YES,YES,Marriott's Grand Chateau,"3,5",732,Europe,3,July,Monday
326,Taiwan,20,12,7,5,Jun-Aug,Families,YES,YES,NO,NO,YES,YES,Marriott's Grand Chateau,"3,5",732,Asia,1,August,Wednesday
327,Israel,62,40,25,5,Jun-Aug,Families,YES,YES,NO,NO,YES,YES,Marriott's Grand Chateau,"3,5",732,Asia,5,August,Sunday
328,Hawaii,88,19,58,5,Sep-Nov,Friends,YES,YES,NO,NO,YES,YES,Marriott's Grand Chateau,"3,5",732,North America,1,September,Wednesday
329,USA,6,3,5,5,Sep-Nov,Friends,YES,YES,NO,NO,YES,YES,Marriott's Grand Chateau,"3,5",732,North America,0,September,Tuesday
330,Thailand,18,9,8,3,Sep-Nov,Business,YES,YES,NO,NO,YES,YES,Marriott's Grand Chateau,"3,5",732,Asia,7,October,Monday
331,Mexico,159,43,78,5,Sep-Nov,Families,YES,YES,NO,NO,YES,YES,Marriott's Grand Chateau,"3,5",732,North America,4,October,Wednesday
332,Kuwait,47,23,20,4,Sep-Nov,Couples,YES,YES,NO,NO,YES,YES,Marriott's Grand Chateau,"3,5",732,Asia,1,November,Thursday
333,Norway,86,12,46,4,Sep-Nov,Couples,YES,YES,NO,NO,YES,YES,Marriott's Grand Chateau,"3,5",732,Europe,5,November,Sunday
334,USA,42,9,13,5,Dec-Feb,Couples,YES,YES,NO,NO,YES,YES,Marriott's Grand Chateau,"3,5",732,North America,1,December,Tuesday
335,Germany,64,33,23,4,Dec-Feb,Families,YES,YES,NO,NO,YES,YES,Marriott's Grand Chateau,"3,5",732,Europe,7,December,Thursday
336,USA,167,71,119,5,Dec-Feb,Couples,YES,YES,YES,YES,YES,YES,Tuscany Las Vegas Suites & Casino,3,716,North America,8,January,Saturday
337,USA,25,5,12,5,Dec-Feb,Friends,YES,YES,YES,YES,YES,YES,Tuscany Las Vegas Suites & Casino,3,716,North America,8,January,Thursday
338,UK,12,12,6,3,Dec-Feb,Business,YES,YES,YES,YES,YES,YES,Tuscany Las Vegas Suites & Casino,3,716,Europe,4,February,Friday
339,USA,608,117,319,5,Dec-Feb,Business,YES,YES,YES,YES,YES,YES,Tuscany Las Vegas Suites & Casino,3,716,North America,5,February,Saturday
340,USA,5,4,3,5,Mar-May,Friends,YES,YES,YES,YES,YES,YES,Tuscany Las Vegas Suites & Casino,3,716,North America,8,March,Sunday
341,USA,26,17,34,5,Mar-May,Couples,YES,YES,YES,YES,YES,YES,Tuscany Las Vegas Suites & Casino,3,716,North America,7,March,Thursday
342,Brazil,11,5,9,5,Mar-May,Couples,YES,YES,YES,YES,YES,YES,Tuscany Las Vegas Suites & Casino,3,716,South America,7,April,Monday
343,USA,39,10,13,4,Mar-May,Couples,YES,YES,YES,YES,YES,YES,Tuscany Las Vegas Suites & Casino,3,716,North America,3,April,Wednesday
344,India,1,0,3,2,Mar-May,Families,YES,YES,YES,YES,YES,YES,Tuscany Las Vegas Suites & Casino,3,716,Asia,0,May,Thursday
345,USA,108,20,22,3,Mar-May,Business,YES,YES,YES,YES,YES,YES,Tuscany Las Vegas Suites & Casino,3,716,North America,5,May,Thursday
346,Malaysia,119,20,46,5,Jun-Aug,Friends,YES,YES,YES,YES,YES,YES,Tuscany Las Vegas Suites & Casino,3,716,Asia,1,June,Sunday
347,USA,27,15,17,3,Jun-Aug,Couples,YES,YES,YES,YES,YES,YES,Tuscany Las Vegas Suites & Casino,3,716,North America,6,June,Tuesday
348,Germany,55,55,134,5,Jun-Aug,Couples,YES,YES,YES,YES,YES,YES,Tuscany Las Vegas Suites & Casino,3,716,Europe,5,July,Wednesday
349,Canada,7,3,7,4,Jun-Aug,Business,YES,YES,YES,YES,YES,YES,Tuscany Las Vegas Suites & Casino,3,716,North America,3,July,Friday
350,Canada,3,3,2,3,Jun-Aug,Business,YES,YES,YES,YES,YES,YES,Tuscany Las Vegas Suites & Casino,3,716,North America,0,August,Wednesday
351,USA,11,3,19,4,Jun-Aug,Couples,YES,YES,YES,YES,YES,YES,Tuscany Las Vegas Suites & Casino,3,716,North America,6,August,Monday
352,Australia,27,15,16,5,Sep-Nov,Couples,YES,YES,YES,YES,YES,YES,Tuscany Las Vegas Suites & Casino,3,716,Oceania,5,September,Sunday
353,USA,13,4,6,5,Sep-Nov,Couples,YES,YES,YES,YES,YES,YES,Tuscany Las Vegas Suites & Casino,3,716,North America,0,September,Wednesday
354,UK,19,11,14,3,Sep-Nov,Couples,YES,YES,YES,YES,YES,YES,Tuscany Las Vegas Suites & Casino,3,716,Europe,5,October,Sunday
355,Canada,38,12,17,5,Sep-Nov,Business,YES,YES,YES,YES,YES,YES,Tuscany Las Vegas Suites & Casino,3,716,North America,7,October,Friday
356,USA,167,71,119,4,Sep-Nov,Couples,YES,YES,YES,YES,YES,YES,Tuscany Las Vegas Suites & Casino,3,716,North America,8,November,Sunday
357,USA,28,6,9,3,Sep-Nov,Business,YES,YES,YES,YES,YES,YES,Tuscany Las Vegas Suites & Casino,3,716,North America,3,November,Tuesday
358,Canada,9,8,5,5,Dec-Feb,Families,YES,YES,YES,YES,YES,YES,Tuscany Las Vegas Suites & Casino,3,716,North America,4,December,Sunday
359,USA,13,4,4,5,Dec-Feb,Friends,YES,YES,YES,YES,YES,YES,Tuscany Las Vegas Suites & Casino,3,716,North America,5,December,Tuesday
360,USA,65,24,72,3,Dec-Feb,Business,YES,YES,NO,NO,NO,YES,Hilton Grand Vacations at the Flamingo,3,315,North America,6,January,Monday
